"0,1-d","2,1-d","3,1-d","4,1-d"
5,0,0,0
44,0,0,0
34,0,0,0
22,0,0,0
63,0,0,0
63,0,0,0
18,0,0,0
15,0,0,0
13,0,0,0
15,0,0,0
11,0,0,0
170,0,0,0
22,2,0,0
40,0,0,0
175,0,0,0
50,0,0,0
40,0,0,0
40,0,0,0
64,4,0,0
35,0,0,0
23,0,0,0
15,0,0,0
4,0,0,0
110,0,0,0
37,0,0,0
45,0,0,0
14,0,0,0
11,0,0,0
86,0,0,0
49,0,0,0
104,0,0,0
47,0,0,0
28,0,0,0
48,0,0,0
20,0,0,0
14,0,0,0
52,2,0,0
45,0,0,0
24,2,0,0
21,0,0,0
27,0,0,0
31,0,0,0
16,0,0,0
13,0,0,0
17,0,0,0
12,0,0,0
12,0,0,0
272,46,10,0
176,10,0,0
114,2,0,0
102,0,0,0
106,0,0,0
114,6,5,0
105,4,0,0
102,2,0,0
103,2,0,0
104,4,0,0
102,2,0,0
104,6,0,0
102,2,0,0
103,4,0,0
102,2,0,0
107,2,0,0
103,2,0,0
108,2,0,0
103,4,5,0
102,2,0,0
102,2,0,0
102,2,0,0
102,2,0,0
102,2,0,0
107,4,0,0
135,6,0,0
103,0,0,0
109,0,0,0
103,0,0,0
104,2,0,0
113,0,0,0
104,0,0,0
103,0,0,0
111,0,0,0
103,0,0,0
101,0,0,0
102,0,0,0
101,0,0,0
110,0,0,0
101,0,0,0
101,0,0,0
102,2,0,0
105,0,0,0
104,2,0,0
101,0,0,0
101,0,0,0
101,0,0,0
102,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
102,0,0,0
101,0,0,0
101,0,0,0
102,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
102,0,0,0
102,0,0,0
101,0,0,0
101,0,0,0
103,0,0,0
101,0,0,0
110,0,0,0
101,0,0,0
101,0,0,0
102,0,0,0
101,0,0,0
113,6,0,0
102,0,0,0
101,0,0,0
101,0,0,0
102,0,0,0
117,2,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
107,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
101,0,0,0
103,2,0,0
101,0,0,0
101,0,0,0
128,0,0,0
131,0,0,0
131,0,0,0
126,0,0,0
126,0,0,0
129,0,0,0
131,0,0,0
120,0,0,0
120,0,0,0
133,0,0,0
117,0,0,0
118,0,0,0
129,0,0,0
129,0,0,0
124,0,0,0
129,0,0,0
126,0,0,0
131,0,0,0
124,0,0,0
120,0,0,0
118,0,0,0
127,0,0,0
118,0,0,0
116,0,0,0
125,0,0,0
124,0,0,0
121,0,0,0
117,0,0,0
130,0,0,0
130,0,0,0
120,0,0,0
116,0,0,0
121,0,0,0
128,0,0,0
116,0,0,0
124,0,0,0
117,0,0,0
116,0,0,0
124,0,0,0
124,0,0,0
118,0,0,0
122,0,0,0
119,0,0,0
122,0,0,0
121,0,0,0
118,0,0,0
118,0,0,0
117,0,0,0
123,0,0,0
117,0,0,0
118,0,0,0
125,0,0,0
123,0,0,0
117,0,0,0
117,0,0,0
117,0,0,0
124,0,0,0
120,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
117,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
119,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
120,0,0,0
115,0,0,0
118,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
116,0,0,0
115,0,0,0
115,0,0,0
117,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
116,0,0,0
116,0,0,0
120,0,0,0
115,0,0,0
119,0,0,0
117,0,0,0
115,0,0,0
115,0,0,0
117,0,0,0
115,0,0,0
116,0,0,0
117,0,0,0
115,0,0,0
117,0,0,0
117,0,0,0
115,0,0,0
116,0,0,0
116,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
115,0,0,0
23,0,0,0
22,0,0,0
10,0,0,0
10,0,0,0
17,0,0,0
11,0,0,0
446,118,15,0
248,2,0,0
243,0,0,0
243,4,0,0
246,2,0,0
243,0,0,0
246,8,0,0
237,2,0,0
239,2,0,0
241,4,5,0
241,0,0,0
250,2,0,0
310,56,15,0
245,4,0,0
240,2,0,0
243,2,0,0
246,2,0,0
247,2,0,0
245,6,0,0
241,2,0,0
248,4,0,0
237,0,0,0
241,2,0,0
241,2,0,0
242,4,0,0
235,0,0,0
242,2,0,0
241,2,0,0
239,0,0,0
246,6,5,0
250,4,0,0
236,0,0,0
246,4,0,0
237,2,0,0
239,4,0,0
241,0,0,0
239,2,0,0
237,0,0,0
242,4,0,0
236,4,5,0
236,0,0,0
236,4,0,0
246,2,0,0
237,2,0,0
264,44,10,0
233,0,0,0
247,0,0,0
244,0,0,0
256,12,15,0
243,2,0,0
242,2,0,0
240,2,0,0
247,4,0,0
235,2,0,0
253,12,0,0
240,0,0,0
243,0,0,0
240,2,0,0
243,2,0,0
243,4,5,0
238,4,5,0
280,22,30,0
264,20,35,0
242,4,5,0
234,2,0,0
246,4,5,0
248,6,10,0
244,2,0,0
236,0,0,0
235,0,0,0
237,0,0,0
242,0,0,0
244,6,0,0
243,2,0,0
239,2,0,0
246,2,0,0
245,4,0,0
271,10,0,0
242,2,0,0
245,4,5,0
248,2,0,0
240,0,0,0
236,0,0,0
246,0,0,0
236,0,0,0
245,2,0,0
241,6,0,0
238,2,0,0
239,4,0,0
242,2,0,0
237,2,0,0
233,0,0,0
234,0,0,0
233,0,0,0
242,4,0,0
233,0,0,0
244,2,0,0
244,4,0,0
236,2,0,0
239,0,0,0
236,0,0,0
233,0,0,0
244,2,0,0
234,0,0,0
239,0,0,0
238,2,0,0
235,2,0,0
236,0,0,0
240,2,0,0
239,2,0,0
241,0,0,0
237,2,0,0
241,2,0,0
237,0,0,0
244,6,5,0
248,6,0,0
245,6,5,0
244,6,0,0
242,0,0,0
235,0,0,0
234,0,0,0
245,2,0,0
247,4,0,0
239,2,0,0
238,2,0,0
233,0,0,0
238,2,0,0
234,0,0,0
238,0,0,0
237,2,0,0
241,2,0,0
235,0,0,0
240,2,0,0
234,0,0,0
233,0,0,0
240,0,0,0
237,0,0,0
246,2,0,0
241,0,0,0
234,0,0,0
235,0,0,0
237,0,0,0
234,0,0,0
233,0,0,0
233,0,0,0
240,4,0,0
238,0,0,0
234,0,0,0
241,4,0,0
237,2,0,0
238,0,0,0
233,0,0,0
236,0,0,0
237,0,0,0
244,4,0,0
240,2,0,0
233,2,0,0
256,20,0,0
233,2,0,0
233,2,0,0
233,2,0,0
234,0,0,0
233,2,0,0
233,2,0,0
233,2,0,0
237,2,0,0
238,4,0,0
233,2,0,0
239,4,0,0
234,2,0,0
234,0,0,0
233,0,0,0
234,2,0,0
232,0,0,0
234,0,0,0
234,0,0,0
233,0,0,0
240,2,0,0
241,4,0,0
238,0,0,0
235,2,0,0
232,0,0,0
232,0,0,0
233,0,0,0
235,0,0,0
242,2,0,0
233,0,0,0
234,0,0,0
233,0,0,0
234,2,0,0
232,0,0,0
232,0,0,0
232,0,0,0
232,0,0,0
240,2,0,0
248,4,0,0
234,0,0,0
234,0,0,0
233,0,0,0
232,0,0,0
240,0,0,0
234,0,0,0
234,0,0,0
233,0,0,0
232,0,0,0
232,0,0,0
232,0,0,0
233,0,0,0
233,0,0,0
233,2,0,0
233,0,0,0
233,0,0,0
232,0,0,0
236,0,0,0
232,0,0,0
237,2,0,0
234,0,0,0
237,0,0,0
233,0,0,0
232,0,0,0
233,0,0,0
234,2,0,0
232,0,0,0
232,0,0,0
235,2,0,0
232,0,0,0
233,0,0,0
232,0,0,0
232,0,0,0
234,0,0,0
274,8,0,0
269,2,0,0
174,0,0,0
182,2,0,0
182,0,0,0
180,0,0,0
184,4,5,0
175,2,0,0
175,0,0,0
173,0,0,0
173,0,0,0
173,0,0,0
173,0,0,0
173,0,0,0
171,0,0,0
173,0,0,0
172,0,0,0
173,0,0,0
174,0,0,0
175,0,0,0
174,0,0,0
172,0,0,0
171,0,0,0
173,0,0,0
174,0,0,0
175,0,0,0
174,0,0,0
172,0,0,0
172,0,0,0
172,2,0,0
173,0,0,0
173,0,0,0
175,0,0,0
173,0,0,0
174,0,0,0
171,0,0,0
173,0,0,0
171,0,0,0
173,2,0,0
185,0,0,0
173,0,0,0
179,0,0,0
172,0,0,0
172,0,0,0
171,0,0,0
171,0,0,0
174,0,0,0
172,0,0,0
171,0,0,0
172,0,0,0
173,0,0,0
176,0,0,0
172,0,0,0
174,0,0,0
172,0,0,0
173,0,0,0
172,0,0,0
173,0,0,0
175,0,0,0
172,0,0,0
174,2,0,0
173,0,0,0
172,0,0,0
171,0,0,0
171,0,0,0
173,0,0,0
172,0,0,0
171,0,0,0
172,2,0,0
171,0,0,0
174,2,0,0
173,0,0,0
175,0,0,0
174,0,0,0
172,0,0,0
172,2,0,0
174,0,0,0
171,0,0,0
173,0,0,0
186,2,0,0
171,0,0,0
171,0,0,0
171,0,0,0
173,2,0,0
171,0,0,0
171,0,0,0
171,0,0,0
171,0,0,0
173,0,0,0
173,0,0,0
171,0,0,0
171,0,0,0
171,0,0,0
171,0,0,0
172,2,0,0
171,0,0,0
173,0,0,0
187,0,0,0
172,0,0,0
171,0,0,0
171,0,0,0
173,0,0,0
172,0,0,0
172,0,0,0
171,0,0,0
172,0,0,0
173,0,0,0
172,0,0,0
171,0,0,0
177,2,0,0
173,0,0,0
171,0,0,0
172,0,0,0
173,2,0,0
172,0,0,0
171,0,0,0
173,0,0,0
178,2,0,0
172,0,0,0
172,0,0,0
171,0,0,0
173,4,5,0
171,0,0,0
172,2,0,0
171,0,0,0
174,0,0,0
178,0,0,0
171,0,0,0
171,0,0,0
171,0,0,0
172,0,0,0
172,0,0,0
172,2,0,0
171,0,0,0
171,0,0,0
172,0,0,0
186,0,0,0
172,0,0,0
171,0,0,0
171,0,0,0
171,0,0,0
181,0,0,0
171,0,0,0
172,0,0,0
172,2,0,0
171,0,0,0
172,2,0,0
171,0,0,0
172,0,0,0
171,0,0,0
171,0,0,0
173,0,0,0
171,0,0,0
171,0,0,0
177,0,0,0
171,0,0,0
172,0,0,0
172,2,0,0
172,0,0,0
183,0,0,0
198,0,0,0
171,0,0,0
172,0,0,0
171,0,0,0
173,0,0,0
177,2,0,0
171,0,0,0
173,0,0,0
171,0,0,0
175,0,0,0
175,0,0,0
170,0,0,0
173,0,0,0
174,0,0,0
170,0,0,0
166,0,0,0
168,0,0,0
170,0,0,0
166,2,0,0
176,0,0,0
237,52,0,0
170,0,0,0
173,0,0,0
168,0,0,0
167,0,0,0
170,2,0,0
174,2,0,0
168,0,0,0
168,0,0,0
170,2,0,0
169,2,0,0
164,0,0,0
169,0,0,0
166,0,0,0
171,2,0,0
177,0,0,0
163,0,0,0
166,2,0,0
166,2,0,0
174,2,0,0
169,2,0,0
171,0,0,0
167,2,0,0
164,0,0,0
175,2,0,0
169,0,0,0
171,0,0,0
170,0,0,0
169,0,0,0
167,0,0,0
181,0,0,0
171,0,0,0
163,0,0,0
170,0,0,0
179,6,0,0
167,0,0,0
170,0,0,0
172,4,5,0
181,6,10,0
166,4,5,0
165,2,0,0
207,12,10,0
175,2,0,0
171,0,0,0
163,0,0,0
164,0,0,0
163,0,0,0
164,0,0,0
170,0,0,0
165,0,0,0
163,0,0,0
167,0,0,0
171,0,0,0
167,0,0,0
172,0,0,0
172,2,0,0
175,0,0,0
172,0,0,0
165,0,0,0
172,0,0,0
165,0,0,0
165,2,0,0
162,0,0,0
164,0,0,0
167,2,0,0
170,0,0,0
162,0,0,0
171,0,0,0
171,2,0,0
166,0,0,0
161,2,0,0
163,0,0,0
174,0,0,0
161,0,0,0
171,0,0,0
162,0,0,0
176,0,0,0
165,0,0,0
167,0,0,0
166,2,0,0
160,0,0,0
160,0,0,0
161,0,0,0
172,2,0,0
171,4,0,0
173,2,0,0
166,2,0,0
166,2,0,0
165,0,0,0
167,0,0,0
163,0,0,0
164,0,0,0
168,0,0,0
168,0,0,0
164,0,0,0
164,0,0,0
174,2,0,0
168,0,0,0
164,2,0,0
165,0,0,0
166,0,0,0
161,0,0,0
168,2,0,0
164,0,0,0
169,0,0,0
160,0,0,0
164,0,0,0
167,0,0,0
165,0,0,0
164,0,0,0
161,0,0,0
165,0,0,0
163,0,0,0
164,0,0,0
164,0,0,0
162,0,0,0
164,0,0,0
162,0,0,0
161,0,0,0
164,0,0,0
160,2,0,0
163,0,0,0
164,0,0,0
162,2,0,0
161,0,0,0
163,0,0,0
162,0,0,0
160,0,0,0
159,0,0,0
161,0,0,0
159,0,0,0
160,0,0,0
161,0,0,0
159,0,0,0
160,2,0,0
159,0,0,0
159,0,0,0
160,0,0,0
159,0,0,0
159,0,0,0
160,0,0,0
159,0,0,0
164,0,0,0
160,0,0,0
159,0,0,0
52,0,0,0
51,0,0,0
45,0,0,0
54,0,0,0
52,0,0,0
45,0,0,0
45,0,0,0
60,0,0,0
39,0,0,0
84,2,0,0
40,0,0,0
42,0,0,0
51,0,0,0
50,0,0,0
42,0,0,0
41,0,0,0
45,2,0,0
40,0,0,0
67,0,0,0
50,0,0,0
44,0,0,0
38,0,0,0
47,0,0,0
40,0,0,0
39,0,0,0
41,0,0,0
46,0,0,0
43,0,0,0
38,0,0,0
37,0,0,0
38,0,0,0
37,0,0,0
37,0,0,0
36,0,0,0
36,0,0,0
36,0,0,0
230,2,0,0
221,0,0,0
323,52,0,0
226,2,0,0
225,2,0,0
223,4,0,0
222,4,0,0
230,4,0,0
223,2,0,0
232,2,0,0
223,4,0,0
223,4,0,0
225,2,0,0
229,2,0,0
224,4,0,0
223,4,0,0
223,2,0,0
228,4,0,0
221,2,0,0
223,2,0,0
221,2,0,0
223,2,0,0
229,2,0,0
224,4,0,0
217,2,0,0
228,4,0,0
226,2,0,0
222,2,0,0
219,2,0,0
246,12,10,0
225,2,0,0
222,2,0,0
215,0,0,0
222,2,0,0
246,4,5,0
230,4,5,0
228,2,0,0
219,0,0,0
225,2,0,0
223,0,0,0
222,0,0,0
227,0,0,0
221,2,0,0
228,2,0,0
217,0,0,0
227,4,0,0
227,0,0,0
217,0,0,0
224,2,0,0
230,2,0,0
227,0,0,0
227,4,0,0
227,0,0,0
220,2,0,0
221,2,0,0
224,0,0,0
215,0,0,0
220,0,0,0
220,0,0,0
224,2,0,0
219,2,0,0
222,0,0,0
215,0,0,0
225,0,0,0
224,2,0,0
217,0,0,0
216,0,0,0
226,2,0,0
229,2,0,0
218,0,0,0
226,2,0,0
216,0,0,0
218,0,0,0
226,0,0,0
226,2,0,0
226,0,0,0
217,0,0,0
215,0,0,0
231,0,0,0
220,2,0,0
217,2,0,0
222,0,0,0
219,0,0,0
219,2,0,0
226,4,5,0
216,0,0,0
230,2,0,0
215,0,0,0
216,0,0,0
227,4,5,0
228,0,0,0
226,2,0,0
219,0,0,0
227,2,0,0
223,0,0,0
222,0,0,0
229,2,0,0
226,2,0,0
221,0,0,0
220,2,0,0
215,0,0,0
219,2,0,0
218,0,0,0
227,2,0,0
223,4,0,0
222,2,0,0
219,0,0,0
228,4,0,0
218,0,0,0
217,0,0,0
219,0,0,0
222,2,0,0
221,0,0,0
218,0,0,0
217,0,0,0
245,16,0,0
227,0,0,0
222,0,0,0
229,0,0,0
218,0,0,0
218,0,0,0
227,0,0,0
222,0,0,0
220,0,0,0
221,0,0,0
222,0,0,0
215,0,0,0
228,2,0,0
215,0,0,0
217,0,0,0
219,2,0,0
220,2,0,0
221,6,0,0
216,2,0,0
216,2,0,0
222,2,0,0
217,2,0,0
216,2,0,0
230,6,0,0
215,2,0,0
219,2,0,0
216,2,0,0
219,0,0,0
221,4,0,0
217,0,0,0
223,2,0,0
215,0,0,0
215,0,0,0
215,2,0,0
214,0,0,0
214,0,0,0
215,0,0,0
219,2,0,0
214,0,0,0
215,0,0,0
214,0,0,0
214,0,0,0
214,0,0,0
214,0,0,0
214,0,0,0
214,0,0,0
217,0,0,0
215,0,0,0
214,0,0,0
214,0,0,0
214,0,0,0
215,0,0,0
216,0,0,0
214,0,0,0
218,0,0,0
218,0,0,0
217,0,0,0
214,0,0,0
215,0,0,0
219,0,0,0
214,0,0,0
214,0,0,0
214,0,0,0
214,0,0,0
216,0,0,0
217,0,0,0
217,0,0,0
215,0,0,0
214,0,0,0
217,0,0,0
214,0,0,0
220,0,0,0
220,0,0,0
215,0,0,0
215,0,0,0
214,0,0,0
218,0,0,0
215,0,0,0
216,0,0,0
216,0,0,0
216,0,0,0
214,0,0,0
214,0,0,0
216,0,0,0
214,0,0,0
214,0,0,0
214,0,0,0
214,0,0,0
214,0,0,0
214,0,0,0
214,0,0,0
215,0,0,0
214,0,0,0
214,0,0,0
216,0,0,0
215,0,0,0
64,0,0,0
54,0,0,0
59,2,0,0
62,0,0,0
64,0,0,0
53,0,0,0
52,0,0,0
62,0,0,0
62,0,0,0
64,0,0,0
57,0,0,0
57,0,0,0
54,0,0,0
63,0,0,0
49,0,0,0
62,0,0,0
50,0,0,0
57,0,0,0
54,0,0,0
55,2,0,0
55,0,0,0
51,0,0,0
51,0,0,0
50,0,0,0
51,0,0,0
58,0,0,0
52,0,0,0
53,0,0,0
51,0,0,0
60,0,0,0
55,0,0,0
50,0,0,0
53,0,0,0
51,0,0,0
50,0,0,0
50,0,0,0
49,0,0,0
50,0,0,0
50,0,0,0
50,0,0,0
50,0,0,0
50,0,0,0
51,0,0,0
48,0,0,0
49,0,0,0
48,0,0,0
48,0,0,0
48,0,0,0
78,0,0,0
86,0,0,0
79,2,0,0
79,0,0,0
77,0,0,0
77,0,0,0
77,0,0,0
77,0,0,0
77,0,0,0
77,0,0,0
77,0,0,0
78,0,0,0
79,0,0,0
78,0,0,0
76,0,0,0
77,0,0,0
78,0,0,0
79,0,0,0
78,0,0,0
76,0,0,0
77,0,0,0
77,0,0,0
79,0,0,0
78,0,0,0
77,0,0,0
77,0,0,0
76,0,0,0
76,0,0,0
77,0,0,0
76,0,0,0
78,0,0,0
76,0,0,0
77,0,0,0
77,0,0,0
78,2,0,0
77,0,0,0
76,0,0,0
77,0,0,0
78,0,0,0
76,0,0,0
77,0,0,0
90,2,0,0
77,0,0,0
77,0,0,0
76,0,0,0
76,0,0,0
76,0,0,0
76,0,0,0
76,0,0,0
76,0,0,0
76,0,0,0
85,0,0,0
76,0,0,0
76,0,0,0
77,0,0,0
76,0,0,0
76,0,0,0
102,0,0,0
77,0,0,0
75,0,0,0
78,2,0,0
80,0,0,0
76,0,0,0
85,0,0,0
77,0,0,0
75,0,0,0
75,0,0,0
75,0,0,0
75,0,0,0
76,0,0,0
75,0,0,0
75,0,0,0
76,0,0,0
329,0,0,0
324,0,0,0
327,4,0,0
318,2,0,0
322,2,0,0
324,0,0,0
330,0,0,0
322,2,0,0
322,0,0,0
331,0,0,0
320,0,0,0
320,0,0,0
324,2,0,0
327,0,0,0
322,0,0,0
321,0,0,0
328,0,0,0
316,0,0,0
324,0,0,0
329,2,0,0
322,2,0,0
322,0,0,0
334,2,0,0
322,0,0,0
328,2,0,0
318,0,0,0
323,0,0,0
322,0,0,0
318,0,0,0
317,0,0,0
317,0,0,0
327,0,0,0
317,0,0,0
320,0,0,0
322,0,0,0
320,0,0,0
321,0,0,0
322,0,0,0
317,0,0,0
325,0,0,0
322,0,0,0
323,0,0,0
317,0,0,0
326,0,0,0
316,0,0,0
327,0,0,0
325,0,0,0
318,0,0,0
317,0,0,0
329,0,0,0
323,0,0,0
337,10,0,0
324,0,0,0
323,0,0,0
321,0,0,0
335,4,0,0
326,2,0,0
328,2,0,0
325,0,0,0
321,0,0,0
324,0,0,0
321,0,0,0
324,4,5,0
325,2,0,0
326,4,5,0
335,10,20,0
319,2,0,0
320,4,5,0
321,2,0,0
361,32,20,0
320,4,5,0
319,2,0,0
318,0,0,0
327,2,0,0
329,2,0,0
325,0,0,0
315,2,0,0
317,0,0,0
327,28,0,0
316,0,0,0
318,0,0,0
327,0,0,0
323,0,0,0
318,0,0,0
325,4,0,0
314,0,0,0
317,0,0,0
318,0,0,0
324,0,0,0
319,0,0,0
317,0,0,0
322,2,0,0
321,0,0,0
325,0,0,0
326,2,0,0
320,0,0,0
327,0,0,0
316,2,0,0
317,0,0,0
321,0,0,0
326,2,0,0
352,6,0,0
326,2,0,0
316,2,0,0
323,0,0,0
326,2,0,0
329,0,0,0
321,0,0,0
317,0,0,0
327,0,0,0
317,0,0,0
326,0,0,0
319,0,0,0
326,0,0,0
319,0,0,0
319,0,0,0
316,0,0,0
326,0,0,0
322,2,0,0
313,0,0,0
314,0,0,0
314,0,0,0
313,0,0,0
319,0,0,0
320,0,0,0
318,0,0,0
323,0,0,0
314,0,0,0
319,0,0,0
314,0,0,0
313,0,0,0
319,0,0,0
313,0,0,0
314,0,0,0
323,0,0,0
319,0,0,0
318,0,0,0
314,0,0,0
313,0,0,0
313,0,0,0
321,0,0,0
315,0,0,0
313,0,0,0
315,0,0,0
313,0,0,0
314,0,0,0
314,0,0,0
313,0,0,0
324,0,0,0
313,0,0,0
324,0,0,0
323,0,0,0
316,0,0,0
316,0,0,0
315,0,0,0
316,0,0,0
314,0,0,0
315,0,0,0
325,0,0,0
315,0,0,0
328,0,0,0
317,2,0,0
313,0,0,0
313,0,0,0
318,0,0,0
315,0,0,0
313,0,0,0
325,0,0,0
317,0,0,0
313,0,0,0
314,0,0,0
320,0,0,0
313,0,0,0
313,0,0,0
315,0,0,0
317,0,0,0
313,0,0,0
315,2,0,0
316,0,0,0
316,0,0,0
328,0,0,0
314,0,0,0
314,0,0,0
314,0,0,0
315,0,0,0
314,0,0,0
317,2,0,0
325,0,0,0
314,0,0,0
318,0,0,0
325,0,0,0
313,0,0,0
325,2,0,0
325,0,0,0
314,0,0,0
313,0,0,0
315,0,0,0
314,0,0,0
313,0,0,0
322,2,0,0
316,0,0,0
313,0,0,0
314,0,0,0
317,2,0,0
320,0,0,0
314,0,0,0
330,2,0,0
319,0,0,0
313,0,0,0
316,0,0,0
315,0,0,0
321,2,0,0
318,0,0,0
318,0,0,0
313,0,0,0
313,0,0,0
313,0,0,0
313,0,0,0
315,0,0,0
317,0,0,0
321,0,0,0
320,0,0,0
314,0,0,0
314,0,0,0
322,0,0,0
318,0,0,0
322,0,0,0
318,0,0,0
314,0,0,0
325,2,0,0
315,0,0,0
315,0,0,0
329,2,0,0
313,0,0,0
314,0,0,0
315,0,0,0
317,0,0,0
331,4,0,0
314,0,0,0
316,0,0,0
326,0,0,0
327,2,0,0
325,4,0,0
317,0,0,0
314,0,0,0
313,0,0,0
323,0,0,0
313,0,0,0
313,0,0,0
316,0,0,0
314,0,0,0
318,0,0,0
315,0,0,0
313,0,0,0
326,0,0,0
315,0,0,0
316,0,0,0
313,0,0,0
314,0,0,0
322,0,0,0
321,0,0,0
328,0,0,0
322,0,0,0
327,0,0,0
325,0,0,0
320,0,0,0
320,0,0,0
322,4,5,0
319,0,0,0
315,0,0,0
314,0,0,0
314,0,0,0
314,0,0,0
313,0,0,0
319,2,0,0
315,0,0,0
320,0,0,0
313,0,0,0
315,0,0,0
314,0,0,0
319,0,0,0
318,0,0,0
313,0,0,0
317,0,0,0
326,2,0,0
319,0,0,0
322,0,0,0
316,0,0,0
314,0,0,0
321,0,0,0
315,0,0,0
314,0,0,0
313,0,0,0
326,2,0,0
315,0,0,0
313,0,0,0
313,0,0,0
313,0,0,0
318,0,0,0
314,0,0,0
321,0,0,0
313,0,0,0
319,0,0,0
318,4,5,0
322,4,5,0
327,0,0,0
317,0,0,0
316,0,0,0
322,0,0,0
318,0,0,0
318,0,0,0
315,0,0,0
109,0,0,0
107,0,0,0
116,0,0,0
113,0,0,0
114,2,0,0
107,0,0,0
116,2,0,0
102,0,0,0
108,0,0,0
113,0,0,0
111,0,0,0
120,2,0,0
112,0,0,0
114,0,0,0
110,0,0,0
103,0,0,0
104,0,0,0
107,0,0,0
112,0,0,0
102,0,0,0
111,2,0,0
137,4,0,0
111,0,0,0
114,0,0,0
106,0,0,0
111,2,0,0
104,0,0,0
104,0,0,0
106,0,0,0
108,0,0,0
110,0,0,0
100,0,0,0
102,0,0,0
110,0,0,0
110,0,0,0
105,0,0,0
115,0,0,0
106,0,0,0
102,0,0,0
107,0,0,0
110,2,0,0
111,0,0,0
112,0,0,0
110,0,0,0
108,0,0,0
111,0,0,0
104,0,0,0
103,0,0,0
111,0,0,0
103,0,0,0
106,0,0,0
101,0,0,0
103,0,0,0
105,0,0,0
101,0,0,0
