"0,1-nd","2,1-nd","3,1-nd","4,1-nd"
184,0,0,0
1701,0,0,0
2403,0,0,0
846,0,0,0
3513,0,0,0
3552,0,0,0
702,0,0,0
383,0,0,0
352,0,0,0
375,0,0,0
334,0,0,0
27174,0,0,0
949,18,0,0
1692,0,0,0
28919,0,0,0
3638,0,0,0
1779,0,0,0
1728,0,0,0
3958,28,0,0
1601,0,0,0
932,0,0,0
314,0,0,0
100,0,0,0
11867,0,0,0
2841,0,0,0
2015,0,0,0
385,0,0,0
304,0,0,0
7718,0,0,0
2363,0,0,0
10073,0,0,0
2203,0,0,0
916,0,0,0
2191,0,0,0
626,0,0,0
475,0,0,0
2234,4,0,0
1672,0,0,0
1073,4,0,0
458,0,0,0
744,0,0,0
787,0,0,0
334,0,0,0
306,0,0,0
346,0,0,0
301,0,0,0
296,0,0,0
40373,136,50,0
16541,30,0,0
11521,8,0,0
10811,0,0,0
11243,0,0,0
11785,72,40,0
11076,60,0,0
10942,48,0,0
10995,48,0,0
11102,60,0,0
10942,48,0,0
10994,64,0,0
10942,48,0,0
10978,56,0,0
10942,48,0,0
11085,48,0,0
10995,48,0,0
11380,48,0,0
10979,64,40,0
10942,48,0,0
10942,48,0,0
10942,48,0,0
10942,48,0,0
10942,48,0,0
11280,52,0,0
12057,22,0,0
10834,0,0,0
11828,0,0,0
10846,0,0,0
10881,12,0,0
12462,0,0,0
11419,0,0,0
11141,0,0,0
12241,0,0,0
11373,0,0,0
10771,0,0,0
10886,0,0,0
10771,0,0,0
11426,0,0,0
10771,0,0,0
10771,0,0,0
10783,8,0,0
11077,0,0,0
10989,12,0,0
10771,0,0,0
10771,0,0,0
10771,0,0,0
10800,0,0,0
10771,0,0,0
10771,0,0,0
10771,0,0,0
10783,0,0,0
10771,0,0,0
10771,0,0,0
10800,0,0,0
10771,0,0,0
10771,0,0,0
10771,0,0,0
10771,0,0,0
10771,0,0,0
10822,0,0,0
10785,0,0,0
10771,0,0,0
10771,0,0,0
11165,0,0,0
10771,0,0,0
11567,0,0,0
10771,0,0,0
10771,0,0,0
10800,0,0,0
10771,0,0,0
10936,16,0,0
10886,0,0,0
10771,0,0,0
10771,0,0,0
10824,0,0,0
11129,6,0,0
10771,0,0,0
10771,0,0,0
10771,0,0,0
10771,0,0,0
10771,0,0,0
10771,0,0,0
11573,0,0,0
10771,0,0,0
10771,0,0,0
10771,0,0,0
10771,0,0,0
10771,0,0,0
10771,0,0,0
10818,12,0,0
10771,0,0,0
10771,0,0,0
14482,0,0,0
15027,0,0,0
15722,0,0,0
15133,0,0,0
14632,0,0,0
14934,0,0,0
15098,0,0,0
14020,0,0,0
14121,0,0,0
16058,0,0,0
13903,0,0,0
14015,0,0,0
14983,0,0,0
15463,0,0,0
14593,0,0,0
15286,0,0,0
14844,0,0,0
14919,0,0,0
14380,0,0,0
14184,0,0,0
14388,0,0,0
15475,0,0,0
14078,0,0,0
13917,0,0,0
15299,0,0,0
14382,0,0,0
14120,0,0,0
13782,0,0,0
15141,0,0,0
15381,0,0,0
14514,0,0,0
14059,0,0,0
14535,0,0,0
14940,0,0,0
13847,0,0,0
14387,0,0,0
14126,0,0,0
13847,0,0,0
14347,0,0,0
14191,0,0,0
13927,0,0,0
14305,0,0,0
14018,0,0,0
14628,0,0,0
14236,0,0,0
14227,0,0,0
13932,0,0,0
13866,0,0,0
13997,0,0,0
14139,0,0,0
14085,0,0,0
14291,0,0,0
14547,0,0,0
14016,0,0,0
13983,0,0,0
13779,0,0,0
14203,0,0,0
13993,0,0,0
13746,0,0,0
13746,0,0,0
13746,0,0,0
13867,0,0,0
13746,0,0,0
13746,0,0,0
13746,0,0,0
13746,0,0,0
14055,0,0,0
13746,0,0,0
13746,0,0,0
13746,0,0,0
13746,0,0,0
14113,0,0,0
13746,0,0,0
13934,0,0,0
13746,0,0,0
13746,0,0,0
13746,0,0,0
13746,0,0,0
13786,0,0,0
13746,0,0,0
13746,0,0,0
13949,0,0,0
13746,0,0,0
13746,0,0,0
13746,0,0,0
13746,0,0,0
13851,0,0,0
13852,0,0,0
13910,0,0,0
13746,0,0,0
14282,0,0,0
13836,0,0,0
13746,0,0,0
13746,0,0,0
13950,0,0,0
13746,0,0,0
13852,0,0,0
13885,0,0,0
13746,0,0,0
14012,0,0,0
13892,0,0,0
13746,0,0,0
13852,0,0,0
13754,0,0,0
13746,0,0,0
13746,0,0,0
13746,0,0,0
13746,0,0,0
13746,0,0,0
13746,0,0,0
13746,0,0,0
13746,0,0,0
1024,0,0,0
1200,0,0,0
183,0,0,0
183,0,0,0
514,0,0,0
195,0,0,0
102805,390,130,0
57609,120,0,0
57020,0,0,0
56519,28,0,0
56821,14,0,0
57026,0,0,0
56604,38,0,0
56588,16,0,0
56551,14,0,0
56911,82,55,0
56872,0,0,0
57945,46,0,0
62822,260,75,0
56773,70,0,0
57235,122,0,0
56822,62,0,0
57173,46,0,0
57828,64,0,0
57206,124,0,0
56817,46,0,0
57783,142,0,0
56128,0,0,0
56856,122,0,0
57367,122,0,0
57065,108,0,0
56026,0,0,0
57360,122,0,0
56869,122,0,0
56804,0,0,0
57043,130,55,0
57437,62,0,0
56569,0,0,0
57768,184,0,0
56565,60,0,0
56781,106,0,0
57076,0,0,0
56800,64,0,0
56091,0,0,0
57088,184,0,0
55969,52,260,0
56567,0,0,0
56268,106,0,0
57195,122,0,0
56711,60,0,0
57249,274,55,0
55921,0,0,0
56368,0,0,0
56986,0,0,0
57607,128,75,0
57374,120,0,0
57178,46,0,0
56877,120,0,0
57403,44,0,0
55835,14,0,0
56305,32,0,0
56676,0,0,0
57249,0,0,0
56816,120,0,0
56263,6,0,0
57012,68,320,0
56627,60,270,0
59811,256,470,0
58121,282,490,0
56742,60,280,0
55787,22,0,0
57383,66,290,0
57848,194,320,0
57134,26,0,0
56314,0,0,0
56152,0,0,0
56428,0,0,0
57006,0,0,0
57069,98,0,0
57411,120,0,0
57106,120,0,0
57572,120,0,0
57601,154,0,0
58436,56,0,0
57109,120,0,0
57615,86,55,0
57975,120,0,0
56843,0,0,0
56447,0,0,0
57299,0,0,0
56483,0,0,0
57334,122,0,0
56972,128,0,0
56772,120,0,0
56967,178,0,0
56981,120,0,0
56751,120,0,0
56063,0,0,0
56352,0,0,0
56063,0,0,0
57109,136,0,0
56063,0,0,0
57717,120,0,0
57623,182,0,0
56477,58,0,0
56859,0,0,0
56619,0,0,0
56063,0,0,0
57646,120,0,0
56342,0,0,0
57052,0,0,0
56984,120,0,0
56360,120,0,0
56737,0,0,0
56995,10,0,0
57083,62,0,0
57308,0,0,0
56825,120,0,0
56885,22,0,0
56334,0,0,0
57359,190,45,0
57480,136,0,0
57659,230,45,0
57711,216,0,0
57089,0,0,0
56396,0,0,0
56352,0,0,0
57612,120,0,0
57530,130,0,0
56854,60,0,0
57133,120,0,0
56063,0,0,0
56689,12,0,0
56352,0,0,0
56422,0,0,0
56734,120,0,0
57232,122,0,0
56433,0,0,0
57198,120,0,0
56142,0,0,0
56063,0,0,0
57197,0,0,0
56665,0,0,0
56796,122,0,0
56270,0,0,0
56229,0,0,0
56040,0,0,0
56391,0,0,0
55884,0,0,0
55842,0,0,0
55842,0,0,0
56678,58,0,0
56458,0,0,0
55960,0,0,0
56707,62,0,0
56300,60,0,0
56686,0,0,0
55914,0,0,0
56284,0,0,0
56571,0,0,0
57005,104,0,0
56704,10,0,0
55774,22,0,0
56399,50,0,0
55774,22,0,0
55774,22,0,0
55782,46,0,0
55766,0,0,0
55782,46,0,0
55774,22,0,0
55774,22,0,0
56754,120,0,0
56717,134,0,0
55774,22,0,0
56069,146,0,0
56253,120,0,0
56316,0,0,0
55848,0,0,0
56253,120,0,0
55750,0,0,0
56316,0,0,0
56026,0,0,0
56027,0,0,0
56814,120,0,0
56751,104,0,0
56672,0,0,0
56355,120,0,0
55750,0,0,0
55750,0,0,0
55759,0,0,0
55972,0,0,0
56178,12,0,0
56037,0,0,0
55902,0,0,0
55753,0,0,0
56061,120,0,0
55750,0,0,0
55750,0,0,0
55750,0,0,0
55750,0,0,0
56434,14,0,0
56542,128,0,0
56316,0,0,0
56135,0,0,0
56037,0,0,0
55750,0,0,0
55906,0,0,0
56316,0,0,0
56116,0,0,0
55829,0,0,0
55750,0,0,0
55750,0,0,0
55750,0,0,0
55757,0,0,0
56027,0,0,0
55964,120,0,0
55779,0,0,0
55794,0,0,0
55750,0,0,0
56124,0,0,0
55750,0,0,0
56411,120,0,0
55903,0,0,0
56382,0,0,0
55803,0,0,0
55750,0,0,0
55792,0,0,0
56253,120,0,0
55750,0,0,0
55750,0,0,0
55936,46,0,0
55750,0,0,0
56037,0,0,0
55750,0,0,0
55750,0,0,0
55870,0,0,0
57805,22,0,0
40173,6,0,0
30019,0,0,0
31319,10,0,0
31099,0,0,0
30882,0,0,0
30818,64,40,0
30109,50,0,0
30210,0,0,0
29959,0,0,0
30002,0,0,0
30002,0,0,0
30002,0,0,0
29985,0,0,0
29874,0,0,0
30002,0,0,0
29925,0,0,0
30057,0,0,0
30040,0,0,0
30075,0,0,0
30040,0,0,0
29949,0,0,0
29874,0,0,0
30002,0,0,0
30040,0,0,0
30323,0,0,0
30040,0,0,0
29888,0,0,0
29949,0,0,0
29975,48,0,0
30002,0,0,0
30115,0,0,0
30049,0,0,0
29954,0,0,0
30040,0,0,0
29874,0,0,0
30002,0,0,0
29874,0,0,0
30028,48,0,0
30330,0,0,0
30002,0,0,0
30112,0,0,0
29925,0,0,0
29925,0,0,0
29874,0,0,0
29874,0,0,0
30150,0,0,0
29949,0,0,0
29874,0,0,0
29949,0,0,0
30002,0,0,0
29925,0,0,0
29949,0,0,0
30040,0,0,0
29949,0,0,0
30002,0,0,0
29925,0,0,0
29962,0,0,0
30023,0,0,0
30106,0,0,0
30135,50,0,0
29959,0,0,0
29949,0,0,0
29874,0,0,0
29874,0,0,0
29959,0,0,0
29908,0,0,0
29874,0,0,0
29975,48,0,0
29874,0,0,0
30027,52,0,0
29906,0,0,0
30386,0,0,0
30040,0,0,0
29949,0,0,0
29975,48,0,0
29953,0,0,0
29874,0,0,0
30002,0,0,0
30553,8,0,0
29874,0,0,0
29874,0,0,0
29874,0,0,0
30011,50,0,0
29874,0,0,0
29874,0,0,0
29874,0,0,0
29874,0,0,0
29890,0,0,0
29985,0,0,0
29874,0,0,0
29874,0,0,0
29874,0,0,0
29874,0,0,0
29975,48,0,0
29874,0,0,0
30002,0,0,0
31511,0,0,0
29949,0,0,0
29874,0,0,0
29874,0,0,0
29964,0,0,0
29949,0,0,0
29949,0,0,0
29874,0,0,0
29949,0,0,0
29969,0,0,0
29908,0,0,0
29874,0,0,0
30118,48,0,0
29968,0,0,0
29874,0,0,0
29911,0,0,0
30028,48,0,0
29925,0,0,0
29874,0,0,0
30010,0,0,0
30413,48,0,0
29949,0,0,0
29949,0,0,0
29874,0,0,0
30012,62,40,0
29874,0,0,0
29975,48,0,0
29874,0,0,0
29946,0,0,0
30105,0,0,0
29874,0,0,0
29874,0,0,0
29874,0,0,0
29989,0,0,0
29908,0,0,0
29975,48,0,0
29874,0,0,0
29874,0,0,0
29883,0,0,0
30526,0,0,0
29949,0,0,0
29874,0,0,0
29874,0,0,0
29874,0,0,0
31371,0,0,0
29874,0,0,0
29949,0,0,0
29975,48,0,0
29874,0,0,0
29975,48,0,0
29874,0,0,0
29949,0,0,0
29874,0,0,0
29874,0,0,0
29985,0,0,0
29874,0,0,0
29874,0,0,0
30007,0,0,0
29874,0,0,0
29949,0,0,0
29975,48,0,0
29949,0,0,0
31171,0,0,0
30822,0,0,0
29874,0,0,0
29925,0,0,0
29874,0,0,0
29926,0,0,0
30313,50,0,0
29874,0,0,0
29992,0,0,0
29874,0,0,0
27850,0,0,0
28545,0,0,0
27956,0,0,0
27757,0,0,0
27728,0,0,0
27962,0,0,0
27487,0,0,0
27713,0,0,0
28070,0,0,0
27538,54,0,0
28328,0,0,0
33758,174,0,0
27850,0,0,0
28286,0,0,0
27558,0,0,0
28171,0,0,0
27758,58,0,0
28764,60,0,0
27545,0,0,0
28303,0,0,0
27850,58,0,0
28001,58,0,0
27372,0,0,0
28296,0,0,0
27740,0,0,0
27564,56,0,0
28373,0,0,0
27611,0,0,0
27887,56,0,0
27736,60,0,0
28015,58,0,0
28024,58,0,0
28298,0,0,0
27859,56,0,0
27601,0,0,0
28262,56,0,0
28122,0,0,0
27922,0,0,0
28310,0,0,0
28114,0,0,0
27813,0,0,0
28305,0,0,0
27660,0,0,0
26992,0,0,0
28185,0,0,0
27100,12,0,0
27752,0,0,0
27199,0,0,0
27777,46,275,0
27989,74,325,0
26875,40,255,0
27563,24,0,0
30747,120,325,0
28784,30,0,0
28070,0,0,0
27250,0,0,0
27364,0,0,0
27317,0,0,0
27409,0,0,0
28347,0,0,0
27705,0,0,0
27510,0,0,0
27697,0,0,0
28246,0,0,0
27703,0,0,0
28449,0,0,0
28551,58,0,0
28911,0,0,0
28356,0,0,0
27477,0,0,0
28270,0,0,0
27801,0,0,0
27694,54,0,0
27259,0,0,0
27297,0,0,0
27888,56,0,0
27740,0,0,0
27241,0,0,0
28653,0,0,0
28559,58,0,0
27795,0,0,0
27006,54,0,0
27555,0,0,0
28204,0,0,0
26936,0,0,0
28582,0,0,0
27433,0,0,0
28705,0,0,0
27920,0,0,0
28014,0,0,0
28019,58,0,0
26926,0,0,0
26926,0,0,0
27142,0,0,0
28595,56,0,0
28647,82,0,0
27976,8,0,0
27790,56,0,0
27559,54,0,0
27347,0,0,0
28133,0,0,0
27296,0,0,0
27517,0,0,0
27210,0,0,0
27351,0,0,0
27285,0,0,0
27164,0,0,0
28265,58,0,0
27643,0,0,0
27236,56,0,0
27495,0,0,0
27586,0,0,0
27056,0,0,0
26859,8,0,0
26842,0,0,0
27010,0,0,0
26656,0,0,0
26830,0,0,0
26844,0,0,0
27150,0,0,0
27690,0,0,0
26962,0,0,0
27608,0,0,0
27060,0,0,0
27347,0,0,0
27318,0,0,0
26668,0,0,0
26804,0,0,0
26813,0,0,0
26835,0,0,0
26916,0,0,0
26633,8,0,0
27501,0,0,0
27331,0,0,0
27198,54,0,0
27179,0,0,0
27307,0,0,0
26637,0,0,0
26620,0,0,0
26613,0,0,0
26664,0,0,0
26613,0,0,0
26709,0,0,0
26789,0,0,0
26613,0,0,0
26691,54,0,0
26613,0,0,0
26613,0,0,0
26890,0,0,0
26613,0,0,0
26613,0,0,0
26617,0,0,0
26613,0,0,0
27026,0,0,0
26659,0,0,0
26613,0,0,0
3001,0,0,0
2879,0,0,0
2567,0,0,0
3143,0,0,0
2893,0,0,0
2354,0,0,0
2809,0,0,0
3694,0,0,0
1922,0,0,0
5898,4,0,0
1898,0,0,0
2952,0,0,0
3355,0,0,0
3247,0,0,0
2509,0,0,0
2401,0,0,0
2321,4,0,0
1967,0,0,0
3469,0,0,0
2685,0,0,0
2521,0,0,0
1990,0,0,0
1805,0,0,0
2029,0,0,0
1908,0,0,0
1884,0,0,0
2196,0,0,0
1946,0,0,0
1858,0,0,0
1928,0,0,0
1966,0,0,0
1697,0,0,0
1651,0,0,0
1641,0,0,0
1641,0,0,0
1641,0,0,0
49378,120,0,0
48371,0,0,0
60471,170,0,0
47979,54,0,0
48683,54,0,0
48391,68,0,0
49004,176,0,0
49552,178,0,0
48378,54,0,0
48825,56,0,0
48625,174,0,0
49136,176,0,0
48683,56,0,0
49279,58,0,0
49129,176,0,0
48638,176,0,0
48036,54,0,0
49537,180,0,0
48744,58,0,0
48491,56,0,0
48720,56,0,0
48466,54,0,0
48848,58,0,0
48857,178,0,0
48044,54,0,0
48964,176,0,0
49131,56,0,0
48692,58,0,0
48434,56,0,0
49018,192,55,0
49143,120,0,0
48646,120,0,0
47523,0,0,0
48585,120,0,0
49890,154,90,0
49617,140,90,0
48449,20,0,0
48427,0,0,0
49180,120,0,0
48582,0,0,0
48530,0,0,0
48839,0,0,0
48875,120,0,0
49341,120,0,0
48111,0,0,0
49370,142,0,0
49282,0,0,0
48121,0,0,0
48878,120,0,0
49744,120,0,0
49189,0,0,0
49103,140,0,0
49251,0,0,0
48541,120,0,0
48736,122,0,0
48908,0,0,0
47814,0,0,0
48029,0,0,0
48303,0,0,0
48750,120,0,0
48520,120,0,0
48721,0,0,0
47814,0,0,0
48732,0,0,0
48878,122,0,0
48074,0,0,0
47837,0,0,0
49486,120,0,0
48797,14,0,0
48291,0,0,0
49392,122,0,0
47830,0,0,0
48176,0,0,0
48430,0,0,0
49415,120,0,0
48959,0,0,0
48266,0,0,0
47814,0,0,0
49538,0,0,0
48753,120,0,0
48129,120,0,0
48847,0,0,0
48458,0,0,0
48594,120,0,0
49128,140,45,0
47897,0,0,0
49249,124,0,0
47814,0,0,0
47975,0,0,0
49428,140,45,0
48929,0,0,0
49480,124,0,0
48210,0,0,0
49381,120,0,0
48644,0,0,0
48330,0,0,0
49299,122,0,0
48661,18,0,0
48326,0,0,0
48902,120,0,0
47814,0,0,0
48503,120,0,0
48275,0,0,0
48020,8,0,0
49001,138,0,0
48967,120,0,0
48390,0,0,0
48565,140,0,0
48129,0,0,0
47960,0,0,0
48350,0,0,0
48099,18,0,0
48210,0,0,0
48019,0,0,0
47712,0,0,0
49151,50,0,0
48608,0,0,0
48317,0,0,0
49098,0,0,0
48127,0,0,0
48128,0,0,0
48703,0,0,0
48295,0,0,0
48328,0,0,0
48419,0,0,0
48263,0,0,0
47544,0,0,0
48367,8,0,0
47504,0,0,0
47926,0,0,0
48523,120,0,0
48486,122,0,0
47838,136,0,0
48022,120,0,0
48022,120,0,0
48583,120,0,0
48124,120,0,0
47830,120,0,0
48311,134,0,0
47733,120,0,0
48180,120,0,0
48022,120,0,0
47766,0,0,0
47594,22,0,0
47671,0,0,0
48291,20,0,0
47547,0,0,0
47521,0,0,0
47533,14,0,0
47501,0,0,0
47501,0,0,0
47606,0,0,0
47560,8,0,0
47501,0,0,0
47511,0,0,0
47501,0,0,0
47501,0,0,0
47501,0,0,0
47501,0,0,0
47501,0,0,0
47501,0,0,0
47987,0,0,0
47579,0,0,0
47501,0,0,0
47501,0,0,0
47501,0,0,0
47599,0,0,0
47876,0,0,0
47501,0,0,0
48334,0,0,0
47619,0,0,0
47692,0,0,0
47501,0,0,0
47788,0,0,0
48164,0,0,0
47501,0,0,0
47501,0,0,0
47501,0,0,0
47501,0,0,0
47875,0,0,0
48031,0,0,0
47802,0,0,0
47788,0,0,0
47501,0,0,0
48169,0,0,0
47501,0,0,0
48049,0,0,0
48187,0,0,0
47506,0,0,0
47788,0,0,0
47501,0,0,0
47660,0,0,0
47788,0,0,0
47656,0,0,0
47858,0,0,0
47888,0,0,0
47501,0,0,0
47501,0,0,0
47885,0,0,0
47501,0,0,0
47501,0,0,0
47501,0,0,0
47501,0,0,0
47501,0,0,0
47501,0,0,0
47501,0,0,0
47507,0,0,0
47501,0,0,0
47501,0,0,0
47540,0,0,0
47517,0,0,0
3947,0,0,0
2980,0,0,0
3552,4,0,0
3854,0,0,0
4018,0,0,0
3041,0,0,0
2889,0,0,0
4383,0,0,0
4206,0,0,0
3839,0,0,0
3300,0,0,0
3302,0,0,0
3040,0,0,0
4061,0,0,0
2912,0,0,0
4193,0,0,0
2610,0,0,0
3307,0,0,0
3454,0,0,0
2689,4,0,0
3006,0,0,0
2811,0,0,0
2852,0,0,0
2662,0,0,0
3005,0,0,0
3211,0,0,0
3157,0,0,0
2901,0,0,0
2716,0,0,0
3033,0,0,0
3146,0,0,0
2756,0,0,0
2854,0,0,0
2864,0,0,0
2803,0,0,0
2766,0,0,0
2634,0,0,0
2724,0,0,0
2720,0,0,0
2753,0,0,0
2626,0,0,0
2742,0,0,0
2610,0,0,0
2599,0,0,0
2635,0,0,0
2599,0,0,0
2599,0,0,0
2599,0,0,0
6187,0,0,0
7267,0,0,0
6277,14,0,0
6378,0,0,0
6127,0,0,0
6170,0,0,0
6170,0,0,0
6170,0,0,0
6153,0,0,0
6170,0,0,0
6225,0,0,0
6208,0,0,0
6243,0,0,0
6208,0,0,0
6117,0,0,0
6170,0,0,0
6208,0,0,0
6491,0,0,0
6208,0,0,0
6117,0,0,0
6170,0,0,0
6283,0,0,0
6217,0,0,0
6208,0,0,0
6170,0,0,0
6170,0,0,0
6117,0,0,0
6117,0,0,0
6170,0,0,0
6117,0,0,0
6208,0,0,0
6117,0,0,0
6170,0,0,0
6130,0,0,0
6303,14,0,0
6127,0,0,0
6117,0,0,0
6127,0,0,0
6208,0,0,0
6117,0,0,0
6170,0,0,0
6721,8,0,0
6153,0,0,0
6170,0,0,0
6117,0,0,0
6117,0,0,0
6117,0,0,0
6117,0,0,0
6117,0,0,0
6117,0,0,0
6117,0,0,0
7539,0,0,0
6117,0,0,0
6117,0,0,0
6153,0,0,0
6117,0,0,0
6117,0,0,0
6990,0,0,0
6160,0,0,0
5946,0,0,0
6082,12,0,0
6405,0,0,0
5997,0,0,0
6170,0,0,0
6065,0,0,0
5946,0,0,0
5946,0,0,0
5946,0,0,0
5946,0,0,0
5967,0,0,0
5946,0,0,0
5946,0,0,0
5986,0,0,0
101178,0,0,0
101219,0,0,0
100797,18,0,0
100781,12,0,0
100970,10,0,0
101327,0,0,0
101585,0,0,0
101104,18,0,0
101065,0,0,0
102138,0,0,0
100864,0,0,0
100399,0,0,0
101107,12,0,0
101543,0,0,0
100815,0,0,0
101428,0,0,0
102021,0,0,0
100472,0,0,0
100924,0,0,0
101976,16,0,0
100802,12,0,0
101049,0,0,0
101610,16,0,0
101560,0,0,0
101703,18,0,0
100629,0,0,0
101553,0,0,0
101062,0,0,0
100627,0,0,0
100304,0,0,0
100762,0,0,0
101961,0,0,0
100868,0,0,0
101168,0,0,0
100915,0,0,0
101144,0,0,0
100688,0,0,0
100890,0,0,0
100533,0,0,0
101184,0,0,0
101269,0,0,0
101281,0,0,0
100760,0,0,0
100826,0,0,0
100468,0,0,0
101388,0,0,0
101555,0,0,0
100904,0,0,0
100394,0,0,0
101519,0,0,0
101379,0,0,0
101800,42,0,0
101567,0,0,0
101371,0,0,0
101070,0,0,0
101562,20,0,0
101199,8,0,0
101596,42,0,0
100917,0,0,0
100869,0,0,0
101442,0,0,0
101009,0,0,0
101205,70,305,0
101021,42,0,0
101034,70,295,0
101246,124,495,0
100820,44,0,0
100510,66,295,0
100699,42,0,0
104004,250,495,0
100314,62,275,0
100553,42,0,0
100245,0,0,0
101576,44,0,0
102041,50,0,0
101327,0,0,0
100045,4,0,0
100507,0,0,0
100320,58,0,0
100345,0,0,0
100621,0,0,0
100873,0,0,0
101199,0,0,0
100851,0,0,0
101262,20,0,0
100070,0,0,0
100574,0,0,0
100666,0,0,0
101604,0,0,0
100962,0,0,0
100767,0,0,0
101006,30,0,0
100954,0,0,0
101503,0,0,0
101263,42,0,0
101299,0,0,0
101765,0,0,0
100535,30,0,0
100515,0,0,0
100960,0,0,0
101794,42,0,0
102629,36,0,0
101706,30,0,0
100545,30,0,0
101302,0,0,0
101808,22,0,0
102168,0,0,0
101036,0,0,0
100640,0,0,0
101492,0,0,0
100676,0,0,0
101613,0,0,0
100734,0,0,0
101527,0,0,0
101058,0,0,0
100951,0,0,0
100516,0,0,0
101675,0,0,0
101165,6,0,0
100024,0,0,0
100301,0,0,0
100311,0,0,0
100024,0,0,0
100965,0,0,0
101160,0,0,0
100554,0,0,0
101332,0,0,0
100238,0,0,0
100453,0,0,0
100105,0,0,0
100024,0,0,0
100727,0,0,0
100024,0,0,0
100311,0,0,0
101174,0,0,0
100087,0,0,0
100944,0,0,0
100256,0,0,0
100024,0,0,0
100024,0,0,0
101145,0,0,0
100390,0,0,0
100024,0,0,0
100545,0,0,0
100024,0,0,0
100256,0,0,0
100238,0,0,0
100024,0,0,0
101156,0,0,0
100024,0,0,0
100997,0,0,0
101302,0,0,0
100559,0,0,0
100498,0,0,0
100095,0,0,0
100460,0,0,0
100256,0,0,0
100261,0,0,0
101910,0,0,0
100411,0,0,0
101221,0,0,0
100715,30,0,0
100024,0,0,0
100024,0,0,0
100464,0,0,0
100315,0,0,0
100024,0,0,0
101816,0,0,0
100670,0,0,0
100024,0,0,0
100301,0,0,0
101052,0,0,0
100024,0,0,0
100024,0,0,0
100263,0,0,0
100812,0,0,0
100024,0,0,0
100254,30,0,0
