"0,2-nd","1,2-nd","3,2-nd"
607,46,15
562,26,0
564,30,0
346,34,15
995,12,9
145,9,9
200,8,0
174,8,0
230,16,0
154,3,0
219,5,0
191717,10,0
447,10,0
450,4,0
1020,8,0
4550,139,84
6310,160,90
3286,116,84
4100,255,96
2913,71,18
5910,243,87
3350,107,81
4555,164,90
5149,123,81
6122,219,96
3387,124,84
3008,75,18
48,0,0
372,41,36
372,41,36
705,21,0
373,38,36
1398,76,21
317,0,0
205,38,36
4143,288,201
3393,122,15
3570,199,90
4271,211,153
3627,211,153
3627,211,153
3830,271,183
3638,195,87
4386,201,153
3742,201,153
3742,201,153
3945,262,183
2829,96,42
3189,203,96
2542,96,42
2458,0,0
3644,160,144
3644,160,144
3910,208,150
3216,138,42
2443,52,36
3000,160,144
3266,208,150
3266,208,150
2929,138,42
31,0,0
1823,11,0
3554,182,81
3731,111,0
4203,206,153
3559,206,153
3559,206,153
3881,241,177
3288,157,66
3391,11,0
3525,158,144
3525,158,144
3910,180,150
2881,158,144
3266,180,150
3266,180,150
1972,9,9
1888,9,9
1972,9,9
675,6,0
21,0,0
2377,72,24
3013,62,18
1853,82,42
1766,82,42
1543,98,45
2568,44,15
1896,68,42
1106,48,36
932,64,42
2006,81,42
1829,66,42
1855,100,72
1829,66,42
1151,68,42
865,64,42
742,44,36
865,64,42
1306,78,21
1874,35,0
799,23,9
370,13,9
824,26,0
756,23,9
395,13,9
402,18,9
357,13,9
2332,55,18
1971,104,45
1040,9,9
1045,9,9
1009,9,9
1962,27,0
1843,7,0
1772,19,0
4824,90,0
2383,10,0
1511,3,0
2653,20,0
4639,32,0
1963,17,9
3069,30,9
1983,0,0
2658,29,9
3136,39,0
4830,45,0
2654,22,0
1860,5,0
2692,53,0
3292,162,66
3576,156,144
3576,156,144
3961,179,150
2932,156,144
3317,179,150
3317,179,150
1981,0,0
251,1,0
115,1,0
523,0,0
310,0,0
2506,86,30
2399,31,12
1442,70,12
2262,17,9
2251,13,9
936,13,9
16419,140,0
19912,52,0
14505,77,9
14400,51,0
15312,142,0
14421,74,9
12702,109,0
8962,58,9
8868,48,9
14190,121,0
11656,206,0
13827,182,18
11139,166,27
10205,117,15
10356,166,0
10023,19,0
10720,31,12
13063,36,12
14011,56,12
9661,66,0
8404,47,0
8525,38,0
9728,152,24
8155,34,12
8775,119,30
8927,103,0
10053,260,159
9146,218,147
9332,239,156
8935,108,0
9208,213,153
9212,222,153
9567,64,0
8155,17,0
9950,260,165
10119,285,195
9728,186,99
10014,256,192
10017,265,192
8572,99,12
9280,230,156
9109,211,156
9113,220,156
13372,7,0
13056,154,24
12215,85,0
12152,63,12
9462,78,15
9270,65,12
8024,58,9
8516,34,0
8981,167,99
9293,236,189
9296,245,189
7921,40,9
8292,104,9
7861,0,0
8806,149,99
8811,158,99
8198,46,9
9129,226,189
8262,89,9
8144,24,0
8294,101,9
7946,37,9
7918,24,0
8643,95,0
7860,2,0
8291,100,12
8026,39,12
8509,99,12
8260,90,9
8255,103,18
8167,44,12
455,36,36
382,36,36
382,36,36
455,36,36
455,36,36
382,36,36
2310,31,12
39861,0,0
3072,12,0
3133,40,0
3875,56,36
4516,140,36
1792,9,0
1810,0,0
3260,64,36
2370,81,42
1357,46,36
2083,81,42
463,0,0
754,85,0
260,6,0
260,6,0
301,6,0
277,9,9
277,9,9
214,9,9
211,9,9
211,9,9
208,3,0
211,9,9
6061107,6083,0
9055934,17549,16551
8817193,16061,15366
8765352,16907,16563
8679911,16361,15960
8304288,15505,14754
8755978,16723,16551
8909072,16815,16551
8801249,16743,16551
8769693,16731,16551
9146146,16911,16551
8747515,16717,16551
8808136,16755,16551
8789492,16741,16551
8459773,16085,15363
8458283,15909,15366
8747515,16717,16551
8747515,16717,16551
8944711,16825,16551
8747515,16717,16551
8747515,16717,16551
9137260,16867,16551
8771298,16729,16551
8935416,16819,16551
8747515,16717,16551
8750356,16719,16551
8940797,16815,16551
9025167,16841,16551
8747515,16717,16551
8909154,16775,16551
8747515,16717,16551
8747515,16717,16551
8889981,16873,16554
8747515,16717,16551
8747515,16717,16551
8747515,16717,16551
8760423,16905,16563
9268806,16923,16551
8924733,17032,16554
9061281,16849,16551
8796732,16749,16551
8762180,16727,16551
8839797,16773,16551
8944829,16825,16551
8758733,16721,16551
3048853,185,81
3046505,157,81
3047593,210,84
3051238,246,84
8950822,16172,15396
8901258,16913,16563
8813580,16474,15990
8440305,15509,14754
8891884,16729,16551
9042635,16930,16581
8937155,16749,16551
8905599,16737,16551
9270375,17473,16656
8883421,16723,16551
8944042,16761,16551
8921036,16952,16578
8595753,16090,15363
8594263,15915,15366
8883421,16723,16551
8883421,16723,16551
9069300,17383,16656
8883421,16723,16551
8883421,16723,16551
9261454,17442,16656
8907204,16735,16551
9057862,17471,16656
8883421,16723,16551
8886262,16725,16551
9076703,16821,16551
9136190,18082,16677
8883421,16723,16551
9045060,16781,16551
8883421,16723,16551
8883421,16723,16551
9028058,16783,16551
8883421,16723,16551
8883421,16723,16551
8883421,16723,16551
8896329,16911,16563
9402230,17042,16581
9060641,17029,16551
9172139,18096,16677
8932638,16755,16551
8898086,16733,16551
8975703,16779,16551
9069418,17383,16656
8894639,16727,16551
8644409,16215,15372
8553784,15946,15294
8637084,15949,15366
8773146,16838,15477
8682391,15969,15366
8650809,15957,15366
9011699,16868,15480
8628615,15943,15366
8680899,16366,15411
8670622,15967,15366
8333506,15457,15129
8628615,15943,15366
8628615,15943,15366
8823653,16157,15396
8628615,15943,15366
8628615,15943,15366
9011820,16408,15417
8650308,16047,15381
8814355,16151,15396
8628615,15943,15366
8631458,15945,15366
8804744,16857,15462
8904143,16172,15396
8628615,15943,15366
8781621,16413,15408
8628615,15943,15366
8628615,15943,15366
8760474,16611,15405
8628615,15943,15366
8628615,15943,15366
8628615,15943,15366
8641535,16129,15372
9107000,18309,15534
8808196,16162,15366
8940272,16183,15396
8671656,16248,15405
8643290,15953,15366
8712446,16387,15423
8823771,16157,15396
8639843,15947,15366
8509265,16433,15972
8133484,15576,14766
8585411,16795,16563
8738505,16887,16563
8630682,16815,16563
8599126,16803,16563
8975579,16983,16563
8576948,16789,16563
8637569,16827,16563
8618925,16813,16563
8285240,16324,15405
8287558,15979,15372
8576948,16789,16563
8576948,16789,16563
8774144,16897,16563
8576948,16789,16563
8576948,16789,16563
8966693,16939,16563
8600731,16801,16563
8764849,16891,16563
8576948,16789,16563
8579789,16791,16563
8770230,16887,16563
8854600,16913,16563
8576948,16789,16563
8738587,16847,16563
8576948,16789,16563
8576948,16789,16563
8721585,16849,16563
8576948,16789,16563
8576948,16789,16563
8576948,16789,16563
8585882,17153,16605
9098239,16995,16563
8756363,17008,16563
8890714,16921,16563
8626165,16821,16563
8591613,16799,16563
8669230,16845,16563
8774262,16897,16563
8588166,16793,16563
5871277,5997,288
5871277,5997,288
3018633,91,81
3019721,144,84
3023732,153,84
8495968,16415,15963
8646683,16638,16014
8545175,16269,15960
8513606,16257,15960
8883585,16747,16014
8491420,16243,15960
8552062,16281,15960
8533412,16267,15960
8203399,15613,14772
8199172,15597,15249
8491420,16243,15960
8491420,16243,15960
8686466,16459,15990
8491420,16243,15960
8491420,16243,15960
8874685,16717,16014
8513181,16350,15975
8677171,16453,15990
8491420,16243,15960
8494262,16245,15960
8684773,16341,15960
8766922,16474,15990
8491420,16243,15960
8653124,16301,15960
8491420,16243,15960
8491420,16243,15960
8636114,16303,15960
8491420,16243,15960
8491420,16243,15960
8491420,16243,15960
8504334,16431,15972
9006139,16756,16014
8670918,16462,15960
8803036,16485,15990
8540654,16275,15960
8506090,16253,15960
8583734,16299,15960
8686584,16459,15990
8500680,16331,15963
8124095,15391,14754
8277345,15474,14754
8169420,15413,14754
8137825,15401,14754
8514677,15571,14754
8115623,15387,14754
8176307,15421,14754
8157645,15411,14754
7821745,15081,14532
8115623,15387,14754
8115623,15387,14754
8313026,15493,14754
8115623,15387,14754
8115623,15387,14754
8505812,15531,14754
8139433,15397,14754
8303722,15487,14754
8115623,15387,14754
8118467,15389,14754
8309118,15477,14754
8393584,15509,14754
8115623,15387,14754
8277457,15441,14754
8115623,15387,14754
8115623,15387,14754
8260431,15441,14754
8115623,15387,14754
8115623,15387,14754
8115623,15387,14754
8128549,15575,14766
8637496,15571,14754
8295287,15606,14754
8429743,15517,14754
8164891,15416,14754
8130303,15397,14754
8208001,15439,14754
8313144,15493,14754
8126856,15390,14754
8729131,16703,16551
8621308,16631,16551
8589752,16619,16551
8966205,16799,16551
8567574,16605,16551
8628195,16643,16551
8609551,16629,16551
8279664,15973,15363
8278174,15797,15366
8567574,16605,16551
8567574,16605,16551
8764770,16713,16551
8567574,16605,16551
8567574,16605,16551
8957319,16755,16551
8591357,16617,16551
8755475,16707,16551
8567574,16605,16551
8570415,16607,16551
8760856,16703,16551
8845226,16729,16551
8567574,16605,16551
8729213,16663,16551
8567574,16605,16551
8567574,16605,16551
8712211,16665,16551
8567574,16605,16551
8567574,16605,16551
8567574,16605,16551
8580482,16793,16563
9088865,16811,16551
8746989,16824,16551
8881340,16737,16551
8616791,16637,16551
8582239,16615,16551
8659856,16661,16551
8764888,16713,16551
8576812,16695,16554
8774402,16723,16551
8742846,16711,16551
9108096,17413,16638
8720668,16697,16551
8775021,17023,16590
8762645,16721,16551
8432862,16057,15363
8431372,15889,15366
8720668,16697,16551
8720668,16697,16551
8915576,16915,16581
8720668,16697,16551
8720668,16697,16551
9103578,17177,16605
8742351,16806,16566
8906284,16909,16581
8720668,16697,16551
8723509,16699,16551
8903301,17285,16611
8995998,16930,16581
8720668,16697,16551
8882307,16755,16551
8720668,16697,16551
8720668,16697,16551
8863137,16855,16563
8720668,16697,16551
8720668,16697,16551
8720668,16697,16551
8733576,16885,16563
9221500,17849,16671
8900083,16916,16551
9032097,16941,16581
8763699,17014,16590
8735333,16707,16551
8808779,16947,16584
8915694,16915,16581
8731886,16701,16551
8635023,16639,16551
9011476,16819,16551
8612845,16625,16551
8673466,16663,16551
8654822,16649,16551
8324971,15993,15363
8323481,15817,15366
8612845,16625,16551
8612845,16625,16551
8810041,16733,16551
8612845,16625,16551
8612845,16625,16551
9002590,16775,16551
8636628,16637,16551
8800746,16727,16551
8612845,16625,16551
8615686,16627,16551
8806127,16723,16551
8890497,16749,16551
8612845,16625,16551
8774484,16683,16551
8612845,16625,16551
8612845,16625,16551
8749078,17055,16563
8612845,16625,16551
8612845,16625,16551
8612845,16625,16551
8625753,16813,16563
9134136,16831,16551
8773371,17704,16563
8926611,16757,16551
8662062,16657,16551
8627510,16635,16551
8705127,16681,16551
8810159,16733,16551
8624063,16629,16551
8979920,16807,16551
8581289,16613,16551
8641910,16651,16551
8623266,16637,16551
8293389,15981,15363
8291899,15805,15366
8581289,16613,16551
8581289,16613,16551
8774373,16903,16566
8581289,16613,16551
8581289,16613,16551
8971034,16763,16551
8605072,16625,16551
8765084,16897,16566
8581289,16613,16551
8584130,16615,16551
8774571,16711,16551
8858941,16737,16551
8581289,16613,16551
8742928,16671,16551
8581289,16613,16551
8581289,16613,16551
8725926,16673,16551
8581289,16613,16551
8581289,16613,16551
8581289,16613,16551
8594197,16801,16563
9102580,16819,16551
8760704,16832,16551
8895055,16745,16551
8630506,16645,16551
8593960,16713,16560
8673571,16669,16551
8774491,16903,16566
8592507,16617,16551
8957742,16793,16551
9016199,16927,16569
8997488,16919,16572
8670108,16154,15363
8668618,15985,15366
8957742,16793,16551
8957742,16793,16551
9141312,17559,16665
8957742,16793,16551
8957742,16793,16551
9326443,17964,16698
8979339,16904,16566
9134256,17447,16656
8957742,16793,16551
8960583,16795,16551
9135348,17611,16632
9221563,17580,16665
8957742,16793,16551
9108117,17371,16596
8957742,16793,16551
8957742,16793,16551
9100115,16953,16563
8957742,16793,16551
8957742,16793,16551
8957742,16793,16551
8970650,16981,16563
9441217,18843,16707
9137157,17012,16551
9257587,17593,16665
9002646,17019,16584
8972407,16803,16551
9039033,17355,16614
9141430,17559,16665
8968960,16797,16551
8619732,16637,16551
8601088,16623,16551
8271195,15967,15363
8269705,15791,15366
8559111,16599,16551
8559111,16599,16551
8756307,16707,16551
8559111,16599,16551
8559111,16599,16551
8948856,16749,16551
8582894,16611,16551
8747012,16701,16551
8559111,16599,16551
8561952,16601,16551
8752393,16697,16551
8836763,16723,16551
8559111,16599,16551
8720750,16657,16551
8559111,16599,16551
8559111,16599,16551
8703748,16659,16551
8559111,16599,16551
8559111,16599,16551
8559111,16599,16551
8572019,16787,16563
9080402,16805,16551
8738526,16818,16551
8872877,16731,16551
8608328,16631,16551
8573776,16609,16551
8651393,16655,16551
8756425,16707,16551
8570329,16603,16551
8661709,16661,16551
8331858,16001,15363
8330368,15829,15366
8619732,16637,16551
8619732,16637,16551
8816928,16745,16551
8619732,16637,16551
8619732,16637,16551
9007305,16879,16557
8643515,16649,16551
8807633,16739,16551
8619732,16637,16551
8622573,16639,16551
8806698,17026,16590
8897384,16761,16551
8619732,16637,16551
8781371,16695,16551
8619732,16637,16551
8619732,16637,16551
8762235,16795,16563
8619732,16637,16551
8619732,16637,16551
8619732,16637,16551
8632640,16825,16563
9132120,17241,16596
8799147,16856,16551
8933498,16769,16551
8666909,16765,16569
8634397,16647,16551
8709959,16789,16569
8817046,16745,16551
8630950,16641,16551
8313202,15991,15363
8311712,15815,15366
8601088,16623,16551
8601088,16623,16551
8796125,16833,16572
8601088,16623,16551
8601088,16623,16551
8988595,16875,16572
8624871,16635,16551
8786833,16827,16572
8601088,16623,16551
8601943,16709,16551
8794370,16721,16551
8874420,16952,16578
8601088,16623,16551
8762727,16681,16551
8601088,16623,16551
8601088,16623,16551
8745725,16683,16551
8601088,16623,16551
8601088,16623,16551
8601088,16623,16551
8613996,16811,16563
9122379,16829,16551
8780503,16842,16551
8910504,16960,16578
8650305,16655,16551
8615753,16633,16551
8693370,16679,16551
8796243,16833,16572
8612306,16627,16551
8271195,15967,15363
8271195,15967,15363
8468529,16074,15363
8271195,15967,15363
8271195,15967,15363
8661236,16114,15363
8294996,15978,15363
8459228,16068,15363
8271195,15967,15363
8274038,15969,15363
8464619,16057,15363
8549053,16090,15363
8271195,15967,15363
8432964,16021,15363
8271195,15967,15363
8271195,15967,15363
8415946,16021,15363
8271195,15967,15363
8271195,15967,15363
8271195,15967,15363
8280311,16323,15405
8792874,16154,15363
8450776,16186,15363
8585197,16098,15363
8320446,15996,15363
8285870,15977,15363
8363541,16019,15363
8468647,16074,15363
8282423,15971,15363
5556308,5578,282
5556308,5578,282
8269705,15791,15366
8269705,15791,15366
8467039,15899,15366
8269705,15791,15366
8269705,15791,15366
8659746,15941,15366
8293506,15803,15366
8457738,15893,15366
8269705,15791,15366
8272548,15793,15366
8463129,15889,15366
8547563,15915,15366
8269705,15791,15366
8431474,15849,15366
8269705,15791,15366
8269705,15791,15366
8414456,15851,15366
8269705,15791,15366
8269705,15791,15366
8269705,15791,15366
8282625,15977,15372
8791384,15997,15366
8449286,16010,15366
8583707,15923,15366
8318956,15823,15366
8284380,15801,15366
8362051,15847,15366
8467157,15899,15366
8280933,15795,15366
8559111,16599,16551
8756307,16707,16551
8559111,16599,16551
8559111,16599,16551
8948856,16749,16551
8582894,16611,16551
8747012,16701,16551
8559111,16599,16551
8561952,16601,16551
8752393,16697,16551
8836763,16723,16551
8559111,16599,16551
8720750,16657,16551
8559111,16599,16551
8559111,16599,16551
8703748,16659,16551
8559111,16599,16551
8559111,16599,16551
8559111,16599,16551
8572019,16787,16563
9080402,16805,16551
8738526,16818,16551
8872877,16731,16551
8608328,16631,16551
8573776,16609,16551
8651393,16655,16551
8756425,16707,16551
8570329,16603,16551
8756307,16707,16551
8559111,16599,16551
8559111,16599,16551
8948856,16749,16551
8582894,16611,16551
8747012,16701,16551
8559111,16599,16551
8561952,16601,16551
8752393,16697,16551
8836763,16723,16551
8559111,16599,16551
8720750,16657,16551
8559111,16599,16551
8559111,16599,16551
8703748,16659,16551
8559111,16599,16551
8559111,16599,16551
8559111,16599,16551
8572019,16787,16563
9080402,16805,16551
8738526,16818,16551
8872877,16731,16551
8608328,16631,16551
8573776,16609,16551
8651393,16655,16551
8756425,16707,16551
8570329,16603,16551
8756307,16707,16551
8756307,16707,16551
9132384,17528,16665
8780090,16719,16551
8926837,17657,16671
8756307,16707,16551
8759148,16709,16551
8949589,16805,16551
9022747,17383,16656
8756307,16707,16551
8917946,16765,16551
8756307,16707,16551
8756307,16707,16551
8900944,16767,16551
8756307,16707,16551
8756307,16707,16551
8756307,16707,16551
8769215,16895,16563
9272894,17126,16590
8935722,16926,16551
9058786,17397,16656
8805524,16739,16551
8768917,16807,16560
8848589,16763,16551
8931965,17881,16680
8767525,16711,16551
8559111,16599,16551
8948856,16749,16551
8582894,16611,16551
8747012,16701,16551
8559111,16599,16551
8561952,16601,16551
8752393,16697,16551
8836763,16723,16551
8559111,16599,16551
8720750,16657,16551
8559111,16599,16551
8559111,16599,16551
8703748,16659,16551
8559111,16599,16551
8559111,16599,16551
8559111,16599,16551
8572019,16787,16563
9080402,16805,16551
8738526,16818,16551
8872877,16731,16551
8608328,16631,16551
8573776,16609,16551
8651393,16655,16551
8756425,16707,16551
8570329,16603,16551
8948856,16749,16551
8582894,16611,16551
8747012,16701,16551
8559111,16599,16551
8561952,16601,16551
8752393,16697,16551
8836763,16723,16551
8559111,16599,16551
8720750,16657,16551
8559111,16599,16551
8559111,16599,16551
8703748,16659,16551
8559111,16599,16551
8559111,16599,16551
8559111,16599,16551
8572019,16787,16563
9080402,16805,16551
8738526,16818,16551
8872877,16731,16551
8608328,16631,16551
8573776,16609,16551
8651393,16655,16551
8756425,16707,16551
8570329,16603,16551
8970446,16863,16566
9123130,17519,16659
8948856,16749,16551
8951697,16751,16551
9142138,16847,16551
9205920,17857,16671
8948856,16749,16551
9101685,17182,16551
8948856,16749,16551
8948856,16749,16551
9093493,16809,16551
8948856,16749,16551
8948856,16749,16551
8948856,16749,16551
8961764,16937,16563
9455837,17611,16629
9128271,16968,16551
9235130,18211,16674
8998073,16781,16551
8963521,16759,16551
9041138,16805,16551
9132502,17528,16665
8960074,16753,16551
8770795,16713,16551
8582894,16611,16551
8585735,16613,16551
8776176,16709,16551
8860546,16735,16551
8582894,16611,16551
8744533,16669,16551
8582894,16611,16551
8582894,16611,16551
8727531,16671,16551
8582894,16611,16551
8582894,16611,16551
8582894,16611,16551
8595802,16799,16563
9101946,16916,16566
8762309,16830,16551
8896660,16743,16551
8632111,16643,16551
8597559,16621,16551
8675176,16667,16551
8780208,16719,16551
8594112,16615,16551
8747012,16701,16551
8749853,16703,16551
8940294,16799,16551
9013467,17378,16656
8747012,16701,16551
8908651,16759,16551
8747012,16701,16551
8747012,16701,16551
8891649,16761,16551
8747012,16701,16551
8747012,16701,16551
8747012,16701,16551
8759920,16889,16563
9265879,17021,16581
8926427,16920,16551
9047331,17494,16659
8796229,16733,16551
8759625,16801,16560
8839294,16757,16551
8929071,17559,16671
8758230,16705,16551
8561952,16601,16551
8752393,16697,16551
8836763,16723,16551
8559111,16599,16551
8720750,16657,16551
8559111,16599,16551
8559111,16599,16551
8703748,16659,16551
8559111,16599,16551
8559111,16599,16551
8559111,16599,16551
8572019,16787,16563
9080402,16805,16551
8738526,16818,16551
8872877,16731,16551
8608328,16631,16551
8573776,16609,16551
8651393,16655,16551
8756425,16707,16551
8570329,16603,16551
8755234,16699,16551
8839604,16725,16551
8561952,16601,16551
8723591,16659,16551
8561952,16601,16551
8561952,16601,16551
8706589,16661,16551
8561952,16601,16551
8561952,16601,16551
8561952,16601,16551
8574860,16789,16563
9083243,16807,16551
8741367,16820,16551
8875718,16733,16551
8611169,16633,16551
8576617,16611,16551
8654234,16657,16551
8759266,16709,16551
8573170,16605,16551
9030045,16821,16551
8752393,16697,16551
8905284,17162,16593
