"0,2-HhIndex","1,2-HhIndex","3,2-HhIndex"
52,15,15
10,4,3
12,5,3
13,5,3
12,4,0
12,4,0
13,5,3
16,3,3
8,3,3
11,2,0
10,2,0
12,3,0
9,1,0
11,1,0
253,2,0
8,2,0
8,1,0
17,2,0
48,9,9
61,9,9
41,9,9
45,12,9
38,6,3
60,12,9
40,9,9
51,10,9
57,9,9
61,11,9
40,9,9
37,6,3
4,0,0
13,6,6
13,6,6
19,3,0
13,6,6
24,7,3
10,0,0
10,6,6
53,14,12
44,7,3
46,10,6
48,12,12
48,12,12
48,12,12
49,13,12
47,11,6
50,12,12
50,12,12
50,12,12
50,13,12
41,7,6
44,11,6
37,7,6
32,0,0
45,12,12
45,12,12
45,12,12
44,8,6
36,6,6
44,12,12
45,12,12
45,12,12
41,8,6
1,0,0
24,3,0
47,11,6
45,7,0
48,12,12
48,12,12
48,12,12
50,13,12
45,9,6
42,2,0
44,12,12
44,12,12
45,12,12
40,12,12
45,12,12
45,12,12
27,3,3
27,3,3
27,3,3
13,2,0
2,0,0
39,6,3
41,6,3
31,7,6
30,7,6
28,8,6
40,5,3
33,7,6
25,6,6
21,6,6
33,8,6
33,6,6
33,8,6
33,6,6
26,6,6
20,6,6
17,6,6
20,6,6
24,8,3
30,5,0
18,3,3
11,3,3
18,4,0
17,3,3
13,3,3
13,3,3
12,3,3
36,5,3
33,8,6
18,3,3
18,3,3
18,3,3
30,4,0
31,2,0
29,3,0
51,7,0
31,2,0
26,1,0
34,3,0
47,4,0
36,3,3
40,3,3
29,0,0
39,3,3
40,4,0
49,5,0
39,3,0
29,1,0
38,4,0
46,10,6
44,12,12
44,12,12
46,12,12
42,12,12
46,12,12
46,12,12
27,0,0
7,1,0
5,1,0
7,0,0
10,0,0
35,8,3
34,4,3
27,6,3
37,3,3
37,3,3
19,3,3
84,9,0
82,5,0
80,6,3
79,5,0
79,9,0
79,6,3
86,8,0
75,6,3
75,5,3
93,8,0
80,11,0
89,11,3
83,9,3
80,8,3
80,10,0
81,3,0
81,4,3
92,4,3
92,5,3
80,6,0
74,5,0
74,4,0
75,9,3
73,4,3
73,8,3
74,7,0
75,13,12
74,12,12
75,12,12
74,7,0
74,12,12
74,12,12
80,6,0
73,2,0
75,13,12
75,13,12
75,11,9
75,13,12
75,13,12
73,6,3
75,12,12
74,12,12
74,12,12
76,1,0
89,8,3
86,7,0
86,6,3
80,7,3
80,6,3
73,5,3
73,4,0
75,11,9
75,12,12
75,12,12
73,4,3
73,8,3
73,0,0
73,11,9
74,11,9
73,5,3
74,12,12
73,7,3
73,3,0
73,7,3
73,4,3
73,3,0
74,6,0
73,1,0
73,7,3
73,4,3
73,7,3
73,7,3
73,7,3
73,4,3
15,6,6
12,6,6
12,6,6
15,6,6
15,6,6
12,6,6
33,4,3
97,0,0
40,3,0
40,4,0
44,6,6
52,8,6
24,2,0
26,0,0
39,6,6
37,6,6
23,6,6
32,6,6
15,0,0
18,8,0
12,2,0
12,2,0
13,2,0
12,3,3
12,3,3
11,3,3
11,3,3
11,3,3
11,1,0
11,3,3
1941,44,0
2822,126,123
2745,123,123
2821,125,123
2783,124,123
2705,122,120
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2822,125,123
2821,125,123
2821,125,123
2821,125,123
2744,123,120
2745,123,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2822,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2822,125,123
2822,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2822,125,123
2822,126,123
2822,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
1014,10,9
1014,9,9
1015,10,9
1018,10,9
2745,123,123
2821,125,123
2783,124,123
2705,122,120
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2822,125,123
2821,125,123
2821,125,123
2821,125,123
2744,123,120
2745,123,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2822,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2822,125,123
2822,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2822,125,123
2822,125,123
2822,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2745,124,123
2705,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2665,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2782,125,123
2705,123,120
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2744,123,120
2745,124,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,126,123
2821,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
1935,47,6
1935,47,6
1003,9,9
1004,9,9
1007,9,9
2782,125,123
2783,125,123
2782,124,123
2782,124,123
2783,125,123
2782,124,123
2782,124,123
2782,124,123
2705,123,120
2705,123,123
2782,124,123
2782,124,123
2783,124,123
2782,124,123
2782,124,123
2783,125,123
2782,124,123
2783,124,123
2782,124,123
2782,124,123
2783,124,123
2783,124,123
2782,124,123
2783,124,123
2782,124,123
2782,124,123
2783,124,123
2782,124,123
2782,124,123
2782,124,123
2782,125,123
2783,125,123
2783,124,123
2783,124,123
2782,124,123
2782,124,123
2783,124,123
2783,124,123
2782,124,123
2705,122,120
2705,122,120
2705,122,120
2705,122,120
2705,122,120
2705,122,120
2705,122,120
2705,122,120
2624,121,120
2705,122,120
2705,122,120
2705,122,120
2705,122,120
2705,122,120
2705,122,120
2705,122,120
2705,122,120
2705,122,120
2705,122,120
2705,122,120
2705,122,120
2705,122,120
2705,122,120
2705,122,120
2705,122,120
2705,122,120
2705,122,120
2705,122,120
2705,122,120
2705,123,120
2705,122,120
2705,122,120
2705,122,120
2705,122,120
2705,122,120
2705,122,120
2705,122,120
2705,122,120
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2744,123,120
2745,123,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2744,123,120
2745,123,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2744,123,120
2745,123,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2744,123,120
2745,123,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2821,125,123
2744,123,120
2745,123,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2822,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2822,125,123
2822,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2822,125,123
2822,125,123
2822,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2744,123,120
2745,123,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2744,123,120
2745,123,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2744,123,120
2745,123,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2744,123,120
2744,123,120
2744,123,120
2744,123,120
2744,123,120
2744,123,120
2744,123,120
2744,123,120
2744,123,120
2744,123,120
2744,123,120
2744,123,120
2744,123,120
2744,123,120
2744,123,120
2744,123,120
2744,123,120
2744,123,120
2744,123,120
2744,123,120
2744,123,120
2744,123,120
2744,123,120
2744,123,120
2744,123,120
2744,123,120
2744,123,120
2744,123,120
2744,123,120
1858,47,6
1858,47,6
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2745,123,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2822,125,123
2822,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2822,125,123
2822,125,123
2822,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2822,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2822,125,123
2822,125,123
2822,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2822,125,123
2822,125,123
2822,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,126,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2821,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
1934,47,6
1934,47,6
2822,125,123
2822,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2822,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
1949,45,3
1949,45,3
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2821,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
2820,125,123
1004,9,9
1007,9,9
1007,10,9
19,5,3
19,4,3
13,4,3
12,3,3
12,3,3
11,3,3
29,0,0
45,8,3
48,9,3
39,4,3
12,3,3
21,2,0
12,3,3
7,3,3
17,4,3
17,3,3
24,2,0
24,4,0
20,4,0
24,2,0
20,4,3
18,3,3
18,2,0
18,3,0
17,4,3
20,4,0
19,6,3
19,3,3
19,5,3
19,4,3
17,0,0
6,3,3
29,6,3
23,7,3
23,6,3
28,7,3
27,3,0
27,6,3
19,6,3
18,7,3
19,5,3
11,1,0
9,2,0
9,1,0
5,1,0
39,3,3
35,4,3
33,3,3
61,6,3
39,4,3
65,7,3
64,9,0
59,7,3
59,6,3
59,6,3
59,6,3
43,4,3
43,4,3
48,10,0
45,6,3
45,6,3
28,5,3
31,4,3
31,5,3
31,5,3
28,4,3
32,3,3
25,5,3
30,2,0
27,9,9
27,9,9
27,9,9
27,9,9
27,9,9
27,9,9
27,9,9
27,9,9
27,9,9
27,9,9
30,3,3
30,3,3
46,3,3
46,3,3
22,3,3
23,3,3
0,0,0
11,4,3
11,4,3
7,4,3
39,7,6
34,6,6
39,7,6
32,6,6
34,7,6
32,3,0
24,6,6
14,0,0
37,1,0
23,3,3
24,6,6
27,6,6
26,6,6
27,6,6
24,6,6
26,6,6
22,3,3
24,3,3
21,3,3
37,0,0
19,3,3
14,3,3
13,3,3
11,0,0
176,5,3
175,3,3
375,45,45
304,22,6
373,45,45
374,45,45
381,45,45
374,45,45
373,45,45
374,45,45
373,45,45
373,45,45
373,45,45
373,45,45
375,45,45
373,45,45
373,45,45
373,45,45
373,45,45
285,17,0
287,18,3
217,10,3
178,4,0
179,6,3
184,7,3
305,23,6
374,45,45
375,45,45
381,45,45
375,45,45
374,45,45
375,45,45
374,45,45
374,45,45
374,45,45
374,45,45
376,45,45
374,45,45
374,45,45
374,45,45
374,45,45
297,21,6
313,23,6
224,19,6
220,11,3
224,19,6
226,19,6
372,45,45
380,45,45
372,45,45
371,45,45
372,45,45
371,45,45
371,45,45
371,45,45
371,45,45
373,45,45
371,45,45
371,45,45
371,45,45
371,45,45
381,45,45
373,45,45
372,45,45
373,45,45
372,45,45
372,45,45
372,45,45
372,45,45
374,45,45
372,45,45
372,45,45
372,45,45
372,45,45
283,19,6
287,21,6
209,11,6
380,45,45
380,45,45
380,45,45
380,45,45
380,45,45
380,45,45
380,45,45
380,45,45
380,45,45
380,45,45
380,45,45
380,45,45
304,21,6
372,45,45
373,45,45
372,45,45
372,45,45
372,45,45
372,45,45
373,45,45
372,45,45
372,45,45
372,45,45
372,45,45
294,22,3
284,18,3
288,20,3
372,45,45
371,45,45
371,45,45
371,45,45
371,45,45
373,45,45
371,45,45
371,45,45
371,45,45
371,45,45
372,45,45
372,45,45
372,45,45
372,45,45
373,45,45
372,45,45
372,45,45
372,45,45
372,45,45
293,21,6
371,45,45
371,45,45
371,45,45
373,45,45
371,45,45
371,45,45
371,45,45
371,45,45
371,45,45
371,45,45
373,45,45
371,45,45
371,45,45
371,45,45
371,45,45
371,45,45
373,45,45
371,45,45
371,45,45
371,45,45
371,45,45
373,45,45
371,45,45
371,45,45
371,45,45
371,45,45
373,45,45
373,45,45
373,45,45
373,45,45
296,22,4
291,21,3
296,22,6
371,45,45
371,45,45
371,45,45
371,45,45
371,45,45
371,45,45
220,18,6
221,19,6
207,7,3
206,7,3
181,7,3
221,18,6
1132,7,3
1132,7,3
181,7,3
175,0,0
176,5,3
176,6,3
37,12,12
37,12,12
37,12,12
37,12,12
37,12,12
31,12,12
31,12,12
31,12,12
31,12,12
31,12,12
31,12,12
31,12,12
31,12,12
31,12,12
31,12,12
37,5,3
38,5,3
35,5,0
35,4,3
48,5,3
49,2,0
49,3,0
50,4,0
34,5,3
34,5,3
34,3,3
32,5,3
32,6,3
32,5,3
32,5,3
32,7,3
38,1,0
49,4,3
32,7,3
32,5,3
34,4,0
33,7,6
32,8,6
32,7,6
32,6,3
33,6,6
33,6,6
32,4,3
32,3,3
32,4,3
32,6,6
37,12,12
37,12,12
37,12,12
37,12,12
37,12,12
37,12,12
37,12,12
37,12,12
37,12,12
37,12,12
29,3,3
29,3,3
27,3,3
27,3,3
27,3,3
27,6,6
27,6,6
27,6,6
27,6,6
27,6,6
