"0,2-d","1,2-d","3,2-d"
12,2,0
9,3,0
113,13,0
136,24,18
109,18,18
109,18,18
137,25,18
109,18,18
109,18,18
109,18,18
136,24,18
136,24,18
164,37,36
136,24,18
136,24,18
136,24,18
136,24,18
136,24,18
136,24,18
136,24,18
136,24,18
136,24,18
109,18,18
137,25,18
109,18,18
109,18,18
109,18,18
137,25,18
109,18,18
109,18,18
109,18,18
137,25,18
137,25,18
137,25,18
137,25,18
137,25,18
137,25,18
137,25,18
137,25,18
137,25,18
109,18,18
109,18,18
109,18,18
109,18,18
109,18,18
109,18,18
109,18,18
109,18,18
109,18,18
109,18,18
109,18,18
109,18,18
109,18,18
109,18,18
109,18,18
109,18,18
109,18,18
109,18,18
15,4,3
13,2,0
12,4,3
11,3,3
11,3,3
1082,4,0
41,8,6
38,9,6
41,9,6
30,6,3
30,6,3
42,8,6
45,8,6
42,10,6
33,6,0
25,2,0
23,2,0
38,2,0
32,4,3
28,4,3
29,4,3
28,3,0
23,3,3
29,0,0
59,6,6
40,6,6
52,8,6
52,7,6
64,11,6
45,6,6
7,0,0
37,4,0
24,1,0
216,12,6
230,9,3
211,8,0
235,9,3
212,9,3
211,8,0
216,12,6
26,8,6
22,5,3
59,6,3
22,5,3
15,1,0
22,5,3
1355,34,6
253,13,6
269,13,6
208,6,3
241,6,3
2351,68,30
2274,69,30
2343,70,30
2429,81,42
2357,77,42
2436,91,42
2354,78,42
2391,82,42
2482,74,30
2406,85,42
2357,77,42
1370,34,30
1369,34,30
1411,41,30
1382,37,30
1311,32,15
1234,33,18
1303,33,18
1389,42,24
1396,55,30
1442,39,24
297,24,12
287,18,6
322,35,30
265,15,0
291,27,18
294,28,18
284,24,15
266,16,3
284,24,15
1355,37,9
267,17,9
258,12,9
233,10,9
2213,67,33
2282,73,33
2368,79,33
2296,69,30
2375,85,36
2293,69,30
2330,68,30
2421,88,36
2345,71,30
2296,69,30
1278,24,6
2205,69,36
2291,76,36
2219,70,30
2298,86,36
2216,70,30
2253,69,30
2344,73,36
2268,72,30
2219,70,30
1224,28,15
2360,79,36
2288,71,30
2367,87,36
2285,71,30
2322,70,30
2413,80,36
2337,73,30
2288,71,30
1293,28,15
2374,83,45
2453,100,51
2371,82,42
2408,82,42
2499,94,45
2423,85,42
2374,83,45
1387,39,30
1386,39,30
1428,40,30
1399,42,30
1354,30,12
1344,27,6
1379,39,21
1367,35,18
2381,93,45
2299,81,42
2336,77,42
2427,76,33
2351,80,42
2302,83,45
1315,35,30
1314,35,30
1356,36,30
1327,38,30
1295,29,12
2378,93,45
2415,95,42
2506,94,42
2430,101,51
2381,93,45
1394,49,30
1393,49,30
1435,50,30
1406,55,39
1386,50,30
1355,42,18
1358,44,21
1348,39,15
1348,39,15
1372,40,12
1363,40,15
1374,45,21
1345,39,15
1338,35,9
1342,37,12
1351,42,18
2333,77,42
2424,75,30
2348,81,45
2299,80,42
1312,35,30
1311,35,30
1353,36,30
1324,39,33
1269,26,9
2461,75,30
2385,88,42
2336,77,42
1349,34,30
1348,34,30
1390,41,30
1361,37,30
2476,78,30
2427,76,33
1407,27,12
1397,24,6
1432,36,21
1409,28,6
1420,32,18
2351,80,42
1364,37,30
1363,37,30
1405,44,30
1376,43,39
1315,26,12
1312,25,12
1321,29,15
1315,35,30
1314,35,30
1356,36,30
1327,38,30
1295,29,12
327,30,30
369,30,30
340,33,30
368,30,30
339,33,30
381,33,30
291,22,12
288,21,12
297,25,15
287,23,15
259,16,9
275,21,12
281,23,15
284,26,21
274,21,15
274,21,15
300,26,15
253,20,15
243,17,15
225,9,3
243,17,15
246,16,3
246,18,15
246,18,15
272,20,12
236,15,15
275,13,9
257,11,3
250,10,9
241,11,9
227,13,12
236,16,12
233,15,12
225,7,0
204,4,3
77,15,15
77,15,15
77,15,15
77,15,15
77,15,15
77,15,15
1189,11,6
1205,12,6
103,8,6
67,15,15
67,15,15
67,15,15
67,15,15
67,15,15
67,15,15
67,15,15
67,15,15
67,15,15
67,15,15
67,15,15
67,15,15
67,15,15
67,15,15
67,15,15
14,4,3
17,5,3
23,8,3
17,4,0
20,6,0
18,5,3
20,4,3
11,3,3
16,3,0
12,2,0
19,5,0
11,1,0
14,1,0
264,2,0
13,4,0
10,1,0
19,2,0
79,11,9
100,12,9
62,10,9
80,19,12
51,6,3
96,16,9
58,9,9
76,12,9
79,10,9
97,15,9
59,10,9
48,6,3
4,0,0
21,7,6
21,7,6
29,3,0
20,6,6
40,8,3
10,0,0
16,6,6
83,20,18
64,9,3
70,15,9
85,15,12
70,15,12
70,15,12
78,19,15
70,15,9
85,14,12
70,14,12
70,14,12
78,18,15
53,9,6
65,16,12
48,9,6
45,0,0
72,12,12
72,12,12
80,15,12
61,11,6
44,6,6
57,12,12
65,15,12
65,15,12
56,11,6
2,0,0
35,3,0
68,14,9
68,7,0
83,15,12
68,15,12
68,15,12
76,17,15
63,12,6
59,2,0
70,12,12
70,12,12
78,13,12
55,12,12
63,13,12
63,13,12
37,3,3
31,3,3
37,3,3
16,2,0
3,0,0
51,8,3
54,6,3
43,8,6
41,8,6
39,10,6
55,5,3
49,8,6
34,6,6
31,8,6
54,10,6
46,8,6
51,12,12
46,8,6
36,8,6
28,8,6
23,6,6
28,8,6
33,8,3
47,7,0
26,5,3
14,3,3
27,5,0
25,5,3
19,3,3
22,5,3
16,3,3
53,7,3
48,10,6
25,3,3
26,3,3
23,3,3
50,5,0
40,2,0
40,4,0
90,10,0
42,3,0
29,1,0
51,4,0
71,6,0
42,3,3
66,6,3
48,0,0
56,6,3
59,5,0
71,6,0
52,3,0
45,1,0
47,4,0
63,13,6
70,12,12
70,12,12
78,13,12
55,12,12
63,13,12
63,13,12
30,0,0
9,1,0
7,1,0
8,0,0
13,0,0
50,10,6
44,4,3
38,8,3
50,5,3
46,3,3
24,3,3
130,14,0
103,6,0
105,10,3
97,5,0
119,12,0
102,9,3
138,11,0
107,8,3
100,6,3
148,11,0
141,15,0
150,15,3
126,15,6
114,10,3
124,15,0
108,3,0
123,5,3
135,5,3
145,8,3
103,8,0
91,7,0
94,6,0
119,12,3
86,4,3
102,10,6
108,9,0
128,18,12
111,16,12
115,17,12
106,9,0
111,15,12
112,16,12
108,7,0
89,3,0
126,18,15
130,19,15
117,13,9
126,17,15
127,18,15
93,8,3
113,16,12
109,15,12
110,16,12
80,2,0
137,14,6
125,9,0
119,6,3
101,8,3
95,7,3
86,8,3
97,4,0
104,12,9
113,16,15
114,17,15
81,5,3
96,11,3
73,0,0
100,11,9
101,12,9
92,6,3
110,16,15
94,9,3
84,3,0
97,12,3
82,5,3
78,3,0
92,6,0
74,1,0
96,11,3
83,5,3
102,11,3
94,9,3
96,12,6
89,7,3
22,6,6
18,6,6
18,6,6
22,6,6
22,6,6
18,6,6
42,4,3
120,0,0
61,4,0
61,5,0
65,7,6
77,13,6
35,3,0
32,0,0
58,8,6
46,8,6
29,6,6
41,8,6
18,0,0
38,8,0
18,3,0
18,3,0
20,2,0
18,3,3
18,3,3
15,3,3
15,3,3
15,3,3
12,1,0
15,3,3
2167,59,0
3182,137,129
3121,126,123
3066,132,129
3044,128,126
2934,124,120
3061,130,129
3113,130,129
3079,130,129
3066,130,129
3199,130,129
3058,130,129
3079,130,129
3073,130,129
2981,128,123
2976,126,123
3058,130,129
3058,130,129
3127,130,129
3058,130,129
3058,130,129
3206,130,129
3067,130,129
3124,130,129
3058,130,129
3059,130,129
3129,130,129
3161,130,129
3058,130,129
3123,130,129
3058,130,129
3058,130,129
3115,131,129
3058,130,129
3058,130,129
3058,130,129
3064,132,129
3252,130,129
3141,133,129
3176,130,129
3075,130,129
3063,130,129
3090,130,129
3127,130,129
3063,130,129
1119,12,9
1106,10,9
1107,11,9
1120,14,9
3158,126,123
3103,131,129
3081,128,126
2971,123,120
3098,129,129
3150,130,129
3116,129,129
3103,129,129
3236,134,129
3095,129,129
3116,129,129
3110,131,129
3018,127,123
3013,125,123
3095,129,129
3095,129,129
3164,134,129
3095,129,129
3095,129,129
3243,134,129
3104,129,129
3161,135,129
3095,129,129
3096,129,129
3166,129,129
3198,140,129
3095,129,129
3160,129,129
3095,129,129
3095,129,129
3152,129,129
3095,129,129
3095,129,129
3095,129,129
3101,131,129
3289,130,129
3178,132,129
3213,140,129
3112,129,129
3100,129,129
3127,129,129
3164,134,129
3100,129,129
3042,128,123
3020,126,123
3037,125,123
3089,133,123
3055,125,123
3042,125,123
3175,132,123
3034,125,123
3055,129,123
3049,125,123
2952,123,123
3034,125,123
3034,125,123
3103,126,123
3034,125,123
3034,125,123
3182,128,123
3043,126,123
3100,126,123
3034,125,123
3035,125,123
3105,133,123
3137,126,123
3034,125,123
3099,129,123
3034,125,123
3034,125,123
3091,131,123
3034,125,123
3034,125,123
3034,125,123
3040,127,123
3228,144,123
3117,127,123
3152,126,123
3051,128,123
3039,125,123
3066,129,123
3103,126,123
3039,125,123
2965,129,126
2855,125,120
2982,131,129
3034,131,129
3000,131,129
2987,131,129
3120,131,129
2979,131,129
3000,131,129
2994,131,129
2902,131,129
2897,127,123
2979,131,129
2979,131,129
3048,131,129
2979,131,129
2979,131,129
3127,131,129
2988,131,129
3045,131,129
2979,131,129
2980,131,129
3050,131,129
3082,131,129
2979,131,129
3044,131,129
2979,131,129
2979,131,129
3036,131,129
2979,131,129
2979,131,129
2979,131,129
2985,135,135
3173,131,129
3062,133,129
3097,131,129
2996,131,129
2984,131,129
3011,131,129
3048,131,129
2984,131,129
2000,49,6
2000,49,6
1036,9,9
1037,10,9
1050,10,9
2960,129,126
3012,130,126
2978,127,126
2965,127,126
3098,130,126
2957,127,126
2978,127,126
2972,127,126
2880,125,120
2875,124,123
2957,127,126
2957,127,126
3026,128,126
2957,127,126
2957,127,126
3105,130,126
2966,128,126
3023,128,126
2957,127,126
2958,127,126
3028,127,126
3060,128,126
2957,127,126
3022,127,126
2957,127,126
2957,127,126
3014,127,126
2957,127,126
2957,127,126
2957,127,126
2963,129,126
3151,130,126
3040,129,126
3075,128,126
2974,127,126
2962,127,126
2989,127,126
3026,128,126
2962,128,126
2850,123,120
2902,123,120
2868,123,120
2855,123,120
2988,123,120
2847,123,120
2868,123,120
2862,123,120
2770,123,120
2847,123,120
2847,123,120
2916,123,120
2847,123,120
2847,123,120
2995,123,120
2856,123,120
2913,123,120
2847,123,120
2848,123,120
2918,123,120
2950,123,120
2847,123,120
2912,123,120
2847,123,120
2847,123,120
2904,123,120
2847,123,120
2847,123,120
2847,123,120
2853,125,120
3041,123,120
2930,125,120
2965,123,120
2864,123,120
2852,123,120
2879,123,120
2916,123,120
2852,123,120
3029,129,129
2995,129,129
2982,129,129
3115,129,129
2974,129,129
2995,129,129
2989,129,129
2897,127,123
2892,125,123
2974,129,129
2974,129,129
3043,129,129
2974,129,129
2974,129,129
3122,129,129
2983,129,129
3040,129,129
2974,129,129
2975,129,129
3045,129,129
3077,129,129
2974,129,129
3039,129,129
2974,129,129
2974,129,129
3031,129,129
2974,129,129
2974,129,129
2974,129,129
2980,131,129
3168,129,129
3057,131,129
3092,129,129
2991,129,129
2979,129,129
3006,129,129
3043,129,129
2979,130,129
3047,129,129
3034,129,129
3167,134,129
3026,129,129
3047,132,129
3041,129,129
2949,127,123
2944,125,123
3026,129,129
3026,129,129
3095,130,129
3026,129,129
3026,129,129
3174,132,129
3035,130,129
3092,130,129
3026,129,129
3027,129,129
3097,134,129
3129,130,129
3026,129,129
3091,129,129
3026,129,129
3026,129,129
3083,130,129
3026,129,129
3026,129,129
3026,129,129
3032,131,129
3220,138,129
3109,131,129
3144,130,129
3043,132,129
3031,129,129
3058,131,129
3095,130,129
3031,129,129
3000,129,129
3133,129,129
2992,129,129
3013,129,129
3007,129,129
2915,127,123
2910,125,123
2992,129,129
2992,129,129
3061,129,129
2992,129,129
2992,129,129
3140,129,129
3001,129,129
3058,129,129
2992,129,129
2993,129,129
3063,129,129
3095,129,129
2992,129,129
3057,129,129
2992,129,129
2992,129,129
3049,133,129
2992,129,129
2992,129,129
2992,129,129
2998,131,129
3186,129,129
3075,140,129
3110,129,129
3009,129,129
2997,129,129
3024,129,129
3061,129,129
2997,129,129
3120,129,129
2979,129,129
3000,129,129
2994,129,129
2902,127,123
2897,125,123
2979,129,129
2979,129,129
3048,131,129
2979,129,129
2979,129,129
3127,129,129
2988,129,129
3045,131,129
2979,129,129
2980,129,129
3050,129,129
3082,129,129
2979,129,129
3044,129,129
2979,129,129
2979,129,129
3036,129,129
2979,129,129
2979,129,129
2979,129,129
2985,131,129
3173,129,129
3062,131,129
3097,129,129
2996,129,129
2984,130,129
3011,129,129
3048,131,129
2984,129,129
3112,129,129
3133,130,129
3127,130,129
3035,127,123
3030,125,123
3112,129,129
3112,129,129
3181,135,129
3112,129,129
3112,129,129
3260,138,129
3121,130,129
3178,134,129
3112,129,129
3113,129,129
3183,136,129
3215,135,129
3112,129,129
3177,134,129
3112,129,129
3112,129,129
3169,130,129
3112,129,129
3112,129,129
3112,129,129
3118,131,129
3306,145,129
3195,131,129
3230,135,129
3129,131,129
3117,129,129
3144,134,129
3181,135,129
3117,129,129
2992,129,129
2986,129,129
2894,127,123
2889,125,123
2971,129,129
2971,129,129
3040,129,129
2971,129,129
2971,129,129
3119,129,129
2980,129,129
3037,129,129
2971,129,129
2972,129,129
3042,129,129
3074,129,129
2971,129,129
3036,129,129
2971,129,129
2971,129,129
3028,129,129
2971,129,129
2971,129,129
2971,129,129
2977,131,129
3165,129,129
3054,131,129
3089,129,129
2988,129,129
2976,129,129
3003,129,129
3040,129,129
2976,129,129
3007,129,129
2915,127,123
2910,125,123
2992,129,129
2992,129,129
3061,129,129
2992,129,129
2992,129,129
3140,130,129
3001,129,129
3058,129,129
2992,129,129
2993,129,129
3063,132,129
3095,129,129
2992,129,129
3057,129,129
2992,129,129
2992,129,129
3049,130,129
2992,129,129
2992,129,129
2992,129,129
2998,131,129
3186,133,129
3075,131,129
3110,129,129
3009,130,129
2997,129,129
3024,130,129
3061,129,129
2997,129,129
2909,127,123
2904,125,123
2986,129,129
2986,129,129
3055,130,129
2986,129,129
2986,129,129
3134,130,129
2995,129,129
3052,130,129
2986,129,129
2987,130,129
3057,129,129
3089,131,129
2986,129,129
3051,129,129
2986,129,129
2986,129,129
3043,129,129
2986,129,129
2986,129,129
2986,129,129
2992,131,129
3180,129,129
3069,131,129
3104,131,129
3003,129,129
2991,129,129
3018,129,129
3055,130,129
2991,129,129
2894,127,123
2894,127,123
2963,127,123
2894,127,123
2894,127,123
3042,127,123
2903,127,123
2960,127,123
2894,127,123
2895,127,123
2965,127,123
2997,127,123
2894,127,123
2959,127,123
2894,127,123
2894,127,123
2951,127,123
2894,127,123
2894,127,123
2894,127,123
2900,131,129
3088,127,123
2977,129,123
3012,127,123
2911,127,123
2899,127,123
2926,127,123
2963,127,123
2899,127,123
1915,47,6
1915,47,6
2889,125,123
2889,125,123
2958,125,123
2889,125,123
2889,125,123
3037,125,123
2898,125,123
2955,125,123
2889,125,123
2890,125,123
2960,125,123
2992,125,123
2889,125,123
2954,125,123
2889,125,123
2889,125,123
2946,125,123
2889,125,123
2889,125,123
2889,125,123
2895,127,123
3083,125,123
2972,127,123
3007,125,123
2906,125,123
2894,125,123
2921,125,123
2958,125,123
2894,125,123
2971,129,129
3040,129,129
2971,129,129
2971,129,129
3119,129,129
2980,129,129
3037,129,129
2971,129,129
2972,129,129
3042,129,129
3074,129,129
2971,129,129
3036,129,129
2971,129,129
2971,129,129
3028,129,129
2971,129,129
2971,129,129
2971,129,129
2977,131,129
3165,129,129
3054,131,129
3089,129,129
2988,129,129
2976,129,129
3003,129,129
3040,129,129
2976,129,129
3040,129,129
2971,129,129
2971,129,129
3119,129,129
2980,129,129
3037,129,129
2971,129,129
2972,129,129
3042,129,129
3074,129,129
2971,129,129
3036,129,129
2971,129,129
2971,129,129
3028,129,129
2971,129,129
2971,129,129
2971,129,129
2977,131,129
3165,129,129
3054,131,129
3089,129,129
2988,129,129
2976,129,129
3003,129,129
3040,129,129
2976,129,129
3040,129,129
3040,129,129
3188,135,129
3049,129,129
3106,137,129
3040,129,129
3041,129,129
3111,129,129
3143,134,129
3040,129,129
3105,129,129
3040,129,129
3040,129,129
3097,129,129
3040,129,129
3040,129,129
3040,129,129
3046,131,129
3234,131,129
3123,131,129
3158,134,129
3057,129,129
3045,130,129
3072,129,129
3109,139,129
3045,129,129
2971,129,129
3119,129,129
2980,129,129
3037,129,129
2971,129,129
2972,129,129
3042,129,129
3074,129,129
2971,129,129
3036,129,129
2971,129,129
2971,129,129
3028,129,129
2971,129,129
2971,129,129
2971,129,129
2977,131,129
3165,129,129
3054,131,129
3089,129,129
2988,129,129
2976,129,129
3003,129,129
3040,129,129
2976,129,129
3119,129,129
2980,129,129
3037,129,129
2971,129,129
2972,129,129
3042,129,129
3074,129,129
2971,129,129
3036,129,129
2971,129,129
2971,129,129
3028,129,129
2971,129,129
2971,129,129
2971,129,129
2977,131,129
3165,129,129
3054,131,129
3089,129,129
2988,129,129
2976,129,129
3003,129,129
3040,129,129
2976,129,129
3128,130,129
3185,135,129
3119,129,129
3120,129,129
3190,129,129
3222,138,129
3119,129,129
3184,133,129
3119,129,129
3119,129,129
3176,129,129
3119,129,129
3119,129,129
3119,129,129
3125,131,129
3313,135,129
3202,131,129
3237,141,129
3136,129,129
3124,129,129
3151,129,129
3188,135,129
3124,129,129
3046,129,129
2980,129,129
2981,129,129
3051,129,129
3083,129,129
2980,129,129
3045,129,129
2980,129,129
2980,129,129
3037,129,129
2980,129,129
2980,129,129
2980,129,129
2986,131,129
3174,130,129
3063,131,129
3098,129,129
2997,129,129
2985,129,129
3012,129,129
3049,129,129
2985,129,129
3037,129,129
3038,129,129
3108,129,129
3140,134,129
3037,129,129
3102,129,129
3037,129,129
3037,129,129
3094,129,129
3037,129,129
3037,129,129
3037,129,129
3043,131,129
3231,130,129
3120,131,129
3155,135,129
3054,129,129
3042,130,129
3069,129,129
3106,136,129
3042,129,129
2972,129,129
3042,129,129
3074,129,129
2971,129,129
3036,129,129
2971,129,129
2971,129,129
3028,129,129
2971,129,129
2971,129,129
2971,129,129
2977,131,129
3165,129,129
3054,131,129
3089,129,129
2988,129,129
2976,129,129
3003,129,129
3040,129,129
2976,129,129
3043,129,129
3075,129,129
2972,129,129
3037,129,129
2972,129,129
2972,129,129
3029,129,129
2972,129,129
2972,129,129
2972,129,129
2978,131,129
3166,129,129
3055,131,129
3090,129,129
2989,129,129
2977,129,129
3004,129,129
3041,129,129
2977,129,129
3145,129,129
3042,129,129
3107,133,129
3042,129,129
3042,129,129
3099,131,129
3042,129,129
3042,129,129
3042,129,129
3048,131,129
3236,141,129
3125,131,129
3160,129,129
3059,131,129
3047,129,129
3074,135,129
3111,129,129
3047,129,129
3074,129,129
3139,129,129
3074,129,129
3074,129,129
3131,129,129
3074,129,129
3074,129,129
3074,129,129
3080,131,129
3268,131,129
3157,131,129
3192,143,129
3091,129,129
3079,129,129
3106,129,129
3143,134,129
3079,129,129
3036,129,129
2971,129,129
2971,129,129
3028,129,129
2971,129,129
2971,129,129
2971,129,129
2977,131,129
3165,129,129
3054,131,129
3089,129,129
2988,129,129
2976,129,129
3003,129,129
3040,129,129
2976,129,129
3036,129,129
3036,129,129
3093,131,129
3036,129,129
3036,129,129
3036,129,129
3042,131,129
3230,137,129
3119,131,129
3154,129,129
3053,129,129
3041,129,129
3068,131,129
3105,129,129
3041,129,129
2971,129,129
3028,129,129
2971,129,129
2971,129,129
2971,129,129
2977,131,129
3165,129,129
3054,131,129
3089,129,129
2988,129,129
2976,129,129
3003,129,129
3040,129,129
2976,129,129
3028,129,129
2971,129,129
2971,129,129
2971,129,129
2977,131,129
3165,129,129
3054,131,129
3089,129,129
2988,129,129
2976,129,129
3003,129,129
3040,129,129
2976,129,129
3028,129,129
3028,129,129
3028,129,129
3034,131,129
3222,135,129
3111,137,129
3146,129,129
3045,129,129
3033,129,129
3060,129,129
3097,129,129
3033,129,129
2971,129,129
2971,129,129
2977,131,129
3165,129,129
3054,131,129
3089,129,129
2988,129,129
2976,129,129
3003,129,129
3040,129,129
2976,129,129
2971,129,129
2977,131,129
3165,129,129
3054,131,129
3089,129,129
2988,129,129
2976,129,129
3003,129,129
3040,129,129
2976,129,129
2977,131,129
3165,129,129
3054,131,129
3089,129,129
2988,129,129
2976,129,129
3003,129,129
3040,129,129
2976,129,129
3171,131,129
3060,133,129
3095,131,129
2994,131,129
2982,131,129
3009,131,129
3046,131,129
2982,131,129
1998,49,6
1998,49,6
3248,131,129
3283,131,129
3182,132,129
3170,129,129
3197,135,129
3234,131,129
3170,129,129
3172,131,129
3071,131,129
3059,131,129
3086,131,129
3123,131,129
3059,131,129
2081,50,3
2094,53,3
3106,129,129
3094,129,129
3121,129,129
3158,134,129
3094,129,129
2993,129,129
3020,131,129
3057,129,129
2993,129,129
3008,129,129
3045,131,129
2981,129,129
3072,129,129
3008,129,129
3045,129,129
1024,10,9
1037,10,9
1038,12,12
31,6,3
29,5,3
19,5,3
18,5,3
18,5,3
15,3,3
39,0,0
72,9,3
71,11,3
61,4,3
17,4,3
30,2,0
17,4,3
10,3,3
24,6,3
22,4,3
42,2,0
41,6,0
29,4,0
35,3,0
33,7,3
23,4,3
21,2,0
23,4,0
23,5,3
34,5,0
36,9,3
27,4,3
32,6,3
31,6,3
19,0,0
9,3,3
47,9,3
35,8,6
34,7,3
42,8,6
31,3,0
39,8,3
27,7,6
29,9,6
26,6,3
15,2,0
15,3,0
11,1,0
7,1,0
57,4,3
50,6,3
41,4,3
101,9,3
49,4,3
111,12,6
118,15,0
85,10,6
83,8,3
85,10,6
85,10,6
59,5,3
57,4,3
82,12,0
68,8,3
67,7,3
33,5,3
38,5,3
41,5,3
41,5,3
33,5,3
36,3,3
35,5,3
39,2,0
39,9,9
39,9,9
39,9,9
39,9,9
39,9,9
39,9,9
39,9,9
39,9,9
39,9,9
39,9,9
47,4,3
46,3,3
65,3,3
65,3,3
25,3,3
32,3,3
0,0,0
15,4,3
15,4,3
11,4,3
62,10,6
43,6,6
54,10,6
40,7,6
51,10,6
39,3,0
32,6,6
16,0,0
49,1,0
27,3,3
37,8,6
45,8,6
37,6,6
38,7,6
30,6,6
38,9,6
27,3,3
35,5,3
26,3,3
38,0,0
27,3,3
19,3,3
17,3,3
11,0,0
188,8,3
193,4,3
476,52,48
420,28,6
483,47,45
471,47,45
480,50,48
472,50,45
462,47,45
467,49,45
462,47,45
470,47,45
462,47,45
462,47,45
488,51,45
462,47,45
462,47,45
462,47,45
462,47,45
331,20,0
369,24,3
313,14,6
220,4,0
232,7,3
243,10,6
417,30,12
480,48,45
468,48,45
477,52,51
469,51,45
459,48,45
464,50,45
459,48,45
467,48,45
459,48,45
459,48,45
485,52,45
459,48,45
459,48,45
459,48,45
459,48,45
412,24,6
421,27,9
342,24,6
291,16,3
356,23,12
347,22,6
475,47,45
484,47,45
476,48,45
466,45,45
471,47,45
466,45,45
474,45,45
466,45,45
466,45,45
492,49,45
466,45,45
466,45,45
466,45,45
466,45,45
472,47,45
464,48,45
454,45,45
459,47,45
454,45,45
462,45,45
454,45,45
454,45,45
480,49,45
454,45,45
454,45,45
454,45,45
454,45,45
337,21,6
358,26,6
276,12,6
473,50,45
463,47,45
468,49,45
463,47,45
471,48,45
463,47,45
463,47,45
489,51,45
463,47,45
463,47,45
463,47,45
463,47,45
416,23,6
455,48,45
460,50,45
455,48,45
463,48,45
455,48,45
455,48,45
481,55,51
455,48,45
455,48,45
455,48,45
455,48,45
394,26,3
332,22,3
343,25,6
450,47,45
445,45,45
453,45,45
445,45,45
445,45,45
471,49,45
445,45,45
445,45,45
445,45,45
445,45,45
450,47,45
458,47,45
450,47,45
450,47,45
476,53,51
450,47,45
450,47,45
450,47,45
450,47,45
394,24,6
453,45,45
445,45,45
445,45,45
471,49,45
445,45,45
445,45,45
445,45,45
445,45,45
453,45,45
453,45,45
479,49,45
453,45,45
453,45,45
453,45,45
453,45,45
445,45,45
471,49,45
445,45,45
445,45,45
445,45,45
445,45,45
471,49,45
445,45,45
445,45,45
445,45,45
445,45,45
471,49,45
471,49,45
471,49,45
471,49,45
410,28,6
359,25,3
415,31,9
445,45,45
445,45,45
445,45,45
445,45,45
445,45,45
445,45,45
337,21,6
328,22,9
258,12,3
251,8,3
210,9,6
342,19,6
1317,7,3
1316,7,3
194,7,3
200,0,0
198,7,3
186,7,3
56,13,12
56,13,12
56,13,12
56,13,12
56,13,12
43,12,12
43,12,12
43,12,12
43,12,12
43,12,12
43,12,12
43,12,12
43,12,12
43,12,12
43,12,12
49,7,3
54,7,3
53,6,0
46,6,3
78,7,3
70,2,0
80,5,0
80,5,0
51,5,3
51,7,3
39,3,3
46,5,3
52,8,3
48,5,3
46,7,3
52,10,3
42,1,0
76,4,3
50,12,9
40,5,3
51,4,0
50,10,6
53,12,6
49,10,6
46,8,3
47,8,6
43,6,6
43,6,3
37,3,3
44,6,3
46,8,6
55,12,12
55,12,12
55,12,12
55,12,12
55,12,12
55,12,12
55,12,12
55,12,12
55,12,12
55,12,12
34,3,3
34,3,3
31,3,3
31,3,3
31,3,3
38,6,6
38,6,6
38,6,6
37,6,6
37,6,6
31,3,3
37,6,6
27,3,3
15,0,0
