"1,0-nd","2,0-nd","3,0-nd","4,0-nd"
839,2464,1458,200
186,478,45,0
38,94,0,0
50,94,24,0
52,114,0,0
499,1720,1740,892
399,1090,423,0
250,956,2529,0
127,344,180,0
73,224,0,0
99,176,57,16
219,686,156,0
32,66,0,0
613,1928,1020,172
361,1210,1419,1556
41,78,0,0
258,536,135,0
686,2840,2778,1284
145,408,261,88
243,396,132,0
167,422,258,0
43,86,0,0
183,506,441,0
60,88,27,0
138,340,321,120
24,38,0,0
21,30,0,0
19,28,0,0
218,524,120,20
214,414,207,20
43,70,27,0
25,0,0,0
138,288,39,0
211,392,120,0
86,186,78,0
41,70,27,0
41,74,18,0
46,40,0,0
207,706,726,192
156,424,27,0
36,66,0,0
399,1558,1686,628
40,74,18,0
100,154,57,0
92,180,84,16
131,276,48,0
118,208,57,0
35,74,54,16
46,88,39,0
71,120,57,0
15,0,0,0
66,84,54,16
15,0,0,0
26,50,0,0
26,50,0,0
35,74,54,16
47,74,54,16
248,600,489,100
414,1132,987,64
223,712,618,24
269,788,792,204
53,162,174,100
394,980,276,0
246,842,843,240
23,0,0,0
92,234,213,100
66,178,180,100
41,104,75,0
31,72,0,0
90,232,87,0
53,162,174,100
205,560,522,0
60,128,81,0
62,164,174,100
359,1276,807,228
43,82,0,0
56,124,81,0
131,182,0,0
84,4,0,0
216,1286,13638,0
119,524,543,0
105,0,0,0
424,1410,1236,96
269,602,303,24
261,1062,1257,788
234,778,270,0
321,1008,0,0
172,356,51,0
125,300,207,24
294,1018,726,0
69,186,111,0
96,248,153,24
276,740,288,0
573,2522,4347,5836
76,218,147,24
91,342,270,0
91,194,222,100
351,1166,942,52
355,1282,1122,0
168,570,144,0
185,770,951,552
227,768,0,0
223,948,960,392
81,338,357,0
86,352,363,0
328,1020,1095,636
83,388,0,0
368,1356,1188,352
228,482,120,0
962,3914,4323,2380
322,1156,1023,32
79,328,342,0
147,560,540,0
285,1178,1191,352
253,902,138,0
371,1102,864,116
97,48,24,0
232,694,615,0
94,372,351,0
125,440,342,0
422,1632,1614,844
314,1300,462,0
121,454,450,0
317,1058,525,16
152,554,132,0
415,1078,630,48
36,60,0,0
132,358,168,32
23,0,0,0
51,126,0,0
504,1638,957,124
104,200,66,0
159,398,210,48
362,1126,1221,240
48,0,0,0
49,26,0,0
527,1574,1440,524
198,544,411,240
46,88,0,0
462,1716,2376,2092
89,220,168,48
63,126,21,0
59,110,51,0
156,356,189,0
89,194,57,0
142,320,195,100
28,60,0,0
36,70,21,0
121,222,105,0
11,0,0,0
230,612,756,512
479,1506,1176,560
675,2258,2331,1156
236,752,906,624
184,406,261,76
190,566,267,0
486,1450,1062,388
70,46,0,0
153,358,117,16
46,96,42,0
99,194,117,16
73,162,0,0
61,112,66,16
201,550,69,0
88,142,63,16
757,2318,1881,668
17,36,0,0
233,596,279,0
48,106,63,16
425,1156,618,280
191,418,264,0
30,64,0,0
38,78,0,0
142,248,99,0
82,244,39,0
355,1222,1221,528
46,50,0,0
156,334,129,0
29,50,0,0
3,0,0,0
44,52,0,0
527,1580,1125,36
165,390,225,24
44,74,27,0
77,148,27,0
87,184,9,0
114,176,45,0
62,166,0,0
148,326,102,16
30,54,0,0
27,50,0,0
279,976,1107,668
71,164,54,0
27,50,0,0
54,74,0,0
91,200,27,0
56,128,0,0
237,376,111,0
135,264,90,0
74,82,33,0
53,102,0,0
149,280,9,0
48,108,48,0
98,200,54,0
30,0,0,0
56,104,36,0
175,380,183,0
205,416,291,116
82,120,42,0
55,60,0,0
58,46,21,0
105,208,81,0
42,82,33,0
81,134,9,0
252,412,39,0
43,88,0,0
130,570,942,0
47,88,0,0
213,622,336,0
57,128,57,0
38,6,0,0
100,274,207,48
154,356,162,0
43,88,0,0
78,78,0,0
134,276,126,0
43,88,0,0
23,44,0,0
23,44,0,0
55,142,0,0
168,432,246,0
217,570,171,0
96,214,21,0
24,54,0,0
250,530,237,0
88,192,66,0
132,230,114,0
63,172,0,0
209,446,279,72
57,78,0,0
86,186,66,0
20,36,0,0
32,56,15,0
30,58,30,0
76,158,102,0
42,94,66,16
300,720,447,0
246,482,132,24
72,112,36,0
103,126,36,0
606,1938,1614,336
69,122,0,0
638,2476,2664,1208
75,106,27,0
60,112,39,0
49,92,0,0
60,130,51,0
110,118,0,0
147,308,138,0
126,240,66,0
81,146,54,0
111,282,30,0
37,78,27,0
115,258,93,0
33,74,0,0
37,78,27,0
87,204,84,0
129,354,339,224
44,92,30,0
75,154,39,0
198,540,186,0
16,0,0,0
71,258,315,224
16,0,0,0
97,322,363,224
16,0,0,0
541,2298,3441,2800
19,26,0,0
298,1246,1788,1188
19,26,0,0
39,44,0,0
16,0,0,0
229,776,174,24
196,440,174,0
401,1226,792,208
278,736,573,188
39,120,0,0
574,2350,2301,816
39,120,0,0
357,908,594,0
38,0,0,0
24,0,0,0
505,2016,1761,816
120,268,102,32
96,418,2475,0
71,164,90,32
34,96,87,32
37,102,90,32
208,622,42,0
204,524,105,0
81,160,48,0
34,96,87,32
42,80,36,0
50,124,90,32
97,330,0,0
787,2982,3234,1280
271,1266,2178,2100
24,72,0,0
178,818,1413,1616
131,590,885,576
234,914,1173,680
666,2946,5130,6192
244,986,1374,764
724,3036,5175,6200
145,604,831,468
22,72,0,0
22,72,0,0
117,624,1278,1548
32,72,0,0
615,2698,4374,4692
217,954,1512,1548
219,1062,2004,2372
36,0,0,0
394,1214,1500,676
151,732,1197,0
27,58,0,0
232,716,810,528
74,144,69,0
51,136,111,0
76,158,81,0
250,848,849,344
147,172,60,0
63,116,54,0
71,98,18,0
86,192,93,0
25,0,0,0
201,600,435,128
539,1766,1095,128
74,0,0,0
173,360,180,68
130,282,243,72
534,1476,942,128
48,24,0,0
91,282,243,72
69,216,186,0
96,344,348,0
355,1312,1395,788
434,1844,2577,1932
230,838,1038,680
45,164,174,0
552,2734,4512,3848
54,200,219,96
132,378,354,0
53,200,219,96
79,366,549,388
127,498,738,572
117,412,471,292
151,550,666,364
131,636,1059,876
211,764,816,0
95,246,141,0
69,330,504,388
108,394,387,188
72,290,399,264
35,114,0,0
174,646,894,288
123,312,9,0
175,828,3846,19632
153,514,510,228
119,426,507,292
320,970,753,168
52,226,414,396
52,226,414,396
59,238,420,396
52,226,414,396
53,226,414,396
19,68,0,0
25,80,117,0
27,82,117,0
25,80,117,0
19,68,0,0
52,226,414,396
116,422,465,348
10,0,0,0
161,728,3729,19484
235,1036,1734,1204
294,704,219,0
194,382,234,32
443,1392,930,0
30,50,21,0
39,52,0,0
276,924,951,668
233,476,138,0
28,50,21,0
28,50,21,0
31,18,0,0
176,288,159,36
109,196,105,16
72,132,42,0
29,56,33,0
52,148,141,36
397,1654,2322,1852
44,0,0,0
126,280,168,48
33,62,36,0
206,492,120,0
74,188,168,48
63,166,156,44
61,148,132,36
23,48,30,0
23,48,30,0
54,150,114,0
48,138,108,0
40,120,96,0
340,940,768,280
124,292,147,40
58,136,99,0
59,210,222,0
255,816,636,184
331,1008,672,196
200,512,816,1180
57,164,129,40
191,884,1452,1100
57,164,129,40
203,600,480,0
107,268,201,40
260,788,732,296
92,230,189,0
257,748,408,156
70,210,222,0
129,394,402,184
30,0,0,0
133,308,93,0
234,730,156,0
252,628,93,0
212,668,513,192
417,1370,1206,408
149,506,429,0
360,1368,1491,868
13,0,0,0
46,76,30,0
173,436,309,72
59,68,30,0
95,112,0,0
189,262,0,0
206,422,264,64
51,120,0,0
46,56,21,0
26,34,0,0
322,946,1107,656
103,128,0,0
16,0,0,0
47,60,0,0
223,662,663,148
108,206,234,160
64,112,66,16
22,24,0,0
443,1642,2109,1288
46,44,9,0
430,1066,297,0
89,232,126,0
79,100,0,0
63,182,234,160
132,400,543,460
14,0,0,0
82,208,243,160
14,0,0,0
66,982,0,0
84,1008,0,0
16,26,0,0
119,272,261,160
97,228,234,160
16,26,0,0
126,216,27,0
218,662,570,236
43,64,27,0
200,446,234,20
143,266,141,44
28,4,0,0
9,0,0,0
18,4,0,0
8,4,0,0
178,530,375,0
396,1320,1521,936
78,310,327,0
163,606,627,272
153,530,582,284
126,426,477,196
179,670,693,284
151,496,372,0
147,470,402,0
67,266,0,0
106,358,348,0
208,620,411,0
160,424,360,0
343,1108,954,316
81,304,291,0
86,0,0,0
104,358,75,20
136,408,75,20
78,310,327,0
157,538,450,176
76,266,0,0
74,288,0,0
124,472,537,284
143,534,537,284
144,566,744,508
169,584,471,0
135,566,744,508
121,394,360,0
231,842,879,424
152,514,483,228
202,736,927,508
280,866,735,184
162,538,528,0
192,674,621,280
308,902,654,168
151,496,372,0
127,460,483,228
143,508,486,196
296,902,1047,588
269,796,738,28
167,624,663,292
67,266,0,0
122,434,444,196
177,500,429,0
163,468,387,0
164,586,513,236
124,458,477,216
506,1330,879,268
289,922,879,540
438,2122,843,184
318,1096,1122,564
143,472,381,0
209,828,1035,532
76,266,0,0
90,354,0,0
135,566,744,508
46,64,0,0
194,648,810,624
357,1316,1371,264
23,40,0,0
161,354,198,0
77,174,150,0
140,336,231,108
94,262,234,108
238,904,1026,108
542,2038,1611,632
94,136,15,0
167,396,285,120
35,94,0,0
74,78,0,0
103,244,189,68
32,40,0,0
89,44,0,0
9,0,0,0
65,78,0,0
192,552,438,136
91,78,36,0
37,68,24,0
10,10,0,0
29,34,0,0
169,290,264,184
25,50,0,0
86,142,117,32
39,92,69,0
51,124,108,32
55,110,102,32
50,120,108,32
34,88,75,0
149,304,180,32
45,116,105,32
277,886,0,0
21,0,0,0
499,1084,765,308
119,198,96,0
21,0,0,0
24,30,0,0
189,554,564,268
386,844,291,24
136,380,126,24
96,210,105,0
39,76,0,0
357,888,690,268
145,300,165,24
27,0,0,0
51,30,0,0
252,728,435,76
67,0,0,0
98,188,21,0
164,294,45,0
249,484,366,0
345,1006,1317,0
110,602,3594,19484
170,328,234,92
68,144,21,0
69,104,0,0
53,0,0,0
41,84,0,0
69,124,0,0
234,522,402,16
57,92,0,0
348,1344,1620,840
407,1390,804,232
624,2130,1821,684
198,594,582,364
34,62,0,0
250,770,1188,0
82,140,69,0
23,46,0,0
41,74,0,0
67,60,0,0
510,1398,1143,388
124,446,420,136
80,292,285,0
113,416,402,0
215,662,828,708
125,444,402,0
171,634,657,244
63,190,174,56
171,634,657,244
218,612,0,0
243,750,603,160
79,208,174,56
200,496,177,0
174,548,489,0
130,420,363,0
478,1374,1119,292
125,472,453,144
365,1054,987,368
262,648,327,0
180,606,645,244
145,350,216,0
63,192,153,0
129,418,414,188
248,854,816,256
63,190,174,56
341,1010,546,0
145,536,567,104
144,518,492,160
115,356,246,0
36,0,0,0
111,292,264,64
817,2920,1182,164
282,1102,1356,716
88,362,426,184
245,820,687,0
83,240,213,64
56,166,0,0
76,316,372,164
84,306,285,0
73,182,9,0
167,480,261,88
135,378,300,0
76,214,183,0
54,140,0,0
173,430,0,0
50,158,0,0
136,910,5019,24496
33,0,0,0
107,260,183,0
76,214,183,0
58,166,0,0
49,156,0,0
222,574,18,0
261,572,429,0
332,1296,1362,680
230,564,378,0
172,394,294,0
377,1092,798,0
366,1054,666,280
261,592,168,0
301,1036,654,104
23,0,0,0
579,1690,1452,620
94,312,333,0
151,484,468,192
106,380,423,200
317,1156,774,0
290,966,981,260
89,298,219,0
138,464,489,228
121,184,93,0
349,1134,921,540
193,536,378,104
166,490,300,0
222,596,381,140
217,740,468,92
118,428,531,640
150,350,117,0
90,262,129,0
380,1568,1542,524
213,550,162,0
302,964,774,0
164,470,282,24
96,332,237,0
96,206,120,0
279,864,0,0
111,384,0,0
178,498,243,0
169,570,9,0
422,1512,1122,0
343,1364,1362,216
80,226,0,0
120,326,129,0
183,312,120,0
49,0,0,0
111,406,303,0
235,578,420,0
6,0,0,0
83,220,156,0
7,0,0,0
7,0,0,0
60,166,138,0
103,212,126,40
126,342,198,80
156,390,183,0
68,186,153,0
17,34,0,0
232,612,219,0
23,50,0,0
175,578,579,388
17,34,0,0
131,210,45,0
210,494,249,0
185,634,342,0
173,420,252,0
71,58,18,0
40,58,18,0
53,108,54,0
208,600,0,0
201,308,69,0
18,0,0,0
83,160,39,0
18,0,0,0
18,0,0,0
556,1912,1869,500
204,696,543,32
240,920,966,232
51,120,60,0
25,66,0,0
134,376,243,0
92,208,84,20
46,138,0,0
128,462,537,0
435,1506,489,124
149,454,402,164
164,594,612,232
52,316,0,0
640,2440,3105,2524
193,830,924,92
171,742,864,0
218,674,582,232
31,42,0,0
107,290,207,60
48,92,0,0
79,130,30,0
55,116,63,0
33,66,33,0
18,0,0,0
33,66,33,0
147,370,105,0
80,200,0,0
25,36,0,0
103,252,126,0
160,480,576,348
65,144,51,0
43,98,51,0
84,178,105,20
27,60,0,0
27,64,33,0
115,288,159,0
113,224,120,0
272,626,393,36
77,184,0,0
31,66,33,0
27,64,33,0
44,74,0,0
69,188,108,0
53,96,60,0
18,0,0,0
28,46,18,0
25,34,0,0
31,20,9,0
23,34,0,0
18,0,0,0
18,0,0,0
128,334,324,152
33,46,18,0
88,152,90,0
106,206,138,0
568,7898,68574,387704
18,0,0,0
57,46,0,0
93,194,0,0
11,12,0,0
11,12,0,0
58,114,0,0
129,302,333,0
61,84,0,0
138,400,357,228
6,0,0,0
251,436,105,0
167,318,270,152
63,162,66,0
39,114,0,0
96,282,327,228
145,314,294,88
147,534,732,556
56,90,66,0
188,618,783,568
150,384,366,228
274,608,63,0
213,580,249,0
209,380,0,0
501,1478,1386,60
88,204,0,0
824,3264,4614,5784
125,272,0,0
325,976,510,76
79,142,0,0
576,2090,2115,564
210,654,726,92
101,124,54,0
111,176,0,0
204,398,105,32
370,1304,885,0
155,638,597,0
118,498,477,148
129,62,12,0
199,668,156,0
318,980,831,156
116,384,0,0
95,80,0,0
93,294,0,0
250,872,570,144
207,922,957,396
59,0,0,0
97,230,9,0
125,518,450,0
212,592,528,0
127,336,156,48
12,0,0,0
233,532,186,20
178,390,201,0
91,150,0,0
21,38,0,0
170,460,558,708
36,0,0,0
193,578,108,16
134,358,252,0
458,1532,1776,1144
166,552,159,0
45,98,0,0
372,1356,1119,436
178,228,105,0
216,742,726,228
147,314,213,56
53,144,105,0
151,330,234,0
43,104,0,0
78,188,138,0
78,178,102,0
186,498,414,336
55,170,195,0
87,200,165,0
67,240,294,192
48,150,0,0
148,448,345,212
58,174,180,0
78,226,195,0
49,20,0,0
232,684,498,280
131,522,705,528
40,136,0,0
139,406,294,192
67,240,294,192
99,332,390,0
118,418,507,336
108,386,492,192
38,0,0,0
108,390,474,316
141,458,510,336
131,522,705,528
283,1004,1113,604
56,156,165,0
51,150,165,0
131,522,705,528
40,136,0,0
194,552,459,176
204,704,567,272
77,256,282,176
52,168,144,0
61,138,72,0
23,72,0,0
61,188,156,48
130,346,387,176
31,90,0,0
43,100,0,0
188,450,141,32
67,156,72,0
346,1110,594,292
71,244,252,120
275,932,792,312
189,724,492,260
215,804,1086,424
295,1146,1248,624
661,2400,2607,1216
77,142,0,0
95,242,159,32
95,242,159,32
277,864,129,0
107,262,141,32
259,670,249,0
42,68,24,0
84,204,168,0
36,68,24,0
189,514,315,172
240,744,693,92
251,648,591,384
107,208,12,0
25,50,0,0
423,1496,1497,1112
60,136,96,0
60,128,81,0
148,702,1221,1092
190,606,771,624
25,50,0,0
72,140,108,0
327,510,300,16
214,572,546,372
44,116,96,0
215,876,1251,1092
48,106,0,0
310,976,1077,1044
140,702,1221,1092
48,164,210,0
105,352,402,0
48,164,210,0
49,152,0,0
83,250,300,0
158,576,798,624
234,596,495,16
345,1308,1818,1380
111,380,465,328
170,404,12,0
45,122,0,0
83,234,240,0
267,740,705,340
404,1092,894,380
109,306,333,0
109,320,219,124
176,568,531,0
263,936,783,428
550,2164,3018,2208
45,122,0,0
317,1298,2004,1632
71,248,300,0
368,1496,2118,1572
91,180,9,0
213,934,1368,1112
92,410,792,944
92,410,792,944
97,410,792,944
174,442,384,0
48,130,0,0
99,276,228,24
251,976,1980,2660
251,976,1980,2660
108,268,114,0
241,650,588,80
262,612,408,36
10,8,0,0
9,8,0,0
17,8,0,0
10,8,0,0
72,136,0,0
451,1384,816,0
56,164,0,0
324,748,534,168
94,138,66,0
10,0,0,0
61,78,0,0
142,600,78,0
10,0,0,0
214,628,225,100
133,374,66,0
21,6,0,0
116,194,30,0
31,98,0,0
15,0,0,0
85,560,3594,19484
137,712,3594,19484
31,98,0,0
49,102,0,0
104,272,231,0
24,18,0,0
353,1396,1716,1176
13,0,0,0
330,1128,765,708
455,2248,3960,3564
68,236,336,0
187,706,966,504
5,0,0,0
63,64,0,0
11,0,0,0
18,28,0,0
69,122,90,0
261,784,801,400
170,314,180,52
159,390,213,60
61,180,0,0
216,484,222,64
123,254,141,36
31,10,0,0
69,92,0,0
215,548,39,0
58,106,27,0
132,318,213,60
416,1950,14172,128
70,186,24,0
176,430,129,36
660,3034,4989,6252
126,1200,13809,0
92,236,72,0
72,170,0,0
159,380,54,0
148,354,237,60
1125,29592,419784,3904244
310,536,138,36
59,260,0,0
47,120,72,0
57,146,0,0
107,224,36,0
81,168,105,0
50,136,90,0
85,1120,13770,0
71,146,84,0
19,0,0,0
150,384,270,68
6,0,0,0
153,374,48,0
95,260,192,48
115,352,123,0
114,306,177,44
136,390,162,0
177,540,429,124
474,1170,621,44
129,382,255,52
1104,29210,418257,3901996
87,180,0,0
107,264,165,16
333,868,687,260
79,230,0,0
224,432,264,0
760,2302,1827,592
129,286,171,0
199,528,342,0
102,204,0,0
56,0,0,0
202,558,309,36
119,136,0,0
130,294,144,0
56,0,0,0
212,670,918,400
270,532,261,0
281,876,588,284
95,260,192,48
214,1344,249,0
181,572,510,48
94,278,0,0
202,478,282,0
222,592,306,68
56,68,30,0
118,270,150,16
122,308,174,32
54,94,54,16
108,194,69,0
181,558,282,28
31,72,54,16
51,116,54,16
31,72,54,16
64,6,0,0
346,1270,1533,524
143,150,0,0
95,188,0,0
53,82,0,0
78,138,54,0
50,90,0,0
101,226,0,0
37,0,0,0
87,188,75,0
599,2026,1902,816
401,1710,3570,5432
108,134,0,0
209,720,759,0
114,200,60,0
185,504,450,200
297,552,474,524
58,148,0,0
327,654,354,168
37,0,0,0
341,656,378,524
96,328,81,0
164,480,321,56
299,1468,2205,1756
254,490,141,16
62,136,69,0
43,116,69,0
81,142,75,0
131,348,222,56
47,122,0,0
163,340,81,0
51,162,0,0
39,100,0,0
399,1362,825,0
110,558,1044,0
137,546,867,896
134,822,1773,2272
196,1116,1938,1772
171,900,1845,2232
235,1360,3369,5384
369,1400,2520,1112
87,526,1131,0
134,802,1734,2232
157,722,1221,0
235,1360,3369,5384
347,1548,2730,2892
204,774,1242,0
294,780,894,896
98,536,963,0
134,546,867,896
154,826,1827,2624
242,1372,3372,5384
49,282,0,0
352,1778,3906,5612
122,678,1482,0
413,888,381,80
55,234,300,0
130,552,606,0
80,190,9,0
104,172,0,0
231,744,972,484
1046,4646,6375,4360
60,200,192,0
127,450,510,0
325,1090,873,512
361,1344,1335,92
151,372,408,0
291,806,609,20
132,244,84,0
47,0,0,0
48,142,0,0
426,1528,1482,288
28,48,0,0
52,216,0,0
18,0,0,0
56,24,0,0
11,0,0,0
15,24,0,0
8,10,0,0
14,16,0,0
5,0,0,0
269,636,525,284
31,10,0,0
363,1206,1671,1228
449,974,306,0
216,540,579,376
110,168,21,0
122,280,135,36
88,176,87,0
140,244,102,0
46,90,0,0
125,188,9,0
193,388,51,0
84,192,0,0
89,158,27,0
163,294,117,0
140,302,120,0
218,540,252,0
60,94,0,0
85,130,99,0
167,272,66,0
166,352,99,0
824,2622,2145,804
96,194,78,0
67,146,0,0
230,702,756,488
48,100,0,0
177,280,228,164
114,304,138,0
172,510,639,472
55,132,60,0
48,114,66,0
188,376,27,0
77,70,57,16
22,50,45,0
30,66,57,16
55,124,57,16
12,0,0,0
52,12,0,0
60,56,0,0
16,22,0,0
28,64,57,16
12,0,0,0
30,66,57,16
44,96,0,0
33,114,135,0
113,318,183,100
221,590,609,308
132,430,501,276
123,438,564,304
92,320,408,224
269,804,681,336
33,114,135,0
92,348,459,260
45,140,0,0
99,284,0,0
33,114,135,0
63,180,0,0
176,556,615,304
18,38,0,0
326,942,561,0
45,54,21,0
152,374,168,0
387,1438,2244,2500
157,292,168,0
317,778,660,316
138,330,276,56
20,48,0,0
68,88,0,0
157,464,288,56
22,32,0,0
29,38,0,0
19,0,0,0
195,522,570,336
59,82,18,0
59,90,18,0
61,96,33,0
200,592,585,128
124,228,45,0
19,0,0,0
142,432,405,128
92,92,18,0
44,58,18,0
66,82,18,0
22,32,0,0
78,150,9,0
18,0,0,0
144,408,276,80
31,80,0,0
206,538,363,92
18,0,0,0
64,218,213,64
159,352,18,0
54,184,177,0
19,0,0,0
155,436,363,92
72,286,315,0
47,164,162,48
269,574,258,16
102,226,54,0
47,164,162,48
132,248,0,0
25,76,0,0
80,250,240,72
80,250,240,72
43,152,150,0
61,4,0,0
650,1948,1974,1000
113,192,0,0
57,162,0,0
135,292,192,36
147,358,195,36
47,94,9,0
115,230,147,0
404,1118,918,432
52,136,0,0
456,1550,1425,348
538,2040,2301,1268
59,0,0,0
215,562,423,0
184,544,348,0
212,734,363,48
189,488,261,24
35,0,0,0
173,352,120,16
268,786,636,36
40,82,0,0
280,686,180,24
35,0,0,0
138,490,177,36
35,0,0,0
93,260,198,52
47,170,0,0
124,330,249,52
121,468,510,224
110,296,210,52
75,198,0,0
113,276,180,0
135,500,696,976
62,144,108,0
223,404,258,64
335,782,606,252
98,286,225,52
466,1970,2748,2020
14,0,0,0
28,56,21,0
104,280,105,0
84,292,264,108
209,830,819,120
40,126,0,0
48,156,111,0
128,508,528,0
40,126,0,0
84,292,264,108
84,284,246,0
325,902,702,204
223,624,333,0
293,870,501,44
90,330,330,0
144,656,843,516
367,1326,1305,384
205,608,498,108
200,544,18,0
6,0,0,0
37,12,0,0
44,52,0,0
12,0,0,0
6,0,0,0
48,52,0,0
23,56,0,0
37,70,0,0
87,180,81,0
87,198,168,52
23,56,0,0
128,348,54,0
173,356,135,0
24,28,0,0
12,0,0,0
12,0,0,0
12,0,0,0
12,0,0,0
86,104,0,0
60,160,117,48
61,184,117,48
41,92,42,0
85,198,102,0
157,558,648,292
16,32,0,0
99,220,174,48
40,114,117,48
208,564,246,56
280,1086,1350,860
128,572,639,280
179,744,540,0
167,628,735,500
195,792,735,500
277,1056,1257,824
150,544,348,0
16,28,0,0
18,28,0,0
8,0,0,0
18,32,0,0
46,16,0,0
154,150,9,0
265,944,1044,644
109,234,123,0
50,18,0,0
10,0,0,0
11,0,0,0
175,424,435,152
21,20,9,0
122,422,612,468
184,430,588,456
198,504,642,472
37,48,21,0
43,84,0,0
80,156,57,0
23,40,0,0
23,40,0,0
18,40,0,0
38,78,51,16
198,690,573,0
57,120,51,16
81,152,51,16
431,1514,1521,724
38,78,51,16
44,30,9,0
21,4,0,0
