"1,0-nd","2,0-nd","3,0-nd","4,0-nd"
682,0,0,0
300,0,0,0
124,0,0,0
520,0,0,0
656,94,0,0
37,0,0,0
196,42,0,0
76,48,9,0
1349,0,0,0
1997,442,0,0
102,0,0,0
27,0,0,0
172,0,0,0
1512,780,0,0
149,0,0,0
1324,0,0,0
465,480,432,0
98,0,0,0
1237,786,0,0
236,0,0,0
181,0,0,0
7,0,0,0
19,6,0,0
1,0,0,0
1,0,0,0
3,0,0,0
20,0,0,0
5,0,0,0
2,0,0,0
14,0,0,0
310,0,0,0
127,0,0,0
21,20,0,0
9,0,0,0
1404,0,0,0
654,274,0,0
281,0,0,0
83,0,0,0
49,0,0,0
93,0,0,0
6,0,0,0
1614,288,0,0
1024,0,0,0
325,0,0,0
983,232,0,0
1149,366,0,0
1670,900,0,0
110,0,0,0
108,6,0,0
368,34,0,0
116,40,0,0
1255,712,0,0
622,92,0,0
280,0,0,0
20,0,0,0
574,0,0,0
203,70,0,0
432,0,0,0
42,0,0,0
28,0,0,0
343,0,0,0
248,0,0,0
300,0,0,0
12,0,0,0
33,4,0,0
33,4,0,0
2042,1268,0,0
31,0,0,0
629,16,0,0
288,0,0,0
7,0,0,0
19,0,0,0
17,0,0,0
83,40,0,0
102,0,0,0
109,0,0,0
121,0,0,0
300,0,0,0
917,0,0,0
48,0,0,0
870,0,0,0
8,0,0,0
52,0,0,0
3,0,0,0
87,0,0,0
20,22,0,0
38,0,0,0
1475,134,0,0
41,0,0,0
1126,246,0,0
1331,1130,54,0
827,0,0,0
1562,1032,54,0
14,0,0,0
11,0,0,0
747,0,0,0
73,0,0,0
241,0,0,0
16,0,0,0
11,0,0,0
54,0,0,0
1496,366,0,0
215,0,0,0
76,0,0,0
23,0,0,0
573,400,0,0
1853,380,0,0
1049,0,0,0
1111,0,0,0
19,0,0,0
1179,182,0,0
26,4,0,0
23,0,0,0
59,0,0,0
1553,134,0,0
113,54,0,0
123,0,0,0
21,0,0,0
41,0,0,0
1358,1122,54,0
42,0,0,0
27,0,0,0
628,322,0,0
2,0,0,0
2,0,0,0
22,0,0,0
220,42,0,0
132,0,0,0
6,0,0,0
5,0,0,0
48,0,0,0
30,0,0,0
30,0,0,0
143,0,0,0
130,0,0,0
258,0,0,0
10,0,0,0
321,0,0,0
21,0,0,0
171,0,0,0
92,0,0,0
103,0,0,0
2,0,0,0
20,0,0,0
605,0,0,0
3,0,0,0
11,0,0,0
1513,134,0,0
296,0,0,0
15,0,0,0
2,0,0,0
14,0,0,0
12,0,0,0
413,0,0,0
2,0,0,0
117,0,0,0
128,0,0,0
125,0,0,0
113,10,0,0
363,0,0,0
19,0,0,0
673,0,0,0
9,0,0,0
237,106,0,0
255,228,0,0
163,0,0,0
23,0,0,0
1795,534,0,0
218,0,0,0
4,0,0,0
23,0,0,0
30,0,0,0
106,0,0,0
382,0,0,0
913,220,0,0
9,0,0,0
266,380,0,0
44,0,0,0
1368,1060,0,0
235,0,0,0
196,0,0,0
4,0,0,0
8,0,0,0
30,0,0,0
296,0,0,0
102,0,0,0
587,136,0,0
11,0,0,0
16,0,0,0
123,0,0,0
5,0,0,0
199,0,0,0
262,0,0,0
1039,0,0,0
166,0,0,0
25,0,0,0
4,0,0,0
44,0,0,0
176,0,0,0
288,0,0,0
389,658,378,0
370,0,0,0
98,0,0,0
3,0,0,0
34,32,0,0
34,0,0,0
1295,232,0,0
902,366,0,0
9,0,0,0
448,0,0,0
3,0,0,0
270,470,0,0
399,0,0,0
11,0,0,0
21,0,0,0
6,0,0,0
36,0,0,0
20,0,0,0
119,0,0,0
3,0,0,0
46,0,0,0
1367,916,0,0
13,0,0,0
171,86,0,0
12,0,0,0
102,0,0,0
16,0,0,0
498,86,0,0
69,0,0,0
1617,894,0,0
25,0,0,0
24,0,0,0
603,12,0,0
34,32,0,0
2,0,0,0
4,0,0,0
3,0,0,0
4,0,0,0
1581,380,0,0
922,0,0,0
172,0,0,0
36,0,0,0
55,0,0,0
126,0,0,0
300,0,0,0
21,0,0,0
248,0,0,0
218,40,0,0
223,0,0,0
900,366,0,0
882,134,0,0
274,134,0,0
1632,1104,0,0
1355,314,0,0
236,0,0,0
126,0,0,0
52,0,0,0
309,142,0,0
22,0,0,0
765,242,0,0
5,0,0,0
31,134,0,0
700,0,0,0
1219,534,0,0
224,0,0,0
8,0,0,0
41,0,0,0
116,0,0,0
35,0,0,0
22,0,0,0
10,0,0,0
36,0,0,0
2,0,0,0
215,0,0,0
55,0,0,0
21,0,0,0
188,0,0,0
380,0,0,0
5,0,0,0
2074,1774,0,0
102,0,0,0
11,0,0,0
307,0,0,0
13,0,0,0
171,0,0,0
654,0,0,0
21,0,0,0
468,86,0,0
187,0,0,0
118,0,0,0
448,0,0,0
147,14,0,0
224,0,0,0
1491,1240,0,0
101,0,0,0
228,0,0,0
25,0,0,0
3,0,0,0
27,0,0,0
143,0,0,0
344,72,0,0
22,0,0,0
131,0,0,0
254,0,0,0
1760,0,0,0
55,0,0,0
465,0,0,0
618,0,0,0
555,134,0,0
10,0,0,0
14,0,0,0
10,0,0,0
5,0,0,0
5,0,0,0
1410,668,0,0
310,164,18,0
266,0,0,0
599,86,0,0
192,0,0,0
20,0,0,0
47,0,0,0
12,0,0,0
158,0,0,0
105,0,0,0
1080,86,0,0
172,0,0,0
676,376,0,0
8,0,0,0
3,0,0,0
324,0,0,0
40,0,0,0
6,0,0,0
4,0,0,0
9,0,0,0
2,0,0,0
33,0,0,0
362,0,0,0
11,0,0,0
86,0,0,0
1145,1120,453,0
15,0,0,0
115,0,0,0
669,86,0,0
132,0,0,0
3,0,0,0
139,0,0,0
37,0,0,0
42,0,0,0
133,0,0,0
336,0,0,0
40,0,0,0
102,0,0,0
80,0,0,0
110,0,0,0
293,106,0,0
782,0,0,0
16,0,0,0
9,0,0,0
1252,366,0,0
216,0,0,0
736,534,0,0
375,0,0,0
32,0,0,0
506,0,0,0
102,0,0,0
558,4,0,0
20,0,0,0
32,0,0,0
41,0,0,0
283,0,0,0
6,0,0,0
38,0,0,0
10,0,0,0
195,0,0,0
17,0,0,0
961,232,0,0
20,0,0,0
215,0,0,0
472,0,0,0
335,0,0,0
117,0,0,0
41,0,0,0
121,0,0,0
2009,780,0,0
1248,1008,0,0
1542,0,0,0
52,0,0,0
30,0,0,0
508,0,0,0
49,0,0,0
223,0,0,0
1941,1544,0,0
11,0,0,0
41,0,0,0
18,0,0,0
929,422,0,0
1139,340,0,0
224,0,0,0
41,0,0,0
673,246,0,0
15,0,0,0
35,0,0,0
3,0,0,0
16,0,0,0
132,0,0,0
265,0,0,0
719,0,0,0
199,0,0,0
16,0,0,0
220,0,0,0
286,0,0,0
1492,246,0,0
43,0,0,0
56,0,0,0
128,0,0,0
21,0,0,0
23,0,0,0
16,0,0,0
2,0,0,0
2,0,0,0
80,0,0,0
106,0,0,0
74,0,0,0
43,0,0,0
477,18,0,0
211,0,0,0
561,0,0,0
451,0,0,0
5,0,0,0
143,0,0,0
54,0,0,0
19,0,0,0
1104,534,0,0
38,0,0,0
215,0,0,0
19,0,0,0
17,0,0,0
1127,784,0,0
419,232,0,0
2083,1388,0,0
20,0,0,0
3,0,0,0
11,0,0,0
1955,1294,54,0
25,0,0,0
580,0,0,0
1698,1140,480,0
38,0,0,0
822,134,0,0
215,0,0,0
172,0,0,0
599,0,0,0
7,0,0,0
26,0,0,0
116,0,0,0
62,0,0,0
24,0,0,0
215,0,0,0
445,0,0,0
300,0,0,0
283,0,0,0
299,0,0,0
856,0,0,0
10,0,0,0
108,0,0,0
3,0,0,0
182,0,0,0
11,0,0,0
1071,282,0,0
116,0,0,0
19,0,0,0
278,0,0,0
160,0,0,0
30,0,0,0
41,0,0,0
596,0,0,0
336,0,0,0
444,134,0,0
102,0,0,0
43,0,0,0
1029,584,0,0
129,0,0,0
835,40,0,0
79,0,0,0
4,0,0,0
11,0,0,0
102,0,0,0
212,0,0,0
11,0,0,0
14,4,0,0
1430,340,0,0
8,0,0,0
753,228,0,0
374,0,0,0
1148,712,0,0
160,0,0,0
52,0,0,0
23,0,0,0
10,0,0,0
13,0,0,0
889,370,0,0
277,232,0,0
1497,814,0,0
44,0,0,0
23,0,0,0
9,0,0,0
637,0,0,0
224,0,0,0
652,146,0,0
41,0,0,0
2116,1254,0,0
110,0,0,0
215,0,0,0
7,0,0,0
165,0,0,0
460,94,0,0
88,54,0,0
78,0,0,0
329,0,0,0
172,0,0,0
315,340,0,0
41,0,0,0
647,340,0,0
1251,534,0,0
981,0,0,0
1089,0,0,0
248,0,0,0
1887,534,0,0
5,0,0,0
56,0,0,0
52,0,0,0
43,0,0,0
257,0,0,0
942,260,0,0
79,0,0,0
3,0,0,0
430,0,0,0
7,0,0,0
877,86,0,0
997,134,0,0
1665,366,0,0
41,0,0,0
361,0,0,0
6,0,0,0
40,0,0,0
544,134,0,0
1117,486,0,0
140,0,0,0
19,0,0,0
66,40,0,0
32,0,0,0
294,0,0,0
224,0,0,0
27,0,0,0
65,0,0,0
1468,1032,0,0
33,0,0,0
215,0,0,0
233,0,0,0
38,0,0,0
102,0,0,0
1510,900,0,0
1136,434,0,0
300,0,0,0
353,0,0,0
12,0,0,0
102,0,0,0
45,0,0,0
399,0,0,0
202,0,0,0
4,0,0,0
42,0,0,0
107,0,0,0
30,0,0,0
895,366,0,0
133,46,0,0
41,0,0,0
224,0,0,0
568,0,0,0
19,0,0,0
124,0,0,0
14,0,0,0
294,0,0,0
2107,1660,486,0
190,0,0,0
118,0,0,0
260,0,0,0
311,0,0,0
12,0,0,0
362,0,0,0
305,18,0,0
38,0,0,0
704,0,0,0
308,0,0,0
21,0,0,0
18,0,0,0
355,180,0,0
775,258,0,0
41,0,0,0
86,0,0,0
698,0,0,0
551,0,0,0
248,0,0,0
10,0,0,0
170,0,0,0
2234,780,0,0
23,0,0,0
123,0,0,0
102,0,0,0
678,0,0,0
137,0,0,0
9,0,0,0
1787,900,0,0
153,0,0,0
207,0,0,0
167,0,0,0
258,346,0,0
248,0,0,0
35,0,0,0
57,0,0,0
12,0,0,0
586,0,0,0
1217,282,0,0
1674,586,0,0
930,366,0,0
941,0,0,0
10,0,0,0
1222,534,0,0
1142,574,0,0
215,0,0,0
80,0,0,0
1725,806,0,0
42,0,0,0
40,0,0,0
13,0,0,0
215,0,0,0
1202,0,0,0
275,0,0,0
221,0,0,0
215,0,0,0
267,0,0,0
23,0,0,0
107,0,0,0
154,0,0,0
30,0,0,0
539,86,0,0
145,0,0,0
523,0,0,0
25,0,0,0
32,0,0,0
22,0,0,0
106,0,0,0
421,0,0,0
880,0,0,0
6,0,0,0
56,0,0,0
797,0,0,0
45,0,0,0
8,0,0,0
1443,534,0,0
431,0,0,0
12,0,0,0
1589,0,0,0
15,0,0,0
157,0,0,0
1952,780,0,0
97,0,0,0
16,0,0,0
1018,232,0,0
739,0,0,0
38,0,0,0
1098,246,0,0
147,0,0,0
43,0,0,0
19,0,0,0
15,0,0,0
33,0,0,0
351,0,0,0
102,0,0,0
19,0,0,0
367,0,0,0
238,0,0,0
1592,534,0,0
248,0,0,0
257,0,0,0
206,0,0,0
290,0,0,0
79,0,0,0
30,0,0,0
106,0,0,0
302,102,0,0
1415,742,0,0
356,442,0,0
319,0,0,0
248,0,0,0
325,0,0,0
207,0,0,0
41,0,0,0
139,0,0,0
56,0,0,0
4,0,0,0
37,0,0,0
37,0,0,0
5,0,0,0
341,232,0,0
10,0,0,0
1822,94,0,0
759,366,0,0
278,0,0,0
401,314,0,0
41,0,0,0
405,0,0,0
308,0,0,0
90,0,0,0
366,0,0,0
1293,534,0,0
49,0,0,0
37,0,0,0
1278,0,0,0
30,0,0,0
97,0,0,0
163,0,0,0
207,0,0,0
204,0,0,0
155,0,0,0
877,0,0,0
262,86,0,0
80,0,0,0
357,0,0,0
116,0,0,0
257,0,0,0
107,0,0,0
447,0,0,0
1176,548,0,0
696,194,0,0
243,0,0,0
996,232,0,0
206,0,0,0
139,0,0,0
643,0,0,0
102,0,0,0
253,0,0,0
76,0,0,0
5,0,0,0
164,0,0,0
54,0,0,0
2,0,0,0
2,0,0,0
42,0,0,0
245,0,0,0
314,0,0,0
35,0,0,0
43,0,0,0
602,0,0,0
158,0,0,0
162,0,0,0
12,0,0,0
84,0,0,0
496,0,0,0
16,0,0,0
802,0,0,0
79,0,0,0
41,0,0,0
483,0,0,0
56,0,0,0
417,0,0,0
80,0,0,0
341,0,0,0
102,0,0,0
1652,568,0,0
56,0,0,0
42,0,0,0
97,0,0,0
30,0,0,0
1632,0,0,0
48,0,0,0
80,0,0,0
19,0,0,0
45,0,0,0
94,0,0,0
1000,0,0,0
28,0,0,0
1179,726,0,0
370,0,0,0
30,0,0,0
1298,716,0,0
815,366,0,0
33,0,0,0
334,450,0,0
49,0,0,0
97,0,0,0
174,0,0,0
179,0,0,0
248,0,0,0
71,0,0,0
21,0,0,0
28,24,0,0
387,0,0,0
1228,0,0,0
116,0,0,0
200,0,0,0
1728,246,0,0
172,0,0,0
97,0,0,0
60,0,0,0
41,0,0,0
14,0,0,0
544,534,0,0
881,0,0,0
736,534,0,0
129,0,0,0
97,0,0,0
172,0,0,0
131,0,0,0
116,0,0,0
19,0,0,0
30,0,0,0
248,0,0,0
116,0,0,0
107,0,0,0
981,0,0,0
37,0,0,0
375,0,0,0
102,0,0,0
910,0,0,0
41,0,0,0
40,0,0,0
148,0,0,0
203,0,0,0
106,0,0,0
56,0,0,0
49,0,0,0
38,0,0,0
904,0,0,0
96,0,0,0
172,0,0,0
19,0,0,0
33,0,0,0
274,134,0,0
102,0,0,0
37,0,0,0
1044,366,0,0
285,0,0,0
16,0,0,0
262,0,0,0
255,0,0,0
594,0,0,0
107,0,0,0
56,0,0,0
116,0,0,0
274,134,0,0
106,0,0,0
172,0,0,0
1763,900,0,0
590,0,0,0
320,0,0,0
768,608,0,0
12,0,0,0
263,0,0,0
24,0,0,0
116,0,0,0
155,0,0,0
33,0,0,0
48,0,0,0
452,0,0,0
47,0,0,0
401,12,0,0
644,0,0,0
1358,856,0,0
65,0,0,0
192,0,0,0
5,0,0,0
30,0,0,0
1229,954,0,0
241,0,0,0
6,0,0,0
835,0,0,0
559,0,0,0
411,0,0,0
1312,534,0,0
290,0,0,0
152,0,0,0
484,0,0,0
253,0,0,0
40,0,0,0
23,0,0,0
16,0,0,0
102,0,0,0
1131,0,0,0
509,0,0,0
106,0,0,0
41,0,0,0
1307,246,0,0
33,0,0,0
28,0,0,0
8,0,0,0
116,0,0,0
215,0,0,0
57,0,0,0
57,0,0,0
97,0,0,0
248,0,0,0
5,0,0,0
30,0,0,0
50,0,0,0
41,0,0,0
274,134,0,0
49,0,0,0
9,0,0,0
44,0,0,0
12,0,0,0
97,0,0,0
107,0,0,0
611,0,0,0
309,0,0,0
107,0,0,0
850,0,0,0
19,0,0,0
5,0,0,0
41,0,0,0
116,0,0,0
670,0,0,0
2,0,0,0
279,0,0,0
276,0,0,0
57,0,0,0
102,0,0,0
325,0,0,0
829,0,0,0
7,0,0,0
12,4,0,0
367,0,0,0
47,0,0,0
60,0,0,0
131,0,0,0
33,0,0,0
952,534,0,0
296,94,0,0
102,0,0,0
80,0,0,0
755,400,0,0
53,0,0,0
116,0,0,0
97,0,0,0
106,0,0,0
288,0,0,0
423,0,0,0
833,232,0,0
222,0,0,0
13,0,0,0
50,0,0,0
97,0,0,0
47,0,0,0
1033,900,0,0
248,0,0,0
110,0,0,0
725,0,0,0
30,0,0,0
50,0,0,0
830,536,423,0
364,0,0,0
96,0,0,0
106,0,0,0
106,0,0,0
1040,0,0,0
172,0,0,0
16,0,0,0
156,0,0,0
30,0,0,0
48,0,0,0
18,0,0,0
879,534,0,0
76,0,0,0
1302,608,0,0
363,0,0,0
759,0,0,0
76,0,0,0
33,0,0,0
165,0,0,0
41,0,0,0
172,0,0,0
402,190,0,0
971,0,0,0
30,0,0,0
1387,292,0,0
492,190,0,0
40,0,0,0
45,0,0,0
513,0,0,0
223,0,0,0
930,0,0,0
106,0,0,0
76,0,0,0
172,0,0,0
172,0,0,0
50,0,0,0
97,0,0,0
514,0,0,0
60,0,0,0
216,0,0,0
336,0,0,0
107,0,0,0
24,0,0,0
3,0,0,0
65,0,0,0
102,0,0,0
248,0,0,0
116,0,0,0
97,0,0,0
443,0,0,0
15,0,0,0
181,52,0,0
116,0,0,0
102,0,0,0
172,0,0,0
41,0,0,0
97,0,0,0
5,0,0,0
28,0,0,0
106,0,0,0
95,0,0,0
403,0,0,0
274,134,0,0
1,0,0,0
1,0,0,0
2,0,0,0
358,0,0,0
172,0,0,0
97,0,0,0
179,0,0,0
40,0,0,0
106,0,0,0
160,0,0,0
33,0,0,0
22,0,0,0
43,0,0,0
23,0,0,0
99,0,0,0
97,0,0,0
102,0,0,0
96,0,0,0
835,534,0,0
47,0,0,0
248,0,0,0
876,0,0,0
49,0,0,0
1423,782,0,0
97,0,0,0
106,0,0,0
172,0,0,0
13,0,0,0
215,0,0,0
171,0,0,0
4,0,0,0
503,0,0,0
106,0,0,0
248,0,0,0
602,0,0,0
410,0,0,0
410,0,0,0
66,14,0,0
48,0,0,0
172,0,0,0
15,0,0,0
863,0,0,0
19,0,0,0
19,0,0,0
116,0,0,0
106,0,0,0
76,0,0,0
44,0,0,0
116,0,0,0
80,0,0,0
215,0,0,0
23,0,0,0
47,0,0,0
100,0,0,0
98,0,0,0
366,0,0,0
1070,578,0,0
572,0,0,0
97,0,0,0
102,0,0,0
102,0,0,0
106,0,0,0
248,0,0,0
799,0,0,0
15,0,0,0
172,0,0,0
97,0,0,0
106,0,0,0
248,0,0,0
49,0,0,0
13,0,0,0
474,0,0,0
529,0,0,0
49,0,0,0
1157,232,0,0
726,0,0,0
97,0,0,0
215,0,0,0
76,0,0,0
846,0,0,0
80,0,0,0
1531,642,0,0
215,0,0,0
215,0,0,0
589,0,0,0
76,0,0,0
278,0,0,0
172,0,0,0
332,0,0,0
102,0,0,0
172,0,0,0
742,282,0,0
172,0,0,0
80,0,0,0
19,0,0,0
102,0,0,0
102,0,0,0
106,0,0,0
248,0,0,0
96,0,0,0
96,0,0,0
529,0,0,0
117,0,0,0
93,0,0,0
