"1,0-HCore","2,0-HCore","3,0-HCore","4,0-HCore"
9,9,3,0
7,0,0,0
2,2,0,0
10,19,0,0
5,0,0,0
8,2,0,0
4,0,0,0
1,0,0,0
3,2,0,0
2,2,0,0
9,6,0,0
10,10,3,0
5,8,3,0
9,4,0,0
1,0,0,0
1,0,0,0
2,2,0,0
1,0,0,0
1,0,0,0
2,0,0,0
2,0,0,0
5,0,0,0
2,2,0,0
7,2,0,0
4,0,0,0
8,2,0,0
3,0,0,0
1,0,0,0
3,0,0,0
5,0,0,0
6,0,0,0
5,0,0,0
9,4,0,0
3,0,0,0
1,0,0,0
2,2,0,0
9,2,0,0
8,2,0,0
9,8,0,0
9,2,0,0
4,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
8,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
8,2,0,0
7,2,0,0
6,0,0,0
1,0,0,0
1,0,0,0
6,0,0,0
3,0,0,0
3,0,0,0
1,0,0,0
6,2,0,0
9,2,0,0
1,0,0,0
1,0,0,0
3,0,0,0
10,2,0,0
2,2,0,0
9,4,0,0
5,0,0,0
3,2,0,0
2,2,0,0
2,2,0,0
4,0,0,0
6,2,0,0
9,2,0,0
7,0,0,0
2,2,0,0
5,2,0,0
4,0,0,0
6,0,0,0
2,0,0,0
7,4,0,0
3,0,0,0
2,0,0,0
4,0,0,0
3,2,0,0
1,0,0,0
7,0,0,0
7,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,5,0,0
2,0,0,0
5,4,0,0
3,6,3,0
9,0,0,0
10,6,0,0
1,0,0,0
2,0,0,0
1,0,0,0
9,4,0,0
2,0,0,0
7,0,0,0
5,6,3,0
3,0,0,0
9,5,0,0
2,0,0,0
3,0,0,0
1,0,0,0
2,2,0,0
1,0,0,0
1,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
3,0,0,0
5,0,0,0
2,3,0,0
1,0,0,0
9,0,0,0
9,2,0,0
5,0,0,0
5,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
9,5,0,0
8,0,0,0
4,0,0,0
7,2,0,0
9,2,0,0
8,6,0,0
1,0,0,0
7,2,0,0
5,2,0,0
4,2,0,0
9,8,0,0
8,6,0,0
7,0,0,0
1,0,0,0
6,0,0,0
7,4,0,0
4,0,0,0
1,0,0,0
1,0,0,0
5,0,0,0
2,0,0,0
3,0,0,0
1,0,0,0
3,2,0,0
3,2,0,0
10,17,0,0
2,0,0,0
7,3,0,0
2,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
3,2,0,0
1,0,0,0
3,0,0,0
3,0,0,0
2,0,0,0
7,0,0,0
2,0,0,0
6,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
2,2,0,0
1,0,0,0
9,2,0,0
1,0,0,0
6,2,0,0
9,13,3,0
5,0,0,0
10,49,6,0
1,0,0,0
1,0,0,0
4,0,0,0
2,0,0,0
5,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
10,2,0,0
1,0,0,0
1,0,0,0
2,0,0,0
6,2,0,0
9,4,0,0
5,0,0,0
8,0,0,0
2,0,0,0
7,2,0,0
3,2,0,0
2,0,0,0
2,0,0,0
9,2,0,0
5,2,0,0
4,0,0,0
1,0,0,0
1,0,0,0
10,17,3,0
3,0,0,0
2,0,0,0
9,6,0,0
1,0,0,0
1,0,0,0
2,0,0,0
7,2,0,0
2,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
7,0,0,0
4,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
8,0,0,0
2,0,0,0
3,0,0,0
1,0,0,0
3,0,0,0
3,0,0,0
1,0,0,0
2,0,0,0
8,2,0,0
3,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
5,0,0,0
1,0,0,0
3,0,0,0
5,0,0,0
2,0,0,0
4,2,0,0
7,0,0,0
2,0,0,0
7,0,0,0
1,0,0,0
5,2,0,0
3,2,0,0
3,0,0,0
1,0,0,0
10,2,0,0
2,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
4,0,0,0
8,2,0,0
1,0,0,0
2,2,0,0
4,0,0,0
10,10,0,0
6,0,0,0
10,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
9,0,0,0
1,0,0,0
5,3,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
3,0,0,0
9,0,0,0
6,0,0,0
5,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
3,0,0,0
2,0,0,0
4,8,3,0
4,0,0,0
3,0,0,0
1,0,0,0
2,2,0,0
2,0,0,0
9,2,0,0
6,2,0,0
1,0,0,0
5,0,0,0
1,0,0,0
2,2,0,0
5,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
4,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
3,0,0,0
10,12,0,0
1,0,0,0
4,2,0,0
1,0,0,0
1,0,0,0
1,0,0,0
8,2,0,0
5,0,0,0
10,12,0,0
2,0,0,0
2,0,0,0
7,2,0,0
2,2,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
9,2,0,0
5,0,0,0
3,0,0,0
1,0,0,0
5,0,0,0
5,0,0,0
3,0,0,0
1,0,0,0
4,0,0,0
5,2,0,0
2,0,0,0
9,2,0,0
5,2,0,0
2,2,0,0
10,12,0,0
9,4,0,0
3,0,0,0
2,0,0,0
1,0,0,0
3,4,0,0
2,0,0,0
7,2,0,0
1,0,0,0
2,2,0,0
4,0,0,0
6,2,0,0
2,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
4,0,0,0
2,0,0,0
4,0,0,0
4,0,0,0
1,0,0,0
10,22,0,0
1,0,0,0
1,0,0,0
5,0,0,0
1,0,0,0
4,0,0,0
6,0,0,0
1,0,0,0
6,2,0,0
2,0,0,0
4,0,0,0
10,0,0,0
7,2,0,0
3,0,0,0
9,12,0,0
6,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
3,0,0,0
7,5,0,0
2,0,0,0
4,0,0,0
2,0,0,0
10,0,0,0
4,0,0,0
6,0,0,0
5,0,0,0
5,2,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
10,9,0,0
3,6,3,0
6,0,0,0
8,2,0,0
3,0,0,0
1,0,0,0
4,0,0,0
2,0,0,0
3,0,0,0
2,0,0,0
9,2,0,0
1,0,0,0
7,4,0,0
1,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
5,0,0,0
2,0,0,0
2,0,0,0
9,18,8,0
1,0,0,0
2,0,0,0
9,2,0,0
2,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
3,0,0,0
6,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
2,2,0,0
5,0,0,0
1,0,0,0
1,0,0,0
8,2,0,0
5,0,0,0
3,2,0,0
6,0,0,0
1,0,0,0
4,0,0,0
1,0,0,0
4,2,0,0
1,0,0,0
2,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
8,2,0,0
1,0,0,0
1,0,0,0
3,0,0,0
4,0,0,0
2,0,0,0
1,0,0,0
2,0,0,0
10,4,0,0
8,10,0,0
9,0,0,0
1,0,0,0
1,0,0,0
8,0,0,0
2,0,0,0
2,0,0,0
10,19,0,0
1,0,0,0
1,0,0,0
2,0,0,0
9,4,0,0
9,2,0,0
2,0,0,0
1,0,0,0
6,2,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
6,0,0,0
6,0,0,0
4,0,0,0
1,0,0,0
3,0,0,0
5,0,0,0
10,2,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
7,2,0,0
3,0,0,0
8,0,0,0
3,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
8,2,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
9,8,0,0
5,2,0,0
10,14,0,0
1,0,0,0
1,0,0,0
1,0,0,0
10,17,3,0
3,0,0,0
5,0,0,0
10,20,11,0
1,0,0,0
4,2,0,0
1,0,0,0
1,0,0,0
5,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
2,0,0,0
2,0,0,0
1,0,0,0
4,0,0,0
3,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
7,2,0,0
1,0,0,0
3,0,0,0
1,0,0,0
4,0,0,0
2,0,0,0
1,0,0,0
5,0,0,0
4,0,0,0
6,2,0,0
1,0,0,0
1,0,0,0
8,6,0,0
2,0,0,0
7,2,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
2,2,0,0
8,2,0,0
2,0,0,0
7,2,0,0
6,0,0,0
7,8,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
8,2,0,0
3,2,0,0
10,6,0,0
1,0,0,0
1,0,0,0
1,0,0,0
4,0,0,0
2,0,0,0
8,4,0,0
1,0,0,0
10,12,0,0
2,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
5,2,0,0
5,2,0,0
3,0,0,0
4,0,0,0
1,0,0,0
4,2,0,0
1,0,0,0
8,2,0,0
8,2,0,0
8,0,0,0
6,0,0,0
2,0,0,0
10,2,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
3,0,0,0
8,4,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
8,2,0,0
5,2,0,0
10,2,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
3,2,0,0
8,4,0,0
4,0,0,0
1,0,0,0
2,2,0,0
1,0,0,0
2,0,0,0
2,0,0,0
1,0,0,0
3,0,0,0
9,11,0,0
1,0,0,0
1,0,0,0
5,0,0,0
1,0,0,0
1,0,0,0
9,6,0,0
9,4,0,0
3,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
3,0,0,0
2,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
5,2,0,0
5,3,0,0
1,0,0,0
5,0,0,0
7,0,0,0
1,0,0,0
4,0,0,0
2,0,0,0
4,0,0,0
10,30,13,0
2,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
1,0,0,0
3,0,0,0
7,3,0,0
1,0,0,0
3,0,0,0
2,0,0,0
1,0,0,0
2,0,0,0
5,4,0,0
7,3,0,0
1,0,0,0
2,0,0,0
4,0,0,0
3,0,0,0
2,0,0,0
1,0,0,0
3,0,0,0
10,4,0,0
1,0,0,0
2,0,0,0
1,0,0,0
4,0,0,0
2,0,0,0
1,0,0,0
9,6,0,0
3,0,0,0
2,0,0,0
2,0,0,0
2,2,0,0
2,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
5,0,0,0
7,2,0,0
9,6,0,0
7,2,0,0
6,0,0,0
1,0,0,0
6,2,0,0
8,4,0,0
1,0,0,0
1,0,0,0
9,6,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
8,0,0,0
2,0,0,0
2,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
6,2,0,0
2,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
3,0,0,0
8,0,0,0
7,0,0,0
1,0,0,0
1,0,0,0
5,0,0,0
1,0,0,0
1,0,0,0
7,2,0,0
3,0,0,0
1,0,0,0
8,0,0,0
2,0,0,0
2,0,0,0
10,4,0,0
1,0,0,0
2,0,0,0
6,2,0,0
6,0,0,0
1,0,0,0
8,2,0,0
3,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
4,0,0,0
1,0,0,0
2,0,0,0
7,0,0,0
2,0,0,0
7,2,0,0
2,0,0,0
3,0,0,0
3,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
4,2,0,0
8,4,0,0
4,2,0,0
3,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
3,2,0,0
1,0,0,0
9,2,0,0
4,2,0,0
1,0,0,0
10,4,0,0
1,0,0,0
2,0,0,0
3,0,0,0
2,0,0,0
4,0,0,0
6,2,0,0
1,0,0,0
1,0,0,0
9,0,0,0
1,0,0,0
1,0,0,0
4,0,0,0
2,0,0,0
2,0,0,0
5,0,0,0
7,0,0,0
3,2,0,0
1,0,0,0
4,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
4,0,0,0
7,4,0,0
5,3,0,0
2,0,0,0
8,2,0,0
3,0,0,0
2,0,0,0
3,0,0,0
1,0,0,0
4,0,0,0
3,0,0,0
1,0,0,0
2,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
2,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
1,0,0,0
6,0,0,0
2,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
5,0,0,0
1,0,0,0
4,0,0,0
1,0,0,0
9,4,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
9,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
7,0,0,0
1,0,0,0
6,4,0,0
3,0,0,0
1,0,0,0
10,8,0,0
5,2,0,0
1,0,0,0
5,4,0,0
1,0,0,0
1,0,0,0
3,0,0,0
3,0,0,0
2,0,0,0
5,0,0,0
1,0,0,0
4,2,0,0
2,0,0,0
7,0,0,0
1,0,0,0
2,0,0,0
9,2,0,0
1,0,0,0
1,0,0,0
5,0,0,0
1,0,0,0
1,0,0,0
3,2,0,0
7,0,0,0
3,2,0,0
2,0,0,0
1,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
5,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
4,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
6,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,2,0,0
1,0,0,0
1,0,0,0
5,2,0,0
3,0,0,0
1,0,0,0
3,0,0,0
3,0,0,0
4,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,2,0,0
1,0,0,0
1,0,0,0
10,6,0,0
3,0,0,0
3,0,0,0
6,4,0,0
1,0,0,0
2,0,0,0
2,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
4,0,0,0
1,0,0,0
6,2,0,0
5,0,0,0
9,8,0,0
2,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
8,8,0,0
3,0,0,0
1,0,0,0
5,0,0,0
6,0,0,0
2,0,0,0
8,2,0,0
3,0,0,0
3,0,0,0
3,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
7,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
8,2,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
2,2,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
3,0,0,0
2,0,0,0
1,0,0,0
6,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
4,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
6,0,0,0
1,0,0,0
2,2,0,0
3,0,0,0
1,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
5,2,0,0
3,2,0,0
1,0,0,0
1,0,0,0
4,2,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
4,0,0,0
5,2,0,0
2,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
6,6,0,0
2,0,0,0
1,0,0,0
5,0,0,0
1,0,0,0
1,0,0,0
10,15,9,0
2,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
5,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
6,2,0,0
1,0,0,0
8,4,0,0
2,0,0,0
5,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
4,2,0,0
5,0,0,0
1,0,0,0
9,4,0,0
4,2,0,0
1,0,0,0
1,0,0,0
3,0,0,0
2,0,0,0
4,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
3,0,0,0
3,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
6,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
4,2,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
4,0,0,0
2,2,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
4,2,0,0
1,0,0,0
2,0,0,0
4,0,0,0
1,0,0,0
8,6,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
9,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
3,0,0,0
2,0,0,0
5,2,0,0
1,0,0,0
1,0,0,0
1,0,0,0
6,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
7,0,0,0
2,0,0,0
2,0,0,0
10,39,0,0
3,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
2,0,0,0
1,0,0,0
6,2,0,0
3,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
5,0,0,0
1,0,0,0
8,6,0,0
1,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
4,2,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
2,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
7,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
6,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
3,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
