"1,0-d","2,0-d","3,0-d","4,0-d"
1,0,0,0
6,2,0,0
5,0,0,0
12,2,0,0
4,0,0,0
16,0,0,0
1,0,0,0
5,0,0,0
4,0,0,0
3,0,0,0
40,52,0,0
16,6,0,0
20,16,0,0
3,2,0,0
9,6,0,0
3,2,0,0
2,0,0,0
1,0,0,0
1,0,0,0
3,2,0,0
1,0,0,0
6,0,0,0
1,0,0,0
1,0,0,0
4,0,0,0
6,2,0,0
2,2,0,0
97,42,3,0
4,0,0,0
6,8,0,0
13,8,0,0
1,0,0,0
2,2,0,0
7,2,0,0
2,0,0,0
1,0,0,0
10,4,0,0
43,14,0,0
13,6,0,0
32,34,0,0
3,0,0,0
8,4,0,0
8,6,0,0
1,0,0,0
7,0,0,0
1,0,0,0
9,0,0,0
14,6,0,0
1,0,0,0
2,0,0,0
3,2,0,0
4,0,0,0
4,0,0,0
9,0,0,0
7,0,0,0
106,54,0,0
5,0,0,0
13,2,0,0
2,0,0,0
16,6,0,0
5,0,0,0
4,0,0,0
8,2,0,0
5,0,0,0
5,0,0,0
1,0,0,0
16,14,0,0
1,0,0,0
7,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
7,16,6,0
4,4,0,0
2,0,0,0
3,0,0,0
1,0,0,0
14,10,0,0
30,0,0,0
1,0,0,0
43,2,0,0
1,0,0,0
15,10,0,0
1,0,0,0
2,0,0,0
15,14,0,0
2,0,0,0
5,0,0,0
1,0,0,0
6,0,0,0
2,2,0,0
5,2,0,0
8,26,27,8
10,6,0,0
1,0,0,0
11,0,0,0
15,4,0,0
1,0,0,0
278,98,57,16
15,6,0,0
1,0,0,0
2,2,0,0
33,54,6,0
17,2,0,0
4,0,0,0
11,8,3,0
4,2,0,0
2,0,0,0
2,0,0,0
12,0,0,0
2,0,0,0
1,0,0,0
15,4,0,0
2,0,0,0
6,0,0,0
3,0,0,0
1,0,0,0
10,8,0,0
2,2,0,0
6,2,0,0
2,0,0,0
4,0,0,0
6,0,0,0
1,0,0,0
5,0,0,0
1,0,0,0
9,2,0,0
1,0,0,0
1,0,0,0
4,0,0,0
13,0,0,0
1,0,0,0
53,0,0,0
2,0,0,0
5,0,0,0
5,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
2,2,0,0
8,0,0,0
8,0,0,0
1,0,0,0
16,18,0,0
19,0,0,0
4,0,0,0
2,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
5,0,0,0
2,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
7,14,6,0
2,0,0,0
1,0,0,0
7,0,0,0
6,2,0,0
1,0,0,0
8,2,0,0
10,0,0,0
3,0,0,0
7,2,0,0
2,0,0,0
6,0,0,0
4,4,0,0
9,2,0,0
13,4,0,0
1,0,0,0
3,2,0,0
1,0,0,0
3,0,0,0
17,6,0,0
5,0,0,0
4,6,0,0
11,8,0,0
14,18,0,0
4,2,0,0
2,0,0,0
10,2,0,0
9,8,0,0
12,4,0,0
96,62,0,0
2,0,0,0
2,0,0,0
3,0,0,0
1,0,0,0
5,4,0,0
12,4,0,0
17,12,0,0
5,0,0,0
3,0,0,0
3,2,0,0
1,0,0,0
1,0,0,0
2,0,0,0
2,0,0,0
3,0,0,0
2,0,0,0
6,0,0,0
1,0,0,0
11,0,0,0
4,0,0,0
9,0,0,0
8,8,0,0
2,0,0,0
3,2,0,0
28,16,0,0
7,2,0,0
5,0,0,0
8,2,0,0
2,2,0,0
4,2,0,0
28,0,0,0
2,0,0,0
1,0,0,0
4,2,0,0
11,0,0,0
2,2,0,0
1,0,0,0
6,0,0,0
2,2,0,0
1,0,0,0
2,0,0,0
12,2,0,0
1,0,0,0
19,6,0,0
10,2,0,0
1,0,0,0
6,0,0,0
4,0,0,0
7,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
47,0,0,0
1,0,0,0
30,2,0,0
2,0,0,0
17,2,0,0
45,8,0,0
10,10,0,0
13,10,3,0
13,0,0,0
2,2,0,0
82,34,0,0
5,0,0,0
8,2,0,0
4,0,0,0
1,0,0,0
8,2,0,0
2,2,0,0
18,8,0,0
14,10,3,0
5,8,3,0
10,4,0,0
3,0,0,0
1,0,0,0
2,2,0,0
1,0,0,0
1,0,0,0
2,0,0,0
2,0,0,0
7,0,0,0
2,2,0,0
12,2,0,0
7,0,0,0
14,2,0,0
3,0,0,0
1,0,0,0
3,0,0,0
5,0,0,0
6,0,0,0
8,0,0,0
14,4,0,0
4,0,0,0
1,0,0,0
2,2,0,0
37,2,0,0
9,2,0,0
14,8,0,0
13,2,0,0
4,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
11,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
8,2,0,0
10,2,0,0
11,0,0,0
3,0,0,0
1,0,0,0
6,0,0,0
3,0,0,0
6,0,0,0
1,0,0,0
9,2,0,0
12,2,0,0
2,0,0,0
1,0,0,0
3,0,0,0
13,2,0,0
2,2,0,0
10,4,0,0
5,0,0,0
4,2,0,0
2,2,0,0
2,2,0,0
4,0,0,0
7,2,0,0
49,2,0,0
7,0,0,0
2,2,0,0
5,2,0,0
5,0,0,0
8,0,0,0
2,0,0,0
10,4,0,0
3,0,0,0
4,0,0,0
6,0,0,0
7,2,0,0
1,0,0,0
8,0,0,0
7,0,0,0
3,0,0,0
4,0,0,0
6,0,0,0
16,8,0,0
2,0,0,0
5,4,0,0
3,6,3,0
13,0,0,0
18,6,0,0
1,0,0,0
2,0,0,0
1,0,0,0
11,4,0,0
3,0,0,0
7,0,0,0
5,6,3,0
3,0,0,0
10,6,0,0
2,0,0,0
4,0,0,0
2,0,0,0
2,2,0,0
1,0,0,0
1,0,0,0
1,0,0,0
3,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
3,0,0,0
10,0,0,0
3,4,0,0
1,0,0,0
12,0,0,0
10,2,0,0
7,0,0,0
10,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
15,6,0,0
13,0,0,0
5,0,0,0
9,2,0,0
11,2,0,0
9,6,0,0
1,0,0,0
13,2,0,0
8,2,0,0
4,2,0,0
13,8,0,0
12,6,0,0
8,0,0,0
1,0,0,0
7,0,0,0
8,4,0,0
5,0,0,0
1,0,0,0
1,0,0,0
9,0,0,0
2,0,0,0
3,0,0,0
1,0,0,0
3,2,0,0
7,2,0,0
17,18,0,0
2,0,0,0
16,4,0,0
2,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
4,2,0,0
1,0,0,0
3,0,0,0
5,0,0,0
2,0,0,0
7,0,0,0
2,0,0,0
7,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
2,2,0,0
1,0,0,0
15,2,0,0
1,0,0,0
6,2,0,0
10,14,3,0
5,0,0,0
25,60,9,0
1,0,0,0
1,0,0,0
4,0,0,0
2,0,0,0
5,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
10,2,0,0
1,0,0,0
1,0,0,0
2,0,0,0
13,2,0,0
14,4,0,0
5,0,0,0
9,0,0,0
4,0,0,0
14,2,0,0
6,2,0,0
2,0,0,0
2,0,0,0
13,2,0,0
8,2,0,0
5,0,0,0
1,0,0,0
1,0,0,0
15,18,3,0
3,0,0,0
2,0,0,0
9,6,0,0
1,0,0,0
2,0,0,0
2,0,0,0
11,2,0,0
2,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
19,0,0,0
4,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
15,0,0,0
2,0,0,0
3,0,0,0
1,0,0,0
3,0,0,0
3,0,0,0
1,0,0,0
3,0,0,0
9,2,0,0
3,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
5,0,0,0
1,0,0,0
3,0,0,0
6,0,0,0
2,0,0,0
5,2,0,0
13,0,0,0
2,0,0,0
7,0,0,0
1,0,0,0
7,2,0,0
3,2,0,0
3,0,0,0
1,0,0,0
12,2,0,0
2,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
4,0,0,0
15,2,0,0
1,0,0,0
2,2,0,0
4,0,0,0
13,10,0,0
11,0,0,0
18,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
37,0,0,0
1,0,0,0
7,4,0,0
2,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
4,0,0,0
22,0,0,0
6,0,0,0
7,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
3,0,0,0
2,0,0,0
4,8,3,0
4,0,0,0
3,0,0,0
1,0,0,0
2,2,0,0
3,0,0,0
10,2,0,0
6,2,0,0
1,0,0,0
6,0,0,0
1,0,0,0
3,2,0,0
5,0,0,0
1,0,0,0
6,0,0,0
1,0,0,0
6,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
5,0,0,0
16,12,0,0
1,0,0,0
4,2,0,0
1,0,0,0
1,0,0,0
1,0,0,0
10,2,0,0
5,0,0,0
16,12,0,0
5,0,0,0
2,0,0,0
9,2,0,0
2,2,0,0
1,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
11,2,0,0
5,0,0,0
3,0,0,0
1,0,0,0
5,0,0,0
5,0,0,0
3,0,0,0
1,0,0,0
4,0,0,0
7,2,0,0
2,0,0,0
10,2,0,0
5,2,0,0
2,2,0,0
19,12,0,0
15,4,0,0
3,0,0,0
2,0,0,0
1,0,0,0
3,4,0,0
2,0,0,0
9,2,0,0
1,0,0,0
2,2,0,0
4,0,0,0
6,2,0,0
2,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
6,0,0,0
2,0,0,0
7,0,0,0
5,0,0,0
1,0,0,0
13,24,0,0
1,0,0,0
1,0,0,0
8,0,0,0
1,0,0,0
5,0,0,0
8,0,0,0
1,0,0,0
6,2,0,0
2,0,0,0
4,0,0,0
42,0,0,0
8,4,0,0
3,0,0,0
11,12,0,0
10,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
3,0,0,0
13,6,0,0
2,0,0,0
4,0,0,0
3,0,0,0
14,0,0,0
6,0,0,0
6,0,0,0
5,0,0,0
5,2,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
14,10,0,0
3,6,3,0
8,0,0,0
9,2,0,0
3,0,0,0
1,0,0,0
6,0,0,0
2,0,0,0
3,0,0,0
2,0,0,0
16,2,0,0
1,0,0,0
8,4,0,0
1,0,0,0
1,0,0,0
3,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
6,0,0,0
2,0,0,0
2,0,0,0
11,18,9,0
1,0,0,0
2,0,0,0
13,2,0,0
2,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
3,0,0,0
6,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
2,2,0,0
6,0,0,0
2,0,0,0
1,0,0,0
8,2,0,0
7,0,0,0
3,2,0,0
6,0,0,0
1,0,0,0
4,0,0,0
1,0,0,0
6,2,0,0
1,0,0,0
2,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
9,2,0,0
1,0,0,0
1,0,0,0
3,0,0,0
4,0,0,0
2,0,0,0
1,0,0,0
2,0,0,0
13,4,0,0
8,10,0,0
11,0,0,0
1,0,0,0
1,0,0,0
10,0,0,0
2,0,0,0
2,0,0,0
14,20,0,0
1,0,0,0
1,0,0,0
2,0,0,0
9,4,0,0
9,2,0,0
2,0,0,0
1,0,0,0
6,2,0,0
1,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
6,0,0,0
7,0,0,0
4,0,0,0
1,0,0,0
3,0,0,0
5,0,0,0
11,2,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
11,2,0,0
3,0,0,0
8,0,0,0
3,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
9,2,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
10,8,0,0
5,2,0,0
15,14,0,0
1,0,0,0
1,0,0,0
1,0,0,0
14,18,3,0
3,0,0,0
7,0,0,0
15,22,12,0
1,0,0,0
4,2,0,0
1,0,0,0
1,0,0,0
5,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
2,0,0,0
2,0,0,0
1,0,0,0
4,0,0,0
3,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
8,2,0,0
1,0,0,0
3,0,0,0
1,0,0,0
4,0,0,0
2,0,0,0
1,0,0,0
6,0,0,0
6,0,0,0
10,2,0,0
1,0,0,0
1,0,0,0
10,6,0,0
2,0,0,0
10,2,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
4,0,0,0
1,0,0,0
2,2,0,0
9,2,0,0
2,0,0,0
9,2,0,0
6,0,0,0
7,8,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
8,2,0,0
3,2,0,0
13,6,0,0
1,0,0,0
1,0,0,0
1,0,0,0
4,0,0,0
2,0,0,0
8,4,0,0
1,0,0,0
16,12,0,0
2,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
5,2,0,0
6,2,0,0
3,0,0,0
5,0,0,0
1,0,0,0
4,2,0,0
1,0,0,0
12,4,0,0
9,2,0,0
8,0,0,0
6,0,0,0
2,0,0,0
15,2,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
3,0,0,0
10,4,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
9,2,0,0
5,2,0,0
15,2,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
3,2,0,0
10,4,0,0
4,0,0,0
1,0,0,0
2,2,0,0
1,0,0,0
2,0,0,0
2,0,0,0
1,0,0,0
3,0,0,0
11,12,0,0
1,0,0,0
1,0,0,0
5,0,0,0
1,0,0,0
1,0,0,0
15,6,0,0
15,4,0,0
3,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
4,0,0,0
4,0,0,0
1,0,0,0
5,0,0,0
1,0,0,0
1,0,0,0
5,2,0,0
7,4,0,0
1,0,0,0
6,0,0,0
7,0,0,0
1,0,0,0
5,0,0,0
2,0,0,0
4,0,0,0
17,32,15,0
2,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
1,0,0,0
3,0,0,0
16,8,0,0
1,0,0,0
3,0,0,0
2,0,0,0
1,0,0,0
2,0,0,0
5,4,0,0
9,4,0,0
1,0,0,0
2,0,0,0
4,0,0,0
3,0,0,0
2,0,0,0
1,0,0,0
3,0,0,0
17,4,0,0
1,0,0,0
2,0,0,0
1,0,0,0
4,0,0,0
2,0,0,0
1,0,0,0
10,6,0,0
3,0,0,0
2,0,0,0
2,0,0,0
2,2,0,0
2,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
5,0,0,0
7,2,0,0
14,6,0,0
9,2,0,0
6,0,0,0
1,0,0,0
6,2,0,0
10,4,0,0
1,0,0,0
1,0,0,0
13,6,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
9,0,0,0
2,0,0,0
2,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
6,2,0,0
3,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
3,0,0,0
8,0,0,0
7,0,0,0
1,0,0,0
1,0,0,0
5,0,0,0
1,0,0,0
1,0,0,0
7,2,0,0
3,0,0,0
1,0,0,0
11,0,0,0
3,0,0,0
2,0,0,0
14,4,0,0
1,0,0,0
2,0,0,0
7,2,0,0
7,0,0,0
1,0,0,0
8,2,0,0
3,0,0,0
1,0,0,0
1,0,0,0
5,0,0,0
1,0,0,0
4,0,0,0
1,0,0,0
3,0,0,0
9,0,0,0
2,0,0,0
7,2,0,0
2,0,0,0
3,0,0,0
3,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
5,2,0,0
8,4,0,0
4,2,0,0
3,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
3,2,0,0
1,0,0,0
14,2,0,0
4,2,0,0
1,0,0,0
41,4,0,0
1,0,0,0
2,0,0,0
3,0,0,0
2,0,0,0
5,0,0,0
6,2,0,0
1,0,0,0
1,0,0,0
9,0,0,0
1,0,0,0
1,0,0,0
4,0,0,0
2,0,0,0
2,0,0,0
5,0,0,0
7,0,0,0
3,2,0,0
1,0,0,0
4,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
4,0,0,0
7,4,0,0
6,4,0,0
2,0,0,0
9,2,0,0
3,0,0,0
2,0,0,0
3,0,0,0
1,0,0,0
4,0,0,0
3,0,0,0
1,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
2,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
1,0,0,0
6,0,0,0
2,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
5,0,0,0
1,0,0,0
4,0,0,0
1,0,0,0
10,4,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
9,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
7,0,0,0
1,0,0,0
6,4,0,0
3,0,0,0
1,0,0,0
12,8,0,0
5,2,0,0
1,0,0,0
5,4,0,0
1,0,0,0
1,0,0,0
3,0,0,0
3,0,0,0
2,0,0,0
6,0,0,0
1,0,0,0
5,2,0,0
2,0,0,0
7,0,0,0
1,0,0,0
2,0,0,0
10,2,0,0
1,0,0,0
1,0,0,0
7,0,0,0
1,0,0,0
1,0,0,0
3,2,0,0
7,0,0,0
3,2,0,0
2,0,0,0
1,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
5,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
4,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
6,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,2,0,0
1,0,0,0
1,0,0,0
5,2,0,0
3,0,0,0
1,0,0,0
3,0,0,0
3,0,0,0
4,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,2,0,0
1,0,0,0
1,0,0,0
11,6,0,0
3,0,0,0
3,0,0,0
6,4,0,0
1,0,0,0
2,0,0,0
2,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
4,0,0,0
1,0,0,0
6,2,0,0
5,0,0,0
9,8,0,0
2,0,0,0
3,0,0,0
2,0,0,0
1,0,0,0
8,8,0,0
3,0,0,0
1,0,0,0
5,0,0,0
6,0,0,0
2,0,0,0
9,2,0,0
3,0,0,0
3,0,0,0
3,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
7,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
8,2,0,0
1,0,0,0
4,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
4,0,0,0
1,0,0,0
1,0,0,0
2,2,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
3,0,0,0
2,0,0,0
1,0,0,0
6,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
4,0,0,0
1,0,0,0
2,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
6,0,0,0
1,0,0,0
2,2,0,0
3,0,0,0
1,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
5,2,0,0
3,2,0,0
1,0,0,0
1,0,0,0
4,2,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
4,0,0,0
5,2,0,0
2,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
6,6,0,0
2,0,0,0
1,0,0,0
5,0,0,0
1,0,0,0
1,0,0,0
78,18,9,0
2,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
5,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
6,2,0,0
1,0,0,0
8,4,0,0
2,0,0,0
5,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
4,2,0,0
5,0,0,0
1,0,0,0
9,4,0,0
4,2,0,0
1,0,0,0
1,0,0,0
4,0,0,0
2,0,0,0
4,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
3,0,0,0
3,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
8,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
4,2,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
4,0,0,0
2,2,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
4,2,0,0
1,0,0,0
2,0,0,0
4,0,0,0
1,0,0,0
8,6,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
14,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
3,0,0,0
2,0,0,0
9,2,0,0
1,0,0,0
1,0,0,0
1,0,0,0
6,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
9,0,0,0
2,0,0,0
2,0,0,0
97,76,0,0
3,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
2,0,0,0
1,0,0,0
6,2,0,0
3,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
5,0,0,0
1,0,0,0
8,6,0,0
1,0,0,0
1,0,0,0
3,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
4,2,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
2,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
7,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
6,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
3,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
