"0,1-nd","2,1-nd","3,1-nd"
4836,12,0
830,0,0
111642,234,160
11377,18,0
9421,6,0
37335,74,0
13799,22,0
10601,0,0
11663,42,0
15555,22,0
12003,0,0
14839,0,0
11523,20,0
12525,68,0
9836,0,0
12195,74,0
11358,6,0
10140,0,0
10541,18,0
9736,0,0
15205,62,45
13325,70,110
11218,0,0
10032,34,0
10264,36,0
9524,0,0
9648,0,0
11265,0,0
9580,0,0
9575,0,0
9740,0,0
10602,4,0
11689,8,0
9517,6,0
9829,0,0
9271,0,0
9500,4,0
10230,4,0
9833,0,0
10254,10,0
9462,16,0
10394,0,0
9867,0,0
9255,0,0
9705,0,0
9306,14,0
9333,4,0
9749,0,0
9929,36,0
19894,126,130
9456,0,0
9428,12,0
11058,56,120
9782,0,0
10084,6,0
9663,0,0
9256,0,0
9533,0,0
9576,0,0
9223,0,0
11111,0,0
11381,16,0
10961,0,0
10129,0,0
10389,38,0
9243,0,0
9220,0,0
10379,6,0
10264,0,0
9242,0,0
9931,8,0
12936,68,0
11294,68,45
9350,0,0
9262,0,0
9226,0,0
10106,0,0
12999,0,0
9610,16,0
12010,36,0
9417,0,0
10467,42,0
10087,0,0
9529,0,0
14121,44,0
9219,0,0
9861,0,0
11711,20,0
11601,14,0
8170,0,0
12062,28,0
8746,18,0
9010,8,0
6557,20,0
7865,12,0
10108,0,0
9276,14,0
7891,0,0
8795,0,0
6042,0,0
6460,0,0
9832,16,0
10215,10,0
6054,0,0
7523,18,0
6155,0,0
7772,8,0
6024,14,0
16401,36,0
6083,0,0
9443,0,0
8517,4,0
6135,14,0
6572,0,0
5798,0,0
6813,0,0
12762,28,0
6217,0,0
5714,0,0
6144,0,0
7627,0,0
5969,0,0
5812,0,0
6069,8,0
5719,0,0
5859,0,0
6862,0,0
5723,0,0
7500,0,0
5773,0,0
5710,0,0
6276,0,0
13654,0,0
5877,0,0
6223,0,0
5711,0,0
6485,0,0
7357,0,0
5752,0,0
5713,0,0
5765,0,0
6081,0,0
6007,0,0
7217,0,0
5740,0,0
6061,4,0
5946,0,0
8461,12,0
6273,0,0
5771,0,0
6191,0,0
7600,0,0
5754,0,0
4645,0,0
4761,0,0
206,0,0
2793,0,0
1065,0,0
6897,0,0
2214,4,0
8601,0,0
7828,0,0
881,4,0
668,0,0
723,0,0
649,0,0
1311,0,0
803,0,0
739,0,0
1083,0,0
2209,0,0
63373,80,45
103345,84,45
4046,0,0
2968,0,0
1335,0,0
1483,0,0
1356,0,0
1221,0,0
1011,0,0
6810,12,0
97814,4,0
2945,4,0
899,0,0
2174,0,0
18769,0,0
922,0,0
858,0,0
996,0,0
2410,0,0
726,0,0
922,0,0
840,0,0
1688,0,0
6913,0,0
886,0,0
1540,0,0
854,0,0
1060,0,0
299,0,0
548,0,0
227,0,0
4446,4,0
4014,0,0
6746,0,0
5151,0,0
10061,28,0
6472,0,0
5092,0,0
4627,0,0
100714,50,0
7031,0,0
5047,20,0
9711,20,0
4272,18,0
4042,18,0
4800,18,0
5067,22,0
4158,18,0
4900,0,0
5074,0,0
4134,0,0
5520,0,0
4070,0,0
4436,0,0
12306,0,0
4933,0,0
4938,0,0
6991,0,0
5261,0,0
3915,0,0
3824,0,0
3725,0,0
3742,0,0
5021,0,0
4620,0,0
3694,0,0
6534,0,0
4361,0,0
3927,0,0
3787,0,0
3830,0,0
3743,0,0
3690,0,0
5653,0,0
4163,0,0
4074,0,0
5317,0,0
3726,0,0
4835,0,0
3720,0,0
3766,0,0
29141,0,0
7630,0,0
4361,0,0
1536,0,0
3528,4,0
16299,0,0
2684,0,0
3740,0,0
1631,0,0
1064,0,0
1040,0,0
1423,4,0
1106,0,0
1653,0,0
1187,0,0
1178,0,0
962,0,0
58743,36,0
106108,276,155
81379,64,0
8146,24,0
4347,12,0
10847,92,35
7225,56,35
8287,48,0
16920,10,0
6188,6,0
18959,0,0
26854,6,0
83957,166,130
5138,10,0
13013,104,130
29566,0,0
5863,0,0
7195,0,0
5343,34,0
4160,0,0
3754,0,0
3716,0,0
5155,10,0
3708,0,0
3686,0,0
3938,0,0
5165,12,0
12215,6,0
4796,0,0
4233,0,0
4352,20,0
3673,0,0
9007,38,0
3960,0,0
1254,6,0
2301,0,0
6751,0,0
1630,0,0
1810,0,0
1475,0,0
2306,0,0
925,0,0
4212,0,0
2549,0,0
1160,0,0
725,0,0
1328,0,0
1233,0,0
1971,0,0
1067,0,0
2361,0,0
831,0,0
65015,10,0
165044,478,240
64779,16,0
68496,56,0
63249,0,0
70398,0,0
68765,50,0
64619,0,0
67201,36,0
64970,0,0
65905,72,0
69226,88,0
65927,64,0
63745,0,0
65988,30,0
71169,52,0
63993,30,0
64760,16,0
63120,0,0
63542,0,0
63298,0,0
64564,0,0
64633,0,0
64156,0,0
68607,104,0
65690,14,0
64129,70,0
63512,0,0
65706,38,0
63380,20,0
67110,72,0
63903,0,0
64142,20,0
63447,0,0
65222,98,0
64085,68,0
65428,92,0
66774,86,0
64359,10,0
70011,84,0
73234,170,25
63050,20,0
63235,0,0
63656,10,0
73296,188,200
64460,96,135
64513,0,0
66401,0,0
63263,0,0
65645,118,0
64026,44,0
64979,0,0
68845,10,0
62913,0,0
63271,0,0
64030,0,0
68284,0,0
64522,4,0
63171,0,0
70549,82,0
65356,0,0
63086,0,0
64495,74,0
66058,0,0
63470,0,0
63352,22,0
63266,0,0
63124,0,0
63409,74,0
70390,100,0
63108,0,0
62850,0,0
62802,0,0
64443,24,0
63105,14,0
62855,0,0
64868,28,0
62895,10,0
62933,0,0
62901,0,0
62810,0,0
62793,0,0
62791,0,0
62944,0,0
65021,0,0
62843,0,0
62783,0,0
63679,0,0
62853,4,0
63011,0,0
63131,0,0
62951,0,0
63092,0,0
63086,10,0
62861,0,0
62798,0,0
63682,0,0
63049,14,0
62782,0,0
62816,0,0
63062,0,0
64217,0,0
62780,0,0
62795,0,0
62947,0,0
64407,0,0
63259,0,0
63580,0,0
63050,0,0
62840,0,0
63894,76,0
64679,12,0
62782,0,0
63267,20,0
62882,0,0
64280,4,0
63894,28,0
63214,4,0
62791,0,0
62956,0,0
62968,0,0
63150,68,0
63768,84,0
63168,0,0
65743,22,0
63118,0,0
63933,0,0
63970,72,0
63093,0,0
64280,0,0
62856,0,0
71202,102,0
66063,12,0
62790,4,0
62793,0,0
66901,114,160
69776,150,45
62919,0,0
63403,68,0
62957,0,0
62867,0,0
64297,70,0
64232,0,0
62787,0,0
62786,0,0
63135,10,0
63083,0,0
63024,0,0
62828,0,0
64762,0,0
63290,0,0
63009,0,0
63402,68,0
62927,0,0
63122,0,0
63088,0,0
64162,20,0
63551,0,0
65029,30,0
63371,0,0
64001,90,45
63039,0,0
84942,36,0
64334,0,0
65907,16,0
63009,0,0
63767,0,0
63451,4,0
62814,0,0
62786,4,0
64534,88,0
63049,0,0
65336,0,0
63453,0,0
62922,0,0
65338,30,0
62955,0,0
63377,16,0
62786,0,0
63597,0,0
63422,44,25
64338,30,0
62958,0,0
63417,0,0
63433,0,0
62780,0,0
63224,0,0
63629,0,0
64645,44,0
64155,12,0
62889,0,0
63068,0,0
63000,8,0
62906,0,0
62802,0,0
63566,0,0
63499,30,0
62813,0,0
62781,0,0
62802,0,0
65175,104,135
63008,0,0
63606,46,25
62778,0,0
63279,0,0
63287,0,0
63128,0,0
64548,0,0
63061,0,0
62978,36,0
63742,10,0
63735,0,0
62778,0,0
62778,0,0
62778,0,0
65411,22,0
65634,0,0
63692,0,0
63210,0,0
64554,70,0
62884,0,0
63887,20,0
64321,30,0
62852,0,0
63291,0,0
62778,0,0
62811,0,0
63009,0,0
62778,0,0
62873,0,0
62867,30,0
63152,0,0
63258,0,0
62817,0,0
63470,22,0
62778,0,0
63682,4,0
62935,0,0
64104,20,0
63282,20,0
62852,0,0
933,0,0
4716,0,0
679,0,0
6129,0,0
768,0,0
475,0,0
5234,0,0
8096,0,0
3493,0,0
11457,0,0
2671,0,0
2905,0,0
2339,0,0
5446,0,0
3550,0,0
2393,0,0
2256,0,0
6506,0,0
2533,0,0
2797,0,0
17384,0,0
3206,0,0
2879,0,0
3145,0,0
2306,0,0
3584,0,0
2168,0,0
2984,0,0
3239,0,0
2158,0,0
2331,0,0
2177,0,0
2167,0,0
2071,0,0
3368,0,0
2141,0,0
2164,0,0
2537,0,0
2066,0,0
2060,0,0
2180,0,0
867,0,0
341,0,0
884,0,0
2856,0,0
373,0,0
1158,0,0
612,0,0
765,0,0
368,0,0
787,0,0
1046,0,0
700,0,0
7877,10,0
8338,18,0
3126,0,0
2799,0,0
2007,0,0
9164,8,0
3633,0,0
3959,0,0
82274,28,0
5444,8,0
2798,0,0
8898,4,0
2534,0,0
2343,0,0
3598,0,0
1997,0,0
3472,20,0
3423,0,0
2533,4,0
4939,0,0
3340,0,0
2305,0,0
2350,0,0
1950,0,0
2292,0,0
1978,0,0
2171,0,0
3480,0,0
1962,0,0
2951,0,0
1957,0,0
1048,0,0
2274,0,0
630,0,0
819,0,0
462,0,0
1442,0,0
5072,6,0
3431,0,0
2396,0,0
629,0,0
348,0,0
916,6,0
790,0,0
542,0,0
4716,0,0
1092,0,0
1042,0,0
10597,30,0
5565,24,0
10756,0,0
6608,0,0
9192,0,0
27416,30,0
8162,0,0
6624,0,0
5701,0,0
5248,0,0
6774,0,0
6153,0,0
4955,0,0
12540,12,0
5371,0,0
5159,6,0
4965,0,0
11929,0,0
7012,0,0
5002,0,0
8054,0,0
5394,0,0
5281,0,0
5393,0,0
6539,22,0
5117,0,0
9913,0,0
5439,0,0
4637,0,0
7461,0,0
4800,0,0
4626,0,0
8434,14,0
4834,0,0
6953,0,0
5877,0,0
8025,14,0
5775,6,0
7073,0,0
4710,0,0
6607,10,0
5860,0,0
5042,0,0
4875,0,0
4773,0,0
5231,0,0
4591,0,0
4609,0,0
4602,0,0
4947,0,0
4818,0,0
4717,0,0
5064,0,0
4688,0,0
4972,0,0
4654,0,0
5237,0,0
4723,0,0
10584,12,0
2506,8,0
3251,0,0
9744,0,0
1771,4,0
14974,0,0
3902,0,0
1906,0,0
3442,0,0
81468,0,0
3092,0,0
1404,4,0
2310,0,0
3247,0,0
1254,0,0
3253,0,0
2194,0,0
4528,0,0
6691,0,0
26692,0,0
1007,0,0
1003,0,0
4224,0,0
1236,0,0
1321,0,0
1366,0,0
814,0,0
1195,0,0
428,0,0
405,0,0
811,0,0
715,0,0
516,0,0
293,0,0
258,0,0
246,0,0
1162,0,0
944,0,0
2920,0,0
1160,0,0
6710,0,0
1685,0,0
918,0,0
1754,0,0
912,0,0
957,0,0
633,0,0
616,0,0
577,0,0
28784,12,0
23483,0,0
7830,12,0
763,0,0
6807,0,0
1314,0,0
833,0,0
1969,8,0
7695,0,0
3793,0,0
752,0,0
958,4,0
2905,0,0
772,4,0
26540,0,0
594,0,0
867,0,0
2930,0,0
2355,0,0
3297,0,0
2096,0,0
2869,0,0
4818,0,0
3589,0,0
3812,0,0
4886,0,0
1858,0,0
1812,0,0
1795,0,0
3683,0,0
4305,0,0
2479,0,0
1951,0,0
2330,0,0
1937,0,0
2238,0,0
1949,0,0
1821,0,0
2414,0,0
1849,0,0
2605,0,0
2532,0,0
2110,0,0
1781,0,0
2304,0,0
1861,0,0
2453,0,0
1747,0,0
1856,0,0
1745,0,0
1894,0,0
1745,0,0
1745,0,0
83849,48,0
9279,20,0
34271,50,0
51590,22,0
6452,6,0
11311,0,0
14703,20,0
33418,0,0
6986,10,0
8597,36,0
8755,10,0
19933,0,0
7315,0,0
10820,30,0
7498,0,0
7400,0,0
26699,4,0
7006,10,0
6950,10,0
6509,0,0
9942,0,0
6586,0,0
9048,0,0
7190,0,0
8488,0,0
14541,0,0
10120,0,0
10507,26,0
6801,0,0
11119,10,0
7183,0,0
12578,0,0
9665,4,0
28721,26,0
8026,0,0
6502,0,0
7635,4,0
9353,0,0
9977,18,0
9568,18,0
6347,0,0
8395,0,0
9299,0,0
6643,0,0
6939,0,0
6519,0,0
6749,0,0
6224,4,0
6419,0,0
6865,0,0
6389,0,0
12000,10,0
5736,0,0
2935,0,0
9462,12,0
3433,0,0
6139,0,0
15847,0,0
5948,12,0
37277,0,0
82884,0,0
10998,0,0
3100,0,0
3340,0,0
2648,0,0
3325,0,0
9246,0,0
3846,0,0
16414,0,0
5696,0,0
5694,0,0
4178,0,0
2646,0,0
3061,0,0
3166,0,0
3779,0,0
3137,0,0
2798,0,0
2573,0,0
2576,0,0
2618,0,0
3089,0,0
2627,0,0
11952,16,0
4619,0,0
80258,0,0
5698,0,0
2915,0,0
15799,4,0
5457,0,0
82836,0,0
6898,0,0
27694,0,0
2988,0,0
3292,0,0
3708,4,0
3814,0,0
6074,0,0
4038,0,0
5152,0,0
2748,0,0
3195,0,0
4369,0,0
2857,0,0
2912,0,0
2952,0,0
2615,6,0
2674,0,0
2816,0,0
2583,0,0
97836,0,0
10194,0,0
81119,0,0
1337,0,0
2870,4,0
47040,0,0
3156,0,0
12218,0,0
8641,0,0
2166,0,0
36270,0,0
6264,0,0
81877,0,0
27486,0,0
6927,0,0
2597,0,0
2196,0,0
2207,0,0
1722,0,0
10764,14,0
15433,0,0
14019,6,0
9759,0,0
14383,0,0
11556,0,0
11851,0,0
11907,14,0
32362,26,0
12578,0,0
10649,0,0
14168,12,0
10682,8,0
12851,0,0
13108,22,0
10880,8,0
11501,0,0
11158,22,0
11066,0,0
14047,6,0
10268,0,0
12159,0,0
11068,0,0
10423,0,0
11633,8,0
10907,0,0
18905,0,0
15782,0,0
10652,0,0
11295,0,0
11440,0,0
10260,0,0
15221,28,0
9734,0,0
10856,12,0
9626,0,0
9757,0,0
9890,0,0
10043,0,0
12650,16,0
12193,18,0
10019,0,0
10096,10,0
13005,10,0
9598,0,0
12195,0,0
26041,40,0
9838,0,0
9888,0,0
10619,0,0
11616,22,0
10488,0,0
10063,0,0
15158,18,0
10906,0,0
9699,0,0
9799,0,0
9705,0,0
10835,0,0
9743,0,0
10385,0,0
10186,10,0
12076,8,0
9723,6,0
9766,0,0
9648,0,0
9929,0,0
11961,18,0
9652,0,0
10440,0,0
9601,0,0
9649,0,0
9906,0,0
9964,0,0
9609,6,0
10301,0,0
9819,0,0
10342,0,0
9647,0,0
9789,0,0
9560,0,0
15997,0,0
9794,0,0
10185,16,0
3090,0,0
809,0,0
4838,6,0
930,0,0
1078,0,0
2432,0,0
1143,0,0
1136,0,0
973,0,0
1873,6,0
848,0,0
652,0,0
632,0,0
828,0,0
589,0,0
583,0,0
3841,0,0
3221,0,0
8179,0,0
8527,0,0
3317,0,0
3123,0,0
8512,0,0
6225,0,0
9233,0,0
2196,0,0
2156,0,0
9160,0,0
5290,0,0
2193,0,0
2359,0,0
4597,0,0
2694,0,0
3510,0,0
3916,0,0
4221,0,0
6250,0,0
4304,0,0
3277,0,0
1992,0,0
2009,0,0
1819,0,0
1807,0,0
1870,0,0
2437,0,0
1791,0,0
55807,8,0
57386,66,0
55856,16,0
61372,0,0
56910,32,0
60053,72,0
57025,0,0
55829,0,0
57070,0,0
78032,102,0
55834,0,0
55865,0,0
58248,0,0
55777,0,0
58521,16,0
61214,0,0
56736,0,0
59978,4,0
56510,0,0
56749,0,0
56317,0,0
56054,0,0
57829,0,0
57588,14,0
58035,38,0
56738,0,0
56966,12,0
55692,0,0
56982,46,0
56555,0,0
56598,0,0
56464,0,0
56054,0,0
57390,0,0
56388,4,0
56115,0,0
58019,26,0
55538,0,0
60130,30,0
55890,10,0
56577,4,0
56932,0,0
58139,10,0
59654,32,0
57913,0,0
56385,0,0
61452,30,0
62390,76,0
57110,20,0
60891,60,0
57129,0,0
57102,0,0
58665,0,0
61108,96,0
56097,0,0
56377,0,0
61023,36,0
56117,0,0
56622,0,0
62545,0,0
58024,0,0
62997,0,0
56277,4,0
56334,0,0
57221,0,0
58350,6,0
55700,4,0
63809,40,0
59508,0,0
56769,0,0
56158,0,0
57636,0,0
56608,32,0
56941,0,0
58514,14,0
55616,0,0
57141,18,0
56945,0,0
56040,32,0
55831,32,0
56236,0,0
56762,14,0
56173,0,0
57782,0,0
55615,0,0
55894,0,0
57155,26,0
57223,0,0
55993,0,0
56576,0,0
56838,32,0
56919,4,0
56718,0,0
55906,0,0
56116,0,0
55497,0,0
55618,0,0
56147,0,0
56628,0,0
56372,6,0
56644,28,0
55834,18,0
57741,0,0
56851,0,0
58077,0,0
56505,32,0
56820,0,0
55901,0,0
61087,12,0
56079,0,0
57569,0,0
57163,0,0
56891,0,0
57369,44,0
55630,6,0
56014,0,0
56602,16,0
56729,0,0
55529,0,0
57580,10,0
56662,8,0
56176,0,0
56332,0,0
55850,14,0
56345,0,0
55593,8,0
55716,4,0
55695,0,0
55378,0,0
56118,0,0
55604,8,0
56133,0,0
55623,0,0
55721,0,0
55682,0,0
55849,0,0
55929,0,0
55726,0,0
55774,0,0
56391,0,0
57166,0,0
56290,32,0
56648,4,0
56924,0,0
55647,0,0
56141,8,0
57581,0,0
55853,0,0
56319,46,0
57442,0,0
56385,4,0
56061,0,0
55403,0,0
55388,0,0
55861,0,0
55789,0,0
55697,0,0
55380,0,0
55852,0,0
57178,6,0
55748,0,0
55637,0,0
56008,0,0
56270,0,0
56076,0,0
56565,0,0
55556,0,0
55423,0,0
55445,0,0
55419,0,0
55445,0,0
55900,0,0
55456,0,0
55771,0,0
55497,0,0
55838,0,0
56343,0,0
55440,0,0
55948,0,0
55646,0,0
55677,0,0
55852,0,0
55685,0,0
55447,0,0
55390,0,0
55441,0,0
55613,0,0
55435,8,0
55380,0,0
55416,0,0
55526,0,0
55529,0,0
55405,0,0
55380,0,0
55371,0,0
55415,0,0
55378,0,0
55623,0,0
55373,0,0
55538,0,0
55432,0,0
55393,0,0
55781,0,0
55376,0,0
55640,0,0
55372,0,0
55531,0,0
55371,0,0
55387,0,0
55372,0,0
55620,0,0
55386,0,0
55518,0,0
55422,0,0
55460,0,0
55371,0,0
55371,0,0
55371,0,0
55469,0,0
55474,4,0
55566,0,0
55371,0,0
55398,0,0
55371,0,0
55548,0,0
55656,0,0
55565,0,0
6778,12,0
1891,0,0
4901,0,0
2795,0,0
2212,0,0
4301,0,0
12208,0,0
2299,0,0
4729,0,0
2255,0,0
5579,0,0
8750,0,0
1924,0,0
5560,0,0
3773,0,0
1781,0,0
2976,0,0
2001,0,0
1895,0,0
1610,0,0
2793,0,0
2168,0,0
1539,0,0
1543,0,0
1539,0,0
1880,0,0
13593,0,0
15698,0,0
11642,0,0
8788,0,0
11597,24,0
9963,0,0
19234,20,0
9796,0,0
19296,0,0
9531,0,0
10639,14,0
14284,10,0
9380,0,0
8976,0,0
14501,12,0
8856,0,0
9736,0,0
9328,0,0
9093,0,0
9664,0,0
15776,0,0
10643,0,0
9283,0,0
9253,0,0
8992,0,0
8971,0,0
9538,0,0
9031,8,0
9088,0,0
9259,6,0
9187,0,0
11470,0,0
10409,4,0
11190,0,0
8951,0,0
12363,14,0
9271,0,0
10762,8,0
11387,0,0
8890,4,0
9118,0,0
8899,0,0
9428,0,0
9329,0,0
10122,0,0
9678,0,0
11132,0,0
10973,0,0
8762,0,0
10616,0,0
8937,0,0
9147,0,0
8753,0,0
10575,0,0
9384,0,0
8841,0,0
8749,0,0
10132,0,0
8814,0,0
8830,0,0
8784,0,0
9813,0,0
11543,0,0
9286,0,0
8873,0,0
8668,0,0
8742,0,0
8628,0,0
8679,0,0
8635,0,0
9476,0,0
8887,0,0
8620,0,0
8742,0,0
8657,0,0
8669,0,0
8703,0,0
8620,0,0
11017,0,0
8620,0,0
8620,0,0
9074,0,0
9131,0,0
8711,0,0
5932,12,0
1582,0,0
21293,0,0
1905,0,0
3112,0,0
2243,0,0
8104,0,0
7421,0,0
7659,0,0
4170,0,0
4882,0,0
1699,0,0
3428,0,0
2216,0,0
3135,0,0
7308,0,0
1920,0,0
1393,0,0
1462,0,0
1595,0,0
2738,0,0
2035,0,0
1822,0,0
2099,0,0
2369,0,0
1607,0,0
1762,0,0
1443,0,0
1380,0,0
1390,0,0
1378,0,0
1378,0,0
1391,0,0
6559,14,0
13439,0,0
2759,0,0
2759,0,0
7256,0,0
3622,0,0
10704,0,0
3305,0,0
4079,0,0
2757,0,0
3073,0,0
1710,0,0
4574,0,0
2210,0,0
1402,0,0
1505,0,0
1354,0,0
1399,0,0
1393,0,0
79664,32,0
2719,0,0
2542,0,0
5497,0,0
5871,0,0
82242,30,0
24291,0,0
3661,0,0
11298,58,0
27851,0,0
9397,0,0
5383,0,0
7547,0,0
3197,0,0
2774,0,0
2199,0,0
2199,0,0
2074,0,0
2147,0,0
2426,0,0
2808,0,0
3178,8,0
5234,8,0
23927,12,0
2375,8,0
3709,0,0
9051,24,0
3531,0,0
5088,20,0
1172,0,0
1259,0,0
1591,0,0
1568,0,0
3118,10,0
1356,0,0
1153,0,0
1288,0,0
1090,0,0
1265,0,0
145,0,0
107776,150,0
104129,94,0
110684,236,160
107418,356,50
104589,16,0
106762,220,30
104435,70,0
109670,310,0
103971,70,0
105037,160,0
104016,32,0
106685,160,0
106704,200,0
109277,98,0
103479,0,0
105613,100,0
104848,38,0
104067,172,0
103245,4,0
103017,38,0
103916,172,0
103845,38,0
104009,56,0
103983,0,0
102923,0,0
103919,72,0
105405,186,0
105877,124,0
103873,16,0
129856,350,135
105876,98,0
105569,120,0
105886,264,0
105035,198,35
104758,134,0
104088,54,0
104193,18,0
104420,80,0
108579,336,45
103256,20,0
104101,94,0
103600,144,0
103842,124,0
106699,330,110
103186,0,0
107082,184,0
103414,0,0
105194,194,30
103406,34,0
103390,32,0
104057,68,0
105400,130,0
103837,56,0
104103,0,0
106746,286,0
103638,54,0
109983,372,0
103963,42,0
113206,258,95
103215,0,0
104150,0,0
103287,56,0
103419,0,0
103307,14,0
103303,90,0
113268,572,490
104432,148,160
103763,124,0
106310,108,0
104668,220,155
105384,104,0
103841,188,0
107495,192,50
105504,134,0
102928,0,0
105617,188,0
103234,102,0
103291,58,0
104263,60,0
109755,146,35
103297,118,30
104582,172,0
103344,24,0
104330,92,0
106133,178,140
104475,88,0
104367,124,0
110521,362,110
103352,0,0
104467,226,70
107195,226,0
108388,182,0
103755,108,0
103244,0,0
109910,254,0
103268,28,0
105389,246,30
103381,70,0
110362,372,180
106058,268,0
105228,224,110
103604,10,0
108863,178,55
103831,38,0
103699,0,0
104181,112,0
103039,0,0
137258,338,235
119076,396,295
182865,722,510
103866,126,0
103122,68,0
103740,136,0
103942,170,0
111174,498,235
106873,398,350
109748,358,45
103375,68,0
104269,100,0
103374,68,0
103973,116,45
104506,182,0
105147,276,230
104526,74,0
104221,32,0
102978,10,0
103699,42,0
109489,272,175
107894,376,390
103801,144,180
109547,556,380
106993,226,210
104199,174,0
103140,0,0
104377,0,0
103481,70,0
104052,92,0
105859,180,0
103993,26,0
111921,346,280
103081,0,0
125159,284,0
118399,380,50
103014,0,0
104251,98,0
103128,0,0
103106,24,0
103231,0,0
103870,44,0
103260,20,0
107915,174,0
106178,194,0
104185,90,0
103703,16,0
104196,70,0
102941,0,0
108452,70,0
105162,88,0
106596,70,0
103543,70,0
103444,100,0
103826,38,0
103099,28,0
103711,72,0
104934,276,0
102954,0,0
104256,0,0
103858,84,0
103132,38,0
102857,0,0
104210,100,0
103562,8,0
103379,46,0
103613,54,0
104737,224,0
105442,82,0
103632,48,0
102897,0,0
107000,202,95
103438,0,0
105054,162,30
104945,86,0
103016,0,0
104541,280,0
104243,4,0
104088,76,0
103339,32,0
103212,56,0
102924,0,0
104570,90,0
103483,32,0
103065,0,0
102850,0,0
104789,142,80
106059,230,0
103331,0,0
103931,194,110
104996,92,0
103377,0,0
109032,76,90
105626,56,30
103696,100,0
104616,24,0
103823,68,0
103756,128,0
103115,26,0
103002,44,0
104289,200,0
