"1,0-nd","2,0-nd","3,0-nd"
37,0,0
728,0,0
46,0,0
402,0,0
324,0,0
314,0,0
951,22,0
71,0,0
81,0,0
1241,176,0
942,0,0
12,0,0
195,0,0
85,0,0
101,0,0
103,0,0
218,0,0
71,0,0
1745,942,0
248,0,0
211,0,0
413,12,0
165,0,0
809,248,0
250,0,0
37,0,0
214,14,0
476,0,0
88,0,0
609,0,0
197,0,0
36,0,0
346,0,0
122,0,0
278,0,0
80,0,0
978,264,0
63,0,0
1598,236,0
393,62,0
34,0,0
229,0,0
42,0,0
206,0,0
78,0,0
254,0,0
754,6,0
74,0,0
123,0,0
42,0,0
163,0,0
369,0,0
65,0,0
52,0,0
202,0,0
42,0,0
160,0,0
128,0,0
863,66,0
83,0,0
164,0,0
106,0,0
413,0,0
114,0,0
122,0,0
1747,1704,0
57,0,0
33,0,0
749,0,0
570,34,0
623,72,0
29,0,0
141,12,0
190,0,0
110,0,0
464,0,0
133,0,0
299,0,0
169,0,0
349,0,0
216,0,0
717,320,0
53,0,0
167,0,0
408,0,0
36,0,0
531,0,0
320,0,0
303,0,0
182,0,0
1666,62,0
720,0,0
18,0,0
49,0,0
64,0,0
408,0,0
71,0,0
580,0,0
44,0,0
1617,160,0
1255,1288,0
457,0,0
211,0,0
1719,828,0
309,0,0
1818,1090,21
21,0,0
3526,2182,177
254,4,0
297,0,0
2901,652,0
102,0,0
250,0,0
717,38,0
32,0,0
55,0,0
15,0,0
452,0,0
29,0,0
96,0,0
1171,1198,0
263,0,0
44,0,0
497,60,0
51,0,0
224,0,0
118,0,0
67,0,0
105,0,0
633,98,0
187,0,0
93,0,0
232,0,0
1502,420,0
1107,320,0
15,0,0
782,424,0
99,0,0
216,0,0
84,0,0
337,0,0
77,0,0
46,0,0
12,0,0
24,0,0
344,0,0
1397,298,0
352,0,0
154,0,0
744,0,0
11,0,0
830,422,21
775,0,0
344,0,0
246,0,0
259,0,0
442,0,0
60,0,0
620,0,0
155,0,0
396,0,0
574,270,0
176,0,0
45,0,0
82,0,0
90,0,0
151,0,0
46,0,0
14,0,0
31,0,0
33,0,0
117,0,0
334,0,0
223,0,0
190,0,0
146,0,0
103,0,0
89,0,0
175,0,0
54,0,0
55,0,0
90,0,0
355,0,0
316,0,0
143,0,0
138,0,0
78,0,0
628,0,0
83,0,0
82,0,0
31,0,0
544,228,0
48,0,0
108,0,0
132,0,0
78,0,0
950,40,0
79,0,0
8,0,0
253,0,0
91,0,0
47,0,0
38,0,0
1632,408,0
151,0,0
109,0,0
304,0,0
78,0,0
14,0,0
242,0,0
143,0,0
30,0,0
523,0,0
75,0,0
87,0,0
33,0,0
45,0,0
18,0,0
35,0,0
412,0,0
39,0,0
741,0,0
297,0,0
61,0,0
6,0,0
176,0,0
22,0,0
278,70,0
88,0,0
40,0,0
64,0,0
442,0,0
1363,0,0
234,0,0
431,114,0
1298,20,0
169,0,0
350,0,0
232,0,0
9,0,0
286,0,0
831,76,0
288,0,0
159,0,0
38,0,0
593,222,0
169,0,0
543,140,0
438,146,0
206,0,0
92,0,0
140,0,0
154,0,0
537,10,0
346,12,0
152,0,0
82,0,0
455,50,0
348,0,0
58,0,0
123,0,0
203,0,0
859,356,0
24,0,0
506,0,0
1164,1048,0
55,0,0
411,0,0
285,0,0
240,0,0
257,10,0
343,0,0
206,0,0
418,0,0
319,0,0
696,0,0
268,0,0
373,100,0
42,0,0
36,0,0
44,0,0
90,0,0
89,0,0
80,0,0
50,0,0
21,0,0
204,0,0
238,0,0
132,0,0
21,0,0
239,0,0
2018,304,0
19,0,0
543,68,0
77,0,0
133,0,0
117,0,0
47,0,0
189,6,0
78,0,0
640,288,0
175,0,0
1501,908,0
351,0,0
77,0,0
66,0,0
301,0,0
248,4,0
242,94,0
1034,1284,0
1843,608,75
380,0,0
581,14,0
140,0,0
315,0,0
315,0,0
60,0,0
254,0,0
115,0,0
128,0,0
132,0,0
345,0,0
88,0,0
180,0,0
32,0,0
14,0,0
1255,172,0
1387,672,0
73,0,0
386,0,0
318,0,0
86,0,0
61,0,0
783,0,0
317,0,0
90,0,0
654,0,0
786,18,0
77,0,0
142,0,0
61,0,0
61,0,0
401,0,0
94,0,0
43,0,0
1707,428,0
39,0,0
434,40,0
175,0,0
580,230,0
186,0,0
221,0,0
56,0,0
357,0,0
105,8,0
57,0,0
1069,274,0
821,260,0
163,0,0
61,0,0
84,0,0
2249,1844,207
187,0,0
89,0,0
561,0,0
267,0,0
112,0,0
130,0,0
38,0,0
142,0,0
297,186,0
49,0,0
409,0,0
135,0,0
197,0,0
244,0,0
74,0,0
475,0,0
379,0,0
245,0,0
345,4,0
576,0,0
54,0,0
256,0,0
413,0,0
104,0,0
84,0,0
35,0,0
214,0,0
183,0,0
307,120,0
594,82,0
212,0,0
23,0,0
319,0,0
440,50,0
1204,1424,0
122,0,0
328,134,0
430,0,0
152,0,0
138,0,0
545,0,0
1020,100,0
73,0,0
2095,212,0
311,0,0
600,1214,0
327,0,0
57,0,0
2527,998,21
191,0,0
330,50,0
392,0,0
169,0,0
86,0,0
228,58,0
100,0,0
158,0,0
68,0,0
640,0,0
68,0,0
186,0,0
53,0,0
66,0,0
1053,1362,0
350,0,0
268,0,0
206,28,0
36,0,0
676,0,0
322,0,0
66,18,0
39,0,0
26,0,0
157,0,0
102,0,0
54,0,0
190,0,0
425,8,0
1315,1464,0
165,0,0
2074,1014,0
52,0,0
31,0,0
589,164,0
1066,1170,0
324,0,0
616,0,0
52,0,0
25,0,0
1264,352,0
135,0,0
896,0,0
46,0,0
185,0,0
774,174,0
95,0,0
309,0,0
96,0,0
113,0,0
414,0,0
224,70,0
251,0,0
183,0,0
56,0,0
43,0,0
376,0,0
26,0,0
253,0,0
1913,622,0
37,0,0
52,0,0
221,0,0
15,0,0
9,0,0
93,0,0
73,0,0
291,0,0
1349,564,0
271,0,0
1024,378,0
216,34,0
428,0,0
243,0,0
102,0,0
197,0,0
214,0,0
28,0,0
65,0,0
325,0,0
33,0,0
26,0,0
137,0,0
64,0,0
357,0,0
53,0,0
175,0,0
322,0,0
267,0,0
111,0,0
40,0,0
78,0,0
279,0,0
734,282,0
80,0,0
51,0,0
22,0,0
35,0,0
78,0,0
49,0,0
42,0,0
865,350,0
161,10,0
176,0,0
21,0,0
33,0,0
79,0,0
108,0,0
26,0,0
436,0,0
140,0,0
31,0,0
236,0,0
130,0,0
244,0,0
54,0,0
189,0,0
143,0,0
104,0,0
474,286,0
94,0,0
785,96,0
138,0,0
362,0,0
28,0,0
1129,0,0
245,0,0
720,0,0
146,0,0
126,0,0
7,0,0
14,0,0
