"1,0-d","2,0-d","3,0-d","4,0-d","5,0-d"
3,2,0,0,0
2,2,0,0,0
12,2,0,0,0
2,0,0,0,0
25,14,0,0,0
6,4,0,0,0
3,4,0,0,0
3,4,0,0,0
5,0,0,0,0
25,0,0,0,0
129,96,12,0,0
3,0,0,0,0
5,0,0,0,0
16,14,3,0,0
6,2,0,0,0
9,0,0,0,0
2,2,0,0,0
7,2,0,0,0
16,6,0,0,0
13,12,0,0,0
1,0,0,0,0
4,0,0,0,0
1,0,0,0,0
3,0,0,0,0
14,16,9,0,0
4,2,0,0,0
4,0,0,0,0
2,0,0,0,0
43,20,0,0,0
2,0,0,0,0
2,0,0,0,0
15,10,3,0,0
2,2,0,0,0
4,2,0,0,0
3,0,0,0,0
1,0,0,0,0
8,4,0,0,0
4,6,3,0,0
1,0,0,0,0
2,0,0,0,0
23,44,18,0,0
5,6,3,0,0
18,8,0,0,0
50,66,9,0,0
5,0,0,0,0
7,0,0,0,0
5,0,0,0,0
3,0,0,0,0
4,2,0,0,0
9,2,0,0,0
12,0,0,0,0
2,0,0,0,0
3,0,0,0,0
3,0,0,0,0
5,0,0,0,0
3,0,0,0,0
6,0,0,0,0
25,36,0,0,0
4,2,0,0,0
1,0,0,0,0
8,0,0,0,0
5,6,3,0,0
3,0,0,0,0
3,0,0,0,0
2,0,0,0,0
2,0,0,0,0
4,0,0,0,0
3,2,0,0,0
4,0,0,0,0
4,0,0,0,0
3,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
30,2,0,0,0
2,0,0,0,0
2,0,0,0,0
19,30,3,0,0
1,0,0,0,0
3,0,0,0,0
4,0,0,0,0
1,0,0,0,0
23,54,30,8,0
2,2,0,0,0
2,0,0,0,0
1,0,0,0,0
21,4,0,0,0
6,0,0,0,0
4,0,0,0,0
1,0,0,0,0
1,0,0,0,0
10,26,9,0,0
1,0,0,0,0
8,4,0,0,0
3,0,0,0,0
11,6,0,0,0
14,20,0,0,0
4,4,0,0,0
11,8,0,0,0
8,2,0,0,0
12,24,12,0,0
5,2,0,0,0
5,2,0,0,0
20,6,0,0,0
8,4,0,0,0
7,0,0,0,0
2,0,0,0,0
8,6,0,0,0
6,2,0,0,0
2,0,0,0,0
3,2,0,0,0
12,10,0,0,0
5,2,0,0,0
1,0,0,0,0
4,2,0,0,0
5,6,3,0,0
2,2,0,0,0
16,8,0,0,0
4,0,0,0,0
5,0,0,0,0
2,0,0,0,0
15,14,3,0,0
15,20,0,0,0
16,20,0,0,0
1,0,0,0,0
13,2,0,0,0
5,0,0,0,0
3,0,0,0,0
7,6,0,0,0
2,0,0,0,0
5,4,0,0,0
7,2,0,0,0
16,12,0,0,0
14,12,0,0,0
7,0,0,0,0
10,6,0,0,0
73,70,12,0,0
25,20,0,0,0
96,12,0,0,0
17,0,0,0,0
7,4,0,0,0
8,0,0,0,0
1,0,0,0,0
6,4,0,0,0
4,0,0,0,0
2,0,0,0,0
1,0,0,0,0
4,0,0,0,0
21,4,0,0,0
4,0,0,0,0
23,16,0,0,0
3,0,0,0,0
2,0,0,0,0
27,10,0,0,0
5,0,0,0,0
6,0,0,0,0
3,0,0,0,0
4,0,0,0,0
10,12,0,0,0
9,6,0,0,0
5,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
29,4,0,0,0
6,0,0,0,0
6,0,0,0,0
60,10,0,0,0
2,0,0,0,0
90,96,12,0,0
1,0,0,0,0
5,0,0,0,0
40,6,0,0,0
26,0,0,0,0
3,2,0,0,0
50,70,15,0,0
27,4,0,0,0
8,0,0,0,0
9,0,0,0,0
11,12,0,0,0
7,0,0,0,0
8,12,0,0,0
5,0,0,0,0
11,0,0,0,0
4,0,0,0,0
22,12,0,0,0
6,2,0,0,0
6,0,0,0,0
3,0,0,0,0
9,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
5,2,0,0,0
5,0,0,0,0
9,8,0,0,0
5,0,0,0,0
6,8,0,0,0
6,2,0,0,0
6,2,0,0,0
5,2,0,0,0
2,0,0,0,0
3,0,0,0,0
1,0,0,0,0
10,4,0,0,0
2,0,0,0,0
3,0,0,0,0
2,0,0,0,0
1,0,0,0,0
5,2,0,0,0
65,78,12,0,0
3,2,0,0,0
7,2,0,0,0
10,6,0,0,0
12,4,0,0,0
8,6,3,0,0
3,2,0,0,0
3,0,0,0,0
11,18,9,0,0
3,6,3,0,0
4,2,0,0,0
2,2,0,0,0
6,2,0,0,0
3,0,0,0,0
4,2,0,0,0
4,4,0,0,0
2,0,0,0,0
9,4,0,0,0
4,0,0,0,0
1,0,0,0,0
3,2,0,0,0
4,2,0,0,0
3,0,0,0,0
8,8,3,0,0
2,2,0,0,0
4,0,0,0,0
2,0,0,0,0
2,0,0,0,0
2,2,0,0,0
15,2,0,0,0
3,4,0,0,0
2,0,0,0,0
1,0,0,0,0
11,4,0,0,0
5,0,0,0,0
4,2,0,0,0
2,0,0,0,0
2,2,0,0,0
96,30,0,0,0
1,0,0,0,0
3,2,0,0,0
1,0,0,0,0
32,26,6,0,0
28,12,0,0,0
10,2,0,0,0
6,8,3,0,0
8,8,0,0,0
4,2,0,0,0
5,0,0,0,0
8,0,0,0,0
2,0,0,0,0
8,12,6,0,0
4,0,0,0,0
8,8,0,0,0
4,0,0,0,0
10,8,0,0,0
1,0,0,0,0
3,0,0,0,0
3,2,0,0,0
7,6,0,0,0
63,46,6,0,0
4,0,0,0,0
2,0,0,0,0
3,0,0,0,0
2,0,0,0,0
29,30,6,0,0
14,16,9,0,0
10,4,0,0,0
9,0,0,0,0
2,0,0,0,0
14,2,0,0,0
9,2,0,0,0
5,0,0,0,0
18,2,0,0,0
13,2,0,0,0
7,2,0,0,0
2,0,0,0,0
1,0,0,0,0
5,0,0,0,0
3,0,0,0,0
23,0,0,0,0
17,2,0,0,0
1,0,0,0,0
14,14,3,0,0
10,0,0,0,0
5,0,0,0,0
5,6,0,0,0
13,2,0,0,0
8,10,0,0,0
12,4,0,0,0
41,86,21,0,0
4,0,0,0,0
18,26,6,0,0
1,0,0,0,0
13,4,0,0,0
11,22,6,0,0
7,0,0,0,0
36,28,0,0,0
3,2,0,0,0
18,24,0,0,0
13,4,0,0,0
1,0,0,0,0
5,2,0,0,0
10,6,0,0,0
2,0,0,0,0
2,0,0,0,0
3,0,0,0,0
11,2,0,0,0
4,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
8,4,0,0,0
3,0,0,0,0
2,0,0,0,0
19,10,3,0,0
6,6,0,0,0
2,0,0,0,0
21,6,0,0,0
18,10,3,0,0
1,0,0,0,0
13,10,0,0,0
24,30,6,0,0
2,0,0,0,0
8,8,0,0,0
2,0,0,0,0
5,0,0,0,0
29,26,3,0,0
17,42,24,8,0
4,0,0,0,0
16,18,3,0,0
7,2,0,0,0
3,0,0,0,0
21,42,15,0,0
9,2,0,0,0
2,0,0,0,0
5,0,0,0,0
5,2,0,0,0
2,0,0,0,0
11,4,0,0,0
4,2,0,0,0
2,0,0,0,0
8,0,0,0,0
17,32,9,0,0
50,80,39,8,0
13,16,0,0,0
2,0,0,0,0
9,2,0,0,0
8,12,6,0,0
4,2,0,0,0
3,0,0,0,0
15,12,3,0,0
2,0,0,0,0
20,56,27,8,0
8,2,0,0,0
8,4,0,0,0
4,0,0,0,0
26,30,6,0,0
19,4,0,0,0
22,16,6,0,0
3,0,0,0,0
4,0,0,0,0
8,10,0,0,0
4,4,0,0,0
5,0,0,0,0
3,2,0,0,0
6,0,0,0,0
7,8,0,0,0
23,40,18,0,0
17,12,0,0,0
25,36,6,0,0
21,4,0,0,0
14,0,0,0,0
19,32,18,4,0
4,2,0,0,0
3,0,0,0,0
14,24,0,0,0
3,0,0,0,0
10,34,27,8,0
2,0,0,0,0
18,6,0,0,0
3,6,3,0,0
2,0,0,0,0
10,16,3,0,0
2,0,0,0,0
4,0,0,0,0
11,0,0,0,0
1,0,0,0,0
14,0,0,0,0
5,0,0,0,0
1,0,0,0,0
1,0,0,0,0
42,42,3,0,0
6,0,0,0,0
6,8,3,0,0
5,0,0,0,0
21,2,0,0,0
16,0,0,0,0
33,0,0,0,0
5,0,0,0,0
4,0,0,0,0
32,44,12,0,0
8,0,0,0,0
11,0,0,0,0
3,2,0,0,0
3,0,0,0,0
3,2,0,0,0
5,2,0,0,0
4,0,0,0,0
2,0,0,0,0
6,0,0,0,0
8,0,0,0,0
2,0,0,0,0
3,0,0,0,0
2,0,0,0,0
5,0,0,0,0
12,4,0,0,0
1,0,0,0,0
5,2,0,0,0
1,0,0,0,0
1,0,0,0,0
13,6,0,0,0
19,0,0,0,0
2,0,0,0,0
19,28,6,0,0
4,0,0,0,0
4,0,0,0,0
3,0,0,0,0
5,0,0,0,0
13,14,0,0,0
2,0,0,0,0
6,2,0,0,0
8,12,3,0,0
48,32,3,0,0
6,0,0,0,0
14,24,15,4,0
8,4,0,0,0
7,12,3,0,0
1,0,0,0,0
4,0,0,0,0
1,0,0,0,0
12,2,0,0,0
2,0,0,0,0
1,0,0,0,0
13,0,0,0,0
3,0,0,0,0
16,8,0,0,0
1,0,0,0,0
11,0,0,0,0
6,4,0,0,0
11,0,0,0,0
36,42,0,0,0
3,0,0,0,0
5,0,0,0,0
13,2,0,0,0
10,4,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
4,0,0,0,0
11,4,0,0,0
3,2,0,0,0
3,0,0,0,0
2,0,0,0,0
4,0,0,0,0
1,0,0,0,0
23,10,0,0,0
2,0,0,0,0
7,8,0,0,0
3,2,0,0,0
7,6,0,0,0
7,4,0,0,0
8,2,0,0,0
4,2,0,0,0
12,18,0,0,0
4,4,0,0,0
10,18,3,0,0
4,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
1,0,0,0,0
3,2,0,0,0
12,12,0,0,0
15,0,0,0,0
12,2,0,0,0
15,2,0,0,0
4,0,0,0,0
14,22,3,0,0
7,12,3,0,0
23,20,3,0,0
9,2,0,0,0
4,2,0,0,0
5,0,0,0,0
44,46,6,0,0
16,14,0,0,0
7,4,0,0,0
5,0,0,0,0
25,4,0,0,0
11,10,0,0,0
8,8,3,0,0
1,0,0,0,0
4,4,0,0,0
20,14,3,0,0
1,0,0,0,0
3,4,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,2,0,0,0
1,0,0,0,0
9,14,6,0,0
7,2,0,0,0
5,0,0,0,0
8,0,0,0,0
1,0,0,0,0
2,0,0,0,0
4,0,0,0,0
13,2,0,0,0
2,0,0,0,0
2,0,0,0,0
3,0,0,0,0
7,2,0,0,0
3,0,0,0,0
9,4,0,0,0
6,0,0,0,0
3,0,0,0,0
9,6,0,0,0
8,2,0,0,0
8,4,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
2,0,0,0,0
2,0,0,0,0
7,0,0,0,0
8,0,0,0,0
3,0,0,0,0
4,0,0,0,0
3,0,0,0,0
23,8,0,0,0
1,0,0,0,0
4,0,0,0,0
6,6,0,0,0
10,0,0,0,0
3,6,3,0,0
3,6,3,0,0
3,6,3,0,0
4,6,3,0,0
21,20,3,0,0
4,2,0,0,0
4,0,0,0,0
2,2,0,0,0
3,2,0,0,0
5,2,0,0,0
5,2,0,0,0
3,2,0,0,0
33,38,9,0,0
7,0,0,0,0
8,2,0,0,0
17,2,0,0,0
4,2,0,0,0
1,0,0,0,0
2,0,0,0,0
8,14,3,0,0
5,10,6,0,0
9,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
9,0,0,0,0
5,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
10,36,69,64,30
4,0,0,0,0
1,0,0,0,0
3,0,0,0,0
2,0,0,0,0
4,2,0,0,0
7,6,3,0,0
1,0,0,0,0
5,2,0,0,0
3,0,0,0,0
5,0,0,0,0
2,0,0,0,0
4,0,0,0,0
7,0,0,0,0
3,0,0,0,0
2,0,0,0,0
11,16,6,0,0
4,0,0,0,0
3,0,0,0,0
3,0,0,0,0
2,0,0,0,0
1,0,0,0,0
8,0,0,0,0
3,0,0,0,0
4,2,0,0,0
8,2,0,0,0
5,0,0,0,0
12,8,0,0,0
6,0,0,0,0
9,6,0,0,0
2,0,0,0,0
4,4,0,0,0
8,4,0,0,0
2,0,0,0,0
3,0,0,0,0
14,2,0,0,0
4,2,0,0,0
5,0,0,0,0
2,0,0,0,0
4,0,0,0,0
6,6,0,0,0
10,2,0,0,0
3,0,0,0,0
4,0,0,0,0
2,0,0,0,0
2,0,0,0,0
2,0,0,0,0
2,2,0,0,0
5,0,0,0,0
2,0,0,0,0
4,0,0,0,0
4,0,0,0,0
3,0,0,0,0
3,0,0,0,0
6,4,0,0,0
24,12,3,0,0
17,6,0,0,0
7,0,0,0,0
7,4,0,0,0
6,8,0,0,0
6,0,0,0,0
1,0,0,0,0
3,0,0,0,0
6,8,0,0,0
11,4,0,0,0
1,0,0,0,0
12,4,0,0,0
14,8,0,0,0
3,0,0,0,0
3,0,0,0,0
5,2,0,0,0
1,0,0,0,0
6,6,0,0,0
9,32,60,60,30
1,0,0,0,0
2,2,0,0,0
7,4,0,0,0
5,8,3,0,0
1,0,0,0,0
6,0,0,0,0
1,0,0,0,0
9,4,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
9,4,0,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
41,22,0,0,0
11,6,0,0,0
17,6,0,0,0
3,0,0,0,0
2,0,0,0,0
4,8,3,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
4,0,0,0,0
1,0,0,0,0
10,10,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,2,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,2,0,0,0
7,8,0,0,0
14,2,0,0,0
7,2,0,0,0
2,0,0,0,0
5,2,0,0,0
6,8,3,0,0
7,2,0,0,0
2,0,0,0,0
1,0,0,0,0
6,2,0,0,0
9,4,0,0,0
3,4,0,0,0
4,0,0,0,0
4,0,0,0,0
8,4,0,0,0
5,2,0,0,0
2,0,0,0,0
5,2,0,0,0
3,2,0,0,0
8,0,0,0,0
3,0,0,0,0
3,0,0,0,0
15,12,0,0,0
8,0,0,0,0
7,2,0,0,0
4,0,0,0,0
2,0,0,0,0
7,0,0,0,0
6,2,0,0,0
15,2,0,0,0
3,2,0,0,0
7,16,9,0,0
6,2,0,0,0
3,2,0,0,0
6,6,0,0,0
9,30,33,12,0
14,48,48,12,0
9,10,6,0,0
5,8,3,0,0
17,44,45,12,0
11,8,0,0,0
1,0,0,0,0
1,0,0,0,0
5,4,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
7,8,0,0,0
5,4,0,0,0
4,0,0,0,0
2,0,0,0,0
1,0,0,0,0
3,0,0,0,0
3,0,0,0,0
2,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
2,0,0,0,0
6,0,0,0,0
1,0,0,0,0
2,0,0,0,0
4,0,0,0,0
1,0,0,0,0
3,0,0,0,0
4,0,0,0,0
3,0,0,0,0
3,0,0,0,0
4,0,0,0,0
4,4,0,0,0
6,6,0,0,0
6,2,0,0,0
6,2,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
5,0,0,0,0
9,2,0,0,0
5,0,0,0,0
9,14,6,0,0
4,0,0,0,0
3,0,0,0,0
2,0,0,0,0
5,8,3,0,0
14,48,45,12,0
2,0,0,0,0
5,0,0,0,0
1,0,0,0,0
5,2,0,0,0
16,2,0,0,0
7,6,0,0,0
5,0,0,0,0
4,0,0,0,0
17,20,0,0,0
4,0,0,0,0
15,2,0,0,0
11,20,6,0,0
1,0,0,0,0
7,2,0,0,0
4,0,0,0,0
5,2,0,0,0
5,0,0,0,0
11,12,0,0,0
4,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
8,14,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
14,6,0,0,0
2,0,0,0,0
5,0,0,0,0
4,4,0,0,0
6,0,0,0,0
4,4,0,0,0
3,0,0,0,0
4,0,0,0,0
4,0,0,0,0
2,2,0,0,0
4,2,0,0,0
3,2,0,0,0
7,0,0,0,0
9,2,0,0,0
5,6,3,0,0
8,18,9,0,0
7,4,0,0,0
3,2,0,0,0
4,2,0,0,0
9,2,0,0,0
2,0,0,0,0
4,0,0,0,0
5,4,0,0,0
4,0,0,0,0
1,0,0,0,0
3,2,0,0,0
2,2,0,0,0
46,4,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
13,10,3,0,0
2,0,0,0,0
1,0,0,0,0
4,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,2,0,0,0
2,0,0,0,0
2,0,0,0,0
2,0,0,0,0
4,0,0,0,0
1,0,0,0,0
3,2,0,0,0
3,0,0,0,0
4,6,0,0,0
8,2,0,0,0
11,18,9,0,0
3,0,0,0,0
4,0,0,0,0
3,4,0,0,0
3,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
4,0,0,0,0
4,6,0,0,0
20,0,0,0,0
9,12,0,0,0
8,0,0,0,0
4,0,0,0,0
6,4,0,0,0
6,2,0,0,0
2,0,0,0,0
16,30,60,60,30
4,0,0,0,0
1,0,0,0,0
5,2,0,0,0
3,0,0,0,0
2,0,0,0,0
6,2,0,0,0
5,2,0,0,0
2,2,0,0,0
3,2,0,0,0
8,0,0,0,0
3,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
3,0,0,0,0
2,0,0,0,0
6,6,0,0,0
3,0,0,0,0
2,0,0,0,0
1,0,0,0,0
8,0,0,0,0
10,2,0,0,0
6,0,0,0,0
8,10,3,0,0
4,2,0,0,0
5,0,0,0,0
3,0,0,0,0
5,0,0,0,0
1,0,0,0,0
6,2,0,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
11,4,0,0,0
8,8,0,0,0
3,0,0,0,0
4,4,0,0,0
4,4,0,0,0
3,2,0,0,0
5,0,0,0,0
2,2,0,0,0
7,8,0,0,0
3,4,0,0,0
4,4,0,0,0
12,6,0,0,0
21,16,0,0,0
9,2,0,0,0
4,0,0,0,0
3,2,0,0,0
5,4,0,0,0
1,0,0,0,0
4,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,2,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
1,0,0,0,0
3,0,0,0,0
5,4,0,0,0
2,0,0,0,0
1,0,0,0,0
4,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,2,0,0,0
2,0,0,0,0
5,0,0,0,0
3,0,0,0,0
1,0,0,0,0
4,2,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
6,4,0,0,0
3,2,0,0,0
4,0,0,0,0
3,2,0,0,0
1,0,0,0,0
1,0,0,0,0
11,4,0,0,0
1,0,0,0,0
1,0,0,0,0
8,0,0,0,0
2,0,0,0,0
5,0,0,0,0
3,0,0,0,0
4,0,0,0,0
2,0,0,0,0
1,0,0,0,0
3,0,0,0,0
10,8,0,0,0
2,0,0,0,0
5,8,0,0,0
1,0,0,0,0
4,8,3,0,0
7,12,0,0,0
4,6,3,0,0
7,8,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
6,0,0,0,0
1,0,0,0,0
1,0,0,0,0
9,0,0,0,0
4,0,0,0,0
14,8,0,0,0
14,16,0,0,0
13,6,0,0,0
11,4,0,0,0
13,4,0,0,0
15,0,0,0,0
1,0,0,0,0
2,0,0,0,0
2,0,0,0,0
4,0,0,0,0
1,0,0,0,0
7,2,0,0,0
1,0,0,0,0
16,8,0,0,0
7,0,0,0,0
9,6,0,0,0
8,8,0,0,0
12,2,0,0,0
3,0,0,0,0
14,10,0,0,0
3,0,0,0,0
5,0,0,0,0
4,0,0,0,0
6,4,0,0,0
9,2,0,0,0
2,0,0,0,0
2,0,0,0,0
3,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
4,4,0,0,0
2,2,0,0,0
7,2,0,0,0
3,0,0,0,0
3,6,3,0,0
2,0,0,0,0
2,0,0,0,0
5,8,0,0,0
4,2,0,0,0
4,0,0,0,0
11,4,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
6,0,0,0,0
4,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
4,2,0,0,0
4,2,0,0,0
16,24,24,8,0
11,6,3,0,0
2,0,0,0,0
3,0,0,0,0
12,36,24,4,0
14,2,0,0,0
5,0,0,0,0
1,0,0,0,0
6,0,0,0,0
3,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
5,0,0,0,0
4,4,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,2,0,0,0
3,0,0,0,0
5,2,0,0,0
1,0,0,0,0
3,0,0,0,0
3,4,0,0,0
1,0,0,0,0
1,0,0,0,0
4,0,0,0,0
3,2,0,0,0
5,2,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
9,0,0,0,0
3,0,0,0,0
5,0,0,0,0
2,0,0,0,0
3,2,0,0,0
5,0,0,0,0
1,0,0,0,0
1,0,0,0,0
7,0,0,0,0
4,6,0,0,0
2,0,0,0,0
4,0,0,0,0
3,0,0,0,0
3,0,0,0,0
10,4,0,0,0
5,0,0,0,0
12,4,0,0,0
3,2,0,0,0
8,6,0,0,0
8,0,0,0,0
1,0,0,0,0
5,0,0,0,0
2,0,0,0,0
4,0,0,0,0
4,8,3,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
4,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
4,2,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
4,0,0,0,0
1,0,0,0,0
1,0,0,0,0
4,4,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
4,0,0,0,0
1,0,0,0,0
4,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
2,0,0,0,0
4,0,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
4,2,0,0,0
2,0,0,0,0
7,16,6,0,0
2,0,0,0,0
1,0,0,0,0
5,0,0,0,0
10,6,0,0,0
2,0,0,0,0
6,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
4,0,0,0,0
6,0,0,0,0
2,0,0,0,0
6,0,0,0,0
1,0,0,0,0
10,8,0,0,0
10,0,0,0,0
5,0,0,0,0
4,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
9,4,0,0,0
1,0,0,0,0
1,0,0,0,0
5,2,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
5,6,0,0,0
2,0,0,0,0
6,6,0,0,0
3,4,0,0,0
1,0,0,0,0
3,0,0,0,0
2,2,0,0,0
8,8,0,0,0
1,0,0,0,0
1,0,0,0,0
7,0,0,0,0
2,0,0,0,0
4,0,0,0,0
5,8,0,0,0
5,8,0,0,0
5,0,0,0,0
4,4,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
6,0,0,0,0
4,0,0,0,0
8,0,0,0,0
2,0,0,0,0
2,0,0,0,0
2,0,0,0,0
5,0,0,0,0
5,0,0,0,0
5,0,0,0,0
2,0,0,0,0
3,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
5,0,0,0,0
3,0,0,0,0
3,0,0,0,0
1,0,0,0,0
4,0,0,0,0
2,0,0,0,0
2,2,0,0,0
2,0,0,0,0
3,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
8,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,2,0,0,0
2,0,0,0,0
2,0,0,0,0
1,0,0,0,0
1,0,0,0,0
4,0,0,0,0
5,4,0,0,0
6,4,0,0,0
8,0,0,0,0
3,0,0,0,0
6,4,0,0,0
3,2,0,0,0
2,0,0,0,0
10,4,0,0,0
3,0,0,0,0
1,0,0,0,0
4,0,0,0,0
8,6,0,0,0
