"0,2-d","1,2-d","3,2-d","4,2-d","5,2-d"
74,23,0,0,0
75,23,0,0,0
72,22,0,0,0
77,26,6,0,0
74,24,3,0,0
80,30,9,0,0
74,24,3,0,0
72,22,0,0,0
72,22,0,0,0
72,22,0,0,0
72,22,0,0,0
73,23,0,0,0
72,22,0,0,0
75,22,0,0,0
72,22,0,0,0
72,22,0,0,0
75,25,3,0,0
72,22,0,0,0
75,24,0,0,0
72,22,0,0,0
53,3,0,0,0
54,4,0,0,0
55,4,0,0,0
45,4,0,0,0
44,4,0,0,0
46,5,0,0,0
46,4,0,0,0
45,4,3,0,0
51,7,3,0,0
48,6,3,0,0
49,7,3,0,0
46,4,0,0,0
38,0,0,0,0
43,3,0,0,0
43,2,0,0,0
37,1,0,0,0
42,5,0,0,0
41,4,0,0,0
43,5,0,0,0
41,4,0,0,0
41,4,3,0,0
47,7,3,0,0
44,5,0,0,0
44,6,3,0,0
45,6,3,0,0
18,0,0,0,0
5,1,0,0,0
5,1,0,0,0
5,1,0,0,0
13,3,0,0,0
16,0,0,0,0
17,0,0,0,0
28,6,3,0,0
23,4,3,0,0
30,1,0,0,0
39,5,0,0,0
29,7,3,0,0
13,1,0,0,0
5,1,0,0,0
16,5,3,0,0
23,1,0,0,0
18,0,0,0,0
50,12,0,0,0
39,3,0,0,0
16,2,0,0,0
17,3,0,0,0
18,3,0,0,0
16,3,0,0,0
13,3,0,0,0
2,1,0,0,0
4,2,0,0,0
11,1,0,0,0
10,2,0,0,0
47,6,0,0,0
43,6,3,0,0
54,11,3,0,0
25,5,3,0,0
9,2,0,0,0
8,1,0,0,0
28,1,0,0,0
10,3,0,0,0
10,3,0,0,0
9,2,0,0,0
13,4,0,0,0
12,4,0,0,0
15,4,0,0,0
10,4,0,0,0
9,1,0,0,0
41,9,6,9,0
42,9,6,9,0
41,9,6,9,0
42,9,6,9,0
41,9,6,9,0
42,9,6,9,0
10,1,0,0,0
0,0,0,0,0
46,12,12,54,76
45,12,12,54,76
48,13,12,54,76
49,13,12,54,76
48,13,12,54,76
46,12,12,54,76
49,13,12,54,76
50,14,12,54,76
49,13,12,54,76
48,13,12,54,76
49,13,12,54,76
48,13,12,54,76
52,15,15,63,76
51,15,15,63,76
52,15,15,63,76
38,13,3,0,0
25,5,0,0,0
24,6,3,0,0
6,0,0,0,0
5,0,0,0,0
43,12,12,54,76
46,12,12,54,76
47,13,12,54,76
46,12,12,54,76
45,12,12,54,76
46,12,12,54,76
45,12,12,54,76
49,13,12,54,76
48,13,12,54,76
49,13,12,54,76
0,0,0,0,0
2,1,0,0,0
5,1,0,0,0
1,0,0,0,0
1,0,0,0,0
3,1,0,0,0
16,4,3,0,0
3,1,0,0,0
1,0,0,0,0
2,1,0,0,0
12,2,0,0,0
17,1,0,0,0
21,1,0,0,0
30,6,0,0,0
37,7,3,0,0
38,12,0,0,0
20,5,3,0,0
18,7,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
43,5,0,0,0
30,6,0,0,0
55,9,0,0,0
55,8,0,0,0
51,7,3,0,0
62,15,6,0,0
33,6,3,0,0
37,12,0,0,0
26,2,0,0,0
44,5,0,0,0
43,4,0,0,0
45,3,0,0,0
15,1,0,0,0
5,0,0,0,0
29,5,0,0,0
29,3,0,0,0
52,10,3,0,0
56,11,3,0,0
48,4,0,0,0
34,5,0,0,0
52,8,0,0,0
0,0,0,0,0
36,5,0,0,0
2,1,0,0,0
55,12,6,0,0
50,8,0,0,0
50,8,0,0,0
56,13,0,0,0
36,11,0,0,0
37,12,0,0,0
38,13,3,0,0
36,11,0,0,0
36,11,0,0,0
36,11,0,0,0
5,1,0,0,0
24,2,0,0,0
25,3,0,0,0
24,2,0,0,0
42,2,0,0,0
44,0,0,0,0
71,10,0,0,0
77,12,6,9,0
81,15,6,9,0
82,16,9,18,0
66,7,0,0,0
66,14,9,9,0
53,6,3,0,0
70,13,9,9,0
56,6,3,0,0
54,5,0,0,0
45,3,0,0,0
45,4,0,0,0
58,9,3,0,0
56,7,0,0,0
57,8,3,0,0
41,2,0,0,0
32,2,0,0,0
10,2,0,0,0
2,0,0,0,0
18,7,3,0,0
21,0,0,0,0
46,12,12,54,76
47,13,12,54,76
46,12,12,54,76
50,14,12,54,76
49,13,12,54,76
50,14,12,54,76
34,5,0,0,0
4,0,0,0,0
15,3,0,0,0
5,1,0,0,0
8,1,0,0,0
6,1,0,0,0
4,0,0,0,0
0,0,0,0,0
30,3,0,0,0
36,3,0,0,0
27,2,0,0,0
6,3,3,0,0
10,3,0,0,0
10,3,0,0,0
13,5,0,0,0
8,1,0,0,0
5,0,0,0,0
1,0,0,0,0
3,1,0,0,0
4,2,0,0,0
4,1,0,0,0
2,1,0,0,0
2,1,0,0,0
2,1,0,0,0
9,4,3,0,0
9,3,3,0,0
9,3,3,0,0
25,5,3,0,0
43,1,0,0,0
31,6,3,0,0
28,6,3,0,0
16,0,0,0,0
2,1,0,0,0
17,3,0,0,0
14,3,0,0,0
2,1,0,0,0
33,3,0,0,0
6,0,0,0,0
39,7,0,0,0
35,4,0,0,0
54,10,6,9,0
49,7,3,0,0
58,10,6,9,0
14,2,0,0,0
1,0,0,0,0
3,0,0,0,0
3,1,0,0,0
13,3,0,0,0
5,0,0,0,0
6,2,0,0,0
5,2,0,0,0
6,3,0,0,0
6,3,0,0,0
6,3,0,0,0
6,1,0,0,0
9,2,0,0,0
2,0,0,0,0
9,3,0,0,0
1,0,0,0,0
32,5,0,0,0
29,6,0,0,0
30,7,3,0,0
9,4,3,0,0
6,2,0,0,0
5,2,0,0,0
5,2,0,0,0
0,0,0,0,0
49,13,12,54,76
48,13,12,54,76
49,13,12,54,76
52,15,15,63,76
1,0,0,0,0
33,5,3,0,0
4,1,0,0,0
5,1,0,0,0
19,2,0,0,0
0,0,0,0,0
5,2,0,0,0
3,0,0,0,0
5,2,0,0,0
4,1,0,0,0
14,5,3,0,0
0,0,0,0,0
11,5,3,0,0
11,5,3,0,0
9,3,3,0,0
5,2,0,0,0
5,2,0,0,0
4,2,0,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
6,3,3,0,0
1,0,0,0,0
1,0,0,0,0
2,0,0,0,0
0,0,0,0,0
2,0,0,0,0
6,2,0,0,0
6,2,0,0,0
0,0,0,0,0
4,1,0,0,0
2,1,0,0,0
4,1,0,0,0
8,3,3,0,0
0,0,0,0,0
4,2,0,0,0
4,2,0,0,0
0,0,0,0,0
