"0,2-nd","1,2-nd","3,2-nd","4,2-nd"
14187,110,21,0
24757,196,51,216
58638,681,210,1233
53225,567,144,531
58518,562,75,288
49279,420,63,0
52561,420,60,126
49335,369,24,0
28980,278,57,126
30548,201,60,288
20211,154,27,0
28277,129,24,0
11367,27,9,0
13938,72,0,0
17041,86,18,0
7707,256,27,0
17344,185,87,162
8485,104,48,117
20122,132,48,117
8386,108,33,0
11809,85,12,0
12227,110,21,0
12943,97,48,117
24080,176,51,117
12953,93,27,0
16688,101,21,0
5927,57,9,0
6310,44,9,0
6790,35,12,0
13890,190,12,0
11497,56,12,0
11234,56,18,0
3756,35,9,0
6968,65,12,0
3688,38,12,0
60066,518,84,153
69121,762,123,153
44439,258,33,0
40348,151,0,0
41922,200,24,0
67192,400,39,0
64458,451,66,270
32565,180,0,0
29478,84,0,0
49336,331,12,0
40926,123,0,0
45972,161,12,0
37434,96,0,0
54001,401,24,0
65152,352,24,0
78362,742,141,432
59221,514,156,990
53753,268,0,0
81408,799,207,1134
58780,591,132,585
53626,375,114,792
50733,270,27,0
49979,344,114,783
92082,834,192,882
69769,615,147,873
63208,449,60,0
62638,343,45,81
76439,485,75,81
84151,734,78,81
70923,847,261,1656
49212,511,147,1098
43187,370,120,792
40125,277,105,783
63449,434,39,0
36991,110,0,0
45860,243,15,0
28005,85,0,0
34865,83,0,0
38049,117,0,0
28798,49,9,0
28116,62,0,0
31433,151,12,0
27978,53,0,0
56422,251,12,0
71515,786,219,1413
63348,432,51,0
66258,488,60,0
65911,618,150,792
78739,581,42,0
63636,470,114,783
46364,346,27,0
38585,282,18,0
41342,364,0,0
39675,351,48,0
56609,291,0,0
25969,27,9,0
33794,155,24,0
25914,0,0,0
36923,194,33,0
30218,106,21,0
31942,125,30,0
30304,140,15,0
44831,211,36,0
33057,19,0,0
31020,112,9,0
27320,40,9,0
26087,6,0,0
32341,116,21,0
27169,49,0,0
55487,245,21,0
37005,147,21,0
47230,268,63,81
57927,298,51,81
28998,86,18,0
34780,205,33,0
48648,335,48,0
58922,379,60,0
26425,20,0,0
29739,123,9,0
58163,319,30,0
33763,209,99,738
26223,4,0,0
70780,551,87,81
38653,317,96,657
22330,117,21,0
17780,185,93,657
16768,187,93,657
32270,209,93,657
31532,192,93,657
8549,313,102,657
5994,59,0,0
38531,256,21,0
2541,81,42,90
1434,48,36,90
1465,68,42,90
2469,68,42,90
2395,66,42,90
2420,100,72,162
2395,66,42,90
1284,64,42,90
1210,64,42,90
1095,44,36,90
1210,64,42,90
7841,258,27,0
55235,511,21,0
30878,113,0,0
39288,104,15,0
11139,85,9,0
11641,111,9,0
34236,139,0,0
3225,28,9,0
3216,25,9,0
3220,12,0,0
7004,68,9,0
4335,52,9,0
4405,80,0,0
4563,52,9,0
4214,102,48,81
5374,88,18,0
6577,72,39,81
6577,72,39,81
4616,56,18,0
5577,68,39,81
5577,68,39,81
6878,153,36,81
2884,17,9,0
2754,19,9,0
2793,0,0,0
16706,110,48,117
27514,201,51,117
16614,114,33,0
20688,96,21,0
19676,94,12,0
23450,99,0,0
20258,63,0,0
10641,46,12,0
10147,55,12,0
11842,21,0,0
10274,36,0,0
7333,21,0,0
6887,54,9,0
7813,75,36,81
6989,67,36,81
6922,57,9,0
7011,67,36,81
7894,61,0,0
7450,74,24,0
7798,104,12,0
7506,94,24,0
7472,55,12,0
7433,44,0,0
6837,76,24,0
6806,42,12,0
6770,44,12,0
18074,20,12,0
17872,20,12,0
9456,27,9,0
9457,52,0,0
8978,22,9,0
11481,44,12,0
10055,28,18,0
7751,15,9,0
6705,14,0,0
13332,246,15,0
12032,107,15,0
6636,18,0,0
6687,28,9,0
11279,44,12,0
10392,84,15,0
7600,53,9,0
7484,20,9,0
7362,70,12,0
6796,61,12,0
6780,54,9,0
6988,12,0,0
7727,52,36,81
7749,52,36,81
6925,44,36,81
6699,35,0,0
41011,413,147,945
60990,923,198,972
40334,392,144,945
43832,362,60,207
44551,432,96,315
50445,345,0,0
41726,299,15,0
39666,362,72,234
39771,275,0,0
34530,271,36,0
31372,202,18,0
43731,455,111,702
19006,379,141,945
33528,168,18,0
38035,176,18,0
47101,346,24,0
43061,437,108,702
49199,379,21,0
46174,464,66,207
41735,400,51,81
45980,620,126,360
40800,327,39,81
42052,441,96,279
40735,309,15,0
42480,360,54,144
40761,333,39,81
37788,80,0,0
24272,77,12,0
24237,66,12,0
26343,101,18,0
24199,113,21,0
26557,284,54,207
21404,82,0,0
15399,79,39,81
15519,81,39,81
26598,157,15,0
25875,77,18,0
23971,79,0,0
22927,133,27,0
22661,225,84,279
22941,152,48,144
19659,113,15,0
20235,54,0,0
17662,45,0,0
15488,65,12,0
20500,88,15,0
19207,59,12,0
18583,59,12,0
22705,83,12,0
20581,100,18,0
20120,106,12,0
13602,62,36,81
17444,130,45,144
15870,59,12,0
15246,59,12,0
18794,95,24,0
15222,68,15,0
15246,58,12,0
56310,645,147,747
33163,422,165,990
55873,330,30,0
31936,179,54,207
55914,608,132,747
58145,591,90,297
58634,661,111,315
58271,837,183,441
54882,620,102,324
81549,798,123,1494
66706,783,147,1323
78548,738,123,1494
69006,666,111,1386
89292,806,99,288
57903,627,75,288
76691,768,117,288
53941,518,51,207
31251,157,51,207
38865,211,57,207
39694,279,87,297
35198,176,48,198
33944,111,0,0
40033,380,87,315
71572,332,27,0
50666,207,0,0
31406,130,0,0
29827,93,0,0
31707,55,0,0
29268,47,0,0
29778,63,0,0
30621,42,0,0
31826,72,0,0
29817,27,9,0
29791,27,9,0
30801,27,0,0
36507,303,93,324
49647,343,36,0
59082,384,36,0
35136,155,0,0
67155,625,213,3951
54302,403,171,3447
64224,565,213,3951
54061,582,210,3816
54666,463,195,3708
33575,174,15,0
60038,384,72,576
45908,304,72,576
57023,323,72,576
37130,20,0,0
67506,950,279,3951
74169,1761,327,4446
70057,754,264,4329
70176,695,222,3951
57647,283,36,81
57317,263,36,81
57317,263,36,81
65293,788,279,3951
57424,501,225,3825
57918,420,177,3438
67168,693,264,4329
67287,633,222,3951
78602,257,0,0
58400,507,204,3843
98175,478,57,0
74873,383,111,531
69084,484,165,792
67197,298,123,639
86506,721,141,414
70910,262,30,0
67636,320,93,531
70426,408,30,0
64400,96,12,0
85698,368,39,0
28784,74,36,81
28784,74,36,81
43211,194,93,531
39687,150,90,531
40700,136,84,522
28454,54,36,81
28108,14,0,0
54111,220,12,0
34386,200,114,639
56839,379,105,414
35568,173,90,531
53882,284,60,261
32044,129,87,531
28501,0,0,0
28229,7,0,0
28666,35,0,0
54040,227,0,0
56572,350,30,0
28121,15,0,0
28049,13,9,0
44449,510,144,585
53117,799,270,1989
32751,367,87,261
27852,331,159,1683
23780,309,156,1683
24931,309,156,1683
26172,197,0,0
26376,446,198,1845
63643,641,165,639
42463,337,96,315
49298,290,21,0
45207,346,57,144
36992,318,84,441
13340,35,0,0
51728,519,117,315
55809,415,63,144
47519,429,162,1683
45809,332,48,0
44109,361,159,1683
43476,267,21,0
45260,361,159,1683
43478,249,0,0
46802,469,207,1845
37021,222,21,0
33299,229,54,144
22945,166,24,0
20035,144,21,0
28295,76,0,0
30694,180,0,0
27596,124,0,0
13671,36,0,0
10788,14,0,0
13078,16,0,0
15953,180,144,1665
17104,180,144,1665
19362,228,153,1683
16973,50,0,0
16904,174,30,0
12807,172,144,1665
15065,220,153,1683
16216,220,153,1683
12538,11,0,0
14068,17,0,0
40377,336,60,90
47623,396,45,0
38334,549,90,81
40946,334,66,90
32143,268,54,81
37875,301,60,90
38145,302,48,81
30770,241,42,0
34558,214,54,90
31341,171,15,0
30028,334,48,90
26246,404,30,0
34156,105,0,0
19999,123,18,0
17523,65,0,0
17484,111,18,0
13983,71,9,0
23837,262,9,0
22266,255,9,0
40031,380,66,81
41997,251,21,0
32065,210,45,81
32533,172,45,81
23641,346,63,81
21455,255,15,0
30145,336,51,81
23398,320,54,81
22131,330,48,0
21610,294,18,0
21456,253,15,0
23313,309,60,81
32496,122,15,0
31348,248,54,90
14701,45,12,0
26035,77,12,0
22233,128,24,0
22044,135,18,0
61243,1464,45,0
56585,450,45,0
52858,441,45,0
22971,141,45,81
13477,89,15,0
25733,112,0,0
21250,123,18,0
19270,90,12,0
15240,146,54,81
12283,75,15,0
14456,114,21,0
54154,343,12,0
37648,48,0,0
3258,44,0,0
3699,12,0,0
1339,8,0,0
1538,1,0,0
2219,2,0,0
1058,1,0,0
14583,79,0,0
34246,286,15,0
25402,119,15,0
30244,181,24,0
30809,189,24,0
21296,237,15,0
17517,159,18,0
11233,106,21,0
20731,172,18,0
10695,72,12,0
17282,141,24,0
16539,135,24,0
17003,61,0,0
15980,214,117,621
16757,199,96,576
20266,196,114,621
11965,132,87,576
10419,89,48,189
6646,67,15,0
6319,30,0,0
16038,421,123,594
20276,292,132,639
12236,202,102,594
10983,121,48,189
20004,409,114,594
12878,202,99,585
5163,44,12,0
16316,212,102,594
15179,121,48,189
5397,100,42,90
5024,48,36,90
5378,74,42,90
5082,48,36,90
5434,74,42,90
4962,44,36,90
7726,8,0,0
367,0,0,0
9267,268,36,0
7399,48,12,0
36545,393,129,747
59620,299,30,0
34946,180,51,207
8187,274,51,207
10921,244,9,0
8019,244,9,0
7707,244,9,0
8289,246,12,0
7707,244,9,0
35701,171,9,0
32101,58,9,0
8336,33,9,0
10312,27,9,0
5406,33,9,0
63973,787,114,198
46417,310,39,0
63129,331,72,198
42162,350,84,198
36650,143,21,0
53593,556,123,531
51273,242,96,531
29381,300,96,531
22574,169,84,522
67593,898,216,747
49223,494,96,207
48238,400,69,261
40569,320,24,0
41856,476,153,666
45967,437,102,351
39140,234,0,0
38712,272,51,135
56991,661,105,261
48886,431,0,0
52146,619,180,1683
74183,810,174,576
48961,537,162,1683
50112,537,162,1683
51154,706,243,1953
54762,699,198,810
49931,454,21,0
48982,500,102,531
32165,328,81,207
35896,329,75,162
28817,145,45,135
55759,256,33,0
20470,188,0,0
16156,13,0,0
21994,210,147,1674
23145,210,147,1674
24903,319,156,1683
16603,22,9,0
17071,27,9,0
53233,320,123,576
46392,203,93,531
19073,188,144,1674
20831,297,153,1683
21982,297,153,1683
19028,16,0,0
27317,409,105,351
20146,224,48,135
24873,228,93,531
17163,8,0,0
15860,12,9,0
15836,12,9,0
15680,11,9,0
16188,13,9,0
3341,25,0,0
3731,36,0,0
3416,43,0,0
3531,98,0,0
4403,18,0,0
14819,42,9,0
14575,42,9,0
4056,41,9,0
3969,49,9,0
4397,32,0,0
2968,5,0,0
3747,3,0,0
2707,3,0,0
3049,12,9,0
2872,11,9,0
3541,66,42,90
3798,44,36,90
3368,64,42,90
3735,44,36,90
3309,66,42,90
3554,44,36,90
2907,11,9,0
23439,97,9,0
3242,29,12,0
3916,28,12,0
2759,37,9,0
2960,82,9,0
2912,22,0,0
2952,80,9,0
2811,21,9,0
4037,38,12,0
2861,41,9,0
2991,94,9,0
2959,92,12,0
2798,34,12,0
3144,90,12,0
3052,80,9,0
2950,92,18,0
2934,38,12,0
3336,27,0,0
35269,185,0,0
43582,280,54,90
60950,308,0,0
39353,369,51,90
32537,106,0,0
88307,714,99,216
70165,630,81,144
79295,720,111,198
88423,396,24,0
55682,440,24,0
60347,576,90,198
55309,354,27,0
54845,419,69,90
53943,351,12,0
55025,389,48,90
69066,451,48,0
50561,398,48,0
42534,402,57,0
37265,285,42,0
40630,341,48,0
34248,153,0,0
24868,58,12,0
72384,801,114,144
67997,506,33,0
63126,285,21,0
60300,244,45,90
59795,248,42,90
48607,449,45,0
49818,421,48,0
67018,433,36,0
39417,209,12,0
35900,294,36,0
33171,337,72,81
39056,377,75,81
32079,290,39,0
31931,236,15,0
32578,215,18,0
31394,215,18,0
40057,347,84,162
38139,297,60,90
38272,360,57,90
33284,139,0,0
26534,132,27,0
26603,116,18,0
85326,203,24,0
58203,307,63,198
50686,154,12,0
52116,208,30,0
31494,245,66,81
24769,101,18,0
23585,101,18,0
30744,153,18,0
35185,233,54,90
35814,235,51,90
30211,139,0,0
32801,377,72,90
23255,50,12,0
27430,27,0,0
22471,5,0,0
28041,53,0,0
22280,72,18,0
22418,34,0,0
24483,126,42,90
9804,84,21,0
17981,122,15,0
9638,49,0,0
12852,49,15,0
3223,30,0,0
6428,48,12,0
3814,40,0,0
3629,13,0,0
3619,12,0,0
3447,82,9,0
3860,53,9,0
4133,53,9,0
3784,60,36,81
4356,141,36,81
3785,62,36,81
2149,9,0,0
2143,0,0,0
3319,66,36,81
2431,49,36,81
2370,0,0,0
3310,66,36,81
19976,106,27,0
17825,87,15,0
16769,80,24,0
46640,204,21,0
9378,50,0,0
9479,73,15,0
11204,61,0,0
4833,6,0,0
5049,87,81,486
6187,91,81,486
7009,91,81,486
5189,87,81,486
6160,97,81,486
6982,97,81,486
5063,112,81,486
7670,176,81,486
6300,97,81,486
7134,89,15,0
7122,97,81,486
4942,41,15,0
5378,68,15,0
3552,40,15,0
904,0,0,0
10553,112,12,0
17267,131,21,0
70032,430,96,531
50159,325,96,531
43869,173,84,522
23213,131,21,0
14752,95,0,0
14567,64,0,0
21009,386,21,0
46539,198,87,531
39188,128,81,513
11553,94,9,0
11452,84,9,0
9967,81,0,0
18371,168,12,0
9835,87,0,0
13880,93,9,0
25052,116,21,0
17029,24,0,0
13725,26,9,0
8375,28,0,0
17217,159,81,522
8759,46,0,0
8034,20,0,0
8086,0,0,0
7739,22,0,0
7480,0,0,0
11936,15,0,0
85370,7,0,0
7595,8,0,0
20096,109,15,0
34085,333,72,405
20760,89,0,0
21703,238,72,405
22355,318,75,405
35976,140,12,0
34784,115,15,0
32499,372,72,90
27711,186,33,0
24027,180,15,0
59395,508,66,0
33356,288,96,594
33356,288,96,594
36342,420,156,891
38437,481,168,1062
36821,304,30,0
37599,436,144,891
33008,370,168,1062
48668,249,30,0
46737,420,39,0
43868,141,15,0
16740,211,84,567
23049,281,96,594
17316,187,96,594
23049,281,96,594
17316,187,96,594
25758,245,12,0
19082,245,12,0
21391,176,0,0
17761,27,9,0
18223,54,9,0
15071,29,0,0
26578,337,105,684
25317,335,132,864
21017,232,105,684
27659,373,102,684
23264,238,12,0
22399,379,174,999
14354,11,0,0
19627,73,15,0
20696,164,12,0
20763,177,12,0
22059,273,102,684
13746,47,9,0
21143,57,18,0
21204,70,18,0
13908,83,24,0
66784,583,102,315
91670,847,120,297
69552,602,123,423
75187,605,42,0
60456,355,15,0
60456,355,15,0
61851,530,114,549
65412,546,72,279
58817,324,0,0
71615,657,102,252
48901,456,36,0
43038,372,57,252
54769,446,69,252
41197,360,78,207
44881,384,57,162
37305,283,18,0
37406,251,45,135
37942,235,0,0
34091,64,12,0
34091,64,12,0
32444,62,0,0
52990,424,123,1008
70424,858,330,2169
48908,496,117,513
43058,413,132,1017
54807,486,198,1566
42359,415,183,1242
39152,333,153,1161
42733,403,102,450
41730,159,0,0
51994,305,39,0
48053,350,54,144
42403,258,24,0
76702,595,132,1017
46790,436,120,990
59402,417,123,999
44166,176,0,0
42814,179,0,0
71947,712,174,657
66668,593,165,1062
75889,915,255,1611
65819,604,204,1242
63399,467,162,1161
62748,344,18,0
66682,533,111,450
40025,292,45,0
43727,347,78,261
49568,390,144,1062
32191,122,0,0
49578,325,117,855
45938,294,108,846
33197,240,135,1062
37352,250,69,342
34396,139,24,0
36511,134,0,0
28482,38,0,0
28517,31,0,0
29179,169,21,0
38057,286,81,351
30490,152,48,135
35052,114,0,0
26402,16,0,0
27113,225,225,4050
27113,225,225,4050
27113,225,225,4050
27113,225,225,4050
27113,225,225,4050
27113,225,225,4050
27113,225,225,4050
27113,225,225,4050
27113,225,225,4050
27113,225,225,4050
27113,225,225,4050
27113,225,225,4050
27113,225,225,4050
27113,225,225,4050
27113,225,225,4050
27113,225,225,4050
27113,225,225,4050
27113,225,225,4050
27113,225,225,4050
27113,225,225,4050
27113,225,225,4050
13763,53,12,0
12770,36,9,0
4813,46,9,0
10331,21,9,0
1791,0,0,0
34198,146,15,0
4333,50,9,0
5250,104,15,0
4975,54,0,0
3997,50,9,0
4070,46,0,0
33505,95,15,0
32873,39,0,0
37000,87,0,0
1434,17,9,0
1073,11,9,0
1357,15,9,0
1357,15,9,0
1786,23,0,0
55715,306,33,0
58740,391,75,144
72968,549,45,0
80941,295,27,0
49004,281,24,0
46657,222,21,0
48030,109,15,0
65441,354,0,0
64749,263,24,0
78788,390,15,0
83656,651,156,882
87021,895,129,144
76700,517,54,0
90535,486,33,0
74558,383,48,90
74259,371,45,90
59478,349,27,0
80831,597,30,0
57529,177,0,0
42365,260,147,1674
43516,260,147,1674
45371,340,159,1683
58930,216,45,81
67557,419,42,81
80671,632,51,81
57579,185,21,0
57579,185,21,0
98111,431,36,0
71341,539,132,576
65017,401,93,531
65550,417,39,0
65564,378,15,0
40471,179,30,0
38955,69,0,0
96972,221,0,0
71132,255,0,0
43501,255,48,0
46896,295,42,0
40106,192,144,1674
41961,272,156,1683
43112,272,156,1683
47994,410,87,279
45517,263,93,531
37264,38,0,0
38888,81,12,0
39965,166,51,90
40224,124,27,0
38714,104,0,0
37300,64,12,0
37312,66,12,0
37429,61,18,0
40492,93,18,0
38181,29,0,0
37153,40,9,0
37265,34,9,0
37315,39,12,0
38008,15,9,0
38120,11,9,0
37179,41,0,0
37246,31,9,0
38969,15,9,0
37327,41,12,0
37474,19,0,0
39254,31,0,0
62985,511,87,126
57210,434,93,252
66583,742,105,252
55954,347,66,126
52220,260,18,0
56579,246,18,0
31876,271,63,126
31906,139,0,0
30274,181,21,0
39485,292,63,252
25167,135,0,0
43760,285,21,0
38195,163,18,0
14755,0,0,0
29682,251,54,0
30273,198,21,0
33421,278,42,0
27760,196,21,0
19613,130,18,0
19098,134,18,0
21219,208,42,0
14914,75,0,0
42016,107,15,0
44612,228,24,0
48771,216,18,0
41244,73,12,0
42882,168,15,0
15852,48,15,0
17888,128,24,0
27713,179,18,0
23683,71,0,0
19715,68,12,0
26844,274,66,162
19453,121,42,135
20362,88,0,0
14582,79,9,0
15170,79,9,0
14584,75,0,0
15244,79,0,0
19008,72,0,0
15658,43,0,0
14908,21,9,0
14352,0,0,0
16917,99,27,0
4136,170,144,1683
3339,156,144,1647
5264,192,150,1701
3843,182,150,1701
3832,180,150,1692
4410,170,144,1656
5887,294,153,1701
4841,209,153,1701
4832,201,150,1701
5481,198,144,1692
4132,179,144,1692
4180,168,144,1683
5850,255,162,1710
5918,234,159,1710
4529,223,159,1710
34268,161,48,207
41421,289,90,279
41337,443,147,414
37798,231,63,198
51588,579,90,216
39756,205,54,135
40399,220,48,0
76752,335,42,0
55416,534,24,0
40059,98,12,0
39885,136,27,0
41739,554,135,387
74081,411,60,0
51520,722,114,171
39076,245,30,0
32604,136,39,81
32565,142,39,81
69904,330,24,0
32491,103,0,0
32854,131,21,0
33728,36,0,0
38257,454,147,441
39115,342,57,144
51365,501,63,0
61538,499,63,0
51608,832,141,216
40419,405,66,135
39336,345,48,108
37085,291,0,0
38082,343,48,108
31471,76,36,81
35114,173,54,144
35330,186,48,108
34081,174,48,108
33415,69,15,0
33770,90,0,0
71497,897,231,1953
78726,1645,234,1953
74902,626,177,1863
67563,462,126,1332
61911,253,57,441
68502,781,228,1953
60921,482,171,1845
52075,502,162,1233
46118,256,51,108
61035,672,87,108
46138,293,72,441
71231,611,177,1863
63999,437,123,1332
58086,243,57,441
55122,305,96,1224
71753,531,168,747
89765,741,177,747
76788,366,27,0
82200,836,126,270
71980,348,96,567
70110,301,93,567
60368,376,150,747
51261,619,75,270
39986,196,93,567
37452,184,93,567
70668,723,96,270
59349,324,96,567
57420,260,93,567
47493,490,0,0
35090,96,9,0
49923,467,9,0
48493,467,9,0
39243,201,48,108
53933,631,72,108
40834,265,0,0
31318,33,9,0
32209,17,9,0
32209,17,9,0
47319,491,45,108
48815,759,96,135
47496,515,27,0
47779,491,24,0
48303,629,57,0
50151,456,0,0
35605,152,27,0
36955,197,33,0
31959,35,12,0
34699,111,36,108
32449,116,18,0
32985,122,18,0
32796,102,18,0
39780,50,0,0
36503,121,81,540
7361,33,9,0
4431,33,9,0
20893,235,18,0
18405,215,48,81
18598,212,15,0
18807,192,39,81
21089,187,0,0
18613,166,0,0
18415,159,0,0
18409,175,39,81
11235,139,12,0
41801,106,0,0
16953,12,0,0
28857,63,12,0
25478,40,12,0
38044,194,12,0
36536,104,0,0
35388,79,12,0
13587,156,12,0
8306,79,39,81
7764,69,39,81
23475,320,18,0
7967,42,12,0
18347,69,9,0
18099,78,9,0
20066,72,0,0
8653,18,0,0
7958,64,36,81
8052,8,0,0
7678,61,9,0
7521,29,0,0
13245,136,15,0
12218,81,21,0
9363,8,0,0
13988,142,0,0
16444,10,0,0
10116,52,15,0
7152,0,0,0
16043,101,21,0
33152,281,36,0
20889,301,51,0
30384,287,141,1008
18627,271,105,756
18039,301,141,990
21238,294,147,999
10516,142,90,684
4569,11,9,0
4509,15,9,0
8043,56,0,0
16801,126,21,0
15722,215,21,0
15466,260,42,0
19648,153,27,0
5263,21,0,0
5248,12,0,0
33663,393,120,774
32124,535,192,1107
35479,527,189,1116
29463,395,69,324
26242,206,99,702
21567,371,123,765
24840,370,123,774
23930,424,180,1107
18358,252,60,324
13327,199,0,0
13465,250,102,693
12977,181,0,0
21285,282,69,324
17197,192,99,702
4386,15,9,0
10653,443,9,0
6803,44,9,0
6803,44,9,0
476,0,0,0
1327,14,0,0
576,12,0,0
591,23,9,0
561,17,9,0
565,15,9,0
709,8,0,0
3303,60,0,0
7115,12,9,0
403,12,9,0
2675,9,9,0
2620,9,9,0
7116,11,9,0
432,9,9,0
65521,691,222,1584
36043,447,189,1548
32417,172,18,0
48825,413,186,1566
42277,334,114,882
53520,550,81,0
30461,190,30,0
24138,229,33,0
27806,201,48,216
60994,786,216,1179
55232,710,273,1800
64623,1017,321,2142
60049,727,192,990
51697,471,24,0
53995,753,231,1242
52160,554,168,1161
54542,714,147,450
51196,456,27,0
29111,229,21,0
32504,400,78,261
38736,407,198,1593
32431,309,135,990
18339,90,0,0
44133,384,123,891
38358,374,123,855
35303,281,108,846
31858,324,39,0
22004,274,138,1107
22733,217,21,0
25258,378,90,342
21027,195,27,0
18655,149,21,0
22577,244,39,0
17528,86,15,0
21964,230,39,0
16588,62,15,0
20363,171,0,0
20657,196,15,0
20337,197,15,0
14385,0,0,0
8423,112,36,81
8214,61,36,81
8246,48,9,0
8104,42,9,0
8276,99,36,81
8478,139,81,486
8256,128,81,486
8256,128,81,486
8342,159,81,486
22510,475,153,1620
17106,192,147,1620
17575,261,147,1620
17106,192,147,1620
17106,192,147,1620
8211,104,81,486
8211,104,81,486
8297,135,81,486
7857,23,9,0
15362,430,108,567
15046,355,0,0
14496,410,87,522
14398,384,48,189
14542,426,87,522
16509,446,108,567
14854,361,9,0
14618,361,9,0
15905,430,0,0
14768,445,147,1620
15717,453,147,1620
14356,363,9,0
14542,407,9,0
14768,445,147,1620
14768,445,147,1620
9397,128,87,522
9249,102,48,189
9443,144,87,522
11617,150,108,567
8480,131,81,513
10713,130,87,522
10577,104,48,189
10759,146,87,522
8210,72,9,0
8239,72,9,0
8492,47,9,0
7742,17,9,0
7733,9,9,0
7729,9,9,0
7989,93,81,486
8075,124,81,486
8190,0,0,0
10125,178,144,1620
9176,170,144,1620
9176,170,144,1620
10125,178,144,1620
10125,178,144,1620
7699,0,0,0
8075,124,81,486
7995,91,9,0
9176,170,144,1620
7707,9,9,0
2025,48,36,81
1254,17,9,0
2072,5,0,0
1729,2,0,0
1302,9,9,0
932,9,9,0
1302,9,9,0
57704,575,30,0
60234,242,15,0
25177,132,0,0
15378,50,0,0
12854,18,0,0
25463,114,36,81
27810,175,39,81
23393,99,39,81
3554,14,0,0
11652,81,36,81
6717,54,36,81
9467,88,39,81
5942,71,21,0
12075,162,12,0
12966,163,12,0
15499,163,15,0
28780,315,189,1809
30037,333,186,1809
27399,281,153,1683
24569,199,150,1683
24820,201,150,1683
8943,8,0,0
16880,315,186,1809
14677,226,153,1683
11262,191,150,1683
