"0,2-HCore","1,2-HCore","3,2-HCore","4,2-HCore"
59,3,3,0
67,6,0,0
76,6,3,0
61,13,3,0
77,7,6,9
62,7,6,9
80,7,6,9
62,7,3,0
62,6,3,0
62,7,3,0
76,7,6,9
85,7,6,9
76,7,3,0
76,7,3,0
44,5,3,0
45,5,3,0
49,4,3,0
68,10,3,0
68,5,3,0
66,5,3,0
39,5,3,0
56,5,3,0
39,5,3,0
120,10,6,9
144,15,6,9
111,10,3,0
111,7,0,0
111,10,3,0
139,10,3,0
152,12,6,9
111,7,0,0
111,5,0,0
111,10,3,0
111,7,0,0
111,7,3,0
111,6,0,0
111,10,3,0
139,9,3,0
144,12,6,10
120,11,9,27
120,10,0,0
152,12,9,28
120,11,6,14
120,10,9,27
120,10,3,0
120,10,9,27
152,12,9,27
144,11,9,27
144,12,4,0
144,11,6,9
144,11,6,9
144,13,6,9
152,14,9,29
111,11,9,28
111,10,9,27
111,10,9,27
152,12,3,0
111,6,0,0
111,9,3,0
111,5,0,0
111,5,0,0
111,7,0,0
111,4,3,0
111,4,0,0
111,7,3,0
111,4,0,0
139,9,3,0
152,12,9,29
152,12,3,0
152,12,4,0
152,12,9,27
152,12,3,0
152,12,9,27
111,10,3,0
111,10,3,0
111,10,0,0
111,10,3,0
139,9,0,0
109,3,3,0
111,8,3,0
109,0,0,0
111,8,3,0
111,7,3,0
111,7,3,0
111,7,3,0
111,8,3,0
109,2,0,0
111,7,3,0
109,4,3,0
109,1,0,0
111,6,3,0
111,4,0,0
139,9,3,0
111,8,3,0
111,9,6,9
139,9,6,9
111,6,3,0
111,7,3,0
111,9,3,0
139,9,3,0
109,3,0,0
111,7,3,0
139,9,3,0
111,10,9,27
109,1,0,0
139,10,6,9
117,11,9,27
90,8,3,0
83,10,9,27
83,10,9,27
117,10,9,27
117,10,9,27
62,13,9,27
45,4,0,0
117,11,3,0
30,6,6,9
24,6,6,9
24,6,6,9
30,6,6,9
30,6,6,9
30,6,6,9
30,6,6,9
24,6,6,9
24,6,6,9
22,6,6,9
24,6,6,9
61,13,3,0
130,16,3,0
117,5,0,0
130,7,3,0
60,5,3,0
63,7,3,0
130,7,0,0
32,3,3,0
32,3,3,0
29,2,0,0
46,5,3,0
37,5,3,0
38,5,0,0
37,5,3,0
40,6,6,9
42,6,3,0
42,6,6,9
42,6,6,9
39,5,3,0
42,6,6,9
42,6,6,9
47,9,6,9
28,3,3,0
28,3,3,0
26,0,0,0
76,7,6,9
85,7,6,9
76,7,3,0
76,7,3,0
76,6,3,0
79,6,0,0
79,5,0,0
62,4,3,0
62,4,3,0
62,3,0,0
62,4,0,0
62,2,0,0
62,5,3,0
62,6,6,9
62,6,6,9
62,5,3,0
62,6,6,9
62,5,0,0
62,4,3,0
62,6,3,0
62,5,3,0
62,4,3,0
62,4,0,0
62,5,3,0
62,4,3,0
62,4,3,0
74,4,3,0
74,4,3,0
62,3,3,0
62,3,0,0
62,3,3,0
62,4,3,0
62,4,3,0
62,3,3,0
62,2,0,0
62,11,3,0
62,6,3,0
62,3,0,0
62,3,3,0
62,4,3,0
62,5,3,0
62,5,3,0
62,3,3,0
62,5,3,0
62,5,3,0
62,5,3,0
62,2,0,0
62,6,6,9
62,6,6,9
62,6,6,9
62,3,0,0
117,11,9,27
130,16,9,27
117,11,9,27
117,11,6,9
117,11,6,12
119,11,0,0
117,11,3,0
117,11,6,9
117,11,0,0
104,10,3,0
101,9,3,0
130,13,9,27
90,13,9,27
101,9,3,0
107,8,3,0
130,13,3,0
130,13,9,27
130,13,3,0
130,13,6,9
130,13,6,9
130,13,6,12
130,13,6,9
130,13,6,11
130,13,3,0
130,13,6,9
130,13,6,9
110,5,0,0
90,5,3,0
89,5,3,0
90,5,3,0
85,6,3,0
96,9,6,9
83,5,0,0
83,6,6,9
83,6,6,9
83,8,3,0
83,6,3,0
83,6,0,0
83,6,3,0
90,8,6,11
86,7,6,9
83,7,3,0
83,5,0,0
81,5,0,0
81,5,3,0
83,6,3,0
83,5,3,0
83,5,3,0
83,5,3,0
83,5,3,0
83,6,3,0
81,6,6,9
83,7,6,9
81,5,3,0
81,5,3,0
83,6,3,0
81,5,3,0
81,5,3,0
130,16,9,27
117,13,9,27
125,10,3,0
117,9,6,9
130,16,9,27
130,16,6,12
130,16,6,12
130,16,6,13
130,16,6,12
135,16,9,27
130,16,9,27
130,16,9,27
130,16,9,27
155,16,6,9
130,16,6,9
130,16,6,9
130,16,6,9
117,9,6,9
117,9,6,9
117,9,6,12
117,8,6,9
117,6,0,0
117,9,6,12
155,9,3,0
118,9,0,0
117,5,0,0
117,5,0,0
117,5,0,0
117,5,0,0
117,5,0,0
117,3,0,0
117,5,0,0
117,3,3,0
117,3,3,0
117,3,0,0
117,9,6,12
125,10,3,0
125,10,3,0
117,7,0,0
135,15,12,54
125,14,12,54
130,15,12,54
125,15,12,54
122,15,12,54
117,8,3,0
135,11,6,9
122,11,6,9
130,11,6,9
117,2,0,0
135,19,12,54
135,33,12,54
135,15,12,54
135,15,12,54
135,9,6,9
135,9,6,9
135,9,6,9
130,18,12,54
130,14,12,54
125,14,12,54
130,15,12,54
130,15,12,54
143,10,0,0
125,15,12,54
155,12,4,0
155,10,9,27
155,11,9,27
155,9,9,27
155,15,6,12
155,9,3,0
155,9,9,27
143,12,3,0
143,6,3,0
143,10,3,0
117,6,6,9
117,6,6,9
121,9,9,27
119,9,9,27
119,9,9,27
117,6,6,9
117,2,0,0
125,10,3,0
117,9,9,27
125,10,6,12
117,9,9,27
125,10,6,9
117,9,9,27
116,0,0,0
117,1,0,0
117,4,0,0
125,10,0,0
125,10,3,0
117,2,0,0
117,3,3,0
120,10,6,13
144,15,12,54
107,10,6,9
101,12,12,54
101,12,12,54
101,12,12,54
101,9,0,0
101,12,12,54
144,12,6,15
120,10,6,10
120,10,3,0
120,10,6,9
120,10,6,9
70,4,0,0
144,11,6,10
144,11,6,9
144,12,12,54
144,11,3,0
144,12,12,54
144,11,3,0
144,12,12,54
144,11,0,0
144,12,12,54
105,9,3,0
102,9,6,9
90,9,3,0
86,9,3,0
101,5,0,0
101,8,0,0
100,6,0,0
70,4,0,0
64,2,0,0
64,3,0,0
84,12,12,54
84,12,12,54
90,12,12,54
78,4,0,0
86,9,3,0
72,12,12,54
86,12,12,54
86,12,12,54
70,1,0,0
64,3,0,0
101,10,6,9
109,10,4,0
100,12,6,9
101,10,6,9
98,10,6,9
98,10,6,9
101,10,6,9
98,10,3,0
92,8,6,9
89,7,3,0
90,10,6,9
87,12,3,0
93,6,0,0
85,6,3,0
81,5,0,0
82,6,3,0
76,5,3,0
85,12,3,0
85,12,3,0
101,12,6,9
101,9,3,0
100,7,6,9
100,7,6,9
85,12,6,9
85,12,3,0
91,12,6,9
85,12,6,9
85,12,3,0
85,12,3,0
85,12,3,0
85,12,6,9
90,6,3,0
90,9,6,9
76,4,3,0
85,6,3,0
85,6,3,0
85,6,3,0
135,33,3,0
135,15,3,0
130,15,3,0
86,8,6,9
76,6,3,0
85,6,0,0
85,6,3,0
82,6,3,0
82,6,6,9
76,6,3,0
78,6,3,0
144,13,3,0
144,4,0,0
33,5,0,0
33,2,0,0
17,1,0,0
17,1,0,0
19,1,0,0
11,1,0,0
80,7,0,0
98,10,3,0
98,7,3,0
98,9,3,0
98,9,3,0
85,9,3,0
82,8,3,0
70,6,3,0
82,8,3,0
65,5,3,0
85,6,3,0
85,6,3,0
85,4,0,0
82,9,9,27
82,9,9,27
82,9,9,27
76,9,9,27
72,8,6,9
51,5,3,0
44,3,0,0
82,13,9,27
82,9,9,27
77,9,9,27
72,8,6,9
82,13,9,27
81,9,9,27
43,4,3,0
82,9,9,27
82,8,6,9
41,6,6,9
41,6,6,9
41,6,6,9
41,6,6,9
41,6,6,9
41,6,6,9
51,1,0,0
9,0,0,0
61,13,3,0
49,4,3,0
130,13,9,27
130,10,3,0
130,9,6,9
61,13,6,9
67,13,3,0
61,13,3,0
61,13,3,0
61,13,3,0
61,13,3,0
125,8,3,0
125,4,3,0
58,3,3,0
61,3,3,0
41,3,3,0
144,15,6,9
109,10,4,0
139,10,6,9
109,10,6,9
101,7,3,0
144,15,9,27
139,9,9,27
101,9,9,27
91,9,9,27
144,15,6,17
120,10,6,9
120,10,6,9
120,10,3,0
120,10,6,15
120,10,6,10
120,10,0,0
120,10,6,9
144,15,6,9
144,15,0,0
144,15,12,54
144,15,9,27
144,15,12,54
144,15,12,54
144,15,12,54
144,15,9,27
144,15,3,0
144,15,9,27
106,10,6,9
108,10,6,9
101,8,6,9
139,9,3,0
91,9,0,0
78,2,0,0
95,12,12,54
95,12,12,54
101,12,12,54
79,3,3,0
79,3,3,0
139,10,9,27
139,9,9,27
86,12,12,54
95,12,12,54
95,12,12,54
84,2,0,0
102,10,6,10
91,9,6,9
101,9,9,27
78,2,0,0
78,3,3,0
78,3,3,0
78,3,3,0
78,3,3,0
41,3,0,0
41,4,0,0
41,4,0,0
41,7,0,0
41,3,0,0
77,4,3,0
72,4,3,0
41,4,3,0
41,4,3,0
41,4,0,0
41,1,0,0
41,1,0,0
40,1,0,0
41,3,3,0
41,3,3,0
41,6,6,9
41,6,6,9
41,6,6,9
41,6,6,9
41,6,6,9
41,6,6,9
41,3,3,0
84,6,3,0
41,4,3,0
41,4,3,0
41,4,3,0
41,7,3,0
41,3,0,0
41,7,3,0
41,3,3,0
41,4,3,0
41,4,3,0
41,7,3,0
41,7,3,0
41,4,3,0
41,7,3,0
41,7,3,0
41,7,3,0
41,4,3,0
41,3,0,0
98,8,0,0
101,9,6,9
139,9,0,0
101,10,6,9
98,6,0,0
152,13,6,9
144,13,6,9
144,13,6,9
144,13,3,0
144,13,3,0
144,13,6,9
144,13,3,0
144,13,6,9
144,13,3,0
144,13,6,9
152,10,4,0
111,10,4,0
101,10,4,0
101,9,3,0
108,10,4,0
101,7,0,0
98,6,3,0
152,17,6,9
152,11,3,0
152,9,3,0
152,9,6,9
152,9,6,9
109,10,4,0
109,10,4,0
139,10,3,0
107,8,3,0
98,10,3,0
98,10,6,9
101,10,6,9
98,10,3,0
98,10,3,0
98,10,3,0
98,10,3,0
101,9,6,9
100,9,6,9
101,11,6,9
98,7,0,0
98,7,3,0
98,7,3,0
143,8,3,0
139,10,6,9
139,8,3,0
139,8,3,0
101,10,6,9
98,7,3,0
98,7,3,0
98,7,3,0
98,9,6,9
98,9,6,9
98,7,0,0
98,13,6,9
98,4,3,0
98,4,0,0
93,1,0,0
98,4,0,0
98,6,3,0
94,3,0,0
98,7,6,9
60,6,3,0
79,7,3,0
57,4,0,0
67,5,3,0
34,3,0,0
45,4,3,0
34,4,0,0
34,2,0,0
33,2,0,0
35,7,3,0
40,6,3,0
40,6,3,0
41,6,6,9
42,7,6,9
41,6,6,9
27,2,0,0
26,0,0,0
40,6,6,9
34,6,6,9
26,0,0,0
40,6,6,9
80,6,3,0
76,6,3,0
73,6,3,0
152,8,3,0
58,5,0,0
58,6,3,0
64,6,0,0
32,1,0,0
42,9,9,27
48,9,9,27
48,9,9,27
42,9,9,27
48,9,9,27
48,9,9,27
42,9,9,27
48,9,9,27
48,9,9,27
53,6,3,0
48,9,9,27
39,5,3,0
42,6,3,0
37,5,3,0
9,0,0,0
63,7,3,0
79,7,3,0
144,13,9,27
144,10,9,27
144,9,9,27
74,7,3,0
68,6,0,0
68,4,0,0
73,16,3,0
139,9,9,27
139,9,9,27
63,7,3,0
63,7,3,0
62,7,0,0
84,7,3,0
62,7,0,0
66,7,3,0
74,7,3,0
74,3,0,0
65,3,3,0
54,3,0,0
80,9,9,27
54,4,0,0
52,3,0,0
51,0,0,0
52,3,0,0
50,0,0,0
63,2,0,0
170,1,0,0
51,2,0,0
81,7,3,0
107,10,6,9
82,5,0,0
83,10,6,9
83,10,6,9
97,7,3,0
91,7,3,0
95,10,6,9
90,9,3,0
82,8,3,0
139,10,3,0
107,10,9,27
107,10,9,27
107,10,9,27
107,10,9,27
107,10,3,0
107,10,9,27
107,10,9,27
139,9,3,0
139,14,3,0
139,7,3,0
83,9,9,27
85,10,9,27
83,9,9,27
85,10,9,27
83,9,9,27
83,10,3,0
80,12,3,0
82,8,0,0
80,3,3,0
80,4,3,0
79,4,0,0
87,10,9,27
84,10,9,27
83,9,9,27
87,10,9,27
83,10,3,0
87,10,9,27
79,2,0,0
83,5,3,0
82,8,3,0
82,8,3,0
83,9,9,27
77,4,3,0
83,6,3,0
83,6,3,0
79,6,3,0
144,12,6,10
152,12,6,9
144,12,6,10
144,12,3,0
144,12,3,0
144,12,3,0
144,12,6,12
144,12,6,9
144,12,0,0
152,11,6,9
120,10,3,0
120,10,6,9
120,10,6,9
120,10,6,9
120,10,6,9
120,10,3,0
120,10,6,9
120,10,0,0
120,6,3,0
120,6,3,0
120,6,0,0
120,11,9,27
152,14,9,42
120,11,6,12
120,11,9,27
120,11,9,32
120,10,9,29
120,10,9,29
120,10,6,12
120,8,0,0
120,10,3,0
120,10,6,9
120,10,3,0
152,11,9,27
120,11,9,27
120,11,9,27
120,7,0,0
120,8,0,0
152,11,6,16
152,11,9,27
152,17,9,34
152,11,9,29
152,11,9,29
152,11,3,0
152,11,6,12
120,10,3,0
120,10,6,9
120,11,9,27
120,6,0,0
120,10,9,27
120,10,9,27
120,10,9,29
120,10,6,9
120,8,3,0
120,6,0,0
116,4,0,0
115,4,0,0
120,9,3,0
120,9,6,10
120,8,6,9
120,6,0,0
113,2,0,0
120,15,15,90
120,15,15,90
120,15,15,90
120,15,15,90
120,15,15,90
120,15,15,90
120,15,15,90
120,15,15,90
120,15,15,90
120,15,15,90
120,15,15,90
120,15,15,90
120,15,15,90
120,15,15,90
120,15,15,90
120,15,15,90
120,15,15,90
120,15,15,90
120,15,15,90
120,15,15,90
120,15,15,90
69,5,3,0
70,4,3,0
47,4,3,0
70,3,3,0
21,0,0,0
139,6,3,0
39,5,3,0
41,6,3,0
39,5,0,0
37,5,3,0
36,5,0,0
139,6,3,0
139,3,0,0
139,6,0,0
22,3,3,0
16,3,3,0
22,3,3,0
22,3,3,0
24,3,0,0
144,10,3,0
144,11,6,9
144,13,3,0
144,10,3,0
144,10,3,0
144,10,3,0
144,6,3,0
144,13,0,0
144,10,3,0
144,12,3,0
152,12,9,27
152,17,6,9
152,12,4,0
152,11,3,0
152,11,6,9
152,11,6,9
144,12,3,0
144,13,3,0
144,7,0,0
144,12,12,54
144,12,12,54
144,12,12,54
144,9,6,9
144,13,6,9
144,13,6,9
144,9,3,0
144,9,3,0
144,13,3,0
144,13,9,27
144,13,9,27
144,13,3,0
144,13,3,0
144,9,3,0
144,4,0,0
144,10,0,0
144,10,0,0
144,10,4,0
144,10,4,0
144,12,12,54
144,12,12,54
144,12,12,54
144,10,6,9
144,10,9,27
144,4,0,0
144,4,3,0
144,7,6,9
144,6,3,0
144,5,0,0
144,4,3,0
144,4,3,0
144,4,3,0
144,6,3,0
144,3,0,0
144,4,3,0
144,4,3,0
144,4,3,0
144,3,3,0
144,3,3,0
144,4,0,0
144,4,3,0
144,3,3,0
144,4,3,0
144,3,0,0
144,3,0,0
152,11,6,9
152,11,6,9
152,17,6,9
152,10,6,9
152,10,3,0
152,10,3,0
101,9,6,9
100,6,0,0
101,7,3,0
109,10,6,9
97,6,0,0
108,9,3,0
108,8,3,0
75,0,0,0
92,9,3,0
95,9,3,0
100,9,4,0
91,7,3,0
84,7,3,0
84,7,3,0
88,7,3,0
80,7,0,0
125,7,3,0
125,9,3,0
125,9,3,0
125,6,3,0
125,7,3,0
80,5,3,0
84,7,3,0
100,8,3,0
86,6,0,0
84,6,3,0
101,9,6,9
87,8,6,9
86,6,0,0
80,7,3,0
80,7,3,0
80,7,0,0
80,7,0,0
82,6,0,0
80,5,0,0
77,3,3,0
75,0,0,0
84,7,3,0
53,12,12,54
48,12,12,54
53,12,12,54
53,12,12,54
53,12,12,54
53,12,12,54
53,12,12,54
53,12,12,54
53,12,12,54
53,12,12,54
53,12,12,54
53,12,12,54
53,12,12,54
53,12,12,54
53,12,12,54
130,9,6,9
130,9,6,11
130,12,6,12
130,8,6,9
130,17,6,9
130,8,6,9
130,7,3,0
155,10,3,0
130,17,3,0
130,5,3,0
130,6,3,0
130,12,6,12
155,10,5,0
130,17,6,9
130,9,3,0
130,7,6,9
130,7,6,9
155,10,3,0
130,7,0,0
130,7,3,0
130,3,0,0
130,12,6,12
130,12,6,9
130,12,4,0
130,12,5,0
130,17,6,9
130,12,6,9
130,12,6,9
130,12,0,0
130,12,6,9
130,6,6,9
130,8,6,9
130,8,6,9
130,8,6,9
130,5,3,0
130,6,0,0
135,19,9,34
135,33,9,34
135,15,9,34
135,11,9,27
135,10,6,9
130,18,9,34
130,13,9,34
130,11,9,27
130,10,6,9
130,17,6,9
130,10,6,9
130,15,9,34
130,11,9,27
130,10,6,9
130,11,9,27
155,11,9,27
155,15,9,27
155,10,3,0
155,17,6,9
155,10,9,27
155,10,9,27
130,10,9,27
130,17,6,9
130,9,9,27
130,9,9,27
130,17,6,9
130,9,9,27
130,9,9,27
130,17,0,0
130,6,3,0
130,17,3,0
130,17,3,0
130,9,6,9
130,17,6,9
130,8,0,0
130,5,3,0
130,3,3,0
130,3,3,0
130,17,6,9
130,17,6,9
130,17,3,0
130,17,3,0
130,17,4,0
130,17,0,0
130,7,3,0
130,8,3,0
130,4,3,0
130,6,6,9
130,8,3,0
130,6,3,0
130,6,3,0
130,4,0,0
130,9,9,27
55,3,3,0
38,3,3,0
85,9,3,0
85,9,6,9
85,9,3,0
85,9,6,9
85,9,0,0
85,9,0,0
85,9,0,0
85,9,6,9
66,9,3,0
125,6,0,0
76,2,0,0
92,6,3,0
92,5,3,0
125,9,3,0
125,7,0,0
125,6,3,0
66,9,3,0
59,6,6,9
59,6,6,9
82,13,3,0
59,4,3,0
82,5,3,0
82,5,3,0
82,5,0,0
59,3,0,0
59,6,6,9
53,2,0,0
59,5,3,0
55,3,0,0
65,8,3,0
60,6,3,0
59,1,0,0
65,9,0,0
65,1,0,0
59,5,3,0
51,0,0,0
69,6,3,0
117,9,3,0
81,10,3,0
117,10,9,27
82,10,9,27
82,10,9,27
85,10,9,27
72,10,9,27
35,3,3,0
35,3,3,0
47,5,0,0
80,7,3,0
80,10,3,0
80,10,3,0
85,8,3,0
38,3,0,0
37,2,0,0
117,10,9,27
117,11,9,27
117,12,9,27
117,11,6,9
117,10,9,27
83,10,9,27
85,10,9,27
85,10,9,27
82,10,6,9
80,10,0,0
80,10,9,27
80,10,0,0
85,10,6,9
85,10,9,27
35,3,3,0
78,17,3,0
60,3,3,0
60,3,3,0
10,0,0,0
23,2,0,0
14,2,0,0
14,3,3,0
14,3,3,0
14,3,3,0
13,2,0,0
38,6,0,0
63,3,3,0
11,3,3,0
37,3,3,0
37,3,3,0
63,3,3,0
11,3,3,0
152,14,9,36
109,11,9,36
101,7,3,0
111,11,9,36
107,11,9,27
152,14,3,0
99,10,3,0
97,10,3,0
101,9,6,9
152,14,9,29
152,14,9,38
152,17,9,40
152,14,9,27
152,14,3,0
152,14,9,29
152,14,9,29
152,14,6,12
152,14,3,0
101,8,3,0
108,10,6,9
110,11,9,36
101,11,9,27
80,6,0,0
110,11,9,27
110,10,9,27
109,10,9,27
101,10,3,0
98,10,9,29
91,9,3,0
101,10,6,9
91,9,3,0
83,6,3,0
91,9,3,0
78,6,3,0
91,9,3,0
78,5,3,0
90,9,0,0
91,9,3,0
91,9,3,0
69,0,0,0
68,6,6,9
68,6,6,9
68,4,3,0
68,4,3,0
68,6,6,9
68,9,9,27
68,9,9,27
68,9,9,27
68,9,9,27
74,16,12,54
74,12,12,54
74,12,12,54
74,12,12,54
74,12,12,54
68,9,9,27
68,9,9,27
68,9,9,27
68,3,3,0
73,16,9,27
73,16,0,0
73,16,9,27
73,16,6,9
73,16,9,27
73,16,9,27
73,16,3,0
73,16,3,0
73,16,0,0
73,16,12,54
73,16,12,54
73,16,3,0
73,16,3,0
73,16,12,54
73,16,12,54
68,9,9,27
68,8,6,9
68,9,9,27
68,9,9,27
68,9,9,27
68,9,9,27
68,8,6,9
68,9,9,27
68,5,3,0
68,5,3,0
68,4,3,0
68,3,3,0
68,3,3,0
68,3,3,0
68,9,9,27
68,9,9,27
68,0,0,0
68,12,12,54
68,12,12,54
68,12,12,54
68,12,12,54
68,12,12,54
66,0,0,0
68,9,9,27
68,6,3,0
68,12,12,54
68,3,3,0
27,6,6,9
19,3,3,0
25,1,0,0
22,1,0,0
21,3,3,0
16,3,3,0
21,3,3,0
152,17,3,0
152,9,3,0
100,7,0,0
72,5,0,0
72,3,0,0
107,6,6,9
107,8,6,9
107,6,6,9
25,3,0,0
68,6,6,9
48,6,6,9
66,6,6,9
53,6,3,0
70,8,3,0
70,8,3,0
70,8,3,0
107,12,12,54
107,12,12,54
107,12,12,54
107,12,12,54
107,12,12,54
60,1,0,0
74,12,12,54
71,12,12,54
70,12,12,54
70,12,12,54
71,12,12,54
70,12,12,54
70,12,12,54
67,12,12,54
67,12,12,54
59,12,12,54
31,9,9,27
31,9,9,27
31,9,9,27
30,9,9,27
31,9,9,27
31,9,9,27
90,6,3,0
76,4,0,0
108,6,3,0
31,1,0,0
10,1,0,0
18,1,0,0
86,6,3,0
78,3,0,0
62,6,3,0
61,6,3,0
57,4,3,0
58,4,3,0
60,4,0,0
60,3,0,0
60,4,0,0
86,9,6,11
109,10,6,9
50,3,3,0
45,3,3,0
80,8,6,9
109,10,6,9
81,8,6,9
50,2,0,0
46,2,0,0
109,13,6,9
59,6,3,0
58,2,0,0
50,3,3,0
49,4,3,0
71,3,3,0
71,3,3,0
19,3,3,0
19,3,3,0
19,3,3,0
19,3,0,0
20,3,0,0
18,3,3,0
19,3,3,0
20,3,0,0
107,11,3,0
139,10,0,0
73,6,3,0
113,6,0,0
143,12,3,0
96,6,0,0
139,5,0,0
143,8,3,0
71,6,6,9
71,6,6,9
71,6,6,9
71,4,3,0
71,4,3,0
73,6,3,0
73,5,3,0
71,5,0,0
71,5,3,0
71,3,0,0
71,3,3,0
71,6,6,9
71,6,6,9
71,6,6,9
27,0,0,0
50,0,0,0
75,4,0,0
152,11,9,36
152,17,9,36
152,11,9,27
152,10,3,0
152,10,3,0
110,11,9,36
101,11,9,27
101,11,6,9
101,11,6,9
101,11,6,9
101,11,0,0
101,11,0,0
94,3,0,0
109,11,9,27
139,10,0,0
101,9,3,0
101,9,3,0
101,9,3,0
101,8,3,0
107,9,6,9
139,10,6,10
100,8,3,0
101,9,6,9
101,8,6,10
101,8,6,10
101,8,6,9
139,10,3,0
100,8,6,9
100,8,6,9
100,8,3,0
100,8,0,0
100,8,3,0
139,10,9,27
107,9,3,0
107,9,9,27
107,9,3,0
107,9,9,27
107,9,9,27
107,9,0,0
139,14,9,27
139,10,6,9
139,10,9,27
139,10,9,27
139,10,6,10
139,10,6,10
97,6,0,0
97,6,3,0
94,4,3,0
97,7,6,9
100,9,3,0
100,8,0,0
97,6,3,0
101,8,3,0
101,9,9,27
101,9,9,27
94,5,3,0
94,2,0,0
101,8,0,0
100,8,6,9
100,8,6,9
101,9,9,27
100,8,6,10
97,8,6,9
97,8,6,9
97,8,0,0
94,5,3,0
152,11,3,0
152,11,3,0
152,8,3,0
152,8,3,0
82,3,0,0
45,6,0,0
62,5,0,0
62,9,6,9
60,8,6,9
60,9,6,9
58,8,6,9
58,8,6,9
58,7,3,0
59,8,6,9
59,9,6,9
58,8,6,9
58,8,6,9
58,8,6,9
58,8,6,9
58,8,6,9
58,7,3,0
31,2,0,0
44,2,0,0
29,2,0,0
7,1,0,0
7,0,0,0
34,5,3,0
32,4,3,0
24,4,3,0
26,3,0,0
30,6,0,0
139,5,0,0
139,2,0,0
38,4,3,0
42,4,3,0
43,4,3,0
19,1,0,0
42,4,3,0
55,4,3,0
40,3,3,0
22,3,3,0
39,3,3,0
63,1,0,0
119,7,0,0
82,5,3,0
82,8,3,0
114,7,6,9
143,12,6,9
83,7,6,9
92,6,6,9
70,6,6,9
119,13,4,0
113,7,3,0
118,10,3,0
143,12,6,9
118,8,6,9
113,7,3,0
118,10,6,9
113,7,6,9
143,13,9,27
143,12,6,9
143,12,3,0
143,20,9,27
143,12,3,0
163,15,9,27
143,13,9,27
143,12,3,0
143,12,3,0
