"0,2-d","1,2-d","3,2-d","4,2-d"
94,9,3,0
128,9,3,0
63,7,3,0
62,6,3,0
71,4,3,0
126,15,3,0
93,8,3,0
91,6,6,0
43,5,3,0
73,7,3,0
40,6,3,0
296,25,9,9
325,31,12,9
225,14,3,0
197,10,0,0
203,11,3,0
320,21,3,0
289,20,6,9
177,13,0,0
155,6,0,0
252,17,3,0
221,10,0,0
249,12,3,0
185,6,0,0
279,22,3,0
315,20,3,0
360,31,12,18
289,23,12,36
261,14,0,0
369,32,15,45
292,27,12,18
263,19,9,27
246,14,3,0
238,18,12,27
398,32,18,36
321,26,12,36
289,20,6,0
289,15,6,9
348,22,9,9
384,32,9,9
327,32,18,63
250,23,12,36
221,19,9,27
196,14,9,27
276,19,6,0
196,9,0,0
226,15,3,0
133,8,0,0
191,9,0,0
198,8,0,0
146,4,3,0
144,6,0,0
171,12,3,0
140,6,0,0
269,16,3,0
330,32,15,63
282,19,6,0
298,21,6,0
301,27,15,27
357,26,6,0
276,20,9,27
250,19,6,0
193,15,3,0
218,21,0,0
207,19,9,0
274,17,0,0
113,3,3,0
176,10,3,0
110,0,0,0
192,12,3,0
159,9,3,0
159,10,6,0
156,11,3,0
218,13,6,0
190,2,0,0
163,9,3,0
132,6,3,0
116,1,0,0
164,9,3,0
130,5,0,0
259,15,3,0
204,11,3,0
248,16,9,9
284,16,6,9
147,7,3,0
186,15,6,0
248,19,6,0
284,21,9,0
127,4,0,0
152,11,3,0
281,19,6,0
170,13,9,27
121,1,0,0
343,26,12,9
200,18,9,27
136,8,3,0
119,11,9,27
115,12,9,27
163,12,9,27
159,12,9,27
78,20,9,27
57,4,0,0
201,13,3,0
51,10,6,9
33,6,6,9
36,8,6,9
45,8,6,9
43,8,6,9
48,12,12,18
43,8,6,9
30,8,6,9
28,8,6,9
23,6,6,9
28,8,6,9
69,15,3,0
269,21,3,0
167,12,0,0
203,8,3,0
101,9,3,0
106,11,3,0
171,10,0,0
45,6,3,0
44,6,3,0
40,2,0,0
81,8,3,0
53,7,3,0
59,10,0,0
59,7,3,0
66,12,9,9
76,10,3,0
75,7,6,9
75,7,6,9
60,6,3,0
59,7,6,9
59,7,6,9
68,13,6,9
36,3,3,0
35,3,3,0
33,0,0,0
132,10,6,9
194,16,6,9
132,11,6,0
166,8,3,0
156,9,3,0
180,8,0,0
149,6,0,0
109,6,3,0
102,8,3,0
118,3,0,0
97,4,0,0
81,2,0,0
78,8,3,0
92,10,6,9
79,9,6,9
80,8,3,0
81,9,6,9
88,7,0,0
91,10,6,0
102,12,3,0
94,11,6,0
91,8,3,0
85,5,0,0
77,10,6,0
74,6,3,0
73,6,3,0
143,4,3,0
149,4,3,0
112,6,3,0
110,8,0,0
98,4,3,0
111,6,3,0
98,6,6,0
88,3,3,0
67,2,0,0
144,16,3,0
124,9,3,0
66,3,0,0
72,5,3,0
117,6,3,0
110,8,3,0
87,7,3,0
81,4,3,0
88,9,3,0
76,8,3,0
74,8,3,0
70,2,0,0
85,7,6,9
87,7,6,9
74,6,6,9
73,6,0,0
223,21,12,45
315,40,18,45
219,20,12,45
236,19,6,9
239,22,9,18
260,17,0,0
223,16,3,0
209,20,9,9
206,16,0,0
200,15,6,0
191,15,3,0
234,22,9,27
138,21,12,45
198,10,3,0
215,12,3,0
249,17,3,0
230,21,9,27
268,19,3,0
247,22,6,9
217,23,9,9
250,29,12,27
205,17,6,9
220,23,9,18
201,15,3,0
226,20,9,9
205,18,6,9
211,7,0,0
144,9,3,0
141,7,3,0
168,12,6,0
159,9,3,0
171,16,6,9
138,6,0,0
96,7,6,9
96,7,6,9
186,12,3,0
184,8,3,0
165,8,0,0
156,12,6,0
144,14,9,18
150,10,6,9
128,8,3,0
133,6,0,0
123,5,0,0
106,8,3,0
138,7,3,0
125,7,3,0
117,7,3,0
161,10,3,0
144,13,6,0
133,11,3,0
84,6,6,9
120,10,6,9
111,7,3,0
103,7,3,0
136,10,6,0
101,6,3,0
103,7,3,0
278,27,15,36
182,24,15,54
270,18,3,0
157,10,6,9
274,25,12,36
284,25,9,18
291,27,12,18
294,35,18,36
264,27,9,18
374,30,9,27
319,31,12,27
360,27,9,27
326,26,9,27
394,33,9,9
277,26,6,9
362,32,12,9
249,21,6,9
153,9,6,9
205,13,6,9
208,16,9,18
178,11,6,9
174,9,0,0
215,21,9,18
315,17,3,0
252,10,0,0
162,10,0,0
158,11,0,0
173,6,0,0
142,5,0,0
156,8,0,0
166,7,0,0
179,9,0,0
151,5,3,0
149,5,3,0
168,4,0,0
188,18,9,18
243,16,3,0
286,20,3,0
172,10,0,0
319,24,12,54
264,17,12,54
305,21,12,54
271,24,12,54
276,20,12,54
172,12,3,0
282,17,6,9
227,15,6,9
268,14,6,9
183,2,0,0
323,35,18,81
364,48,18,81
330,28,15,72
335,27,12,54
264,15,6,9
252,13,6,9
252,13,6,9
309,29,18,81
275,21,15,72
280,18,12,54
316,25,15,72
321,24,12,54
339,13,0,0
287,21,12,54
407,21,6,0
321,19,12,27
301,24,15,45
283,16,12,36
386,32,15,18
313,13,3,0
291,18,9,27
310,20,3,0
275,6,3,0
375,20,6,0
138,8,6,9
138,8,6,9
204,12,9,27
186,11,9,27
194,10,9,27
126,6,6,9
125,3,0,0
254,12,3,0
166,13,12,36
269,20,9,18
174,11,9,27
251,17,6,9
156,10,9,27
132,0,0,0
128,2,0,0
139,6,0,0
250,12,0,0
281,19,3,0
126,3,0,0
122,3,3,0
239,25,12,27
268,35,21,81
195,20,9,9
168,18,12,54
142,17,12,54
163,17,12,54
156,11,0,0
164,24,15,63
303,29,15,36
230,19,12,18
252,16,3,0
235,17,6,9
199,17,6,9
102,5,0,0
259,27,15,18
264,20,6,9
232,22,12,54
218,17,6,0
206,19,12,54
194,13,3,0
227,19,12,54
192,11,0,0
228,24,18,63
208,14,3,0
191,14,6,9
145,11,3,0
121,9,3,0
158,8,0,0
178,13,0,0
161,9,0,0
105,6,0,0
69,2,0,0
97,3,0,0
106,12,12,54
127,12,12,54
128,14,12,54
125,6,0,0
114,11,3,0
101,12,12,54
102,14,12,54
123,14,12,54
80,1,0,0
111,3,0,0
226,20,9,9
244,20,6,0
237,30,12,9
225,19,9,9
181,16,6,9
217,18,9,9
206,16,6,9
173,15,6,0
204,14,9,9
203,13,3,0
196,20,6,9
196,26,6,0
202,9,0,0
140,9,3,0
129,5,0,0
123,9,3,0
100,7,3,0
170,15,3,0
157,14,3,0
234,22,9,9
222,14,3,0
175,16,6,9
172,11,6,9
171,21,9,9
148,15,3,0
196,19,6,9
168,20,9,9
163,21,9,0
154,18,3,0
147,14,3,0
165,19,9,9
202,10,3,0
195,15,6,9
105,6,3,0
177,8,3,0
155,12,6,0
152,12,3,0
311,35,3,0
282,16,3,0
268,16,3,0
140,9,6,9
89,7,3,0
170,9,0,0
143,9,3,0
131,8,3,0
106,12,9,9
83,6,3,0
101,9,3,0
242,16,3,0
154,5,0,0
43,7,0,0
39,2,0,0
19,2,0,0
18,1,0,0
27,1,0,0
11,1,0,0
85,8,0,0
209,18,3,0
145,10,3,0
182,12,3,0
182,12,3,0
168,18,3,0
141,11,3,0
98,10,6,0
165,14,3,0
89,7,3,0
135,12,6,0
129,13,6,0
127,4,0,0
135,15,12,36
135,13,9,27
159,14,12,36
102,10,9,27
85,8,6,9
65,7,3,0
60,4,0,0
145,23,12,27
169,18,12,36
112,14,9,27
95,9,6,9
169,23,12,27
112,13,9,27
50,6,3,0
136,14,9,27
119,9,6,9
68,10,6,9
57,6,6,9
68,8,6,9
58,6,6,9
69,8,6,9
58,6,6,9
55,1,0,0
9,0,0,0
92,17,6,0
71,4,3,0
193,22,12,36
281,15,3,0
168,10,6,9
72,17,6,9
102,15,3,0
74,15,3,0
68,15,3,0
76,15,3,0
68,15,3,0
190,12,3,0
157,5,3,0
73,3,3,0
74,3,3,0
45,3,3,0
308,33,12,9
243,17,6,0
303,18,6,9
219,18,9,9
191,8,3,0
266,24,12,27
261,14,9,27
177,18,9,27
137,12,9,27
327,37,18,45
262,25,12,18
254,20,6,9
205,16,3,0
223,24,15,36
238,22,9,18
196,11,0,0
192,14,6,9
283,28,9,9
227,16,0,0
256,27,15,54
351,34,18,36
230,23,12,54
251,23,12,54
252,31,18,72
267,30,18,45
239,18,3,0
227,21,9,27
187,19,9,18
202,18,9,9
156,9,6,9
278,14,3,0
123,10,0,0
88,2,0,0
130,13,12,54
151,13,12,54
152,18,12,54
90,4,3,0
98,5,3,0
262,17,12,36
222,12,9,27
125,12,12,54
126,17,12,54
147,17,12,54
110,3,0,0
163,23,9,18
117,13,6,9
138,13,9,27
108,2,0,0
87,4,3,0
86,4,3,0
81,3,3,0
88,3,3,0
54,3,0,0
67,6,0,0
60,7,0,0
71,12,0,0
79,3,0,0
146,6,3,0
136,6,3,0
76,7,3,0
75,8,3,0
77,5,0,0
55,3,0,0
59,1,0,0
41,1,0,0
59,4,3,0
51,3,3,0
69,8,6,9
72,6,6,9
65,8,6,9
70,6,6,9
63,8,6,9
66,6,6,9
51,3,3,0
181,8,3,0
59,5,3,0
69,5,3,0
48,5,3,0
60,9,3,0
50,3,0,0
58,9,3,0
47,3,3,0
75,7,3,0
50,6,3,0
61,11,3,0
61,11,3,0
48,4,3,0
67,11,3,0
62,9,3,0
60,11,6,0
54,6,3,0
57,5,0,0
193,13,0,0
233,17,6,9
298,18,0,0
225,22,6,9
163,6,0,0
381,30,12,18
321,28,9,9
367,33,15,9
372,18,3,0
258,22,3,0
283,27,9,9
255,17,6,0
249,21,9,9
240,18,3,0
250,20,6,9
316,22,6,0
256,20,6,0
249,23,9,0
212,18,6,0
218,19,6,0
181,9,0,0
132,6,3,0
330,32,12,9
311,24,3,0
286,15,3,0
258,13,6,9
259,15,6,9
263,24,6,0
251,21,6,0
316,23,6,0
183,10,3,0
219,18,6,0
200,21,12,9
225,21,9,9
192,18,6,0
188,15,3,0
197,12,3,0
176,12,3,0
224,20,12,18
217,17,6,9
217,21,6,9
174,7,0,0
151,11,6,0
152,9,3,0
367,12,3,0
278,17,6,9
229,9,3,0
244,13,3,0
169,15,9,9
141,7,3,0
120,7,3,0
172,10,3,0
209,15,6,9
209,15,6,9
168,11,0,0
202,19,9,9
123,4,3,0
165,5,0,0
116,1,0,0
161,5,0,0
121,8,3,0
118,3,0,0
127,10,6,9
90,9,6,0
127,10,3,0
89,6,0,0
91,6,3,0
47,5,0,0
67,4,3,0
64,5,0,0
58,4,0,0
59,2,0,0
67,9,3,0
70,6,3,0
71,6,3,0
64,7,6,9
80,13,6,9
65,7,6,9
34,2,0,0
33,0,0,0
58,8,6,9
43,7,6,9
39,0,0,0
59,8,6,9
135,10,6,0
123,9,3,0
114,8,6,0
217,13,3,0
79,5,0,0
84,8,3,0
93,6,0,0
46,1,0,0
59,9,9,27
69,9,9,27
82,9,9,27
61,9,9,27
69,9,9,27
82,9,9,27
61,12,9,27
92,14,9,27
71,9,9,27
72,10,3,0
84,9,9,27
65,5,3,0
65,8,3,0
45,5,3,0
9,0,0,0
94,11,3,0
115,11,6,0
325,20,9,27
241,18,9,27
201,11,9,27
183,10,3,0
129,10,0,0
121,7,0,0
187,20,3,0
236,13,9,27
196,10,9,27
105,10,3,0
95,9,3,0
87,9,0,0
131,15,3,0
85,9,0,0
121,11,3,0
188,8,3,0
122,4,0,0
106,4,3,0
70,4,0,0
112,13,9,27
61,4,0,0
63,3,0,0
65,0,0,0
60,4,0,0
51,0,0,0
91,2,0,0
242,1,0,0
58,2,0,0
142,8,3,0
200,19,6,9
147,8,0,0
150,15,6,9
167,21,9,9
212,10,3,0
210,9,3,0
203,21,9,9
162,12,3,0
178,12,3,0
305,24,9,0
191,16,9,27
191,16,9,27
219,22,15,36
232,26,15,54
214,16,3,0
236,24,12,36
191,21,15,54
255,15,3,0
250,21,6,0
212,9,3,0
113,15,9,27
154,16,9,27
113,12,9,27
154,16,9,27
113,12,9,27
182,14,3,0
149,15,3,0
155,13,0,0
120,5,3,0
129,7,3,0
100,4,0,0
182,19,9,27
186,20,12,36
141,14,9,27
199,22,9,27
162,13,3,0
154,23,18,54
86,2,0,0
121,5,3,0
146,11,3,0
149,13,3,0
158,17,9,27
86,6,3,0
131,6,3,0
134,8,3,0
92,10,6,0
318,27,9,18
400,33,9,9
323,26,12,18
340,26,3,0
272,16,3,0
272,16,3,0
287,24,9,18
302,25,6,9
255,14,0,0
335,29,12,9
258,23,3,0
226,20,6,9
275,22,6,9
222,20,9,18
237,21,6,9
195,18,3,0
191,14,6,9
196,13,0,0
183,6,3,0
183,6,3,0
173,8,0,0
269,21,9,27
329,33,24,99
252,23,9,18
220,20,9,27
269,22,15,54
223,21,15,54
198,17,12,45
226,21,9,18
219,10,0,0
267,17,6,0
250,18,6,9
218,14,3,0
349,25,9,27
240,24,12,27
289,20,9,27
230,13,0,0
210,11,0,0
332,29,15,27
300,25,12,36
349,35,21,63
303,26,15,54
278,20,12,45
269,13,3,0
306,23,9,18
209,16,6,0
229,18,9,9
240,19,12,36
151,6,0,0
243,16,9,27
218,15,9,27
172,14,12,45
200,14,6,9
183,9,3,0
192,10,0,0
150,4,0,0
152,4,0,0
153,13,6,0
198,17,9,18
152,9,6,9
173,8,0,0
122,2,0,0
151,15,15,90
151,15,15,90
151,15,15,90
151,15,15,90
151,15,15,90
151,15,15,90
151,15,15,90
151,15,15,90
151,15,15,90
151,15,15,90
151,15,15,90
151,15,15,90
151,15,15,90
151,15,15,90
151,15,15,90
151,15,15,90
151,15,15,90
151,15,15,90
151,15,15,90
151,15,15,90
151,15,15,90
95,5,3,0
116,6,3,0
61,7,3,0
91,3,3,0
26,0,0,0
178,14,3,0
51,7,3,0
62,11,3,0
57,7,0,0
45,7,3,0
47,5,0,0
167,8,3,0
157,5,0,0
186,7,0,0
23,3,3,0
17,3,3,0
26,4,3,0
26,4,3,0
33,5,0,0
263,17,6,0
279,19,9,9
342,26,6,0
347,15,6,0
233,15,3,0
209,11,3,0
212,7,3,0
291,17,0,0
285,14,3,0
336,20,3,0
361,26,12,36
378,34,12,9
329,23,6,0
388,22,3,0
306,18,6,9
307,19,6,9
269,17,3,0
364,28,3,0
261,8,0,0
194,15,12,54
215,15,12,54
216,18,12,54
279,13,6,9
315,19,6,9
374,28,6,9
260,11,3,0
260,11,3,0
415,21,6,0
326,25,12,36
286,19,9,27
292,21,6,0
293,19,3,0
182,13,6,0
164,6,0,0
399,12,0,0
310,13,0,0
202,14,6,0
217,16,6,0
189,12,12,54
190,15,12,54
211,15,12,54
227,22,9,9
202,14,9,27
148,5,0,0
171,7,3,0
175,13,9,9
175,9,6,0
162,9,0,0
153,8,3,0
153,8,3,0
155,8,6,0
176,7,3,0
167,5,0,0
149,7,3,0
150,6,3,0
152,6,3,0
162,4,3,0
155,3,3,0
149,6,0,0
149,6,3,0
173,4,3,0
152,6,3,0
151,4,0,0
178,5,0,0
296,23,9,9
264,20,9,9
313,30,12,9
269,19,9,9
233,16,3,0
262,12,3,0
192,17,9,9
188,10,0,0
173,13,3,0
204,15,6,9
156,10,0,0
246,17,3,0
202,9,3,0
87,0,0,0
202,17,9,0
193,13,3,0
208,17,6,0
183,14,3,0
129,9,3,0
124,10,3,0
146,16,9,0
90,7,0,0
209,9,3,0
240,16,6,0
245,14,3,0
198,6,3,0
220,14,3,0
94,5,3,0
116,12,6,0
172,13,3,0
162,8,0,0
125,7,3,0
162,18,9,9
116,9,6,9
125,6,0,0
86,9,3,0
93,9,3,0
84,7,0,0
93,8,0,0
126,8,0,0
94,5,0,0
86,3,3,0
79,0,0,0
105,9,6,0
64,12,12,54
58,12,12,54
77,13,12,54
61,13,12,54
62,13,12,54
73,12,12,54
92,18,12,54
76,14,12,54
77,14,12,54
86,14,12,54
70,13,12,54
71,12,12,54
89,16,12,54
90,15,12,54
74,15,12,54
164,9,6,9
216,15,9,18
219,22,15,36
189,13,6,9
270,25,9,18
204,11,6,9
214,17,9,0
347,18,6,0
298,23,3,0
209,7,3,0
206,11,6,0
226,27,12,27
326,19,6,0
277,31,12,9
201,13,3,0
151,11,6,9
151,12,6,9
296,19,3,0
146,7,0,0
155,11,3,0
156,3,0,0
199,24,18,36
205,17,6,9
254,22,6,0
297,23,6,0
280,36,15,18
214,20,6,9
210,18,6,9
178,12,0,0
202,18,6,9
139,7,6,9
175,11,6,9
180,12,6,9
172,12,6,9
156,5,3,0
159,6,0,0
334,32,15,54
375,43,15,54
341,22,12,45
316,20,9,27
265,10,6,9
320,29,15,54
286,20,12,45
261,24,15,36
209,12,6,9
305,29,12,9
210,14,9,9
327,22,12,45
302,19,9,27
251,10,6,9
268,15,9,27
312,25,15,45
397,31,15,45
336,17,3,0
380,36,15,9
312,18,9,27
291,15,9,27
280,18,15,45
263,27,6,9
195,11,9,27
174,11,9,27
348,31,9,9
280,17,9,27
259,14,9,27
235,20,0,0
183,8,3,0
267,19,3,0
247,19,3,0
191,12,6,9
287,29,9,9
217,17,0,0
139,7,3,0
150,3,3,0
150,3,3,0
235,21,6,9
265,34,12,9
240,23,3,0
236,21,3,0
255,28,6,0
268,18,0,0
174,10,3,0
189,12,3,0
150,4,3,0
183,9,6,9
164,10,3,0
172,11,3,0
167,9,3,0
219,4,0,0
174,9,9,27
69,3,3,0
41,3,3,0
159,16,3,0
142,17,9,9
145,17,3,0
144,15,6,9
159,13,0,0
142,12,0,0
136,11,0,0
138,13,6,9
93,11,3,0
221,8,0,0
116,2,0,0
186,7,3,0
153,5,3,0
216,13,3,0
196,9,0,0
190,6,3,0
117,11,3,0
71,8,6,9
65,7,6,9
185,18,3,0
66,5,3,0
143,7,3,0
139,8,3,0
159,7,0,0
76,4,0,0
67,7,6,9
76,2,0,0
73,9,3,0
64,3,0,0
127,12,3,0
112,9,6,0
75,1,0,0
127,10,0,0
139,1,0,0
94,6,3,0
53,0,0,0
133,7,3,0
212,16,3,0
160,18,6,0
189,16,12,45
140,16,9,27
137,18,12,45
151,17,12,45
83,10,9,27
46,3,3,0
45,4,3,0
90,7,0,0
135,9,3,0
132,14,3,0
130,17,6,0
144,10,3,0
56,5,0,0
52,2,0,0
212,19,9,27
209,27,18,54
223,24,15,54
188,19,6,9
155,12,9,27
160,21,12,27
174,19,9,27
171,24,18,54
136,14,6,9
99,12,0,0
103,16,9,27
94,10,0,0
150,15,6,9
117,12,9,27
40,4,3,0
118,19,3,0
71,4,3,0
71,4,3,0
10,0,0,0
34,2,0,0
19,3,0,0
21,6,3,0
18,4,3,0
17,3,3,0
17,2,0,0
51,6,0,0
70,4,3,0
11,4,3,0
43,3,3,0
42,3,3,0
69,3,3,0
11,3,3,0
307,27,15,63
198,23,15,63
175,11,3,0
247,19,15,63
228,18,9,27
255,23,9,0
176,11,3,0
149,13,3,0
146,11,6,9
290,31,15,45
258,28,18,81
307,38,21,90
288,30,18,36
240,19,3,0
261,32,21,54
236,22,12,45
264,31,12,18
231,18,3,0
166,14,3,0
187,22,9,9
198,19,15,63
179,16,12,36
122,8,0,0
228,19,9,27
201,19,9,27
176,14,9,27
185,18,3,0
130,16,12,45
148,14,3,0
158,22,9,9
125,11,3,0
130,13,3,0
151,17,9,0
114,8,3,0
140,15,9,0
99,5,3,0
117,9,0,0
124,12,3,0
120,13,3,0
70,0,0,0
94,12,6,9
84,8,6,9
84,7,3,0
81,6,3,0
86,10,6,9
94,13,9,27
90,12,9,27
90,12,9,27
93,14,9,27
204,26,15,54
147,13,12,54
156,17,12,54
147,13,12,54
147,13,12,54
88,10,9,27
88,10,9,27
91,12,9,27
73,4,3,0
158,24,12,36
147,16,0,0
146,22,9,27
142,20,6,9
150,24,9,27
170,25,12,36
147,18,3,0
145,18,3,0
170,22,0,0
151,24,12,54
160,24,12,54
140,18,3,0
149,22,3,0
151,24,12,54
151,24,12,54
96,10,9,27
92,8,6,9
100,12,9,27
120,12,12,36
88,11,9,27
108,10,9,27
104,8,6,9
112,12,9,27
81,7,3,0
82,7,3,0
84,4,3,0
71,3,3,0
72,3,3,0
71,3,3,0
84,9,9,27
87,11,9,27
73,0,0,0
103,12,12,54
94,12,12,54
94,12,12,54
103,12,12,54
103,12,12,54
66,0,0,0
87,11,9,27
81,7,3,0
94,12,12,54
71,3,3,0
33,6,6,9
20,3,3,0
40,2,0,0
28,1,0,0
25,3,3,0
17,3,3,0
25,3,3,0
256,22,3,0
266,14,3,0
130,10,0,0
110,6,0,0
89,3,0,0
150,10,6,9
170,13,6,9
127,9,6,9
26,3,0,0
104,8,6,9
61,6,6,9
81,8,6,9
57,9,6,0
106,12,3,0
113,12,3,0
137,11,3,0
178,18,15,63
195,20,15,63
167,17,12,54
144,13,12,54
146,13,12,54
83,1,0,0
145,20,15,63
117,15,12,54
94,13,12,54
96,13,12,54
134,16,12,54
111,16,12,54
113,16,12,54
83,12,12,54
85,13,12,54
62,12,12,54
37,9,9,27
37,9,9,27
40,9,9,27
33,9,9,27
36,9,9,27
36,9,9,27
130,8,3,0
100,5,0,0
152,6,3,0
33,1,0,0
11,1,0,0
20,1,0,0
145,9,3,0
122,6,0,0
113,10,3,0
101,9,3,0
85,4,3,0
91,6,3,0
105,5,0,0
82,3,0,0
94,8,0,0
140,18,9,18
191,15,6,9
59,4,3,0
58,3,3,0
113,13,6,9
194,15,9,18
128,11,6,9
72,4,0,0
56,3,0,0
179,18,6,9
99,9,3,0
87,2,0,0
64,4,3,0
55,4,3,0
90,4,3,0
83,4,3,0
23,7,3,0
22,5,3,0
21,5,3,0
28,3,0,0
34,4,0,0
19,3,3,0
25,3,3,0
33,3,0,0
196,17,6,0
291,18,0,0
120,8,3,0
195,8,0,0
263,18,3,0
164,12,0,0
207,6,0,0
342,10,3,0
96,6,6,9
97,6,6,9
93,6,6,9
101,5,3,0
98,4,3,0
108,13,6,0
104,7,3,0
97,5,0,0
95,6,3,0
93,3,0,0
78,3,3,0
84,6,6,9
80,6,6,9
81,6,6,9
31,0,0,0
53,0,0,0
95,4,0,0
278,26,15,63
327,30,15,63
308,23,12,27
337,22,3,0
293,22,6,0
218,23,15,63
199,21,9,27
166,21,6,9
159,15,6,9
170,18,6,9
142,12,0,0
130,12,0,0
106,3,0,0
248,18,9,27
313,24,0,0
221,16,3,0
180,10,3,0
214,16,3,0
166,19,6,0
228,23,6,9
264,25,15,18
138,10,3,0
184,18,6,9
172,15,9,18
154,14,9,18
178,17,6,9
261,21,3,0
156,12,6,9
167,17,9,9
136,13,6,0
139,11,0,0
135,13,6,0
323,28,12,36
250,18,3,0
232,17,9,27
209,16,3,0
243,20,15,36
202,14,9,27
215,12,0,0
268,28,12,27
274,19,9,9
279,25,12,36
238,18,9,27
267,20,9,18
249,18,9,18
160,9,0,0
168,10,3,0
126,5,3,0
160,12,6,9
172,12,6,0
194,9,0,0
140,10,3,0
183,10,3,0
188,15,9,27
147,12,9,27
108,7,3,0
103,2,0,0
157,9,0,0
182,13,6,9
164,13,6,9
158,13,9,27
157,15,12,27
181,13,6,9
163,12,6,9
165,11,0,0
145,7,3,0
256,18,3,0
229,18,3,0
227,15,3,0
209,11,3,0
123,3,0,0
60,6,0,0
96,6,0,0
113,20,12,27
101,14,9,9
102,20,15,27
83,10,6,9
83,10,6,9
82,9,3,0
95,14,9,9
96,18,12,27
77,9,6,9
77,9,6,9
84,12,6,9
66,9,6,9
66,9,6,9
65,8,3,0
42,4,0,0
76,2,0,0
33,3,0,0
8,1,0,0
7,0,0,0
43,9,6,0
42,5,3,0
29,4,3,0
29,3,0,0
38,7,0,0
166,6,0,0
155,3,0,0
50,4,3,0
71,6,6,0
80,6,3,0
26,1,0,0
49,4,3,0
79,4,3,0
53,5,3,0
27,3,3,0
46,3,3,0
80,1,0,0
228,10,0,0
175,5,3,0
146,10,3,0
154,16,12,18
211,18,6,9
122,10,6,9
120,9,6,9
80,8,6,9
211,23,6,0
179,10,3,0
177,14,3,0
279,22,6,9
190,17,12,9
143,11,3,0
188,20,9,9
148,11,6,9
250,27,9,27
247,20,6,9
246,19,3,0
277,36,12,27
258,20,6,0
350,30,9,27
268,23,9,27
219,17,3,0
219,18,3,0
191,18,9,27
264,16,9,27
