"0,2-HhIndex","1,2-HhIndex","3,2-HhIndex","4,2-HhIndex"
111,10,6,9
186,21,11,24
143,15,9,18
129,14,6,11
146,11,6,9
113,9,3,0
171,13,3,0
67,7,3,0
111,10,6,9
187,20,10,27
181,18,9,11
187,18,6,9
172,15,5,0
174,16,6,9
171,13,3,0
124,12,6,9
133,10,6,9
93,9,3,0
124,8,3,0
56,3,3,0
69,6,0,0
84,6,3,0
51,13,3,0
91,10,6,9
70,8,6,9
97,9,6,9
70,8,3,0
78,6,3,0
81,8,3,0
75,8,6,9
117,9,6,9
76,7,3,0
93,8,3,0
47,6,3,0
49,5,3,0
58,4,3,0
85,10,3,0
76,6,3,0
75,6,3,0
36,5,3,0
62,6,3,0
34,5,3,0
185,17,6,9
197,21,8,9
156,12,3,0
149,7,0,0
154,10,3,0
196,15,3,0
198,16,6,9
127,10,0,0
116,5,0,0
164,13,3,0
147,8,0,0
154,9,3,0
147,6,0,0
171,16,3,0
191,15,3,0
209,21,9,12
183,18,9,22
173,11,0,0
219,21,12,25
180,18,9,14
172,14,9,18
166,11,3,0
167,14,9,18
232,22,9,20
196,19,10,20
190,15,5,0
189,13,6,9
202,16,6,9
212,20,6,9
205,22,12,27
166,18,9,22
155,14,9,18
150,13,9,18
198,15,3,0
135,7,0,0
163,11,3,0
115,6,0,0
130,6,0,0
140,8,0,0
116,4,3,0
115,5,0,0
124,9,3,0
115,4,0,0
183,11,3,0
207,21,12,27
198,15,3,0
202,16,5,0
200,19,9,18
210,19,3,0
199,17,9,18
154,13,3,0
145,11,3,0
149,13,0,0
146,14,5,0
184,14,0,0
109,3,3,0
130,9,3,0
109,0,0,0
138,10,3,0
117,8,3,0
130,8,4,0
123,9,3,0
163,10,5,0
119,2,0,0
123,7,3,0
112,4,3,0
109,1,0,0
130,7,3,0
112,5,0,0
183,11,3,0
134,9,3,0
163,13,6,9
184,14,6,9
116,6,3,0
134,10,4,0
166,14,6,0
185,15,6,0
109,3,0,0
121,8,3,0
183,13,3,0
132,11,9,18
109,1,0,0
194,18,7,9
144,13,9,18
111,8,3,0
93,10,9,18
90,10,9,18
127,11,9,18
126,10,9,18
56,14,9,18
43,4,0,0
144,11,3,0
30,8,6,9
23,6,6,9
23,6,6,9
31,7,6,9
30,6,6,9
30,8,6,9
30,6,6,9
20,6,6,9
20,6,6,9
17,6,6,9
20,6,6,9
52,13,3,0
175,16,3,0
121,8,0,0
145,8,3,0
64,7,3,0
66,9,3,0
134,8,0,0
32,4,3,0
32,3,3,0
32,2,0,0
50,7,3,0
39,5,3,0
39,7,0,0
41,5,3,0
45,7,6,9
50,7,3,0
53,7,6,9
53,7,6,9
45,6,3,0
45,6,6,9
45,6,6,9
49,9,6,9
31,3,3,0
28,3,3,0
29,0,0,0
91,8,6,9
120,11,6,9
91,8,3,0
102,8,3,0
95,7,3,0
107,7,0,0
98,5,0,0
75,4,3,0
74,5,3,0
79,3,0,0
74,4,0,0
61,2,0,0
61,5,3,0
65,7,6,9
62,6,6,9
61,6,3,0
61,6,6,9
68,7,0,0
62,6,3,0
62,8,3,0
62,8,3,0
62,5,3,0
62,4,0,0
60,7,3,0
60,5,3,0
60,5,3,0
97,4,3,0
95,4,3,0
70,4,3,0
69,6,0,0
69,3,3,0
81,4,3,0
74,4,3,0
65,3,3,0
60,2,0,0
88,11,3,0
85,7,3,0
60,3,0,0
60,3,3,0
80,4,3,0
79,6,3,0
66,5,3,0
66,3,3,0
61,7,3,0
60,6,3,0
60,5,3,0
63,2,0,0
65,6,6,9
64,6,6,9
61,6,6,9
60,4,0,0
147,16,9,27
182,22,10,22
145,16,9,27
153,15,6,9
156,16,7,11
166,15,0,0
149,13,3,0
146,14,6,9
145,12,0,0
136,12,4,0
127,10,3,0
156,17,9,18
97,15,9,27
132,10,3,0
141,9,3,0
159,14,3,0
154,17,9,18
161,15,3,0
160,17,6,9
154,15,6,9
160,18,8,11
151,13,6,9
155,15,7,9
151,13,3,0
151,14,6,9
151,13,6,9
142,7,0,0
110,6,3,0
110,6,3,0
113,7,3,0
110,7,3,0
116,13,6,9
102,6,0,0
85,6,6,9
86,6,6,9
120,9,3,0
116,7,3,0
111,6,0,0
111,8,3,0
110,10,6,9
107,8,6,9
98,7,3,0
104,6,0,0
96,5,0,0
88,6,3,0
105,7,3,0
103,6,3,0
101,6,3,0
111,7,3,0
105,7,3,0
106,7,3,0
76,6,6,9
94,8,6,9
90,6,3,0
87,6,3,0
100,7,3,0
88,5,3,0
87,6,3,0
176,20,9,18
128,15,9,27
177,12,3,0
126,9,6,9
175,20,9,18
180,18,6,11
179,20,7,11
180,22,9,16
175,19,7,11
214,22,9,18
199,21,9,18
209,21,9,18
199,21,9,18
223,21,6,9
182,20,6,9
204,20,7,9
175,17,6,9
125,9,6,9
140,10,6,9
145,12,6,11
135,10,6,9
132,8,0,0
144,15,6,11
202,13,3,0
167,10,0,0
123,8,0,0
119,8,0,0
119,5,0,0
117,5,0,0
117,6,0,0
117,5,0,0
118,6,0,0
117,3,3,0
117,3,3,0
116,3,0,0
138,12,7,11
167,14,3,0
183,15,3,0
135,7,0,0
199,17,12,30
175,16,12,30
194,17,12,30
174,19,12,30
174,17,12,30
128,10,3,0
188,13,6,9
160,13,6,9
182,12,6,9
138,2,0,0
201,23,12,35
208,34,12,35
203,21,12,35
201,19,12,30
186,10,6,9
186,9,6,9
186,9,6,9
200,21,12,35
182,17,12,35
182,15,12,30
200,21,12,35
197,18,12,30
210,11,0,0
180,18,12,30
232,17,5,0
208,14,9,18
201,17,9,22
201,13,9,19
219,20,9,9
202,11,3,0
201,13,9,18
201,14,3,0
195,6,3,0
215,13,3,0
119,6,6,9
119,6,6,9
157,10,9,18
149,10,9,18
149,9,9,18
119,6,6,9
116,2,0,0
174,10,3,0
137,10,9,19
181,14,6,9
138,10,9,18
176,12,6,9
126,9,9,18
116,0,0,0
116,1,0,0
116,5,0,0
174,11,0,0
177,13,3,0
116,2,0,0
116,3,3,0
151,17,9,14
168,21,12,33
127,14,6,9
117,13,12,30
107,13,12,30
108,13,12,30
115,9,0,0
116,16,12,33
189,19,9,15
151,14,6,9
163,13,3,0
152,15,6,9
148,14,6,9
79,5,0,0
164,17,7,9
172,16,6,9
156,15,12,30
155,13,3,0
152,14,12,30
152,11,3,0
152,14,12,30
152,11,0,0
155,15,12,33
142,11,3,0
131,11,6,9
106,9,3,0
97,9,3,0
125,6,0,0
130,10,0,0
122,8,0,0
78,5,0,0
63,2,0,0
80,3,0,0
84,12,12,30
84,12,12,30
97,12,12,30
92,5,0,0
93,11,3,0
68,12,12,30
85,12,12,30
85,12,12,30
73,1,0,0
83,3,0,0
153,15,6,9
166,16,5,0
145,18,6,9
154,15,6,9
134,12,6,9
149,14,6,9
149,15,6,9
131,10,4,0
145,12,6,9
131,10,3,0
133,14,6,9
122,15,3,0
139,7,0,0
105,8,3,0
94,5,0,0
95,7,3,0
78,7,3,0
115,12,3,0
110,12,3,0
146,15,6,9
154,12,3,0
132,11,6,9
132,10,6,9
114,14,6,9
108,12,3,0
131,14,6,9
114,14,6,9
109,14,4,0
108,13,3,0
108,12,3,0
112,12,6,9
132,8,3,0
136,12,6,9
83,5,3,0
115,7,3,0
106,8,3,0
105,9,3,0
194,33,3,0
179,15,3,0
173,15,3,0
112,9,6,9
80,6,3,0
123,8,0,0
107,8,3,0
104,7,3,0
89,9,6,9
70,6,3,0
83,8,3,0
177,13,3,0
141,4,0,0
30,5,0,0
33,2,0,0
16,1,0,0
16,1,0,0
20,1,0,0
10,1,0,0
76,7,0,0
136,12,3,0
112,8,3,0
125,10,3,0
129,11,3,0
108,12,3,0
99,9,3,0
72,7,3,0
113,9,3,0
69,6,3,0
98,8,3,0
96,8,3,0
96,4,0,0
94,11,9,18
99,11,9,18
112,10,9,18
78,9,9,18
68,8,6,9
53,6,3,0
50,3,0,0
95,15,9,18
112,13,9,18
77,10,9,18
72,8,6,9
114,15,9,18
83,11,9,18
43,5,3,0
98,11,9,18
96,8,6,9
47,8,6,9
44,6,6,9
46,6,6,9
45,6,6,9
46,6,6,9
42,6,6,9
52,1,0,0
9,0,0,0
63,13,3,0
57,4,3,0
141,15,9,18
186,12,3,0
139,9,6,9
53,13,6,9
69,13,3,0
54,13,3,0
51,13,3,0
55,13,3,0
51,13,3,0
142,9,3,0
133,4,3,0
63,3,3,0
65,3,3,0
40,3,3,0
192,21,6,9
164,14,5,0
193,13,6,9
156,15,6,9
141,7,3,0
168,18,9,18
172,12,9,18
121,13,9,18
101,10,9,18
195,23,10,18
163,17,6,9
157,14,6,9
151,14,3,0
151,17,9,15
156,16,7,10
151,10,0,0
151,11,6,9
176,19,6,9
163,15,0,0
167,18,12,30
201,21,9,18
163,17,12,30
163,17,12,30
165,19,12,34
173,19,9,21
163,16,3,0
164,16,9,18
128,13,6,9
139,14,6,9
123,9,6,9
180,12,3,0
96,9,0,0
78,2,0,0
98,12,12,30
98,12,12,30
110,13,12,30
81,3,3,0
83,4,3,0
177,13,9,18
168,10,9,18
88,12,12,30
98,13,12,30
98,13,12,30
89,2,0,0
117,16,9,10
95,10,6,9
110,12,9,18
77,2,0,0
76,3,3,0
76,3,3,0
76,3,3,0
78,3,3,0
43,3,0,0
45,4,0,0
43,5,0,0
43,7,0,0
50,3,0,0
77,5,3,0
72,5,3,0
46,5,3,0
46,5,3,0
48,5,0,0
39,1,0,0
44,1,0,0
39,1,0,0
41,3,3,0
39,3,3,0
44,6,6,9
46,6,6,9
43,6,6,9
46,6,6,9
43,6,6,9
44,6,6,9
41,3,3,0
114,6,3,0
43,4,3,0
48,4,3,0
40,4,3,0
40,7,3,0
39,3,0,0
40,7,3,0
39,3,3,0
48,5,3,0
41,5,3,0
40,8,3,0
40,7,3,0
39,4,3,0
40,7,3,0
40,7,3,0
40,7,3,0
39,4,3,0
43,3,0,0
142,9,0,0
158,13,6,9
187,13,0,0
151,15,6,9
138,6,0,0
227,20,6,9
202,20,6,9
207,19,6,9
222,15,3,0
177,16,3,0
185,18,6,9
177,14,3,0
178,15,6,9
177,13,3,0
179,15,6,9
204,16,5,0
173,16,5,0
153,16,6,0
141,13,5,0
153,15,6,0
134,8,0,0
112,6,3,0
211,22,6,9
202,18,3,0
194,12,3,0
194,11,6,9
193,10,6,9
164,16,5,0
172,17,4,0
197,15,3,0
151,9,3,0
138,12,4,0
135,14,6,9
145,15,6,9
132,12,4,0
131,11,3,0
131,10,3,0
131,10,3,0
153,15,6,9
145,13,6,9
147,13,6,9
137,7,0,0
113,9,3,0
113,8,3,0
214,10,3,0
185,13,6,9
177,9,3,0
179,10,3,0
131,12,6,9
107,7,3,0
107,7,3,0
127,9,3,0
139,11,6,9
141,11,6,9
126,8,0,0
132,15,6,9
100,4,3,0
110,4,0,0
96,1,0,0
113,4,0,0
94,6,3,0
95,3,0,0
107,7,6,9
64,6,3,0
89,8,3,0
63,4,0,0
69,5,3,0
34,4,0,0
53,4,3,0
42,4,0,0
42,2,0,0
42,2,0,0
42,7,3,0
46,6,3,0
49,6,3,0
46,6,6,9
52,8,6,9
46,6,6,9
27,2,0,0
26,0,0,0
43,6,6,9
32,6,6,9
30,0,0,0
43,6,6,9
93,8,3,0
86,7,3,0
83,7,3,0
160,10,3,0
61,5,0,0
65,6,3,0
72,6,0,0
41,1,0,0
41,9,9,18
52,9,9,18
58,9,9,18
43,9,9,18
52,9,9,18
58,9,9,18
42,9,9,18
60,9,9,18
53,9,9,18
57,7,3,0
58,9,9,18
48,5,3,0
49,6,3,0
35,5,3,0
9,0,0,0
64,9,3,0
89,9,3,0
197,16,9,18
163,13,9,18
152,10,9,18
105,8,3,0
87,7,0,0
87,5,0,0
102,16,3,0
167,10,9,18
152,9,9,18
66,8,3,0
69,7,3,0
61,7,0,0
90,10,3,0
61,7,0,0
83,8,3,0
116,7,3,0
95,3,0,0
84,3,3,0
55,3,0,0
88,10,9,18
55,4,0,0
53,3,0,0
54,0,0,0
51,3,0,0
50,0,0,0
75,2,0,0
182,1,0,0
50,2,0,0
101,8,3,0
142,14,6,9
106,6,0,0
109,13,6,9
111,13,6,9
139,9,3,0
138,8,3,0
140,15,6,9
129,10,3,0
112,10,3,0
181,18,5,0
144,13,9,18
144,13,9,18
146,16,9,21
150,16,9,27
149,14,3,0
145,16,9,21
144,15,9,27
167,12,3,0
166,16,3,0
163,7,3,0
86,12,9,18
113,13,9,18
92,12,9,18
113,13,9,18
92,12,9,18
116,12,3,0
99,13,3,0
106,9,0,0
94,4,3,0
95,5,3,0
81,4,0,0
120,14,9,18
113,14,9,21
106,12,9,18
121,14,9,18
112,12,3,0
113,14,9,27
80,2,0,0
96,5,3,0
105,9,3,0
105,9,3,0
111,12,9,18
73,5,3,0
101,6,3,0
101,6,3,0
74,7,3,0
193,17,7,9
230,23,8,9
195,18,9,12
206,18,3,0
183,13,3,0
183,13,3,0
184,17,7,12
193,17,6,9
183,12,0,0
207,20,6,9
161,17,3,0
153,15,6,9
175,16,6,9
151,14,6,9
154,15,6,9
151,12,3,0
151,11,6,9
151,11,0,0
140,6,3,0
140,6,3,0
137,6,0,0
170,17,9,18
205,22,12,28
162,18,9,12
152,17,9,18
176,18,9,27
151,16,9,27
151,14,9,27
151,15,8,10
151,9,0,0
167,14,3,0
156,14,6,9
151,12,3,0
211,20,9,18
162,16,9,18
182,16,9,18
154,9,0,0
153,10,0,0
207,21,9,17
200,20,9,18
216,23,12,27
198,18,11,27
198,16,9,27
198,13,3,0
198,18,8,10
151,13,4,0
151,14,7,9
169,15,9,18
139,6,0,0
165,14,9,18
159,14,9,18
138,13,9,27
147,11,6,9
140,8,3,0
146,7,0,0
119,4,0,0
117,4,0,0
122,11,3,0
151,12,7,10
128,9,6,9
144,7,0,0
113,2,0,0
111,15,15,45
111,15,15,45
111,15,15,45
111,15,15,45
111,15,15,45
111,15,15,45
111,15,15,45
111,15,15,45
111,15,15,45
111,15,15,45
111,15,15,45
111,15,15,45
111,15,15,45
111,15,15,45
111,15,15,45
111,15,15,45
111,15,15,45
111,15,15,45
111,15,15,45
111,15,15,45
111,15,15,45
77,5,3,0
85,5,3,0
48,5,3,0
75,3,3,0
22,0,0,0
138,8,3,0
36,5,3,0
41,7,3,0
40,5,0,0
33,5,3,0
33,5,0,0
136,7,3,0
135,5,0,0
147,6,0,0
19,3,3,0
14,3,3,0
19,3,3,0
19,3,3,0
23,4,0,0
175,13,4,0
177,15,6,9
200,18,4,0
214,12,3,0
161,12,3,0
157,10,3,0
161,7,3,0
195,13,0,0
192,10,3,0
212,16,3,0
225,20,9,20
229,23,9,9
218,17,5,0
227,16,3,0
218,13,6,9
217,13,6,9
184,14,3,0
211,18,3,0
179,7,0,0
149,12,12,30
149,12,12,30
153,14,12,30
178,11,6,9
196,16,6,9
203,20,6,9
178,11,3,0
178,11,3,0
227,15,3,0
199,17,9,18
195,14,9,18
196,15,3,0
195,13,3,0
148,11,3,0
146,5,0,0
225,11,0,0
198,12,0,0
152,12,5,0
159,14,5,0
143,12,12,30
149,12,12,30
150,12,12,30
161,15,6,9
158,12,9,18
140,5,0,0
141,6,3,0
149,9,6,9
148,7,3,0
146,6,0,0
140,6,3,0
140,6,3,0
140,6,3,0
149,6,3,0
140,4,0,0
140,5,3,0
140,4,3,0
140,5,3,0
140,3,3,0
141,3,3,0
140,5,0,0
140,4,3,0
141,3,3,0
140,5,3,0
140,3,0,0
141,4,0,0
193,17,6,9
187,15,6,9
202,21,6,9
182,15,6,9
180,10,3,0
184,11,3,0
128,13,6,9
126,8,0,0
126,10,3,0
150,13,6,9
113,8,0,0
154,13,3,0
144,9,3,0
76,0,0,0
125,12,5,0
127,11,3,0
134,13,5,0
122,11,3,0
90,8,3,0
90,8,3,0
96,11,3,0
78,7,0,0
157,7,3,0
159,11,3,0
169,12,3,0
157,6,3,0
158,9,3,0
83,5,3,0
90,9,3,0
115,9,3,0
102,6,0,0
88,6,3,0
117,13,6,9
94,8,6,9
96,6,0,0
76,7,3,0
79,7,3,0
76,7,0,0
79,7,0,0
93,6,0,0
82,5,0,0
79,3,3,0
75,0,0,0
87,7,3,0
51,12,12,30
38,12,12,30
60,12,12,30
46,12,12,30
45,12,12,30
51,12,12,30
62,14,12,30
55,12,12,30
55,12,12,30
59,12,12,30
46,12,12,30
46,12,12,30
63,13,12,30
63,13,12,30
53,12,12,30
137,9,6,9
151,13,7,11
151,15,9,14
145,11,6,9
171,18,6,9
149,10,6,9
147,11,5,0
208,13,3,0
171,18,3,0
146,6,3,0
146,8,3,0
151,17,9,14
207,15,5,0
168,20,8,9
147,12,3,0
131,7,6,9
131,7,6,9
206,12,3,0
131,7,0,0
131,8,3,0
135,3,0,0
146,14,7,11
144,12,6,9
172,17,4,0
189,17,5,0
169,21,9,9
150,13,6,9
144,12,6,9
144,12,0,0
144,12,6,9
127,6,6,9
135,10,6,9
134,10,6,9
133,9,6,9
129,5,3,0
135,6,0,0
207,22,10,27
213,33,9,27
209,19,9,27
201,16,9,18
199,10,6,9
204,21,10,27
191,16,9,27
174,17,9,18
167,11,6,9
183,20,6,9
167,11,6,9
205,19,9,27
195,15,9,18
189,10,6,9
177,13,9,18
206,18,9,20
221,20,9,20
210,15,3,0
209,21,8,9
206,14,9,18
206,12,9,18
189,14,9,20
171,19,6,9
151,9,9,18
150,9,9,18
191,20,6,9
187,13,9,18
185,11,9,18
164,18,0,0
133,8,3,0
164,17,3,0
164,17,3,0
148,10,6,9
171,19,6,9
147,12,0,0
127,5,3,0
127,3,3,0
127,3,3,0
164,17,6,9
164,21,6,9
164,18,3,0
166,17,3,0
164,19,4,0
164,17,0,0
140,8,3,0
144,10,3,0
127,4,3,0
128,7,6,9
127,9,3,0
127,8,3,0
127,8,3,0
136,4,0,0
143,9,9,18
59,3,3,0
36,3,3,0
108,11,3,0
100,10,6,9
100,11,3,0
102,10,6,9
108,11,0,0
101,9,0,0
100,9,0,0
100,9,6,9
70,9,3,0
153,6,0,0
92,2,0,0
121,6,3,0
116,5,3,0
142,10,3,0
142,8,0,0
141,6,3,0
76,10,3,0
60,7,6,9
56,6,6,9
122,14,3,0
58,4,3,0
106,6,3,0
106,7,3,0
109,6,0,0
61,3,0,0
57,6,6,9
54,2,0,0
54,6,3,0
53,3,0,0
82,9,3,0
78,7,3,0
65,1,0,0
84,9,0,0
89,1,0,0
69,5,3,0
51,0,0,0
92,7,3,0
138,12,3,0
109,14,4,0
135,12,9,27
104,13,9,18
103,14,9,27
113,13,9,27
67,10,9,18
35,3,3,0
34,3,3,0
56,5,0,0
90,8,3,0
87,10,3,0
90,12,3,0
102,8,3,0
41,4,0,0
41,2,0,0
142,16,9,18
139,17,9,27
150,17,9,27
133,15,6,9
126,11,9,18
113,15,9,18
120,15,9,18
118,15,9,27
102,12,6,9
82,10,0,0
82,12,9,18
79,10,0,0
112,12,6,9
95,10,9,18
34,3,3,0
82,17,3,0
57,3,3,0
57,3,3,0
10,0,0,0
23,2,0,0
13,2,0,0
13,4,3,0
13,3,3,0
13,3,3,0
14,2,0,0
42,6,0,0
62,3,3,0
7,3,3,0
38,3,3,0
37,3,3,0
62,3,3,0
8,3,3,0
196,21,11,27
146,17,11,27
136,8,3,0
167,17,9,27
157,15,9,18
176,17,4,0
129,10,3,0
107,11,3,0
123,10,6,9
190,22,12,22
184,20,12,27
199,24,14,29
187,20,9,19
176,15,3,0
179,20,12,27
179,18,9,27
179,20,9,10
176,15,3,0
123,11,3,0
132,15,7,9
148,16,10,27
136,14,9,19
91,7,0,0
158,15,9,18
144,14,9,18
139,13,9,18
133,14,3,0
102,13,9,27
104,11,3,0
114,14,6,9
98,10,3,0
92,9,3,0
105,11,3,0
86,7,3,0
104,12,3,0
80,5,3,0
99,9,0,0
100,9,3,0
99,9,3,0
69,0,0,0
68,8,6,9
68,6,6,9
68,5,3,0
67,4,3,0
68,7,6,9
69,10,9,18
67,9,9,18
67,9,9,18
68,10,9,18
108,17,12,30
95,12,12,30
95,12,12,30
95,12,12,30
95,12,12,30
67,9,9,18
67,9,9,18
68,9,9,18
66,3,3,0
90,16,9,18
90,16,0,0
90,16,9,18
90,16,6,9
90,16,9,18
93,16,9,18
90,16,3,0
90,16,3,0
90,16,0,0
91,16,12,30
93,17,12,30
90,16,3,0
90,16,3,0
91,16,12,30
91,16,12,30
71,9,9,18
71,8,6,9
71,9,9,18
80,9,9,18
70,9,9,18
77,9,9,18
76,8,6,9
77,9,9,18
68,5,3,0
68,5,3,0
71,4,3,0
66,3,3,0
66,3,3,0
66,3,3,0
66,9,9,18
66,9,9,18
68,0,0,0
79,12,12,30
73,12,12,30
73,12,12,30
79,12,12,30
79,12,12,30
66,0,0,0
66,9,9,18
66,6,3,0
73,12,12,30
66,3,3,0
25,6,6,9
17,3,3,0
27,1,0,0
24,1,0,0
20,3,3,0
14,3,3,0
20,3,3,0
191,18,3,0
187,12,3,0
107,8,0,0
89,5,0,0
80,3,0,0
113,8,6,9
122,10,6,9
108,8,6,9
23,3,0,0
75,6,6,9
52,6,6,9
67,7,6,9
44,6,3,0
82,9,3,0
84,9,3,0
91,10,3,0
127,14,12,33
129,15,12,33
122,13,12,30
115,12,12,30
116,12,12,30
66,1,0,0
95,14,12,33
86,13,12,30
77,12,12,30
79,12,12,30
90,12,12,30
83,12,12,30
83,12,12,30
65,12,12,30
66,12,12,30
48,12,12,30
28,9,9,18
28,9,9,18
30,9,9,18
24,9,9,18
27,9,9,18
27,9,9,18
102,6,3,0
84,4,0,0
130,6,3,0
30,1,0,0
9,1,0,0
18,1,0,0
98,8,3,0
91,4,0,0
81,9,3,0
78,8,3,0
65,4,3,0
65,4,3,0
82,4,0,0
69,3,0,0
71,5,0,0
95,13,7,11
134,13,6,9
50,3,3,0
45,3,3,0
85,11,6,9
140,13,6,9
91,10,6,9
53,3,0,0
47,2,0,0
126,15,6,9
77,7,3,0
66,2,0,0
52,3,3,0
49,4,3,0
69,3,3,0
67,3,3,0
15,4,3,0
16,3,3,0
15,3,3,0
21,3,0,0
23,3,0,0
15,3,3,0
20,3,3,0
23,3,0,0
141,14,3,0
180,14,0,0
86,6,3,0
141,7,0,0
179,15,3,0
114,9,0,0
162,5,0,0
205,9,3,0
69,6,6,9
69,6,6,9
69,6,6,9
83,4,3,0
83,4,3,0
80,8,3,0
82,5,3,0
78,5,0,0
79,5,3,0
77,3,0,0
69,3,3,0
67,6,6,9
67,6,6,9
67,6,6,9
28,0,0,0
50,0,0,0
83,4,0,0
189,20,12,27
206,22,10,27
195,18,9,18
200,16,3,0
189,16,3,0
158,17,9,27
147,16,9,18
125,13,6,9
118,12,6,9
122,12,6,9
121,11,0,0
113,11,0,0
96,3,0,0
166,16,9,18
191,18,0,0
153,13,3,0
141,10,3,0
147,13,3,0
122,13,3,0
157,15,6,9
172,17,8,12
112,8,3,0
131,13,6,9
126,12,6,9
118,12,6,9
125,11,6,9
171,15,3,0
111,11,6,9
116,11,6,9
107,10,3,0
107,8,0,0
106,9,3,0
184,19,9,18
162,14,3,0
158,13,9,18
154,13,3,0
159,14,9,18
154,12,9,18
152,11,0,0
171,19,9,18
172,14,6,9
174,16,9,18
170,14,9,18
171,15,7,10
170,14,7,10
109,7,0,0
116,7,3,0
97,4,3,0
111,10,6,9
133,10,3,0
136,9,0,0
107,8,3,0
127,9,3,0
130,12,9,18
112,10,9,18
93,6,3,0
92,2,0,0
126,8,0,0
126,10,6,9
119,10,6,9
122,11,9,18
115,12,8,10
124,10,6,9
117,10,6,9
115,9,0,0
114,5,3,0
178,14,3,0
163,14,3,0
154,11,3,0
155,9,3,0
93,3,0,0
44,6,0,0
76,5,0,0
76,12,6,9
74,10,6,9
70,12,6,9
66,9,6,9
66,9,6,9
66,8,3,0
71,9,6,9
68,11,6,9
64,9,6,9
64,9,6,9
65,9,6,9
56,8,6,9
56,8,6,9
55,7,3,0
33,3,0,0
53,2,0,0
28,2,0,0
7,1,0,0
7,0,0,0
31,5,3,0
30,4,3,0
22,4,3,0
24,3,0,0
28,6,0,0
140,5,0,0
139,2,0,0
41,4,3,0
52,4,3,0
55,4,3,0
21,1,0,0
41,4,3,0
62,4,3,0
39,3,3,0
20,3,3,0
39,3,3,0
68,1,0,0
167,9,0,0
119,5,3,0
93,8,3,0
123,10,6,9
161,13,6,9
94,8,6,9
99,7,6,9
68,7,6,9
148,15,4,0
126,8,3,0
130,10,3,0
190,16,6,9
135,11,6,9
122,8,3,0
141,14,6,9
122,9,6,9
177,18,9,18
172,14,6,9
168,14,3,0
182,22,9,18
162,14,3,0
219,20,9,18
179,18,9,18
