"0,1-d","2,1-d","3,1-d"
32,2,0
25,2,0
16,16,140
20,16,140
16,16,140
16,16,140
27,16,140
20,16,140
97,24,225
81,14,105
97,14,105
134,102,4810
77,14,105
87,14,105
86,14,105
91,14,105
93,20,225
143,84,4305
115,88,4705
96,20,225
88,20,225
79,20,225
78,20,225
115,86,4505
108,82,4100
114,88,4705
121,88,4705
122,88,4705
113,88,4705
131,88,4705
111,88,4705
115,88,4705
67,0,0
120,88,4705
111,84,4300
109,84,4305
67,0,0
112,88,4705
111,88,4705
122,88,4705
111,88,4705
78,20,225
111,88,4705
143,88,4705
114,88,4705
70,0,0
123,88,4705
111,88,4705
77,20,225
80,24,230
112,88,4705
126,88,4705
128,88,4705
111,88,4705
70,0,0
83,20,225
132,88,4705
111,88,4705
113,88,4705
129,90,4710
111,88,4705
111,88,4705
111,88,4705
113,88,4705
147,88,4705
145,90,4710
133,88,4705
114,88,4705
77,20,225
72,0,0
113,88,4705
117,88,4705
122,88,4705
117,88,4705
60,8,25
56,24,235
33,2,0
45,12,35
59,26,250
51,22,235
42,20,225
41,20,225
41,20,225
40,20,225
43,20,225
46,20,225
40,20,225
36,8,30
30,0,0
33,6,15
30,0,0
35,8,30
33,6,15
31,2,0
34,6,15
51,2,0
43,14,45
44,14,105
81,14,105
24,14,105
34,14,105
33,14,105
38,14,105
22,0,0
29,0,0
17,6,15
17,6,15
14,0,0
17,6,15
17,6,15
20,16,140
16,16,140
16,16,140
27,16,140
20,16,140
97,14,105
40,14,105
50,40,485
49,32,335
54,36,340
53,30,385
47,28,375
44,28,375
40,20,225
40,20,225
44,28,375
45,20,225
44,28,375
45,20,225
40,20,225
40,20,225
40,20,225
45,20,225
43,20,225
45,20,225
44,28,375
43,20,225
40,20,225
40,20,225
40,20,225
40,20,225
40,20,225
45,20,225
77,14,105
87,14,105
86,14,105
91,14,105
143,86,4355
115,88,4705
115,88,4555
108,82,4100
114,88,4705
121,90,4755
122,88,4705
113,88,4705
131,98,4930
111,88,4705
115,88,4705
120,92,4755
111,84,4300
109,84,4305
112,88,4705
111,88,4705
122,98,4930
111,88,4705
111,88,4705
143,98,4930
114,88,4705
123,100,4930
111,88,4705
112,88,4705
126,88,4705
128,110,5070
111,88,4705
132,88,4705
111,88,4705
113,88,4705
129,88,4705
111,88,4705
111,88,4705
111,88,4705
113,88,4705
147,90,4755
145,90,4705
133,110,5070
114,88,4705
113,88,4705
117,88,4705
122,98,4930
117,88,4705
81,8,30
79,10,30
80,22,275
79,18,155
75,16,140
79,24,170
78,22,275
68,2,0
75,16,140
75,16,140
71,8,30
85,36,450
71,8,30
75,16,140
81,22,275
9,2,0
12,0,0
20,0,0
5,0,0
20,16,140
20,16,140
31,16,140
24,16,140
22,6,15
19,6,15
19,6,15
19,6,15
30,14,105
29,14,105
34,14,105
13,2,0
13,2,0
10,0,0
33,8,5
97,14,100
69,16,125
75,16,125
85,20,150
97,26,195
68,16,80
101,20,150
37,12,40
34,6,15
21,0,0
37,22,165
30,4,5
23,2,0
33,14,80
30,14,85
29,6,0
27,12,75
23,4,5
27,12,75
39,32,335
44,16,115
43,30,385
37,28,375
34,28,375
30,20,225
34,28,375
34,28,375
30,20,225
33,20,225
34,28,375
33,20,225
30,20,225
30,20,225
30,20,225
43,16,115
42,28,295
36,26,285
33,20,225
33,20,225
33,20,225
32,26,285
33,20,225
32,26,285
29,20,225
26,12,75
25,12,75
25,12,75
47,8,15
34,20,225
39,30,375
39,30,375
34,20,225
34,20,225
39,30,375
39,30,375
34,20,225
34,20,225
39,30,375
27,2,0
33,18,180
33,18,180
33,18,180
33,18,180
33,18,180
8,2,0
4,2,0
4,2,0
16,16,140
27,16,140
20,16,140
27,16,140
20,16,140
25,0,0
29,2,0
8,2,0
31,16,140
33,0,0
33,10,30
31,0,0
47,8,30
40,8,30
44,8,30
29,8,30
26,2,0
19,0,0
20,2,0
20,2,0
59,4,5
21,4,5
20,2,0
20,2,0
24,2,0
22,4,0
16,2,0
15,2,0
15,2,0
16,2,0
15,2,0
16,4,5
16,4,5
16,4,5
22,4,0
15,6,0
11,2,0
8,0,0
13,2,0
7,2,0
1,0,0
16,2,0
15,2,0
21,4,0
14,4,5
10,2,0
10,2,0
13,4,5
13,4,5
8,8,0
5,2,0
5,2,0
5,2,0
5,2,0
5,2,0
5,2,0
12,6,10
18,6,10
8,4,5
7,4,5
50,2,0
39,6,5
34,8,5
30,12,10
31,2,0
22,0,0
23,2,0
24,2,0
23,0,0
30,0,0
26,4,0
23,2,0
25,2,0
31,4,5
25,2,0
26,0,0
22,0,0
24,4,5
54,2,0
23,2,0
25,2,0
20,2,0
18,0,0
21,6,0
15,2,0
7,2,0
16,2,0
20,14,105
14,14,105
14,14,105
21,14,105
14,14,105
14,14,105
14,14,105
20,14,105
20,14,105
27,26,210
20,14,105
20,14,105
20,14,105
20,14,105
20,14,105
20,14,105
20,14,105
20,14,105
20,14,105
14,14,105
21,14,105
14,14,105
14,14,105
14,14,105
21,14,105
14,14,105
14,14,105
14,14,105
21,14,105
21,14,105
21,14,105
21,14,105
21,14,105
21,14,105
21,14,105
21,14,105
21,14,105
14,14,105
14,14,105
14,14,105
14,14,105
14,14,105
14,14,105
14,14,105
14,14,105
1,0,0
14,14,105
14,14,105
14,14,105
14,14,105
14,14,105
14,14,105
14,14,105
14,14,105
14,14,105
14,14,105
30,2,0
29,2,0
41,8,15
39,2,0
38,2,0
31,2,0
47,4,0
28,0,0
31,0,0
29,2,0
51,10,10
40,8,20
35,4,0
33,4,5
31,2,0
45,6,0
34,4,5
28,0,0
28,0,0
43,4,5
59,4,5
36,2,0
37,4,0
49,4,0
28,0,0
34,4,5
43,6,15
50,8,20
19,4,0
13,2,0
11,2,0
25,10,20
22,4,0
28,6,15
35,6,15
18,2,0
17,8,5
15,4,5
29,2,0
14,2,0
13,0,0
15,4,5
17,4,5
15,4,5
32,10,25
28,8,25
20,2,0
18,6,15
11,0,0
17,4,5
14,6,15
16,2,0
22,12,35
17,6,15
25,14,45
35,2,0
18,12,75
14,2,0
16,12,75
16,12,75
16,12,75
19,12,75
16,12,75
17,12,75
4,2,0
4,0,0
42,14,10
22,6,0
24,4,5
20,2,0
20,2,0
27,4,5
25,0,0
19,0,0
22,2,0
21,2,0
20,2,0
24,2,0
23,4,0
24,4,5
22,0,0
20,2,0
21,4,5
21,0,0
11,4,5
11,4,5
21,4,5
28,4,5
29,4,5
38,4,5
29,4,5
24,0,0
28,4,5
31,6,10
24,2,0
28,8,15
24,2,0
25,4,5
24,2,0
33,10,15
25,2,0
25,0,0
25,2,0
25,2,0
24,2,0
25,4,5
24,2,0
25,4,5
32,4,5
43,4,5
27,6,15
34,8,20
16,4,5
14,4,5
25,4,5
14,0,0
14,4,5
18,4,5
32,0,0
14,0,0
15,2,0
16,4,0
18,10,5
21,2,0
14,2,0
35,4,5
9,4,5
11,4,5
6,0,0
8,0,0
5,0,0
5,2,0
7,2,0
38,8,15
28,4,0
34,6,15
49,8,0
24,2,0
23,2,0
24,0,0
28,8,15
27,0,0
29,4,5
26,6,15
42,0,0
25,4,5
23,2,0
32,2,0
10,2,0
9,2,0
9,2,0
9,2,0
21,6,5
31,0,0
32,4,0
21,2,0
17,4,0
16,2,0
18,2,0
15,0,0
19,0,0
31,4,0
15,0,0
25,2,0
16,2,0
18,0,0
53,36,605
61,32,600
39,6,15
52,32,600
33,2,0
43,2,0
36,2,0
47,32,600
35,8,30
49,32,600
36,8,30
36,8,30
47,32,600
52,32,600
34,6,15
47,32,600
47,32,600
59,32,600
39,8,30
39,8,30
39,6,15
38,6,15
47,32,600
47,32,600
42,2,0
47,32,600
47,32,600
28,0,0
20,0,0
12,6,15
28,6,15
8,0,0
12,6,15
25,6,15
25,6,5
29,2,0
20,4,0
14,4,5
14,4,5
10,2,0
10,2,0
38,24,50
28,8,20
32,6,15
35,8,25
32,8,15
30,8,20
27,4,0
28,2,0
34,8,10
23,4,5
27,4,0
26,2,0
79,4,5
23,4,5
24,2,0
30,4,5
25,4,5
28,4,5
22,8,15
24,6,15
12,6,15
15,6,15
37,8,15
26,0,0
41,4,5
91,10,30
63,4,0
17,4,5
15,0,0
15,0,0
32,8,30
17,4,5
20,8,30
36,8,30
23,8,30
52,32,600
43,32,600
38,32,600
40,32,600
38,32,600
43,32,600
38,32,600
38,32,600
50,32,600
38,32,600
38,32,600
38,32,600
38,32,600
70,2,0
24,0,0
22,2,0
26,2,0
44,2,0
16,4,0
12,2,0
12,2,0
14,2,0
11,0,0
12,2,0
9,2,0
18,2,0
16,2,0
13,2,0
6,2,0
6,4,5
5,2,0
21,4,5
21,4,5
40,8,10
19,6,10
20,4,5
19,6,10
26,4,5
16,0,0
18,4,5
16,0,0
19,6,15
19,6,15
16,0,0
19,6,15
19,6,15
6,4,5
4,4,5
6,4,5
18,0,0
4,0,0
24,8,20
28,6,15
31,10,25
28,6,15
26,8,20
24,2,0
30,4,5
22,2,0
20,2,0
26,4,5
37,2,0
19,2,0
49,2,0
17,0,0
17,0,0
14,2,0
15,6,5
21,4,5
20,6,5
11,4,5
25,6,5
22,8,5
12,4,5
21,6,15
16,4,5
9,0,0
7,0,0
17,6,5
20,4,5
17,6,0
9,2,0
7,2,0
8,4,0
14,6,15
9,6,15
17,6,15
34,4,5
27,4,5
9,4,5
11,0,0
17,6,15
25,12,35
13,2,0
26,6,5
13,4,5
15,4,5
15,2,0
20,6,15
17,4,5
9,4,5
9,4,5
58,6,5
46,2,0
18,2,0
23,0,0
17,4,5
29,8,15
46,2,0
43,10,35
32,2,0
41,12,30
48,16,40
40,30,90
34,18,65
27,4,5
29,8,30
30,10,35
27,4,5
47,4,5
28,6,15
28,2,0
26,2,0
27,4,0
39,4,5
27,4,5
29,8,30
28,4,5
27,4,5
31,2,0
33,6,15
25,0,0
14,12,75
14,12,75
14,12,75
17,12,75
14,12,75
15,12,75
21,2,0
9,2,0
19,6,15
13,6,15
7,6,15
12,12,75
12,12,75
15,12,75
12,12,75
13,12,75
12,12,75
15,12,75
12,12,75
13,12,75
15,12,75
12,12,75
13,12,75
15,12,75
16,12,75
19,4,5
15,4,5
19,4,5
13,12,75
83,0,0
7,4,5
10,4,5
15,4,5
8,4,5
4,2,0
6,2,0
13,6,10
18,6,5
12,2,0
26,0,0
11,4,0
6,0,0
13,2,0
7,2,0
15,2,0
7,2,0
8,2,0
10,2,0
11,0,0
12,2,0
8,2,0
17,2,0
6,2,0
20,2,0
8,0,0
15,6,10
14,4,5
10,0,0
4,2,0
3,0,0
4,2,0
4,2,0
25,2,0
16,4,5
26,4,5
17,2,0
22,2,0
23,0,0
14,2,0
14,4,0
9,2,0
26,12,15
26,6,5
21,2,0
41,4,5
9,2,0
16,6,10
8,0,0
43,6,5
29,6,10
36,4,5
20,4,5
20,4,5
22,6,10
31,2,0
53,4,0
51,6,5
23,4,5
36,6,5
30,4,0
29,2,0
26,6,10
19,2,0
19,2,0
2,2,0
12,4,5
12,4,5
19,10,10
14,4,0
23,2,0
12,2,0
14,4,5
15,4,5
4,2,0
16,0,0
3,2,0
3,2,0
3,2,0
2,0,0
2,0,0
4,4,5
13,2,0
13,8,20
14,10,20
13,6,15
9,0,0
10,2,0
12,6,15
15,4,5
19,10,10
89,14,105
34,14,105
75,14,105
93,14,105
16,2,0
39,16,110
20,14,105
25,2,0
26,14,105
21,2,0
42,16,110
29,2,0
3,2,0
8,4,5
9,2,0
32,6,10
35,6,10
9,4,5
31,4,0
34,6,5
32,2,0
96,12,45
85,10,25
45,22,60
46,4,5
49,8,15
32,10,35
23,4,5
47,0,0
26,2,0
25,10,30
23,6,15
20,0,0
32,0,0
21,2,0
14,2,0
5,2,0
25,4,0
18,2,0
39,4,5
13,4,5
22,0,0
11,0,0
12,2,0
12,2,0
11,0,0
32,6,15
42,12,45
17,2,0
35,12,45
39,12,35
24,8,30
21,4,0
43,2,0
26,6,5
14,0,0
10,2,0
9,2,0
11,6,15
10,6,15
10,6,15
10,6,15
30,4,5
60,44,1115
50,44,1115
50,44,1115
50,44,1115
46,36,765
50,44,1115
57,44,1115
50,44,1115
50,44,1115
48,40,950
50,44,1115
50,44,1115
50,44,1115
50,44,1115
50,44,1115
48,40,950
51,46,1115
50,44,1115
50,44,1115
48,40,950
48,40,950
46,36,765
50,44,1115
31,0,0
28,0,0
29,2,0
1,0,0
18,4,5
5,4,5
5,4,5
39,4,0
38,4,0
38,2,0
47,2,0
38,2,0
35,0,0
36,4,0
41,8,5
43,2,0
34,4,5
41,6,0
37,4,5
34,4,0
40,2,0
42,2,0
33,2,0
33,2,0
33,2,0
35,4,5
36,4,5
39,4,5
41,2,0
35,4,5
34,2,0
61,0,0
33,2,0
36,2,0
41,4,5
34,4,5
33,0,0
33,2,0
13,4,5
16,6,5
9,4,5
9,4,5
13,4,5
55,4,5
16,2,0
12,2,0
16,2,0
7,2,0
9,2,0
10,0,0
9,2,0
10,2,0
8,2,0
7,0,0
7,0,0
8,2,0
20,6,15
17,2,0
14,2,0
12,2,0
11,0,0
13,2,0
26,4,5
16,2,0
31,4,0
32,10,5
17,2,0
14,2,0
21,10,10
15,2,0
12,4,5
17,4,5
20,4,5
15,2,0
44,8,5
25,0,0
15,0,0
26,2,0
12,0,0
15,6,5
13,2,0
37,4,5
17,0,0
11,2,0
12,0,0
16,2,0
9,0,0
57,2,0
47,16,20
30,2,0
46,4,0
28,4,5
39,12,30
50,4,0
35,12,35
26,2,0
30,10,35
28,4,5
30,10,35
43,20,55
29,8,5
26,2,0
27,4,5
27,4,5
40,4,0
27,4,5
34,6,5
37,4,0
10,2,0
12,6,5
17,4,5
10,4,5
42,4,5
10,4,5
22,4,5
10,0,0
8,4,5
10,0,0
24,2,0
25,0,0
20,2,0
16,2,0
23,4,5
15,0,0
17,4,5
21,4,5
25,12,10
17,2,0
7,2,0
23,0,0
5,0,0
6,2,0
3,0,0
3,0,0
3,0,0
3,0,0
4,2,0
4,2,0
24,2,0
40,2,0
60,8,20
42,8,15
34,6,15
23,6,15
29,10,20
24,12,25
22,2,0
25,10,15
25,4,5
21,6,15
18,4,5
18,4,5
20,4,0
22,8,10
23,8,5
33,6,5
23,4,5
26,6,5
38,0,0
23,0,0
19,0,0
26,8,15
24,0,0
19,4,5
19,4,5
21,8,15
29,4,0
20,2,0
23,2,0
17,0,0
17,0,0
15,4,0
16,0,0
15,4,5
10,4,5
7,2,0
3,2,0
3,2,0
13,2,0
15,2,0
25,2,0
7,2,0
8,0,0
4,0,0
34,10,20
22,8,20
25,10,20
66,2,0
28,2,0
29,4,5
19,4,5
21,4,0
22,2,0
17,0,0
18,2,0
17,2,0
17,2,0
17,2,0
21,4,5
20,2,0
11,2,0
17,6,5
20,4,5
13,4,5
12,2,0
12,4,5
12,4,5
24,2,0
4,2,0
3,0,0
51,32,600
46,32,600
48,32,600
46,32,600
51,34,600
46,32,600
46,32,600
58,32,600
46,32,600
46,32,600
46,32,600
46,32,600
59,6,15
85,6,15
92,6,15
108,6,15
50,2,0
51,8,15
31,2,0
32,4,5
30,0,0
52,4,5
32,2,0
32,4,5
31,2,0
11,6,15
16,6,15
15,6,15
18,0,0
37,0,0
9,0,0
8,0,0
8,0,0
37,32,600
39,32,600
37,32,600
42,32,600
37,32,600
37,32,600
49,38,615
37,32,600
37,32,600
37,32,600
37,32,600
47,6,10
35,6,10
36,8,15
23,4,5
25,4,5
14,2,0
15,4,5
22,2,0
15,4,5
14,4,5
15,6,5
15,2,0
15,6,5
13,0,0
12,0,0
21,4,5
16,2,0
8,6,15
8,6,15
8,6,15
8,6,15
34,32,600
32,32,600
37,32,600
32,32,600
32,32,600
44,32,600
32,32,600
32,32,600
32,32,600
32,32,600
9,8,30
9,8,30
12,8,30
12,8,30
34,32,600
39,32,600
34,32,600
34,32,600
46,36,615
34,32,600
34,32,600
34,32,600
34,32,600
39,6,15
10,10,40
13,10,40
13,10,40
8,6,15
13,10,40
13,10,40
8,6,15
37,32,600
32,32,600
32,32,600
44,32,600
32,32,600
32,32,600
32,32,600
32,32,600
37,32,600
37,32,600
49,32,600
37,32,600
37,32,600
37,32,600
37,32,600
42,8,15
46,8,15
41,6,15
