"0,1-nd","2,1-nd","3,1-nd"
657,222,3990
657,222,3990
838,392,7350
657,222,3990
657,222,3990
657,222,3990
553,0,0
657,222,3990
657,222,3990
572,0,0
657,222,3990
553,0,0
553,0,0
657,222,3990
657,222,3990
657,222,3990
215,22,25
111,18,25
108,18,25
108,18,25
100,16,25
100,8,0
92,0,0
92,0,0
983,4,0
875,0,0
6421,12,0
984,56,160
1046,48,140
950,58,140
1115,54,140
970,8,0
904,20,0
1327,0,0
860,8,0
1116,0,0
934,20,25
927,22,25
863,20,25
851,22,40
851,22,40
1053,4,0
851,4,0
875,14,0
839,0,0
965,8,0
839,0,0
839,0,0
839,0,0
878,40,190
982,48,190
361,38,190
637,50,190
211,0,0
188,4,0
179,4,0
158,20,25
418,12,0
188,6,0
161,6,0
410,14,0
147,8,0
3143,74,130
312,52,95
933,34,55
301,20,0
692,34,55
284,32,55
281,22,0
298,52,95
237,6,0
235,0,0
245,24,50
3316,122,1180
3007,46,85
3628,34,55
10032,1636,332600
3962,530,77405
3698,144,1220
11251,1464,321630
7599,1444,322315
8288,1490,322315
9675,1834,335740
8406,1650,333130
11373,2058,338425
8526,1640,332885
9167,1652,332600
12059,1662,323745
9811,1730,333410
8422,1648,333130
3666,606,155175
3617,606,155175
3915,658,155175
3708,684,155985
3506,246,8380
3482,138,6725
3653,496,54860
2996,50,0
3266,262,3460
3216,298,3950
3132,232,3310
2997,54,380
3132,232,3310
3959,162,1330
3519,220,16115
3623,392,53945
3387,34,55
3213,218,8080
3116,124,1220
3155,202,7990
3301,272,18810
2979,30,55
2976,20,0
2993,44,85
3050,18,0
841,144,2025
8851,114,1180
694,64,1180
1101,66,1180
430,0,0
411,0,0
490,144,2025
490,144,2025
490,144,2025
490,144,2025
490,144,2025
502,144,2025
411,0,0
162,36,85
109,22,50
147,24,55
272,40,55
167,46,75
154,26,55
125,0,0
134,12,0
174,16,0
80,24,55
294,18,25
74,18,25
192,16,25
62,16,25
192,16,25
240,0,0
198,0,0
229,20,0
213,12,0
180,6,0
178,8,0
172,0,0
177,6,0
228,16,0
205,30,55
172,12,0
212,24,0
1226,8,0
167,6,0
164,0,0
176,14,0
87,26,55
69,8,0
302,20,25
1062,96,585
662,88,575
1160,98,575
463,70,575
630,104,585
330,28,145
273,0,0
273,0,0
318,8,0
329,0,0
67,4,0
49,4,0
98,8,0
398,40,135
367,38,135
376,38,135
565,34,105
589,34,105
843,10,0
718,0,0
528,0,0
345,0,0
346,4,0
346,4,0
345,0,0
345,0,0
345,0,0
105,38,135
114,38,135
581,10,0
73,0,0
83,36,135
91,0,0
16,4,0
410,4,0
845,162,1295
816,162,1285
489,32,125
544,112,670
758,4,0
1123,116,1110
455,4,0
568,52,235
482,116,1110
482,116,1110
535,160,1310
436,0,0
422,52,235
38,0,0
43,4,0
48,4,0
299,6,0
839,18,0
1571,0,0
643,10,0
909,156,1285
582,32,125
637,90,580
929,18,0
579,8,0
1111,8,0
1216,114,1110
728,0,0
550,0,0
575,114,1110
575,114,1110
498,16,25
566,16,25
628,138,1220
498,16,25
486,0,0
1533,8,0
163,8,0
103,4,0
146,4,0
34,0,0
431,70,285
1410,38,120
606,36,115
401,58,230
425,58,230
357,0,0
173,0,0
463,32,80
1442,26,80
371,44,180
747,72,270
389,48,180
242,44,180
283,68,270
242,44,180
207,0,0
622,18,0
417,36,105
441,36,105
572,0,0
4640,0,0
364,0,0
190,0,0
1515,30,0
388,20,25
661,36,25
344,0,0
377,14,0
307,20,25
454,20,25
322,16,25
343,20,25
283,0,0
290,0,0
1509,60,150
705,42,115
500,64,230
454,44,100
524,64,230
346,16,25
288,16,25
301,16,25
1433,40,90
1720,8,0
1329,16,0
2159,24,0
1437,0,0
1361,12,0
1616,18,0
1634,34,0
1431,22,25
1700,4,0
1354,22,25
1275,0,0
1275,0,0
1437,26,0
1727,14,0
1886,42,25
1299,10,0
1398,4,0
1572,16,0
1275,0,0
1275,0,0
1275,0,0
1879,28,0
1330,6,0
1281,6,0
1294,0,0
1320,0,0
608,94,580
900,18,0
1187,112,1110
532,12,0
546,112,1110
546,112,1110
599,138,1220
461,4,0
457,0,0
457,0,0
487,4,0
457,0,0
280,0,0
179,0,0
193,8,0
188,4,0
408,4,0
191,4,0
356,4,0
275,6,0
259,6,0
34,0,0
944,46,125
494,84,280
411,28,65
877,20,25
337,20,25
284,16,25
68,4,0
2839,76,30
2787,50,35
2939,134,120
2496,10,0
2993,24,40
3046,32,40
3290,48,40
2619,42,0
2505,52,220
2534,144,1185
2652,38,0
2704,180,1345
2367,28,90
2450,142,1220
2576,20,0
2971,90,110
2652,82,130
2598,40,65
2585,56,30
2365,14,0
2494,162,1320
2405,58,65
2349,4,0
2711,12,0
2398,88,780
2348,0,0
2545,46,35
2368,10,0
2431,144,1320
2383,32,45
2359,10,0
2415,50,70
2352,10,0
2349,4,0
2443,146,1320
2350,6,0
2355,16,0
2396,36,55
2357,10,0
2591,100,115
2557,46,50
2382,30,65
2380,32,45
2389,46,65
153,36,135
197,36,135
140,36,135
140,36,135
968,46,125
2111,4,0
885,20,65
1091,0,0
929,0,0
1303,4,0
1258,22,0
1522,52,190
1222,20,0
948,4,0
799,10,0
872,4,0
901,42,190
1177,62,225
900,14,0
279,0,0
360,46,235
260,12,0
327,94,605
214,46,235
489,4,0
478,20,0
641,20,0
476,16,0
433,16,25
343,16,25
387,10,0
340,4,0
337,16,25
333,6,0
343,16,25
337,16,25
337,16,25
344,12,0
372,8,0
12258,7772,4771800
6537,192,455
12248,7846,4771800
13467,7384,4419540
9813,7752,4771900
5639,74,455
9815,7528,4599800
8995,6984,4214815
9692,7728,4771800
10504,7820,4771800
10562,7748,4771800
9595,7736,4771800
11891,7916,4771800
9410,7722,4771800
9816,7760,4771800
10310,7746,4771800
9298,7258,4404275
9157,7232,4419540
9497,7722,4771800
9410,7722,4771800
10622,7830,4771800
9410,7722,4771800
9410,7722,4771800
13589,7872,4771800
9719,7734,4771800
10742,7824,4771800
9410,7722,4771800
9503,7724,4771800
11115,7820,4771800
11383,7846,4771800
9410,7722,4771800
11964,7780,4771800
9410,7722,4771800
9593,7722,4771800
11494,7782,4771800
9410,7722,4771800
9410,7722,4771800
9410,7722,4771800
9592,7750,4771900
14275,7928,4771800
13740,7786,4771925
12027,7854,4771800
9695,7754,4771800
9618,7732,4771800
10049,7778,4771800
10638,7830,4771800
10006,7726,4771800
5288,70,455
5349,166,5185
5513,178,5185
5331,290,27180
5331,290,27180
517,32,30
232,34,50
224,24,30
206,20,30
206,20,30
198,0,0
435,28,65
1460,4,0
344,4,0
270,0,0
270,0,0
1123,44,95
850,30,95
688,34,95
292,20,25
412,0,0
240,0,0
228,18,25
427,8,0
228,18,25
221,0,0
502,24,25
705,8,0
580,24,0
651,22,0
530,26,30
507,30,25
660,14,0
548,18,0
539,30,35
476,22,25
688,46,55
509,24,35
470,4,0
465,0,0
496,4,0
465,0,0
465,0,0
486,24,30
470,8,0
295,0,0
117,22,25
86,18,25
24,0,0
496,48,105
431,48,95
188,56,130
113,10,0
157,42,95
168,44,100
339,8,0
221,12,0
145,10,0
119,6,0
198,10,0
121,6,0
1037,24,25
755,20,25
813,28,30
919,30,55
2871,92,130
1268,42,80
894,28,0
1434,76,35
632,40,90
624,28,60
779,34,55
612,38,75
570,22,30
610,40,85
624,26,35
611,24,35
611,24,35
592,24,35
568,10,0
740,24,25
635,12,0
550,0,0
1561,0,0
625,64,420
560,64,420
560,64,420
560,64,420
560,64,420
703,8,0
1449,18,25
1013,16,25
552,16,25
630,18,25
601,16,25
530,0,0
552,16,25
16,4,0
16,4,0
133,20,40
119,20,40
84,20,40
694,52,225
617,52,225
289,38,225
381,52,225
313,10,0
421,8,0
443,4,0
252,4,0
240,0,0
967,6,0
390,6,0
540,22,30
571,44,145
384,42,145
566,48,145
376,42,145
424,20,25
318,16,25
378,20,25
331,18,30
234,6,0
5479,0,0
1018,4,0
140,4,0
390,16,25
161,0,0
337,16,25
160,16,25
186,4,0
138,4,0
2230,28,35
3310,1094,91520
2526,98,835
3090,1118,91855
3428,288,5450
3440,1060,91395
2973,1060,91395
2455,118,2070
3580,1100,91820
2875,1106,91510
2639,1056,91395
2738,1086,91605
2639,1056,91395
2898,1058,91395
2639,1056,91395
2639,1056,91395
3293,1142,91925
2639,1056,91395
2639,1056,91395
2639,1056,91395
2639,1056,91395
3076,226,3525
2177,44,0
2093,12,0
2375,76,705
2530,150,2045
3308,200,3510
2858,224,3610
10480,32,40
2357,32,40
2202,0,0
2128,4,0
2074,0,0
2268,60,105
2336,26,35
2099,34,60
2554,4,0
424,104,1000
211,102,1000
175,102,1000
166,102,1000
166,102,1000
166,102,1000
108,0,0
1114,8,0
1107,6,0
1562,0,0
1242,46,50
1207,0,0
1977,24,0
1444,28,35
1183,24,30
1204,30,70
1173,8,0
1766,0,0
1199,46,100
1245,28,35
1254,16,0
1377,32,30
1255,16,0
1108,22,30
1128,50,95
1208,12,0
1171,84,220
1460,26,30
1100,6,0
1154,48,155
1105,22,40
1175,60,175
1116,22,40
1117,48,155
1104,30,70
1137,12,0
433,102,1000
397,102,1000
388,102,1000
388,102,1000
388,102,1000
444,16,25
353,16,25
350,16,25
351,16,25
377,36,135
357,36,135
346,16,25
357,36,135
365,36,135
346,16,25
55,4,0
480,0,0
71,6,0
55,0,0
276,0,0
446,26,35
514,18,35
215,0,0
215,0,0
215,0,0
215,0,0
223,0,0
225,4,0
399,4,0
2348,1072,91540
2686,158,3840
2698,1038,91395
2231,1038,91395
1516,0,0
2838,1060,91520
2133,1046,91395
1897,1034,91395
1996,1042,91395
1897,1034,91395
2156,1036,91395
1897,1034,91395
1897,1034,91395
2551,1052,91395
1897,1034,91395
1897,1034,91395
1897,1034,91395
1897,1034,91395
1656,46,135
1338,20,0
1321,10,0
1363,10,0
1357,0,0
1435,52,0
1370,12,0
1372,42,135
1342,38,135
1342,38,135
671,260,6165
1564,94,910
671,260,6165
1902,90,970
671,260,6165
774,260,6165
671,260,6165
671,260,6165
1079,260,6165
828,262,6165
561,0,0
567,12,0
849,30,70
1004,52,165
342,256,6165
342,256,6165
445,256,6165
342,256,6165
342,256,6165
750,256,6165
499,258,6165
2466,204,4315
2478,1042,91395
2011,1042,91395
2618,1074,91820
1913,1050,91395
1677,1038,91395
1776,1046,91395
1677,1038,91395
1936,1040,91395
1677,1038,91395
1677,1038,91395
2331,1056,91395
1677,1038,91395
1677,1038,91395
1677,1038,91395
1677,1038,91395
2505,16,0
2346,128,2275
1135,12,0
1284,8,0
1124,8,0
342,256,6165
445,256,6165
342,256,6165
342,256,6165
750,256,6165
499,258,6165
8525,540,14725
7601,286,9475
8535,352,9475
14236,8018,4776465
7484,286,9475
7930,332,9475
7872,324,9475
8122,312,9475
8173,424,14725
15455,7390,4419540
11801,7738,4771800
8405,422,14725
7955,420,14725
7544,410,14725
7482,410,14725
11803,7530,4599800
10983,6986,4214815
11680,7730,4771800
12492,7822,4771800
12550,7750,4771800
11583,7738,4771800
13879,7918,4771800
11398,7724,4771800
11804,7762,4771800
7190,0,0
12298,7748,4771800
11286,7244,4404175
11145,7238,4419540
7190,0,0
11485,7724,4771800
11398,7724,4771800
12610,7832,4771800
11398,7724,4771800
7490,408,14725
11398,7724,4771800
15577,7874,4771800
11707,7736,4771800
7213,0,0
12730,7826,4771800
11398,7724,4771800
7459,408,14725
7664,596,28910
11491,7726,4771800
13103,7822,4771800
13371,7848,4771800
11398,7724,4771800
7245,0,0
7646,414,14725
13952,7782,4771800
11398,7724,4771800
11581,7724,4771800
13482,7810,4772045
11398,7724,4771800
11398,7724,4771800
11398,7724,4771800
11580,7736,4771800
16263,7930,4771800
15728,7788,4772045
14015,7856,4771800
11683,7756,4771800
7459,408,14725
7259,0,0
11606,7734,4771800
12037,7780,4771800
12626,7832,4771800
11994,7728,4771800
2956,176,4120
2452,458,14860
1488,12,0
1906,112,560
2684,476,16805
2234,452,14860
1823,418,14725
1761,418,14725
1769,416,14725
1738,416,14725
1943,420,14725
1925,422,14725
1738,416,14725
1555,76,455
1432,0,0
1458,44,165
1432,0,0
1616,80,455
1458,44,165
1458,26,0
1467,44,165
1996,4,0
1780,110,575
1890,262,9475
7591,284,9475
839,196,9475
1285,242,9475
1227,234,9475
1477,222,9475
648,0,0
775,0,0
507,36,135
507,36,135
492,0,0
507,36,135
507,36,135
445,256,6165
342,256,6165
342,256,6165
750,256,6165
499,258,6165
8525,350,9475
1773,262,9475
2219,876,36515
2161,700,28115
2411,732,27195
2194,752,28760
1927,706,28185
1821,682,28185
1671,416,16990
1678,470,19015
1821,682,28185
1831,466,16990
1821,682,28185
1831,466,16990
1671,416,16990
1671,416,16990
1678,470,19015
1831,466,16990
1775,506,19785
1831,466,16990
1821,682,28185
1775,506,19785
1671,416,16990
1678,470,19015
1678,470,19015
1693,482,19785
1671,416,16990
1831,466,16990
7474,284,9475
7920,330,9475
7862,322,9475
8112,310,9475
15445,7546,4424870
11791,7842,4771800
11793,7686,4605130
10973,7086,4214815
11670,7834,4771800
12482,7978,4777130
12540,7854,4771800
11573,7842,4771800
13869,8264,4789525
11388,7828,4771800
11794,7866,4771800
12288,7926,4775455
11276,7346,4404175
11135,7342,4419540
11475,7828,4771800
11388,7828,4771800
12600,8170,4789525
11388,7828,4771800
11388,7828,4771800
15567,8246,4789525
11697,7840,4771800
12720,8166,4789525
11388,7828,4771800
11481,7830,4771800
13093,7926,4771800
13361,8376,4794965
11388,7828,4771800
13942,7886,4771800
11388,7828,4771800
11571,7828,4771800
13472,7888,4771800
11388,7828,4771800
11388,7828,4771800
11388,7828,4771800
11570,7840,4771800
16253,8094,4777130
15718,7874,4771800
14005,8396,4794965
11673,7860,4771800
11596,7838,4771800
12027,7884,4771800
12616,8170,4789525
11984,7832,4771800
7421,92,570
7455,182,570
7860,1064,155175
7581,580,36445
7429,474,22010
7535,532,22410
7811,1064,155175
7236,102,0
7429,474,22010
7429,474,22010
7234,82,570
8109,1402,198700
7234,82,570
7429,474,22010
7902,1084,155175
164,6,0
286,0,0
423,0,0
78,0,0
445,256,6165
445,256,6165
853,256,6165
602,258,6165
443,60,555
379,60,555
379,60,555
379,60,555
1168,242,9475
1110,234,9475
1360,222,9475
399,4,0
389,4,0
371,0,0
1371,56,100
9375,754,102095
5723,746,103030
6412,782,103030
7799,870,103520
9497,932,104720
5627,666,99330
10183,890,103520
1630,180,7860
1606,104,6725
1064,0,0
1777,370,54260
1284,32,100
1120,34,0
1390,202,3320
1340,222,3520
1374,64,0
1256,190,3310
1121,52,380
1256,190,3310
1556,680,28115
1806,302,10545
1589,732,28760
1322,706,28185
1216,682,28185
1073,470,19015
1216,682,28185
1216,682,28185
1073,470,19015
1170,506,19785
1216,682,28185
1170,506,19785
1073,470,19015
1073,470,19015
1088,482,19785
1748,292,10545
1531,616,21650
1264,590,21075
1158,506,19785
1158,506,19785
1158,506,19785
1112,534,21075
1158,506,19785
1112,534,21075
1030,450,19785
925,202,4285
877,202,4285
877,202,4285
1781,160,2790
1258,466,16990
1418,676,24040
1418,676,24040
1258,466,16990
1258,466,16990
1418,676,24040
1418,676,24040
1258,466,16990
1258,466,16990
1418,676,24040
1068,10,0
1206,384,12645
1206,384,12645
1206,384,12645
1206,384,12645
1206,384,12645
135,6,0
41,4,0
41,4,0
342,256,6165
750,256,6165
499,258,6165
750,256,6165
499,258,6165
647,0,0
911,6,0
154,6,0
907,258,6165
972,0,0
1008,82,490
800,0,0
1846,84,490
1411,84,490
1619,74,490
805,74,490
694,14,0
598,0,0
599,4,0
599,4,0
4912,32,100
569,20,100
659,14,0
334,8,0
464,8,0
377,10,0
276,4,0
275,4,0
281,6,0
286,6,0
281,6,0
279,16,25
279,16,25
279,16,25
353,8,0
200,16,0
133,8,0
216,0,0
167,8,0
90,8,0
8,0,0
217,8,0
249,6,0
356,8,0
166,20,25
140,8,0
146,6,0
158,16,25
157,20,25
52,16,0
34,10,0
34,10,0
34,10,0
34,10,0
34,10,0
34,10,0
148,28,50
337,30,50
93,22,40
85,20,40
1675,12,0
1155,36,30
913,40,30
794,52,50
807,6,0
656,0,0
657,4,0
667,14,0
656,0,0
776,0,0
721,22,0
657,4,0
691,10,0
809,24,30
673,4,0
719,0,0
656,0,0
675,24,30
1969,16,0
659,4,0
669,4,0
416,30,0
390,0,0
493,22,0
284,8,0
132,8,0
294,18,0
398,220,3990
248,196,3990
248,196,3990
429,222,3990
248,196,3990
248,196,3990
248,196,3990
398,220,3990
398,220,3990
579,390,7350
398,220,3990
398,220,3990
398,220,3990
398,220,3990
398,220,3990
398,220,3990
398,220,3990
398,220,3990
398,220,3990
248,196,3990
429,222,3990
248,196,3990
248,196,3990
248,196,3990
429,222,3990
248,196,3990
248,196,3990
248,196,3990
429,222,3990
429,222,3990
429,222,3990
429,222,3990
429,222,3990
429,222,3990
429,222,3990
429,222,3990
429,222,3990
248,196,3990
248,196,3990
248,196,3990
248,196,3990
248,196,3990
248,196,3990
248,196,3990
248,196,3990
21,0,0
248,196,3990
248,196,3990
248,196,3990
248,196,3990
248,196,3990
248,196,3990
248,196,3990
248,196,3990
248,196,3990
248,196,3990
1099,10,0
1079,4,0
1319,52,155
1278,14,0
1237,4,0
1102,4,0
1517,32,0
1069,0,0
1109,0,0
1072,4,0
1683,50,50
1333,54,765
1190,12,0
1122,22,30
1100,10,0
1562,26,0
1140,22,30
1069,0,0
1069,0,0
1387,24,30
2455,56,670
1209,6,0
1220,20,0
1721,26,0
1069,0,0
1186,24,30
1542,44,155
1988,84,765
579,14,0
272,8,0
234,4,0
570,62,175
457,20,0
779,44,155
1225,48,155
348,10,0
323,30,40
309,26,40
608,10,0
295,10,0
291,0,0
299,16,25
321,16,25
299,16,25
917,92,340
701,90,340
417,4,0
382,54,250
248,0,0
320,36,125
285,50,205
338,4,0
452,90,380
323,50,205
630,104,440
1002,10,0
316,144,2025
270,10,0
278,144,2025
278,144,2025
278,144,2025
343,144,2025
278,144,2025
365,144,2025
92,4,0
87,0,0
1118,60,70
535,16,0
558,26,30
498,4,0
500,4,0
652,30,50
548,0,0
495,0,0
514,4,0
509,8,0
518,16,0
539,4,0
561,14,0
570,32,50
503,0,0
518,16,0
525,26,30
522,0,0
204,16,35
226,24,35
592,24,35
723,22,30
741,22,30
988,24,30
787,24,30
668,0,0
724,26,30
818,48,75
684,16,0
736,54,90
684,16,0
691,26,30
666,4,0
809,56,95
683,4,0
669,0,0
668,4,0
669,4,0
666,4,0
679,22,35
667,4,0
679,22,35
773,32,55
1706,56,670
793,46,155
1239,86,765
337,26,40
323,22,40
805,22,30
334,0,0
325,16,30
410,22,30
1071,0,0
321,0,0
317,6,0
328,22,0
359,34,25
578,14,0
227,12,0
1437,22,25
197,22,25
180,16,30
86,0,0
111,0,0
86,0,0
92,8,0
144,10,0
1201,70,180
735,16,0
985,60,180
1722,20,0
685,12,0
630,12,0
590,0,0
753,46,180
729,0,0
800,22,30
686,44,180
1436,0,0
681,26,30
638,10,0
903,10,0
144,4,0
114,4,0
114,4,0
117,4,0
491,28,30
792,0,0
744,20,0
441,12,0
365,8,0
363,6,0
401,4,0
361,0,0
401,0,0
752,24,0
361,0,0
502,4,0
363,6,0
389,0,0
2361,1048,91460
2968,1040,91395
1559,36,160
2263,1040,91395
1475,4,0
1635,4,0
1488,4,0
2027,1028,91395
1483,64,495
2126,1036,91395
1493,70,495
1493,70,495
2027,1028,91395
2286,1030,91395
1474,36,160
2027,1028,91395
2027,1028,91395
2681,1046,91395
1538,76,495
1538,76,495
1540,44,160
1527,44,160
2027,1028,91395
2027,1028,91395
1659,4,0
2027,1028,91395
2027,1028,91395
947,0,0
361,0,0
231,40,480
762,64,480
176,0,0
231,40,480
653,60,480
509,22,40
958,8,0
389,20,0
239,24,40
239,24,40
189,4,0
189,4,0
1144,140,495
825,74,290
895,72,280
1073,90,340
912,66,180
845,72,220
801,16,0
817,26,0
978,60,95
712,16,25
783,10,0
771,26,0
5689,24,30
712,16,25
741,26,0
893,46,75
833,22,30
770,16,25
551,56,155
605,46,155
243,46,155
295,44,155
1448,46,155
715,0,0
1551,16,25
8833,196,830
5179,106,0
546,16,25
516,0,0
516,0,0
1036,72,830
546,16,25
659,68,830
1522,108,830
784,82,830
2501,1040,91395
1796,1040,91395
1560,1028,91395
1659,1036,91395
1560,1028,91395
1819,1030,91395
1560,1028,91395
1560,1028,91395
2214,1046,91395
1560,1028,91395
1560,1028,91395
1560,1028,91395
1560,1028,91395
5625,12,0
971,0,0
446,12,0
586,4,0
2513,6,0
293,8,0
230,6,0
240,4,0
279,4,0
225,0,0
228,4,0
115,10,0
384,4,0
255,4,0
152,4,0
83,4,0
76,20,40
62,10,0
390,24,40
390,24,40
1094,36,65
381,32,55
420,20,30
381,32,55
580,20,30
346,0,0
354,20,40
346,0,0
361,36,135
361,36,135
346,0,0
361,36,135
361,36,135
64,16,25
42,16,25
64,16,25
292,0,0
47,0,0
609,74,290
679,72,280
857,90,340
696,60,180
629,68,220
601,26,0
762,46,75
555,26,0
525,26,0
677,42,75
1029,6,0
509,6,0
2049,12,0
481,0,0
481,0,0
281,4,0
301,32,30
495,26,30
373,32,25
226,24,30
578,38,30
447,42,25
220,24,25
538,54,250
310,32,130
158,0,0
152,0,0
298,38,125
476,36,125
315,14,0
115,8,0
100,8,0
113,16,0
263,48,205
134,36,205
441,50,205
1199,20,25
752,20,25
177,16,25
174,0,0
301,48,205
608,90,380
245,10,0
584,20,25
247,18,25
257,18,25
263,8,0
479,50,205
279,20,40
114,20,40
114,20,40
2738,36,55
1978,12,0
508,12,0
526,0,0
479,22,55
880,76,310
1510,6,0
1308,144,820
966,6,0
1174,118,680
1496,158,900
1141,220,1080
981,170,910
851,42,110
876,98,560
885,106,570
857,56,230
1441,48,120
865,74,310
860,32,0
854,18,0
855,18,0
1128,48,120
864,50,150
876,98,560
855,42,110
853,48,170
911,6,0
977,80,520
831,0,0
202,144,2025
202,144,2025
202,144,2025
267,144,2025
202,144,2025
289,144,2025
498,4,0
141,4,0
409,74,310
249,62,310
133,38,310
164,144,2025
164,144,2025
229,144,2025
164,144,2025
251,144,2025
164,144,2025
229,144,2025
164,144,2025
251,144,2025
229,144,2025
164,144,2025
251,144,2025
229,144,2025
316,144,2025
305,16,25
212,16,25
299,16,25
251,144,2025
8623,0,0
131,16,30
156,18,25
205,16,25
112,18,25
60,4,0
87,4,0
270,34,75
343,34,60
221,10,0
620,0,0
143,8,0
78,0,0
169,6,0
87,4,0
213,4,0
83,6,0
84,4,0
112,4,0
161,0,0
160,4,0
75,4,0
274,4,0
71,4,0
475,12,0
134,0,0
261,44,75
225,28,55
168,0,0
31,4,0
30,0,0
31,4,0
74,6,0
802,6,0
294,24,35
660,24,35
349,6,0
485,8,0
433,0,0
208,4,0
232,10,0
150,4,0
682,52,75
601,30,45
472,14,0
2472,28,45
184,8,0
305,36,55
166,0,0
1439,48,135
769,30,50
967,28,45
559,20,40
559,20,40
613,30,50
838,14,0
2979,80,0
2838,92,45
634,32,135
1004,50,135
839,16,0
777,8,0
671,36,55
543,4,0
543,4,0
48,4,0
204,22,35
204,22,35
298,56,120
212,20,0
417,4,0
210,4,0
210,30,75
218,32,75
68,4,0
329,0,0
30,4,0
30,4,0
51,4,0
28,0,0
29,0,0
74,16,35
176,14,0
174,56,165
182,58,165
164,42,150
140,0,0
145,12,0
159,42,150
546,22,30
631,64,495
8845,438,18830
1534,268,18830
6872,384,18830
9653,446,18830
551,12,0
1813,270,18855
875,200,18830
745,10,0
1046,214,18830
649,10,0
1905,256,18855
980,4,0
71,4,0
151,22,30
156,12,0
1418,72,485
1510,70,485
190,22,260
989,16,0
1208,58,170
1200,26,0
9233,266,6040
7608,218,5560
1819,172,6230
2079,80,600
2171,102,700
1379,108,1260
880,40,95
2102,0,0
863,24,0
976,88,1220
971,62,4980
799,0,0
987,0,0
804,12,0
250,4,0
64,4,0
639,22,0
288,12,0
1498,22,25
258,22,25
470,0,0
221,0,0
222,4,0
222,4,0
221,0,0
1141,108,2070
1696,176,2415
515,6,0
1261,118,2415
1469,122,625
655,86,490
544,16,0
1929,18,0
1029,52,170
443,0,0
116,4,0
96,4,0
106,36,135
101,36,135
101,36,135
101,36,135
1336,16,25
2873,1888,271940
2264,1874,271940
2264,1874,271940
2264,1874,271940
2032,1434,198190
2264,1874,271940
2663,1888,271940
2264,1874,271940
2264,1874,271940
2148,1670,243800
2264,1874,271940
2264,1874,271940
2264,1874,271940
2264,1874,271940
2264,1874,271940
2148,1670,243800
2308,1876,271940
2264,1874,271940
2264,1874,271940
2148,1670,243800
2148,1670,243800
2032,1434,198190
2264,1874,271940
1326,0,0
1316,0,0
1339,48,0
6,0,0
358,16,25
52,16,25
52,16,25
1365,22,0
1310,14,0
1318,10,0
1583,10,0
1286,4,0
1250,0,0
1268,12,0
1360,34,30
1429,8,0
1247,16,25
1346,26,0
1292,24,30
1240,10,0
1393,4,0
1372,6,0
1242,10,0
1234,4,0
1235,6,0
1248,16,25
1261,16,25
1301,20,30
1368,8,0
1260,16,25
1253,4,0
2299,0,0
1234,4,0
1256,4,0
1356,16,25
1242,16,25
1233,0,0
1237,4,0
282,16,25
309,26,25
184,18,25
184,18,25
