"1,0-d","2,0-d","3,0-d"
10,34,42
11,34,33
1,0,0
12,18,6
5,20,30
13,16,3
4,4,0
7,0,0
4,4,0
5,6,0
3,6,3
2,2,0
11,14,3
3,6,3
12,110,495
13,16,3
2,2,0
1,0,0
3,4,0
12,18,6
4,6,3
1,0,0
3,2,0
3,4,0
33,50,9
7,8,0
4,6,3
5,8,0
10,20,6
12,24,6
3,6,3
10,20,6
6,12,6
3,4,0
9,12,3
11,28,21
2,2,0
2,2,0
2,2,0
4,6,3
5,8,3
8,12,6
10,12,0
4,6,3
3,2,0
30,68,39
2,2,0
8,16,6
5,8,3
7,4,0
7,8,3
12,30,24
16,24,6
10,18,9
3,6,3
2,0,0
2,2,0
7,12,6
3,6,3
49,1544,25374
7,18,15
3,6,3
8,4,0
12,22,12
11,22,6
13,20,6
18,48,39
10,18,15
26,78,51
9,22,9
12,12,0
2,2,0
6,8,0
2,2,0
12,26,6
2,2,0
11,24,12
8,16,6
22,160,552
26,90,90
13,114,495
12,112,495
38,352,2112
19,282,2052
2,2,0
4,8,3
11,110,495
11,32,33
14,120,501
17,130,510
29,324,2097
27,150,522
15,46,45
11,110,495
30,178,582
5,8,3
21,56,54
49,1942,39756
42,1722,34440
48,1976,41946
55,2080,42426
56,2012,41988
47,1986,41979
65,2252,43248
45,1970,41943
49,2012,42081
1,0,0
54,2000,42045
45,1816,36918
43,1806,37023
1,0,0
46,1970,41943
45,1970,41943
56,2108,42699
45,1970,41943
49,1986,41961
45,1970,41943
77,2266,43080
48,1988,41991
4,6,3
57,2102,42675
45,1970,41943
46,1972,41943
60,2112,42393
45,1970,41943
4,2,0
66,2100,42258
45,1970,41943
47,1970,41943
45,1970,41943
45,1970,41943
45,1970,41943
47,1982,41961
79,2136,42279
67,2206,43020
48,2004,42078
6,8,3
47,1980,41961
53,2008,41994
51,2034,42177
56,2108,42699
51,1980,41946
7,22,30
1,0,0
31,308,2073
4,12,12
16,48,45
1,0,0
4,4,0
6,24,33
4,12,12
2,2,0
5,12,12
22,16,3
14,50,57
3,6,3
5,14,12
6,8,0
7,24,24
4,12,12
26,86,51
1,0,0
9,20,9
22,292,2055
2,2,0
3,6,3
3,6,3
3,6,3
1,0,0
3,2,0
3,6,3
20,44,39
7,30,48
5,8,3
5,20,30
3,2,0
7,28,48
4,12,12
8,26,39
8,14,12
7,34,57
26,144,318
5,6,3
14,20,15
33,110,102
8,36,57
2,2,0
11,22,18
21,54,45
2,2,0
15,42,39
22,60,54
4,8,3
16,22,3
4,6,3
2,2,0
7,20,15
22,62,33
3,0,0
5,20,30
6,22,30
31,76,129
2,2,0
30,66,33
11,26,30
1,0,0
3,6,3
28,68,51
22,30,0
5,4,0
3,2,0
8,10,3
15,26,9
26,88,87
17,30,9
5,6,3
8,10,3
2,2,0
8,28,36
3,4,0
1,0,0
1,0,0
7,12,6
4,6,3
3,6,3
12,38,30
13,18,6
3,6,3
18,56,84
5,8,3
6,30,60
6,30,60
6,10,3
3,6,3
25,60,72
18,56,81
23,58,30
16,60,93
7,18,15
9,30,33
9,18,9
9,46,81
3,6,3
1,0,0
4,6,3
2,2,0
7,12,3
1,0,0
13,20,6
1,0,0
13,20,9
6,4,0
1,0,0
2,2,0
1,0,0
17,50,48
24,92,132
19,86,138
6,26,39
3,6,3
3,6,3
3,6,3
3,4,0
10,22,15
3,6,3
3,6,3
3,6,3
16,66,75
6,6,0
9,52,102
7,36,69
2,0,0
1,0,0
1,0,0
9,28,21
16,96,222
7,8,0
10,16,6
15,94,222
8,34,45
3,6,3
10,24,18
1,0,0
1,0,0
5,20,30
5,20,30
15,86,210
4,12,12
28,104,102
4,12,12
17,62,69
5,12,12
5,6,3
3,6,3
4,12,12
26,70,57
4,6,3
12,44,36
1,0,0
3,2,0
5,12,12
11,28,33
16,64,69
25,48,21
4,10,6
19,50,42
8,14,3
4,4,0
5,6,0
2,2,0
4,12,12
13,32,36
3,6,3
12,32,27
2,2,0
4,12,12
1,0,0
3,6,3
10,16,3
3,4,0
3,0,0
2,2,0
2,2,0
11,8,0
2,2,0
2,0,0
1,0,0
2,2,0
8,16,12
13,24,30
3,2,0
3,2,0
15,26,9
17,272,2040
3,0,0
17,272,2040
15,30,12
22,288,2052
9,22,6
17,272,2040
17,272,2040
12,10,3
20,48,42
9,10,0
17,272,2040
17,272,2040
17,272,2040
5,6,0
8,42,105
17,272,2040
8,16,12
3,2,0
7,10,0
9,12,3
5,6,3
13,18,6
3,2,0
2,2,0
4,4,0
2,2,0
14,18,0
16,210,1365
30,212,564
13,72,120
17,118,315
7,26,39
6,30,60
8,56,168
8,28,36
2,2,0
24,196,555
16,94,180
7,34,57
7,42,105
14,48,75
4,12,12
20,66,84
9,54,117
9,70,231
17,68,111
6,30,60
24,46,33
8,24,24
44,394,1569
6,24,33
18,126,306
10,42,72
6,30,60
9,42,66
2,2,0
3,6,3
3,2,0
5,16,15
8,30,30
2,2,0
2,2,0
18,50,45
3,6,3
6,22,30
4,12,12
4,12,12
3,6,3
8,28,27
1,0,0
2,2,0
8,6,0
2,0,0
16,22,15
8,20,18
10,28,27
8,8,3
2,0,0
1,0,0
11,34,27
2,2,0
45,148,114
16,24,6
1,0,0
1,0,0
10,24,12
10,14,6
2,0,0
1,0,0
2,2,0
1,0,0
8,32,60
17,56,78
7,30,60
6,30,60
6,30,60
6,30,60
8,10,3
1,0,0
2,2,0
1,0,0
2,2,0
10,16,3
12,30,15
5,14,9
2,2,0
3,6,3
3,4,0
3,4,0
5,14,9
19,52,75
1,0,0
3,6,3
12,132,660
13,56,111
6,30,60
10,62,138
8,36,63
14,134,660
19,216,1002
7,42,105
3,6,3
7,42,105
6,22,30
15,56,117
7,14,12
15,158,726
11,48,81
3,6,3
6,10,3
3,6,3
11,18,15
34,934,13485
2,2,0
9,16,12
6,2,0
2,0,0
9,2,0
5,12,12
8,18,15
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
5,8,3
11,10,3
6,10,3
3,4,0
3,4,0
10,6,3
2,0,0
6,8,3
4,8,3
14,20,6
4,6,3
1,0,0
1,0,0
2,0,0
11,28,12
3,2,0
35,402,3429
7,20,15
2,2,0
3,2,0
4,6,3
4,6,3
10,22,15
10,10,3
2,2,0
3,2,0
5,4,0
5,4,0
2,2,0
8,4,0
7,14,12
2,2,0
6,10,3
17,36,18
3,2,0
3,6,3
1,0,0
2,2,0
23,386,3423
3,2,0
3,6,3
22,92,90
2,2,0
19,48,30
13,16,3
8,28,39
3,4,0
33,532,4911
14,24,6
12,36,30
6,8,3
8,16,15
4,4,0
1,0,0
1,0,0
10,16,3
15,42,39
9,26,33
3,2,0
4,6,3
8,20,12
1,0,0
12,6,0
2,2,0
2,2,0
7,12,3
10,18,15
5,4,0
1,0,0
11,14,6
11,18,6
2,2,0
7,6,0
5,12,12
3,4,0
3,4,0
1,0,0
9,10,3
3,6,3
1,0,0
1,0,0
6,10,3
9,14,3
4,4,0
6,4,0
1,0,0
1,0,0
7,24,24
2,2,0
11,6,0
2,2,0
12,46,45
7,6,0
4,12,12
4,12,12
1,0,0
1,0,0
3,0,0
3,6,3
3,6,3
7,26,33
2,0,0
15,24,15
5,2,0
23,54,42
1,0,0
12,18,6
15,28,9
3,6,3
3,6,3
10,34,30
12,16,0
8,12,6
6,22,30
5,20,30
20,36,9
15,26,9
5,8,3
6,10,3
3,6,3
1,0,0
2,0,0
2,2,0
1,0,0
2,2,0
13,12,0
6,10,3
2,2,0
3,6,3
1,0,0
8,16,6
14,28,12
10,34,30
3,6,3
19,76,90
3,6,3
2,2,0
4,8,3
2,2,0
3,6,3
5,12,6
8,14,3
3,6,3
4,10,6
3,6,3
1,0,0
4,8,3
28,614,6915
4,6,3
2,2,0
37,1118,17211
7,22,18
2,2,0
2,2,0
6,8,0
1,0,0
2,2,0
11,44,78
4,2,0
1,0,0
1,0,0
1,0,0
1,0,0
8,10,0
5,2,0
2,2,0
15,16,3
5,6,0
10,20,6
2,2,0
1,0,0
4,10,6
3,6,3
3,6,3
5,8,3
2,2,0
20,62,54
2,2,0
7,14,3
1,0,0
7,12,3
4,4,0
3,4,0
16,28,12
2,2,0
4,4,0
1,0,0
2,2,0
2,2,0
2,2,0
3,2,0
3,2,0
3,2,0
3,2,0
2,0,0
3,6,3
2,2,0
3,6,3
10,26,18
5,4,0
4,8,3
2,2,0
4,8,3
9,24,24
4,12,12
2,2,0
21,58,57
7,16,12
9,22,30
10,18,12
4,12,12
2,2,0
5,20,30
7,22,24
4,12,12
10,24,18
6,18,15
3,6,3
11,28,24
10,26,33
1,0,0
10,26,21
7,16,12
5,14,12
6,2,0
1,0,0
3,4,0
2,2,0
2,2,0
7,10,3
5,8,3
5,8,3
15,40,36
3,6,3
13,42,39
4,6,0
2,2,0
8,8,0
17,32,12
11,42,63
18,44,18
7,16,6
11,22,6
6,10,3
6,8,3
4,6,3
2,2,0
2,2,0
1,0,0
1,0,0
1,0,0
6,4,0
2,2,0
2,2,0
2,2,0
2,2,0
2,0,0
2,2,0
3,4,0
1,0,0
3,4,0
9,8,0
4,8,3
4,4,0
3,2,0
2,0,0
8,20,15
5,14,12
6,10,3
2,0,0
1,0,0
12,20,9
14,36,27
4,4,0
4,10,6
10,26,9
4,10,6
7,18,15
4,8,3
1,0,0
3,6,3
13,14,3
3,6,3
5,14,9
10,28,15
8,26,21
9,18,9
17,70,78
2,2,0
6,14,12
4,4,0
3,6,3
9,20,15
9,18,9
2,2,0
5,8,3
4,12,12
3,6,3
10,22,15
6,14,6
13,22,3
7,8,0
6,8,3
7,12,3
10,30,33
1,0,0
1,0,0
10,30,18
3,2,0
1,0,0
1,0,0
1,0,0
20,68,30
6,14,12
2,2,0
3,2,0
6,2,0
3,6,3
5,2,0
6,14,12
5,8,3
5,2,0
3,6,3
13,26,12
2,2,0
4,10,6
19,38,30
3,6,3
3,6,3
8,24,24
16,36,24
12,42,36
9,28,27
13,42,30
6,14,6
5,8,3
5,14,9
21,66,57
13,24,6
11,32,18
3,4,0
10,16,6
25,76,63
12,36,24
3,6,3
3,2,0
18,30,12
3,6,3
4,4,0
4,4,0
7,10,3
3,2,0
1,0,0
1,0,0
15,30,15
2,2,0
2,2,0
9,10,3
1,0,0
14,26,9
4,12,12
1,0,0
4,12,12
3,2,0
2,2,0
4,12,12
4,8,3
15,32,18
2,2,0
19,20,6
3,6,3
6,18,15
1,0,0
8,16,9
5,8,0
6,12,6
3,6,3
15,34,18
6,18,15
3,6,3
1,0,0
14,34,18
7,10,3
2,2,0
14,30,18
2,2,0
9,12,3
12,26,12
8,20,12
8,10,3
28,42,9
4,10,6
3,6,3
9,20,9
12,18,3
45,114,54
5,6,0
12,34,36
21,50,24
7,10,3
5,16,15
5,6,0
6,18,15
5,12,12
1,0,0
2,2,0
4,12,12
2,2,0
1,0,0
3,6,3
6,6,0
1,0,0
1,0,0
2,2,0
15,20,3
5,10,3
4,4,0
2,2,0
10,6,0
5,6,3
1,0,0
2,0,0
2,2,0
3,2,0
25,66,75
9,8,3
10,38,63
17,22,6
19,62,108
10,38,63
6,30,60
7,14,6
10,42,72
12,26,12
10,28,24
2,2,0
1,0,0
28,386,3420
9,20,15
9,16,12
17,48,33
7,32,60
4,4,0
12,28,15
3,6,3
3,6,3
26,40,18
10,22,9
8,20,15
27,76,39
14,52,36
10,24,15
3,6,3
7,10,0
6,20,18
3,6,3
9,30,24
5,8,0
7,14,6
1,0,0
2,2,0
9,8,0
3,2,0
2,2,0
2,2,0
3,2,0
2,2,0
3,6,3
7,8,0
7,10,0
3,6,3
3,6,3
9,12,3
2,2,0
2,2,0
10,28,18
17,30,18
9,16,12
8,12,3
3,6,3
6,14,12
3,6,3
3,6,3
1,0,0
1,0,0
2,2,0
1,0,0
1,0,0
1,0,0
2,0,0
10,6,0
2,2,0
5,2,0
2,2,0
3,4,0
15,12,3
4,12,12
1,0,0
2,2,0
2,2,0
1,0,0
1,0,0
10,14,3
5,12,12
6,14,12
1,0,0
9,12,12
2,0,0
1,0,0
4,12,12
1,0,0
9,30,33
8,30,33
7,26,27
6,18,15
6,18,15
10,32,27
6,20,21
6,20,21
10,14,6
2,2,0
5,8,3
2,2,0
3,6,3
3,6,3
1,0,0
6,10,3
3,6,3
4,2,0
7,20,15
3,2,0
12,26,18
7,14,6
6,22,24
15,36,30
8,28,27
10,16,12
5,14,12
7,6,0
3,6,3
5,6,3
1,0,0
1,0,0
1,0,0
5,6,3
1,0,0
2,2,0
3,6,3
2,2,0
1,0,0
5,6,3
2,2,0
5,2,0
2,2,0
1,0,0
1,0,0
5,0,0
3,2,0
7,12,3
2,2,0
2,0,0
5,10,3
6,8,3
3,6,3
2,2,0
1,0,0
1,0,0
2,0,0
5,2,0
3,0,0
2,2,0
1,0,0
2,2,0
8,22,15
4,4,0
7,20,15
13,24,15
5,4,0
4,12,12
4,8,3
4,12,12
3,6,3
2,2,0
2,2,0
1,0,0
1,0,0
11,28,18
7,18,15
3,6,3
3,2,0
4,12,12
21,178,876
8,18,15
8,22,15
3,6,3
10,24,9
5,12,12
1,0,0
3,6,3
2,2,0
13,22,9
30,102,105
4,8,3
2,2,0
3,6,3
3,6,3
5,2,0
2,2,0
3,6,3
8,20,9
6,8,3
1,0,0
7,6,0
2,2,0
4,4,0
5,4,0
2,2,0
1,0,0
1,0,0
4,6,3
3,6,3
42,1528,25368
42,1528,25368
42,1528,25368
42,1528,25368
42,1528,25368
31,930,13485
42,1528,25368
33,1056,16368
42,1528,25368
42,1528,25368
42,1528,25368
33,1056,16368
31,930,13485
42,1528,25368
41,1480,24540
43,1528,25368
42,1528,25368
33,1056,16368
31,930,13485
42,1528,25368
42,1528,25368
59,1588,25446
33,1056,16368
34,1104,17196
41,1480,24540
42,1528,25368
42,1528,25368
42,1528,25368
36,942,13488
34,938,13488
31,930,13485
33,1056,16368
42,1528,25368
42,1528,25368
2,2,0
41,1480,24540
31,930,13485
33,1056,16368
34,1104,17196
5,10,3
40,1122,17211
4,12,12
5,12,12
4,12,12
5,12,12
4,12,12
6,18,15
6,18,15
4,12,12
2,2,0
6,14,12
2,2,0
11,38,39
1,0,0
6,24,33
6,24,33
4,6,3
19,56,51
10,20,12
5,10,6
8,34,60
4,8,3
5,16,15
5,12,6
2,2,0
3,6,3
6,30,60
3,6,3
7,30,60
8,24,15
7,34,63
6,18,12
2,2,0
3,6,3
6,20,18
2,2,0
6,20,18
4,8,3
2,2,0
3,6,3
3,2,0
3,6,3
10,46,75
2,2,0
6,30,60
4,2,0
1,0,0
1,0,0
2,0,0
8,18,15
1,0,0
5,12,12
7,14,12
11,26,18
3,6,3
8,16,6
2,2,0
11,10,0
2,2,0
5,6,0
1,0,0
3,2,0
6,2,0
2,0,0
3,0,0
2,2,0
9,10,6
17,48,27
21,90,93
7,12,3
7,20,15
3,6,3
3,6,3
5,14,9
1,0,0
10,22,15
1,0,0
8,10,3
1,0,0
5,2,0
1,0,0
3,6,3
3,6,3
3,0,0
1,0,0
6,4,0
2,2,0
1,0,0
4,4,0
2,2,0
4,2,0
7,12,12
5,4,0
2,2,0
5,8,3
3,2,0
17,42,21
2,2,0
4,6,3
5,10,3
2,2,0
3,6,3
3,6,3
3,6,3
19,44,18
2,2,0
1,0,0
13,12,3
1,0,0
2,2,0
7,10,3
3,6,3
2,0,0
3,6,3
4,2,0
2,2,0
4,6,0
3,2,0
2,0,0
2,0,0
2,2,0
4,6,3
2,2,0
16,24,6
3,6,3
5,14,9
3,4,0
2,2,0
1,0,0
1,0,0
2,0,0
1,0,0
7,42,105
7,42,105
7,42,105
7,42,105
7,42,105
8,42,105
1,0,0
9,14,6
2,2,0
1,0,0
3,6,3
9,16,3
1,0,0
3,6,3
3,0,0
8,10,6
1,0,0
1,0,0
5,8,3
2,0,0
8,18,9
4,10,6
1,0,0
4,8,3
2,2,0
2,2,0
1,0,0
5,4,0
2,2,0
1,0,0
1,0,0
1,0,0
2,2,0
2,2,0
7,10,0
10,26,18
3,6,3
12,28,18
2,2,0
1,0,0
5,10,3
11,44,48
2,2,0
6,14,12
4,12,12
4,12,12
6,8,3
10,42,48
4,12,12
7,18,15
4,12,12
4,12,12
3,0,0
1,0,0
1,0,0
1,0,0
3,6,3
3,6,3
6,14,6
3,2,0
10,34,60
1,0,0
2,2,0
1,0,0
6,8,3
3,6,3
2,2,0
4,6,3
2,2,0
6,10,3
6,12,12
4,12,12
4,12,12
6,14,12
4,6,3
1,0,0
5,14,12
4,12,12
1,0,0
2,0,0
22,42,15
4,4,0
5,14,12
5,14,12
1,0,0
3,2,0
2,2,0
5,10,3
9,12,3
6,12,6
11,24,9
2,2,0
4,4,0
2,2,0
3,2,0
6,6,0
8,14,6
1,0,0
4,4,0
6,12,6
2,2,0
1,0,0
4,6,3
11,14,0
2,2,0
2,0,0
4,4,0
1,0,0
4,0,0
2,0,0
7,20,30
4,6,3
3,6,3
5,6,3
3,6,3
1,0,0
4,8,3
14,20,3
2,2,0
7,8,0
6,10,3
2,2,0
10,46,81
7,14,6
12,18,3
5,12,6
3,2,0
13,42,30
2,2,0
18,34,12
5,20,30
1,0,0
13,28,6
3,4,0
7,38,78
5,8,3
2,2,0
17,72,96
6,14,6
2,2,0
2,2,0
8,40,78
2,2,0
3,6,3
2,2,0
5,12,6
8,38,66
3,4,0
14,38,18
12,24,9
3,6,3
5,8,3
5,12,6
6,6,0
5,6,3
5,2,0
5,4,0
3,2,0
9,30,27
3,6,3
3,6,3
4,6,0
10,30,21
10,10,3
12,20,6
3,4,0
3,4,0
2,0,0
3,2,0
2,2,0
4,2,0
2,2,0
6,6,3
1,0,0
6,12,12
4,12,12
8,20,15
4,12,12
2,0,0
3,2,0
2,2,0
2,2,0
1,0,0
4,6,3
4,8,3
21,80,96
4,8,3
11,24,24
6,12,6
2,2,0
1,0,0
3,6,3
7,8,3
3,2,0
13,22,15
3,6,3
3,6,3
8,32,42
4,12,12
8,32,42
4,12,12
19,66,75
7,28,39
4,12,12
3,6,3
1,0,0
1,0,0
16,60,75
5,14,12
2,2,0
2,2,0
1,0,0
2,2,0
2,2,0
5,4,0
4,12,12
1,0,0
4,4,0
2,2,0
4,2,0
2,2,0
1,0,0
1,0,0
1,0,0
2,0,0
1,0,0
6,8,3
3,6,3
2,2,0
2,2,0
3,6,3
5,8,3
3,6,3
3,6,3
2,2,0
7,4,0
2,2,0
2,0,0
2,2,0
2,2,0
4,0,0
1,0,0
2,0,0
4,4,0
4,2,0
4,2,0
3,4,0
2,2,0
2,2,0
1,0,0
1,0,0
11,18,6
4,6,0
2,0,0
3,4,0
2,2,0
1,0,0
1,0,0
2,2,0
2,2,0
2,2,0
1,0,0
1,0,0
5,8,3
1,0,0
2,2,0
10,2,0
9,8,3
1,0,0
9,18,9
9,20,9
2,2,0
1,0,0
2,2,0
2,2,0
2,2,0
1,0,0
1,0,0
9,40,69
2,2,0
3,4,0
3,2,0
12,12,3
13,48,72
6,16,12
4,12,12
4,12,12
3,2,0
5,4,0
6,8,3
2,0,0
1,0,0
2,0,0
7,18,12
2,2,0
2,2,0
16,2,0
2,2,0
32,78,42
6,6,0
5,4,0
8,14,0
1,0,0
1,0,0
1,0,0
9,14,3
4,6,3
1,0,0
1,0,0
4,6,3
4,0,0
6,8,3
3,6,3
3,6,3
2,2,0
11,16,6
5,20,30
5,20,30
5,20,30
5,20,30
1,0,0
1,0,0
8,14,6
4,8,3
3,6,3
6,6,3
3,6,3
2,2,0
1,0,0
3,6,3
3,6,3
1,0,0
4,0,0
5,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
5,8,3
12,26,9
11,18,9
3,6,3
4,8,3
6,12,3
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
10,26,12
7,14,3
3,6,3
3,6,3
2,2,0
9,20,9
3,6,3
3,6,3
3,6,3
12,16,3
3,6,3
10,18,3
5,14,9
4,8,3
4,4,0
4,8,3
4,2,0
4,8,3
1,0,0
15,42,63
9,32,60
1,0,0
8,10,0
9,16,6
1,0,0
1,0,0
12,18,6
1,0,0
4,2,0
1,0,0
8,8,0
1,0,0
3,6,3
18,60,72
7,30,42
7,26,33
6,12,6
4,6,3
1,0,0
2,0,0
11,34,36
4,12,12
5,18,21
4,6,3
8,18,12
4,12,12
13,30,33
13,32,33
1,0,0
2,2,0
1,0,0
4,6,3
1,0,0
6,14,6
3,6,3
4,8,3
3,6,3
2,2,0
6,4,0
2,2,0
9,14,3
3,2,0
1,0,0
2,2,0
3,6,3
3,4,0
2,2,0
2,2,0
1,0,0
2,2,0
7,10,3
3,6,3
3,6,3
13,26,18
4,2,0
4,10,6
4,10,6
6,12,6
3,6,3
8,8,0
1,0,0
1,0,0
5,8,3
2,2,0
8,26,30
2,2,0
3,6,3
4,2,0
3,6,3
3,6,3
4,6,0
1,0,0
4,6,3
3,6,3
6,14,12
2,2,0
4,12,12
2,2,0
2,2,0
11,32,27
4,12,12
9,26,15
5,14,12
9,18,12
4,12,12
5,14,12
5,12,6
3,6,3
3,6,3
3,4,0
5,20,30
6,16,12
5,20,30
5,20,30
4,6,3
5,12,12
13,34,42
11,36,30
5,4,0
7,10,3
1,0,0
1,0,0
1,0,0
1,0,0
13,8,0
2,2,0
9,22,18
8,16,3
1,0,0
3,6,3
1,0,0
17,272,2040
17,272,2040
17,272,2040
17,272,2040
17,272,2040
17,272,2040
17,272,2040
17,272,2040
17,272,2040
17,272,2040
17,272,2040
17,272,2040
17,272,2040
17,272,2040
17,272,2040
37,652,5460
17,272,2040
20,380,3420
20,380,3420
20,380,3420
20,380,3420
20,380,3420
20,380,3420
20,380,3420
20,380,3420
20,380,3420
20,380,3420
20,380,3420
20,380,3420
20,380,3420
20,380,3420
20,380,3420
20,380,3420
20,380,3420
1,0,0
2,0,0
2,2,0
2,2,0
6,6,3
3,2,0
5,8,3
6,2,0
2,2,0
2,2,0
2,0,0
3,2,0
6,8,3
3,2,0
2,2,0
2,2,0
3,6,3
3,6,3
2,2,0
2,2,0
3,6,3
2,2,0
6,6,0
1,0,0
2,2,0
6,16,9
3,6,3
2,2,0
2,2,0
3,6,3
4,2,0
5,10,3
3,6,3
1,0,0
2,2,0
2,2,0
1,0,0
5,4,0
2,2,0
2,0,0
6,8,3
11,14,3
5,8,3
4,8,3
3,2,0
3,2,0
1,0,0
2,2,0
2,2,0
3,2,0
4,2,0
6,8,3
3,6,3
6,10,3
1,0,0
2,2,0
1,0,0
1,0,0
5,2,0
24,76,90
3,6,3
3,6,3
3,6,3
13,54,75
3,4,0
5,12,12
6,30,60
5,10,3
4,6,3
5,12,12
15,42,21
5,2,0
2,2,0
3,6,3
3,6,3
10,38,63
8,36,63
6,12,6
6,16,9
23,74,66
3,6,3
7,16,9
1,0,0
8,20,6
5,8,3
3,6,3
3,6,3
1,0,0
2,0,0
1,0,0
2,0,0
4,6,3
4,6,0
2,0,0
7,10,3
3,2,0
2,0,0
6,18,12
6,18,12
2,2,0
1,0,0
1,0,0
1,0,0
2,0,0
2,0,0
1,0,0
1,0,0
1,0,0
4,4,0
3,4,0
1,0,0
7,10,3
12,32,21
2,2,0
2,2,0
23,58,27
9,20,15
4,12,12
2,2,0
2,2,0
4,12,12
2,0,0
3,2,0
2,2,0
1,0,0
1,0,0
2,2,0
1,0,0
1,0,0
4,2,0
1,0,0
1,0,0
4,2,0
1,0,0
1,0,0
2,0,0
1,0,0
3,6,3
4,6,3
3,6,3
2,2,0
7,10,0
2,0,0
2,2,0
2,2,0
2,2,0
2,2,0
1,0,0
1,0,0
2,2,0
3,2,0
2,2,0
1,0,0
7,10,3
2,2,0
7,10,3
4,8,3
5,10,3
1,0,0
2,2,0
3,2,0
5,4,0
2,0,0
2,2,0
4,4,0
1,0,0
3,6,3
2,2,0
4,4,0
1,0,0
1,0,0
3,6,3
1,0,0
6,16,15
4,12,12
3,6,3
5,16,15
5,16,15
1,0,0
1,0,0
3,6,3
15,40,36
1,0,0
9,12,6
1,0,0
8,16,12
1,0,0
24,198,1095
18,22,12
2,2,0
10,16,3
8,10,3
3,2,0
2,0,0
5,8,0
5,8,0
2,0,0
1,0,0
1,0,0
2,2,0
2,2,0
3,4,0
2,2,0
1,0,0
2,2,0
3,2,0
13,84,270
2,2,0
2,2,0
2,2,0
1,0,0
3,2,0
3,2,0
2,2,0
4,2,0
5,4,0
1,0,0
1,0,0
2,2,0
2,2,0
1,0,0
2,2,0
1,0,0
1,0,0
1,0,0
2,0,0
1,0,0
13,18,6
1,0,0
6,4,0
11,18,3
1,0,0
19,52,27
2,2,0
5,10,6
1,0,0
1,0,0
3,6,3
1,0,0
1,0,0
4,12,12
4,12,12
4,12,12
7,16,6
3,6,3
7,12,3
6,10,3
6,8,3
1,0,0
7,16,6
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
2,2,0
2,2,0
1,0,0
1,0,0
6,4,0
8,4,0
1,0,0
1,0,0
1,0,0
2,2,0
1,0,0
1,0,0
5,6,3
1,0,0
2,2,0
3,4,0
2,2,0
1,0,0
25,508,5313
2,2,0
2,2,0
1,0,0
5,8,0
4,6,0
6,8,0
1,0,0
4,4,0
4,4,0
2,2,0
11,28,24
1,0,0
2,2,0
9,20,15
4,12,12
4,8,3
4,12,12
6,14,12
3,6,3
6,6,0
14,70,180
2,2,0
3,6,3
3,6,3
4,4,0
3,6,3
2,2,0
2,2,0
1,0,0
1,0,0
5,4,0
2,2,0
2,2,0
2,2,0
1,0,0
5,20,30
13,38,42
6,22,30
8,16,6
3,6,3
3,6,3
3,6,3
3,6,3
2,0,0
4,4,0
3,0,0
1,0,0
1,0,0
3,6,3
6,6,0
12,14,3
3,6,3
12,20,6
2,2,0
1,0,0
1,0,0
14,30,15
8,18,9
2,2,0
2,2,0
1,0,0
3,2,0
3,6,3
