"0,1-nd","2,1-nd","3,1-nd"
485,0,0
519,6,0
508,0,0
606,12,0
1127,6,0
1036,4,0
1146,12,0
937,0,0
837,0,0
895,8,0
1016,4,0
944,12,0
1743,0,0
2862,24,0
834,0,0
1311,26,0
816,0,0
1167,0,0
6685,4,0
1074,12,0
857,0,0
2283,8,0
841,4,0
1411,10,0
1116,0,0
1153,8,0
1017,0,0
2099,20,0
1711,38,0
1063,16,0
3017,62,25
2438,22,0
975,0,0
1181,20,0
1687,0,0
982,0,0
1177,0,0
983,0,0
1022,0,0
1453,14,0
1364,40,25
1038,10,0
1518,20,0
1363,36,25
1006,0,0
1123,14,0
984,0,0
1031,0,0
1792,34,0
5070,10,0
1555,40,45
1181,24,25
2614,18,0
877,30,25
2037,40,25
900,6,0
860,0,0
1271,0,0
830,0,0
1201,8,0
844,10,0
818,0,0
923,0,0
915,0,0
817,0,0
1156,14,0
1671,14,0
4446,8,0
346,6,0
227,0,0
258,6,0
265,0,0
289,8,0
447,14,0
300,16,0
840,14,0
170,0,0
331,10,0
181,6,0
434,0,0
261,0,0
1410,0,0
288,6,0
379,6,0
325,4,0
359,8,0
327,4,0
274,0,0
2172,0,0
108,4,0
126,4,0
76,0,0
140,0,0
445,10,0
1157,26,35
674,28,35
506,0,0
633,0,0
402,0,0
357,0,0
345,0,0
345,0,0
444,0,0
1082,0,0
4609,0,0
374,0,0
740,0,0
480,0,0
812,0,0
346,0,0
390,0,0
352,0,0
370,0,0
346,0,0
346,0,0
346,0,0
346,0,0
346,0,0
4480,0,0
474,6,0
518,0,0
325,0,0
555,0,0
421,8,0
3406,0,0
369,0,0
790,0,0
322,0,0
1017,0,0
456,0,0
349,0,0
2219,0,0
684,0,0
678,0,0
496,0,0
1223,40,65
467,0,0
740,32,65
424,0,0
719,26,55
737,0,0
494,0,0
474,0,0
476,0,0
470,22,45
413,0,0
141,0,0
5004,6,0
5426,42,25
4453,0,0
4454,6,0
5119,22,0
4640,44,25
4366,6,0
6343,52,25
4349,0,0
4389,0,0
5027,24,25
5010,24,25
4416,16,0
4400,0,0
4363,0,0
4408,0,0
4389,12,0
4499,0,0
4402,6,0
5328,0,0
4422,0,0
5943,4,0
4535,12,0
4398,0,0
4454,0,0
4453,12,0
4397,8,0
4381,0,0
4421,4,0
4356,0,0
4670,10,0
4340,0,0
4625,0,0
4359,0,0
4339,0,0
4384,8,0
4343,0,0
4339,0,0
4387,0,0
4402,10,0
4341,4,0
4351,4,0
4430,0,0
4591,26,0
4339,0,0
4340,0,0
4339,0,0
4359,0,0
4349,0,0
4340,0,0
4339,0,0
4515,24,25
4357,0,0
4378,0,0
4452,0,0
829,4,0
1911,10,0
976,16,0
1176,0,0
1640,22,0
858,0,0
968,0,0
982,4,0
885,0,0
786,0,0
830,0,0
848,0,0
786,0,0
786,0,0
786,0,0
824,4,0
786,0,0
786,0,0
841,0,0
880,0,0
2783,0,0
1088,0,0
6606,4,0
2204,12,0
1219,12,0
2782,0,0
817,4,0
895,0,0
903,22,40
974,36,50
981,38,50
995,10,0
1127,0,0
953,0,0
974,0,0
858,22,40
763,0,0
748,0,0
781,0,0
737,0,0
737,0,0
187,0,0
148,4,0
429,0,0
231,0,0
157,0,0
169,4,0
133,0,0
123,0,0
123,0,0
817,0,0
304,0,0
71,0,0
363,0,0
143,0,0
482,0,0
104,0,0
83,0,0
68,0,0
373,10,0
181,0,0
85,4,0
68,0,0
83,4,0
364,12,0
292,10,0
2044,16,0
1860,14,0
1517,0,0
301,0,0
398,6,0
278,4,0
254,4,0
392,108,445
451,74,360
498,106,445
227,38,165
209,66,360
198,54,270
170,0,0
561,88,370
608,140,495
320,52,160
329,22,0
266,0,0
426,38,130
376,46,115
337,64,195
297,24,45
319,78,360
308,70,290
276,0,0
667,88,370
1310,0,0
422,0,0
378,0,0
485,28,130
341,0,0
378,52,300
325,0,0
325,0,0
325,0,0
325,0,0
325,0,0
703,0,0
80,0,0
426,52,160
835,0,0
449,0,0
435,22,0
419,0,0
532,38,130
482,38,105
412,0,0
443,54,185
425,78,360
414,70,290
373,0,0
373,0,0
1501,0,0
1352,38,0
1575,28,0
17425,26,0
3020,0,0
3172,40,0
16,0,0
1278,16,0
2195,16,0
335,8,0
193,10,0
171,0,0
151,6,0
126,28,120
323,0,0
472,18,0
2175,18,0
116,4,0
116,4,0
123,0,0
954,0,0
590,0,0
845,0,0
140,0,0
133,0,0
118,0,0
1287,0,0
110,0,0
65,0,0
183,0,0
98,4,0
205,0,0
62,0,0
877,0,0
954,0,0
812,0,0
916,10,0
775,0,0
823,0,0
813,6,0
942,0,0
751,0,0
751,0,0
776,6,0
815,14,0
756,0,0
968,0,0
759,0,0
751,0,0
751,0,0
852,14,0
803,18,0
949,0,0
912,8,0
864,6,0
780,0,0
2970,6,0
1826,0,0
2393,6,0
1991,32,0
1512,38,25
2027,18,0
1207,0,0
3215,46,25
1267,0,0
1266,0,0
1407,12,0
1472,0,0
1325,12,0
1193,0,0
1216,0,0
1507,0,0
1217,0,0
1238,0,0
1183,0,0
1177,0,0
1177,0,0
1213,8,0
1193,0,0
598,18,0
938,10,0
168,16,0
489,8,0
142,0,0
2281,0,0
302,0,0
283,0,0
473,0,0
246,0,0
285,4,0
315,0,0
388,0,0
264,0,0
422,4,0
261,0,0
678,8,0
6392,4,0
1118,8,0
558,0,0
1344,14,0
691,4,0
538,0,0
628,0,0
520,0,0
574,16,0
599,0,0
624,0,0
546,0,0
529,0,0
523,0,0
520,0,0
1112,38,55
2828,102,125
2249,24,0
1536,80,135
6349,0,0
3513,86,125
825,12,0
1172,14,0
1661,54,95
951,8,0
898,0,0
849,24,0
1057,10,0
1334,64,90
824,0,0
785,6,0
814,0,0
924,16,0
435,0,0
472,20,25
1065,36,0
1632,38,25
709,0,0
456,18,0
1194,56,0
420,0,0
493,36,0
485,18,0
442,20,0
519,18,0
435,18,0
478,20,0
455,18,0
411,0,0
893,0,0
444,0,0
2332,0,0
2260,0,0
2304,0,0
2282,0,0
3793,4,0
2237,4,0
2279,0,0
2349,0,0
2853,0,0
2563,0,0
2254,0,0
2296,0,0
2296,0,0
2764,6,0
2230,6,0
2230,0,0
2238,0,0
2212,0,0
2251,0,0
2249,0,0
2225,0,0
2244,0,0
2289,0,0
2220,0,0
2255,0,0
2241,0,0
2241,0,0
2201,0,0
2201,0,0
2201,0,0
2209,0,0
2201,0,0
2201,0,0
2201,0,0
2204,0,0
2201,0,0
2201,0,0
2201,0,0
2201,0,0
2201,0,0
2203,0,0
2201,0,0
2203,0,0
2201,0,0
2201,0,0
466,0,0
359,0,0
2838,0,0
1051,6,0
1255,6,0
740,0,0
491,0,0
403,0,0
313,0,0
308,0,0
309,0,0
308,0,0
308,0,0
308,0,0
2092,16,0
2035,14,0
3065,16,0
2229,10,0
2122,0,0
1969,0,0
1939,0,0
3458,30,0
1935,16,0
1966,12,0
2440,0,0
1956,0,0
1925,0,0
1956,0,0
1996,6,0
2060,0,0
1923,0,0
1894,0,0
1920,0,0
1861,0,0
1861,0,0
1861,0,0
1861,0,0
1872,0,0
1861,0,0
1861,0,0
1861,0,0
1861,0,0
1861,0,0
1906,0,0
1879,6,0
1861,0,0
1861,0,0
1861,0,0
1906,0,0
721,0,0
708,0,0
840,8,0
1181,6,0
709,0,0
681,0,0
685,4,0
854,4,0
1177,10,0
674,12,0
656,0,0
858,0,0
777,0,0
749,0,0
749,0,0
811,0,0
742,0,0
693,0,0
638,0,0
649,0,0
642,0,0
702,0,0
6131,4,0
559,0,0
294,0,0
308,0,0
252,0,0
297,0,0
253,4,0
253,0,0
252,0,0
253,4,0
293,0,0
429,0,0
1093,0,0
325,0,0
321,0,0
321,0,0
365,0,0
356,0,0
288,0,0
299,0,0
266,0,0
287,0,0
247,0,0
533,0,0
163,0,0
69,0,0
285,6,0
281,0,0
196,6,0
81,0,0
42,0,0
63,0,0
37,0,0
8805,4,0
8699,4,0
9240,4,0
9807,0,0
8905,0,0
9179,22,0
8790,12,0
9043,0,0
11685,74,25
9296,0,0
8658,0,0
9074,24,0
9075,0,0
9942,12,0
9182,24,0
11107,42,0
8756,0,0
11231,74,25
8809,0,0
8928,24,0
8999,44,0
9441,20,0
8797,0,0
8882,0,0
8860,0,0
9524,64,25
8951,0,0
9224,38,0
9439,20,0
9009,0,0
9335,44,0
8926,0,0
9550,68,0
8787,18,0
8863,50,0
10229,48,0
8961,24,0
8820,0,0
8716,0,0
8983,64,0
8705,0,0
8900,0,0
9703,32,0
8924,12,0
8950,0,0
9052,86,75
8688,20,0
8826,0,0
8795,32,55
8747,0,0
8665,0,0
8711,0,0
8808,12,0
8652,0,0
8668,0,0
8878,0,0
8652,0,0
8652,0,0
8653,0,0
8652,0,0
8656,0,0
8663,0,0
8755,0,0
8679,0,0
8747,58,75
8838,52,55
8652,0,0
8664,0,0
8684,8,0
8652,0,0
8652,0,0
8699,0,0
8667,4,0
8670,0,0
8681,4,0
8653,0,0
8656,0,0
8652,0,0
8652,0,0
8652,0,0
8652,0,0
8827,0,0
8654,0,0
8683,18,0
8684,0,0
8769,34,55
8688,18,0
8697,0,0
8652,0,0
692,0,0
477,0,0
248,12,0
569,8,0
241,0,0
239,0,0
190,0,0
186,0,0
195,0,0
448,0,0
68,0,0
47,0,0
41,0,0
9594,0,0
1250,0,0
521,0,0
273,0,0
237,0,0
627,0,0
613,0,0
124,0,0
38,0,0
47,0,0
45,4,0
40,4,0
35,0,0
341,0,0
1908,14,0
666,0,0
343,0,0
1107,80,295
1012,46,95
1168,96,315
1221,106,395
1034,80,385
1760,58,45
1109,34,95
1256,34,45
1347,0,0
18008,32,0
1407,26,0
1100,0,0
3603,0,0
1922,0,0
1441,10,0
1159,0,0
3755,0,0
2229,0,0
1318,0,0
1103,44,45
1019,44,0
1044,46,0
222,0,0
183,0,0
202,0,0
188,0,0
198,0,0
458,100,375
239,34,135
306,68,265
271,76,355
256,28,0
281,30,0
245,16,0
236,0,0
148,0,0
290,0,0
521,0,0
38,0,0
22,0,0
3631,26,0
848,0,0
17582,36,0
1067,14,0
1145,10,0
704,10,0
1803,0,0
554,0,0
583,0,0
551,0,0
647,0,0
605,0,0
524,0,0
524,0,0
601,0,0
310,36,95
902,18,0
429,48,135
482,56,175
330,38,115
712,10,0
9548,0,0
305,22,0
519,100,345
300,36,135
332,66,295
749,10,0
407,34,95
317,20,0
342,32,0
353,52,195
420,76,285
385,98,445
460,32,95
454,18,0
574,12,0
359,18,0
304,6,0
132,0,0
233,56,265
272,0,0
218,14,0
243,24,0
422,12,0
925,0,0
119,0,0
111,0,0
95,0,0
101,0,0
176,0,0
151,0,0
1291,0,0
813,4,0
157,0,0
140,0,0
1328,24,25
183,4,0
150,0,0
509,20,0
2212,26,0
168,0,0
154,0,0
169,0,0
158,0,0
416,10,0
239,0,0
611,0,0
145,0,0
108,0,0
107,0,0
1535,8,0
1133,0,0
792,0,0
494,4,0
371,0,0
420,0,0
323,0,0
458,4,0
369,0,0
581,0,0
308,0,0
904,20,0
1033,40,0
352,16,0
437,20,0
295,0,0
259,0,0
295,0,0
332,20,0
265,16,0
265,16,0
265,16,0
249,0,0
140,0,0
275,0,0
59,0,0
23,0,0
1677,26,0
2244,26,0
4122,48,0
18073,86,0
3544,38,0
1757,10,0
1152,24,0
1162,24,0
1772,40,0
1564,50,0
1225,26,0
1543,26,0
3820,42,0
1341,10,0
1398,14,0
1078,0,0
1056,0,0
1035,0,0
1024,0,0
1488,0,0
1050,0,0
1024,0,0
1654,0,0
1418,0,0
1368,0,0
5780,16,0
1378,0,0
1396,24,40
3914,10,0
2003,4,0
1408,0,0
1624,0,0
2331,50,50
3500,58,50
1623,24,0
1460,0,0
1373,0,0
1556,8,0
1362,24,40
1341,8,0
1286,0,0
1372,4,0
1373,6,0
1277,0,0
1301,0,0
1323,0,0
1282,0,0
1310,0,0
1390,0,0
1277,0,0
1277,0,0
1389,8,0
1338,12,0
58,0,0
44,0,0
85,0,0
39,0,0
37,0,0
346,0,0
5687,0,0
163,0,0
126,8,0
522,0,0
151,6,0
140,0,0
237,0,0
121,0,0
116,0,0
61,6,0
201,0,0
881,16,0
1006,12,0
171,0,0
197,8,0
122,0,0
113,0,0
161,0,0
680,0,0
208,0,0
197,0,0
81,0,0
78,0,0
316,0,0
845,0,0
150,0,0
108,0,0
116,0,0
10,0,0
189,6,0
2203,0,0
146,0,0
458,0,0
1476,10,0
1030,0,0
403,0,0
380,6,0
428,0,0
400,0,0
673,0,0
291,0,0
317,6,0
1287,24,25
241,28,25
155,12,0
130,12,0
314,0,0
172,0,0
36,0,0
36,0,0
117,0,0
111,4,0
68,4,0
687,0,0
17257,0,0
244,0,0
191,0,0
2655,0,0
390,0,0
412,0,0
2142,0,0
79,0,0
1092,10,0
1851,18,0
915,8,0
1294,16,0
1346,24,25
2021,50,75
1344,8,0
1497,8,0
1511,0,0
1517,30,50
1406,28,35
1349,28,35
1428,0,0
1632,0,0
1371,8,0
1286,20,0
1364,28,50
1252,0,0
1510,12,0
1434,0,0
1258,4,0
1239,8,0
1259,0,0
1242,4,0
1233,8,0
1235,0,0
1228,0,0
1228,0,0
1232,0,0
1239,8,0
1228,0,0
1228,0,0
1228,0,0
90,0,0
313,0,0
4634,0,0
179,0,0
225,0,0
845,8,0
883,20,0
1483,50,0
774,10,0
744,16,0
17750,40,0
1295,0,0
1149,18,0
712,0,0
2929,0,0
1994,0,0
1583,6,0
2050,22,0
1336,0,0
18317,40,0
1716,18,0
5778,48,0
6832,48,0
5012,8,0
1409,0,0
1281,0,0
1353,0,0
1275,0,0
1361,6,0
141,10,0
137,6,0
215,0,0
167,12,0
214,16,0
189,16,0
7,0,0
7,0,0
89,4,0
92,0,0
47,0,0
681,8,0
526,12,0
132,0,0
1167,54,85
1703,0,0
1146,68,100
897,34,45
1035,28,35
978,28,35
17898,16,0
1443,0,0
881,0,0
915,16,0
993,56,60
973,0,0
857,0,0
909,18,0
847,0,0
1083,0,0
934,18,0
819,0,0
237,0,0
480,10,0
910,0,0
663,30,55
414,26,45
3094,0,0
355,0,0
6038,0,0
462,8,0
158,0,0
99,0,0
23,0,0
189,6,0
801,0,0
790,0,0
208,4,0
345,10,0
160,4,0
209,10,0
149,0,0
158,0,0
2418,52,55
477,0,0
441,0,0
3103,44,55
434,0,0
385,0,0
692,0,0
427,6,0
391,0,0
647,12,0
483,12,0
474,0,0
237,0,0
262,0,0
917,0,0
169,0,0
151,0,0
183,0,0
151,0,0
181,0,0
173,0,0
102,0,0
59,0,0
46,0,0
46,0,0
249,12,0
978,6,0
604,8,0
673,6,0
267,4,0
394,0,0
289,0,0
340,0,0
551,0,0
374,0,0
362,0,0
305,0,0
240,0,0
301,0,0
233,0,0
1637,20,0
652,30,0
275,0,0
653,22,0
156,0,0
308,0,0
1049,0,0
4070,20,0
1681,0,0
1566,0,0
2327,0,0
3492,4,0
1572,0,0
1410,0,0
1909,20,0
1141,0,0
1609,0,0
1117,4,0
1346,0,0
1000,0,0
1263,0,0
1258,0,0
974,0,0
1016,0,0
987,0,0
997,0,0
985,0,0
974,0,0
974,0,0
974,0,0
1032,0,0
978,0,0
2583,60,65
2481,38,25
2635,16,0
2480,32,25
2240,14,0
2909,32,0
2945,58,40
2382,22,0
2126,0,0
2842,114,185
2421,30,0
2164,0,0
2591,18,0
2137,0,0
2361,12,0
4819,118,140
2508,0,0
2967,56,75
2556,26,0
2734,84,85
2153,0,0
2304,22,0
2166,0,0
2425,22,0
2162,0,0
2202,0,0
2155,0,0
2199,18,0
2208,0,0
2151,10,0
2113,0,0
2265,52,65
2306,22,0
2126,0,0
2257,50,0
2210,34,0
216,0,0
54,0,0
42,0,0
795,34,0
1132,16,0
1394,44,40
2582,10,0
688,0,0
548,0,0
1291,32,55
639,16,0
783,10,0
553,0,0
714,36,65
533,0,0
533,0,0
940,0,0
5960,0,0
2626,0,0
813,0,0
1272,6,0
392,0,0
553,10,0
396,0,0
384,0,0
384,0,0
574,12,0
6020,0,0
6205,0,0
6180,0,0
6079,4,0
6047,0,0
6001,4,0
6071,0,0
6591,8,0
6414,0,0
6188,6,0
6145,0,0
6004,0,0
6509,0,0
5998,0,0
6187,0,0
5999,0,0
6122,0,0
5970,0,0
6315,12,0
5976,0,0
5965,0,0
6177,4,0
6016,0,0
5985,0,0
5970,0,0
6082,0,0
6042,0,0
5965,0,0
5991,0,0
5966,0,0
5965,0,0
5980,0,0
6021,0,0
6007,0,0
5984,0,0
5965,0,0
5965,0,0
6004,4,0
5965,0,0
5971,0,0
5965,0,0
5965,0,0
5991,4,0
5965,0,0
5965,0,0
5981,0,0
5965,0,0
5975,0,0
5965,0,0
5965,0,0
6002,8,0
5965,0,0
5965,0,0
5965,0,0
5965,0,0
5965,0,0
5965,0,0
5965,0,0
6013,0,0
5965,0,0
6592,4,0
6022,0,0
5973,0,0
6043,4,0
5965,0,0
6051,6,0
5982,6,0
6134,0,0
6031,6,0
5965,0,0
6067,4,0
1016,26,30
1157,38,30
402,36,30
3031,0,0
1179,12,0
637,28,30
296,12,0
289,0,0
437,42,50
141,0,0
73,0,0
97,0,0
85,0,0
88,0,0
68,0,0
1991,48,0
2238,0,0
1745,22,0
1842,0,0
1575,0,0
1556,0,0
1673,0,0
2155,24,0
1574,0,0
1725,0,0
1546,0,0
1829,34,0
2061,18,0
1555,0,0
1683,14,0
1718,0,0
1525,0,0
1532,0,0
1584,0,0
1661,8,0
1533,0,0
1530,0,0
1572,0,0
1523,0,0
1541,6,0
1546,0,0
1612,0,0
1552,0,0
1550,0,0
1605,8,0
1558,8,0
192,0,0
1458,14,0
979,22,0
2682,32,0
637,0,0
886,20,0
3368,22,0
656,0,0
891,30,0
737,14,0
1120,14,0
1189,12,0
743,0,0
633,0,0
633,0,0
734,0,0
431,4,0
416,4,0
432,0,0
380,4,0
441,0,0
1096,0,0
444,0,0
345,4,0
348,0,0
336,0,0
379,0,0
358,0,0
383,0,0
357,0,0
645,18,0
1073,18,0
268,0,0
351,0,0
282,8,0
350,16,0
303,0,0
338,0,0
390,0,0
292,0,0
254,0,0
243,0,0
1615,32,30
1213,34,25
922,0,0
1404,26,0
857,30,25
974,0,0
1078,18,0
975,0,0
813,0,0
1241,22,0
1310,12,0
880,0,0
895,24,30
932,20,0
967,12,0
795,0,0
801,0,0
854,12,0
807,8,0
823,0,0
787,24,25
873,0,0
95,0,0
392,10,0
288,12,0
502,12,0
248,6,0
174,0,0
932,0,0
231,0,0
124,0,0
76,0,0
804,0,0
971,0,0
3255,90,295
1170,106,305
547,0,0
886,68,225
844,52,0
1007,86,245
705,36,80
541,0,0
720,84,295
583,30,0
827,26,25
579,0,0
533,10,0
744,0,0
460,4,0
903,16,0
590,4,0
498,10,0
550,6,0
448,0,0
488,0,0
501,10,0
162,0,0
187,0,0
122,0,0
115,0,0
113,0,0
808,0,0
790,0,0
814,0,0
1132,6,0
592,0,0
664,0,0
927,0,0
780,0,0
595,0,0
595,0,0
623,0,0
620,0,0
593,0,0
615,0,0
596,0,0
441,0,0
635,0,0
586,0,0
977,0,0
455,0,0
465,0,0
460,0,0
434,0,0
430,0,0
430,0,0
430,0,0
430,0,0
287,0,0
1051,0,0
346,0,0
737,0,0
215,0,0
220,0,0
201,0,0
157,0,0
941,0,0
173,0,0
215,0,0
204,0,0
1720,24,0
981,8,0
1048,0,0
902,0,0
1082,0,0
882,0,0
1070,0,0
1112,10,0
1035,0,0
961,10,0
873,0,0
1034,0,0
865,0,0
158,6,0
913,6,0
204,0,0
197,6,0
130,0,0
114,0,0
181,0,0
2133,6,0
138,6,0
596,0,0
552,0,0
1042,0,0
3230,0,0
506,0,0
716,0,0
505,0,0
520,0,0
508,0,0
498,0,0
497,0,0
497,0,0
498,0,0
497,0,0
497,0,0
498,0,0
497,0,0
69,0,0
523,0,0
529,0,0
599,4,0
466,4,0
472,0,0
455,0,0
1107,0,0
466,6,0
424,0,0
428,0,0
424,0,0
424,0,0
424,0,0
414,8,0
72,0,0
47,0,0
181,0,0
139,0,0
136,0,0
136,0,0
136,0,0
5710,0,0
1173,0,0
92,0,0
2429,58,25
548,18,0
569,20,0
434,20,0
405,0,0
379,0,0
376,0,0
942,0,0
1004,0,0
1145,10,0
1545,32,0
1399,0,0
918,0,0
1451,14,0
1076,32,40
1068,16,0
1036,26,30
916,0,0
951,0,0
902,0,0
902,0,0
359,0,0
170,0,0
163,0,0
97,0,0
397,0,0
902,0,0
123,0,0
208,0,0
186,6,0
395,0,0
180,0,0
179,0,0
219,0,0
181,0,0
243,0,0
680,0,0
586,0,0
439,0,0
2791,4,0
568,4,0
318,0,0
351,0,0
524,0,0
374,0,0
438,0,0
310,0,0
259,0,0
2894,0,0
152,0,0
81,0,0
78,0,0
1734,16,0
1842,26,0
1980,40,55
1287,0,0
1847,0,0
1425,0,0
2184,12,0
1586,70,100
1418,0,0
2099,26,0
1478,10,0
1502,10,0
1519,44,70
1995,46,70
1601,26,0
1756,36,0
4043,104,110
1621,28,0
1331,26,0
1530,88,120
1297,0,0
1327,0,0
1359,0,0
1350,0,0
1533,26,0
1378,0,0
1328,14,0
1263,0,0
1254,0,0
1254,0,0
273,6,0
201,0,0
198,0,0
118,4,0
108,0,0
203,4,0
364,6,0
3314,8,0
634,18,0
471,0,0
3012,14,0
210,0,0
200,0,0
200,0,0
278,4,0
644,0,0
432,0,0
277,0,0
774,0,0
501,0,0
278,0,0
146,0,0
790,0,0
404,0,0
705,0,0
1466,0,0
579,0,0
300,0,0
437,8,0
301,0,0
697,0,0
333,0,0
338,8,0
260,0,0
183,0,0
159,0,0
2151,0,0
2336,20,0
3703,18,0
2767,14,0
2823,0,0
2567,0,0
2396,0,0
2473,0,0
2251,18,0
2388,0,0
2275,14,0
2278,0,0
2248,0,0
2329,0,0
2134,0,0
2341,12,0
2272,24,0
2219,0,0
2191,10,0
2380,16,0
2113,0,0
2107,0,0
2110,0,0
2116,0,0
2137,22,0
2107,0,0
2109,0,0
2107,0,0
30,0,0
94,0,0
461,0,0
636,0,0
312,0,0
206,0,0
295,0,0
202,0,0
189,0,0
485,0,0
380,0,0
615,8,0
314,0,0
314,0,0
314,0,0
214,0,0
92,4,0
76,0,0
76,0,0
256,0,0
402,0,0
119,0,0
1483,24,25
846,0,0
960,12,0
903,12,0
782,0,0
1073,0,0
799,0,0
857,8,0
988,24,25
989,8,0
804,0,0
839,0,0
813,0,0
773,0,0
2402,0,0
981,0,0
579,0,0
568,6,0
562,0,0
984,0,0
1053,6,0
621,4,0
639,0,0
678,0,0
533,0,0
559,0,0
508,4,0
515,4,0
498,0,0
499,0,0
504,4,0
815,0,0
82,0,0
216,0,0
62,0,0
129,0,0
737,0,0
3067,22,0
368,0,0
349,4,0
338,4,0
325,0,0
392,0,0
3623,20,0
3353,20,0
3534,8,0
3257,10,0
20195,120,80
3443,16,0
3354,0,0
3337,10,0
5790,54,25
3374,20,0
3623,50,70
3679,46,50
4083,76,25
3564,32,0
3585,60,80
3303,20,0
4109,34,0
3628,40,0
4130,30,0
3200,0,0
5376,0,0
3529,0,0
3463,24,0
3253,0,0
3244,0,0
3292,0,0
3982,0,0
3377,0,0
3387,22,0
3171,0,0
3331,8,0
3193,0,0
3173,0,0
3408,0,0
3179,0,0
3171,0,0
3311,4,0
3171,0,0
3257,0,0
3533,4,0
3415,12,0
3188,0,0
3223,0,0
3383,0,0
247,0,0
1007,0,0
635,4,0
629,0,0
9858,4,0
676,0,0
2182,0,0
1366,0,0
761,0,0
829,0,0
551,0,0
621,0,0
568,0,0
528,0,0
854,0,0
642,0,0
433,0,0
104,0,0
63,0,0
10085,0,0
965,0,0
1234,0,0
2987,0,0
1051,8,0
804,0,0
971,24,25
892,0,0
972,8,0
835,0,0
755,0,0
787,0,0
753,0,0
209,0,0
215,4,0
187,4,0
194,0,0
183,0,0
182,0,0
182,0,0
185,4,0
476,4,0
118,0,0
194,0,0
31,0,0
421,0,0
1372,0,0
489,36,60
334,0,0
336,0,0
334,0,0
363,0,0
341,0,0
840,0,0
570,0,0
751,0,0
4107,6,0
509,0,0
1199,0,0
514,0,0
405,0,0
351,0,0
182,0,0
223,0,0
114,0,0
2828,0,0
98,0,0
89,0,0
3846,0,0
240,14,0
120,0,0
139,0,0
111,0,0
87,0,0
59,0,0
243,0,0
190,6,0
164,8,0
133,6,0
5,0,0
294,0,0
134,8,0
131,0,0
145,6,0
123,0,0
124,0,0
183,0,0
123,0,0
133,6,0
123,0,0
42,4,0
25,0,0
290,0,0
25,0,0
133,0,0
1907,24,0
831,20,0
1936,0,0
479,10,0
371,0,0
350,8,0
312,0,0
343,8,0
339,0,0
177,0,0
453,12,0
180,0,0
145,0,0
17584,16,0
628,0,0
3179,24,0
790,16,0
1044,16,0
1596,0,0
581,0,0
918,8,0
696,0,0
523,0,0
1721,0,0
12,0,0
19,0,0
1119,0,0
1120,0,0
3045,0,0
1125,0,0
963,0,0
1462,20,0
646,0,0
639,0,0
627,0,0
811,0,0
637,0,0
527,0,0
518,0,0
518,0,0
370,4,0
1081,4,0
347,0,0
3023,4,0
464,0,0
245,0,0
219,0,0
213,0,0
217,0,0
150,0,0
637,0,0
491,0,0
93,0,0
