"0,1-HCore","2,1-HCore","3,1-HCore","4,1-HCore"
33,4,5,0
33,4,6,0
33,6,15,9
33,6,23,14
33,4,5,0
33,4,5,0
39,5,7,0
33,4,5,0
33,4,5,0
33,6,15,9
33,4,6,0
33,5,8,0
33,6,15,9
59,8,40,54
59,8,91,80
59,8,40,54
59,6,24,16
59,2,0,0
59,6,26,16
59,4,0,0
59,4,5,0
59,3,0,0
59,6,35,22
59,10,50,90
59,7,18,9
59,6,24,16
59,3,0,0
59,10,67,114
59,10,65,114
59,2,0,0
59,10,64,114
59,10,60,110
59,8,45,40
59,7,12,0
59,10,50,90
59,6,15,9
59,0,0,0
59,8,30,36
59,3,0,0
59,6,15,9
59,2,0,0
59,2,0,0
59,4,5,0
59,0,0,0
59,8,37,40
59,0,0,0
59,8,32,36
59,2,0,0
59,2,0,0
59,0,0,0
59,2,0,0
59,2,0,0
59,8,35,17
59,2,0,0
59,4,5,0
59,6,15,9
59,2,0,0
59,0,0,0
59,2,0,0
59,6,15,9
59,4,5,0
59,0,0,0
59,4,5,0
59,8,30,36
59,3,0,0
59,2,0,0
59,0,0,0
35,10,58,90
42,7,38,26
29,4,0,0
52,10,63,92
35,7,30,15
33,5,5,0
29,6,15,9
29,4,0,0
29,2,0,0
29,10,50,90
29,4,0,0
29,5,9,0
29,4,0,0
29,10,50,90
29,4,5,0
29,10,50,90
29,2,0,0
29,2,0,0
29,2,0,0
29,0,0,0
29,0,0,0
29,0,0,0
29,2,0,0
29,2,0,0
29,2,0,0
29,10,50,90
40,6,30,9
30,6,15,9
35,6,23,9
44,5,8,0
30,4,5,0
30,4,5,0
43,6,18,9
48,6,31,9
32,6,19,9
30,4,7,0
30,4,5,0
45,6,9,0
30,4,5,0
42,4,5,0
36,4,5,0
41,4,5,0
30,6,16,9
30,4,5,0
36,6,17,9
30,6,15,9
30,4,5,0
30,2,0,0
30,6,16,9
30,5,14,0
30,4,5,0
30,4,5,0
30,6,16,9
30,0,0,0
40,4,5,0
15,2,0,0
52,4,5,0
23,2,0,0
14,2,0,0
14,2,0,0
14,2,0,0
14,0,0,0
14,0,0,0
14,2,0,0
14,2,0,0
14,0,0,0
14,2,0,0
20,2,0,0
37,2,0,0
14,0,0,0
10,2,0,0
40,6,9,0
44,5,8,0
48,5,9,0
23,8,32,37
18,4,8,0
25,8,33,37
28,8,31,36
18,4,8,0
41,8,33,37
18,2,0,0
18,6,15,9
18,6,15,9
18,6,15,9
18,6,15,9
18,2,0,0
18,8,30,36
18,4,5,0
18,6,15,9
36,2,0,0
8,0,0,0
8,0,0,0
8,2,0,0
8,2,0,0
8,2,0,0
8,0,0,0
17,0,0,0
23,4,7,0
49,8,37,40
18,8,43,54
42,5,6,0
18,6,15,9
22,4,5,0
20,4,5,0
18,4,5,0
18,4,5,0
18,4,5,0
18,0,0,0
18,4,5,0
18,4,5,0
16,2,0,0
8,0,0,0
40,7,27,9
36,8,30,36
42,7,54,39
52,10,106,124
37,7,28,13
35,7,21,9
35,2,0,0
35,2,0,0
35,10,50,90
35,4,5,0
35,4,5,0
58,8,33,36
35,10,50,90
35,10,50,90
35,2,0,0
35,10,58,92
35,8,47,39
35,2,0,0
35,2,0,0
35,4,5,0
35,2,0,0
35,2,0,0
35,4,5,0
35,8,30,36
35,4,5,0
35,0,0,0
35,0,0,0
35,4,5,0
35,4,5,0
35,4,5,0
35,6,15,9
35,0,0,0
32,4,0,0
32,2,0,0
32,4,5,0
32,2,0,0
32,2,0,0
32,4,5,0
32,6,15,9
32,6,15,9
32,6,15,9
32,4,5,0
32,2,0,0
38,4,5,0
32,0,0,0
32,4,5,0
32,4,5,0
32,4,5,0
32,2,0,0
32,2,0,0
32,4,5,0
32,2,0,0
32,4,5,0
32,4,5,0
32,4,5,0
32,6,15,9
32,4,5,0
32,4,5,0
32,4,5,0
32,4,5,0
32,4,5,0
32,4,5,0
32,4,5,0
32,3,0,0
40,6,17,9
52,7,47,13
40,7,25,0
40,4,5,0
43,7,30,9
40,4,5,0
43,7,32,9
48,6,30,9
40,7,27,9
40,6,15,0
58,7,25,9
53,4,5,0
40,6,21,9
40,7,23,9
40,7,30,9
40,5,11,0
40,7,19,9
40,7,19,9
40,4,6,0
40,2,0,0
40,3,0,0
40,3,0,0
40,4,5,0
40,5,8,0
40,2,0,0
40,4,5,0
40,2,0,0
40,6,15,9
40,4,5,0
40,0,0,0
40,4,5,0
40,6,15,9
40,2,0,0
40,2,0,0
40,4,5,0
36,4,7,0
23,4,7,0
23,4,7,0
23,2,0,0
23,2,0,0
23,4,5,0
23,4,5,0
26,2,0,0
23,4,5,0
23,4,5,0
23,6,15,9
23,2,0,0
23,2,0,0
23,2,0,0
23,2,0,0
23,6,15,9
23,2,0,0
23,2,0,0
23,6,15,9
23,2,0,0
23,6,15,9
23,2,0,0
35,4,9,0
24,5,10,0
43,6,18,9
19,3,0,0
21,4,0,0
19,2,0,0
24,0,0,0
19,8,30,36
19,8,30,36
19,8,30,36
19,4,5,0
19,4,6,0
21,8,30,36
19,0,0,0
19,8,30,36
19,2,0,0
36,4,5,0
19,4,5,0
8,2,0,0
8,2,0,0
17,4,5,0
36,4,7,0
52,8,30,36
49,4,8,0
37,4,5,0
58,8,30,36
36,4,5,0
36,4,5,0
36,4,5,0
36,4,5,0
36,2,0,0
36,8,30,36
36,2,0,0
36,8,30,36
36,3,0,0
36,2,0,0
36,0,0,0
36,0,0,0
36,3,0,0
36,2,0,0
36,0,0,0
36,4,5,0
36,2,0,0
36,2,0,0
36,2,0,0
36,2,0,0
36,2,0,0
36,4,5,0
36,2,0,0
36,2,0,0
36,2,0,0
36,2,0,0
35,6,17,9
35,4,5,0
35,6,19,9
35,4,5,0
45,6,8,0
35,2,0,0
35,8,50,60
58,6,14,0
35,8,30,36
35,8,30,36
35,4,5,0
35,3,0,0
39,4,5,0
35,2,0,0
35,8,37,40
36,8,46,57
35,2,0,0
35,2,0,0
35,2,0,0
35,4,8,0
41,8,37,40
35,4,5,0
35,4,5,0
35,0,0,0
35,4,5,0
35,4,7,0
35,2,0,0
35,4,7,0
35,4,5,0
35,8,42,57
52,8,58,43
42,7,37,15
44,5,5,0
42,8,63,93
42,4,0,0
42,7,29,15
42,8,35,36
43,8,82,101
42,8,48,26
42,8,38,40
43,8,53,66
42,8,44,59
42,5,10,0
42,8,41,58
42,4,0,0
42,5,7,0
42,5,7,0
42,7,36,26
42,7,24,15
42,2,0,0
42,4,5,0
42,2,0,0
42,6,15,9
42,0,0,0
42,2,0,0
42,4,0,0
42,12,75,180
42,12,75,180
42,2,0,0
42,12,75,180
42,2,0,0
42,0,0,0
42,12,75,180
42,4,0,0
42,12,75,180
42,12,75,180
42,12,75,180
42,0,0,0
42,6,27,16
27,4,5,0
22,4,5,0
23,4,6,0
14,2,0,0
41,4,5,0
24,2,0,0
13,2,0,0
13,0,0,0
15,4,5,0
26,4,5,0
17,0,0,0
58,4,5,0
17,4,5,0
22,4,5,0
17,0,0,0
17,4,5,0
17,4,5,0
23,2,0,0
17,4,5,0
17,3,0,0
17,4,5,0
17,0,0,0
17,2,0,0
17,0,0,0
17,0,0,0
24,2,0,0
52,7,38,15
52,4,5,0
52,6,13,0
52,8,58,44
52,8,50,44
52,8,28,9
52,3,0,0
52,10,50,90
52,6,15,9
52,7,20,9
58,8,49,36
52,5,8,0
52,5,8,0
52,2,0,0
53,6,11,0
52,4,0,0
52,6,17,0
52,10,50,90
52,4,5,0
52,10,50,90
52,2,0,0
52,10,54,90
52,8,44,36
52,3,0,0
52,4,6,0
52,8,30,36
52,6,19,9
52,4,5,0
52,6,15,9
52,5,8,0
52,2,0,0
52,4,5,0
52,4,5,0
52,4,5,0
52,0,0,0
52,0,0,0
52,4,5,0
52,4,5,0
52,4,5,0
52,4,5,0
52,4,5,0
52,3,0,0
52,3,0,0
43,7,39,10
37,6,19,9
37,7,20,9
43,7,24,9
37,2,0,0
48,6,20,0
37,6,30,9
37,4,5,0
37,2,0,0
42,5,9,0
37,4,8,0
37,5,7,0
37,6,23,13
37,7,25,9
37,4,5,0
37,6,15,9
37,3,0,0
37,5,0,0
37,4,0,0
37,4,5,0
37,4,5,0
37,0,0,0
37,4,5,0
37,2,0,0
37,2,0,0
37,0,0,0
37,4,8,0
37,4,5,0
37,2,0,0
37,3,0,0
37,5,13,0
37,2,0,0
11,0,0,0
13,10,50,90
14,10,50,90
18,10,50,90
21,10,50,90
14,10,50,90
18,10,50,90
10,0,0,0
49,8,36,40
49,6,34,20
49,5,15,0
49,7,37,20
49,6,15,9
49,2,0,0
49,6,62,38
49,6,15,9
49,6,34,20
49,4,5,0
49,6,15,9
49,6,15,9
49,8,48,65
49,8,61,65
49,8,48,65
49,8,43,61
50,8,46,40
49,8,37,40
49,8,44,40
49,6,15,9
49,4,5,0
49,4,5,0
49,8,42,37
49,4,5,0
49,4,5,0
49,6,15,9
49,8,57,20
49,6,20,9
49,4,5,0
49,6,15,9
49,4,5,0
49,4,5,0
49,4,5,0
49,2,0,0
49,8,30,36
49,6,17,9
49,6,10,0
49,2,0,0
49,6,15,9
49,8,30,36
49,2,0,0
49,4,7,0
49,2,0,0
49,4,5,0
19,2,0,0
17,6,15,9
22,4,5,0
17,4,5,0
17,4,5,0
17,4,5,0
17,4,5,0
17,0,0,0
17,0,0,0
44,0,0,0
48,6,15,9
44,0,0,0
44,0,0,0
58,0,0,0
44,4,5,0
44,4,5,0
44,2,0,0
44,4,5,0
44,4,5,0
44,4,5,0
44,4,5,0
44,2,0,0
44,6,15,9
44,4,5,0
44,4,7,0
44,4,5,0
44,4,5,0
44,2,0,0
44,6,15,9
44,4,0,0
44,2,0,0
44,4,5,0
44,2,0,0
44,4,6,0
44,2,0,0
44,4,5,0
44,2,0,0
44,2,0,0
44,4,5,0
44,4,5,0
44,2,0,0
44,4,6,0
44,2,0,0
44,2,0,0
44,2,0,0
44,2,0,0
44,0,0,0
44,2,0,0
44,2,0,0
44,6,15,9
3,0,0,0
41,5,9,0
22,8,39,54
19,4,5,0
36,5,5,0
34,5,9,0
27,3,0,0
44,8,45,58
33,8,32,36
24,8,49,58
29,8,45,58
19,6,15,9
19,2,0,0
19,0,0,0
19,4,5,0
19,8,30,36
19,2,0,0
19,4,5,0
19,2,0,0
19,4,5,0
19,4,5,0
16,2,0,0
16,2,0,0
16,2,0,0
16,2,0,0
16,4,5,0
16,4,5,0
16,0,0,0
16,4,5,0
16,0,0,0
16,4,5,0
16,2,0,0
16,0,0,0
16,2,0,0
22,2,0,0
19,2,0,0
7,4,5,0
34,4,5,0
37,4,5,0
7,4,5,0
7,4,5,0
7,4,5,0
33,8,52,78
25,6,13,0
25,6,15,9
43,8,122,178
25,8,51,53
25,8,57,86
25,4,5,0
43,8,59,96
32,8,40,41
25,4,5,0
25,8,48,59
25,8,41,58
25,4,10,0
25,4,10,0
25,6,38,16
25,2,0,0
39,0,0,0
25,4,5,0
25,4,5,0
25,4,5,0
25,2,0,0
25,2,0,0
37,6,15,9
37,8,30,36
37,6,15,9
37,10,50,90
37,8,30,36
37,4,5,0
37,10,54,97
37,8,30,36
37,2,0,0
37,8,30,36
37,6,15,9
37,8,30,36
37,8,30,36
37,4,5,0
37,4,5,0
37,4,5,0
37,8,30,36
37,4,5,0
37,2,0,0
37,2,0,0
37,4,5,0
37,4,5,0
37,0,0,0
37,2,0,0
37,10,50,90
37,10,50,90
37,2,0,0
37,8,30,36
37,4,5,0
37,8,30,36
37,0,0,0
37,10,50,90
37,4,5,0
37,4,5,0
37,10,50,90
37,2,0,0
13,6,15,9
13,6,15,9
13,4,5,0
15,2,0,0
14,0,0,0
13,4,5,0
13,2,0,0
13,4,5,0
13,4,5,0
13,2,0,0
13,4,5,0
13,0,0,0
17,2,0,0
43,6,12,0
43,5,5,0
45,4,0,0
31,6,15,9
13,3,0,0
22,4,0,0
18,6,15,9
13,3,0,0
20,6,15,9
14,6,15,9
12,0,0,0
15,2,0,0
16,4,8,0
17,4,8,0
26,4,5,0
31,10,50,90
39,2,0,0
24,10,50,90
41,10,50,90
24,10,50,90
16,10,50,90
16,10,50,90
15,2,0,0
9,6,15,9
9,8,30,36
9,8,30,36
9,8,30,36
9,8,30,36
35,5,5,0
31,5,8,0
43,4,5,0
20,2,0,0
11,2,0,0
11,2,0,0
11,0,0,0
11,0,0,0
11,2,0,0
11,0,0,0
11,0,0,0
35,0,0,0
16,2,0,0
8,2,0,0
35,5,5,0
28,5,7,0
28,4,5,0
28,4,0,0
28,6,24,16
28,4,5,0
28,6,34,20
28,6,15,9
28,3,0,0
28,0,0,0
28,3,0,0
28,0,0,0
38,6,22,15
28,6,15,9
28,4,5,0
28,4,5,0
28,2,0,0
28,4,5,0
28,2,0,0
28,4,5,0
28,2,0,0
28,4,5,0
28,4,5,0
35,4,5,0
19,4,5,0
19,4,5,0
19,2,0,0
19,4,5,0
19,0,0,0
19,2,0,0
19,4,5,0
19,4,5,0
19,0,0,0
19,0,0,0
19,0,0,0
19,4,5,0
19,0,0,0
19,2,0,0
19,2,0,0
35,7,13,0
35,5,9,0
35,6,11,0
35,7,18,9
35,6,10,0
58,6,9,0
35,6,15,9
35,4,0,0
35,4,5,0
35,4,5,0
35,4,5,0
53,6,9,0
35,5,5,0
35,4,5,0
35,4,6,0
35,4,7,0
35,3,0,0
35,4,5,0
35,4,5,0
35,4,5,0
35,0,0,0
35,2,0,0
35,6,15,9
35,6,15,9
35,6,15,9
35,0,0,0
18,2,0,0
17,0,0,0
17,2,0,0
23,2,0,0
12,0,0,0
18,2,0,0
23,2,0,0
9,0,0,0
12,2,0,0
43,8,53,78
33,8,57,78
33,4,5,0
43,8,51,78
33,8,34,36
33,6,32,16
33,6,18,9
33,8,34,36
58,8,44,36
33,4,5,0
33,6,15,9
36,6,10,0
33,6,15,9
33,8,30,36
33,6,10,0
33,4,8,0
33,2,0,0
33,4,8,0
33,3,0,0
33,6,19,9
33,8,34,36
33,8,30,36
33,6,26,16
33,6,26,16
33,4,0,0
33,6,15,9
33,4,5,0
33,2,0,0
33,2,0,0
24,2,0,0
43,6,18,0
32,4,5,0
24,2,0,0
24,2,0,0
24,4,5,0
24,4,5,0
24,0,0,0
27,6,25,15
24,6,25,15
24,2,0,0
24,6,19,9
24,6,25,15
24,2,0,0
24,0,0,0
24,0,0,0
24,6,15,9
24,0,0,0
24,6,15,9
24,4,5,0
26,4,5,0
11,0,0,0
23,2,0,0
11,2,0,0
33,2,0,0
11,2,0,0
11,2,0,0
11,2,0,0
11,2,0,0
20,4,5,0
15,4,5,0
17,4,5,0
9,2,0,0
8,0,0,0
8,0,0,0
19,2,0,0
12,2,0,0
31,4,5,0
16,2,0,0
16,2,0,0
58,3,0,0
22,4,5,0
16,2,0,0
16,4,5,0
19,4,5,0
23,4,5,0
16,4,5,0
17,4,5,0
16,4,5,0
16,2,0,0
16,0,0,0
8,0,0,0
31,2,0,0
31,2,0,0
43,5,8,0
31,4,5,0
31,6,19,9
31,6,10,0
31,6,26,9
53,8,37,36
31,8,30,36
41,4,5,0
31,6,17,9
31,0,0,0
31,6,7,0
31,8,30,36
35,4,8,0
31,2,0,0
31,4,5,0
31,2,0,0
31,3,0,0
31,2,0,0
39,8,30,36
31,8,30,36
31,4,5,0
31,4,5,0
31,6,15,9
31,6,15,9
31,2,0,0
20,4,5,0
48,4,5,0
20,3,0,0
21,4,5,0
20,2,0,0
58,4,5,0
20,2,0,0
24,3,0,0
20,2,0,0
20,4,5,0
20,2,0,0
20,4,5,0
22,4,6,0
20,2,0,0
20,4,5,0
20,2,0,0
20,4,6,0
43,4,9,0
17,4,9,0
17,3,0,0
22,2,0,0
15,4,5,0
13,4,7,0
11,4,5,0
14,2,0,0
11,4,5,0
13,4,5,0
6,2,0,0
17,2,0,0
43,5,11,0
43,5,11,0
35,5,5,0
23,4,5,0
16,5,8,0
27,5,6,0
19,4,5,0
31,5,8,0
36,4,0,0
16,4,5,0
16,2,0,0
15,4,5,0
17,2,0,0
19,0,0,0
20,0,0,0
18,2,0,0
17,2,0,0
17,2,0,0
17,0,0,0
21,2,0,0
17,4,5,0
17,4,5,0
17,2,0,0
17,2,0,0
17,0,0,0
17,4,5,0
16,3,0,0
23,2,0,0
13,4,5,0
8,4,5,0
8,2,0,0
8,0,0,0
8,0,0,0
8,4,5,0
25,6,15,9
21,2,0,0
10,2,0,0
6,2,0,0
6,2,0,0
6,2,0,0
43,8,62,70
43,8,63,90
43,8,101,101
43,8,53,41
43,5,15,0
43,6,19,9
43,6,15,9
43,6,19,9
43,7,28,9
43,8,59,59
43,7,14,0
43,8,41,58
43,5,5,0
43,6,15,9
43,4,5,0
43,4,5,0
43,6,15,9
43,6,15,9
43,7,45,19
43,6,8,0
43,6,5,0
43,7,29,9
43,6,9,0
43,4,5,0
43,6,15,9
43,4,5,0
43,4,5,0
43,6,15,9
43,2,0,0
43,2,0,0
48,4,5,0
58,2,0,0
41,0,0,0
15,0,0,0
15,2,0,0
15,2,0,0
17,4,5,0
15,2,0,0
14,2,0,0
14,2,0,0
25,6,19,9
45,6,16,9
25,5,8,0
25,5,5,0
25,6,23,0
25,6,15,9
25,5,5,0
30,5,5,0
25,6,28,9
25,5,5,0
28,6,9,0
25,6,15,9
25,6,15,9
43,8,53,79
32,8,36,41
20,4,5,0
21,6,15,9
21,6,15,9
30,6,15,9
18,2,0,0
20,2,0,0
18,2,0,0
18,0,0,0
48,2,0,0
15,2,0,0
25,2,0,0
23,2,0,0
15,2,0,0
29,2,0,0
15,2,0,0
15,2,0,0
15,0,0,0
15,0,0,0
15,0,0,0
15,2,0,0
15,0,0,0
15,2,0,0
15,2,0,0
21,6,15,9
16,2,0,0
18,6,15,9
23,6,15,9
23,6,15,9
10,2,0,0
17,4,8,0
41,4,5,0
27,2,0,0
10,2,0,0
17,2,0,0
13,2,0,0
10,0,0,0
10,2,0,0
22,4,0,0
17,2,0,0
17,2,0,0
41,4,5,0
17,2,0,0
18,2,0,0
17,2,0,0
17,2,0,0
17,0,0,0
17,0,0,0
17,2,0,0
17,0,0,0
43,5,5,0
48,6,18,9
43,8,35,36
43,5,9,0
43,6,12,0
43,8,31,36
43,0,0,0
43,8,30,36
58,6,13,0
43,4,5,0
43,2,0,0
43,6,16,9
43,6,15,9
43,4,5,0
43,5,7,0
43,6,5,0
43,2,0,0
43,2,0,0
43,2,0,0
43,2,0,0
43,0,0,0
43,2,0,0
43,2,0,0
43,0,0,0
43,2,0,0
43,2,0,0
43,2,0,0
43,2,0,0
43,0,0,0
43,2,0,0
37,4,5,0
6,4,5,0
6,0,0,0
6,0,0,0
26,6,15,9
26,4,5,0
58,5,10,0
26,2,0,0
26,4,5,0
26,6,15,9
26,6,15,9
26,2,0,0
26,4,5,0
26,2,0,0
26,6,15,9
26,0,0,0
26,2,0,0
26,2,0,0
26,2,0,0
26,0,0,0
26,0,0,0
26,0,0,0
26,2,0,0
26,2,0,0
26,0,0,0
24,2,0,0
13,2,0,0
13,2,0,0
15,4,5,0
13,4,5,0
13,4,5,0
42,2,0,0
13,3,0,0
16,2,0,0
13,2,0,0
13,2,0,0
41,8,30,36
24,4,5,0
24,2,0,0
24,2,0,0
24,2,0,0
24,2,0,0
52,4,5,0
24,6,15,9
24,8,30,36
38,8,30,36
24,8,30,36
24,2,0,0
24,4,5,0
24,4,5,0
24,2,0,0
24,2,0,0
24,0,0,0
24,8,30,36
24,2,0,0
24,2,0,0
24,2,0,0
24,4,5,0
14,4,5,0
9,0,0,0
8,4,5,0
6,4,5,0
48,6,14,0
48,4,0,0
48,4,5,0
48,0,0,0
48,6,21,9
48,2,0,0
48,6,10,0
48,4,5,0
48,6,23,9
48,6,16,9
48,5,14,0
48,6,15,9
48,4,5,0
48,6,16,9
48,4,8,0
48,2,0,0
48,5,5,0
48,4,5,0
48,4,5,0
48,6,15,9
48,3,0,0
48,5,5,0
48,2,0,0
48,4,5,0
48,6,15,9
48,2,0,0
48,4,5,0
48,4,5,0
55,3,0,0
48,4,5,0
48,2,0,0
48,0,0,0
48,2,0,0
48,2,0,0
48,0,0,0
48,2,0,0
48,2,0,0
48,2,0,0
48,0,0,0
35,6,22,9
45,5,5,0
32,4,5,0
36,7,27,9
32,7,26,9
32,7,26,9
41,4,9,0
32,2,0,0
32,6,10,0
32,6,18,9
32,4,5,0
32,6,18,9
32,2,0,0
32,2,0,0
32,2,0,0
32,5,12,0
32,2,0,0
32,2,0,0
32,4,5,0
32,4,5,0
32,4,5,0
32,4,5,0
32,4,5,0
4,4,5,0
17,2,0,0
21,4,5,0
27,4,5,0
23,4,5,0
20,0,0,0
17,4,7,0
17,4,5,0
17,4,5,0
17,4,8,0
17,4,5,0
17,2,0,0
17,2,0,0
17,2,0,0
17,4,5,0
45,8,30,36
17,8,35,53
17,6,15,9
17,6,15,9
17,4,5,0
20,5,10,0
17,8,35,53
17,8,35,53
17,8,36,53
17,8,30,36
17,6,15,9
28,6,15,9
17,6,15,9
21,0,0,0
14,6,15,9
26,6,15,9
14,0,0,0
16,4,5,0
15,4,5,0
14,2,0,0
14,4,5,0
14,4,5,0
14,2,0,0
14,4,5,0
16,4,5,0
20,6,16,9
20,6,20,13
33,6,20,13
15,6,20,13
15,6,20,13
14,4,5,0
20,2,0,0
14,2,0,0
15,3,0,0
14,4,5,0
14,4,5,0
14,4,5,0
22,4,5,0
24,4,5,0
14,2,0,0
9,2,0,0
12,2,0,0
35,6,15,9
35,4,5,0
35,4,6,0
35,4,5,0
35,2,0,0
35,4,5,0
35,4,5,0
36,5,5,0
35,5,9,0
35,3,0,0
35,6,17,9
35,4,5,0
35,4,5,0
35,6,17,9
35,5,9,0
35,0,0,0
35,4,5,0
35,4,5,0
35,6,15,9
35,2,0,0
35,2,0,0
35,0,0,0
35,2,0,0
35,0,0,0
35,6,15,9
35,6,15,9
35,4,5,0
35,3,0,0
35,4,5,0
35,2,0,0
13,4,5,0
21,6,15,9
22,6,15,9
23,2,0,0
11,6,15,9
11,0,0,0
14,2,0,0
11,2,0,0
11,2,0,0
11,2,0,0
22,2,0,0
53,6,15,9
22,6,15,9
22,6,18,10
22,6,9,0
22,6,9,0
22,6,18,10
22,6,18,10
22,4,5,0
22,4,5,0
31,4,5,0
31,6,20,13
22,6,20,13
22,6,20,13
22,6,15,9
22,6,20,13
22,6,15,9
22,6,5,0
28,4,5,0
28,4,5,0
28,2,0,0
28,4,5,0
28,4,5,0
28,4,5,0
28,3,0,0
28,6,15,9
28,4,5,0
28,4,5,0
28,4,5,0
28,4,5,0
28,2,0,0
28,4,5,0
28,4,5,0
28,6,15,9
28,6,15,9
28,6,15,9
33,4,5,0
28,6,15,9
28,2,0,0
28,6,15,9
28,4,5,0
28,3,0,0
13,4,5,0
58,4,0,0
24,4,0,0
11,2,0,0
13,0,0,0
13,2,0,0
27,3,0,0
15,3,0,0
13,2,0,0
11,0,0,0
3,2,0,0
3,0,0,0
23,6,20,9
23,2,0,0
23,10,50,90
24,10,50,90
23,10,50,90
23,4,5,0
23,2,0,0
23,6,15,9
28,6,15,9
23,2,0,0
26,4,5,0
23,2,0,0
23,2,0,0
23,4,5,0
23,0,0,0
23,0,0,0
23,2,0,0
27,5,8,0
19,5,11,0
21,4,5,0
31,5,13,0
