"0,1-nd","2,1-nd","3,1-nd","4,1-nd"
4559,8,0,0
3562,14,0,0
7824,266,1040,225
2088,112,785,819
4817,104,745,819
1646,42,180,0
943,106,745,819
862,106,745,819
847,12,0,0
331,0,0,0
477,0,0,0
2054,52,215,0
4783,48,215,0
443,48,180,108
702,72,270,162
390,44,180,108
290,44,180,108
319,68,270,162
290,44,180,108
259,0,0,0
1510,20,0,0
807,54,215,0
726,54,215,0
1029,0,0,0
153,0,0,0
5562,88,270,0
2988,72,140,0
4393,90,310,0
1592,28,30,0
1910,70,65,0
2175,42,45,0
1752,64,230,117
1223,56,230,117
1707,36,95,0
1434,54,205,117
1434,54,205,117
1088,24,30,0
1054,0,0,0
1097,22,30,0
1124,22,30,0
1065,4,0,0
1752,0,0,0
1399,0,0,0
1379,24,0,0
1197,24,0,0
1539,0,0,0
1073,8,0,0
1254,24,30,0
1243,4,0,0
1095,0,0,0
3727,114,375,171
2323,54,240,135
4057,86,270,144
2292,64,165,0
2827,36,75,0
3346,40,130,0
3032,42,75,0
2247,8,0,0
2679,66,160,81
2610,72,115,0
2191,56,95,0
3771,20,40,0
3044,36,25,0
2602,0,0,0
2432,32,55,0
2825,22,25,0
2145,8,0,0
2979,66,160,0
2240,32,40,0
2628,64,195,0
2429,26,40,0
2468,46,75,0
2134,0,0,0
2646,32,55,0
2223,70,135,0
2388,8,0,0
2266,32,50,0
2747,56,140,81
2224,44,140,81
2283,12,0,0
2157,40,55,0
2185,20,0,0
2451,18,25,0
2204,38,40,0
2253,44,140,81
2234,28,40,0
2736,22,0,0
2493,48,160,0
6337,282,1615,1422
3166,104,415,0
2463,170,1105,1116
3748,104,415,0
3763,90,355,0
2054,22,0,0
5168,318,1740,1368
2382,168,1105,1116
3760,88,250,0
4513,60,200,0
3075,118,650,486
2154,84,290,144
4162,72,115,0
3107,162,860,612
3216,52,0,0
2664,52,165,0
2397,28,0,0
2072,44,55,0
2883,42,85,0
2697,72,110,0
1948,60,235,144
2257,130,745,540
2031,32,55,0
1879,32,55,0
3867,58,100,0
1908,46,145,0
1897,32,55,0
2580,88,430,288
2477,72,110,0
2397,92,135,0
1942,62,235,144
5192,208,1275,1143
7897,486,4265,5823
5111,182,1155,1143
5979,128,700,495
5485,8,0,0
5804,178,940,585
5414,68,0,0
5503,44,25,0
5206,26,0,0
5836,236,1235,684
5945,210,3310,8343
5393,128,1350,1998
4986,160,805,603
5126,40,0,0
6936,360,3920,8883
5771,284,3960,8811
5880,12,0,0
6422,320,3800,8811
5816,260,3685,8730
7978,278,1680,1170
8350,140,635,0
6955,204,3310,8343
5309,82,210,207
4637,0,0,0
5255,124,915,720
5211,34,0,0
4693,54,210,207
4653,10,0,0
4648,14,0,0
5177,40,105,0
4625,0,0,0
4986,176,1235,1170
4895,0,0,0
4838,114,905,891
4922,4,0,0
5595,8,0,0
4661,0,0,0
4710,20,0,0
4687,8,0,0
7174,264,1445,828
4980,28,0,0
5749,68,315,0
4738,80,480,459
4824,10,0,0
4592,0,0,0
4689,4,0,0
4669,54,210,207
4726,20,25,0
4592,0,0,0
4632,20,25,0
4877,90,660,720
4948,32,0,0
4765,32,0,0
4603,0,0,0
3306,268,1985,2313
3895,224,1360,1152
1825,34,0,0
5132,304,2080,2412
3318,178,1025,738
3210,94,185,0
2578,112,530,378
1919,32,0,0
1581,10,0,0
2362,136,1320,2016
2129,56,0,0
2145,78,395,0
2244,34,0,0
1561,128,1320,2016
1480,48,220,0
2217,128,1320,2016
1443,26,0,0
1408,8,0,0
1973,28,0,0
1391,0,0,0
1413,0,0,0
1405,0,0,0
1408,6,0,0
2471,16,0,0
2185,10,0,0
2007,180,1620,2205
4175,238,945,288
1902,56,240,135
3636,166,640,324
4418,104,205,0
2469,48,100,0
2177,46,100,0
4424,146,525,90
4699,248,795,180
3379,124,510,198
1871,52,155,0
2925,38,130,0
4362,90,225,0
2611,34,75,0
4056,106,845,0
3542,106,845,0
4075,82,845,0
2436,102,415,108
1845,48,130,0
3564,122,405,198
2737,88,375,108
2579,50,65,0
2024,14,0,0
2596,114,320,90
2149,100,350,0
1851,58,150,0
1748,44,125,0
2138,106,345,90
1729,0,0,0
2930,54,160,0
871,14,0,0
4178,64,160,0
1289,22,0,0
576,22,0,0
785,6,0,0
669,18,0,0
422,0,0,0
422,0,0,0
452,10,0,0
437,8,0,0
478,0,0,0
424,6,0,0
985,6,0,0
2104,30,0,0
591,0,0,0
339,20,0,0
3225,106,365,0
3468,100,285,0
3749,110,210,0
1629,100,805,711
1199,58,160,0
1703,146,850,711
1934,154,825,684
1075,64,140,0
3054,148,830,711
1124,12,0,0
827,48,200,126
943,48,200,126
817,36,200,126
990,44,200,126
976,12,0,0
1060,94,755,684
818,30,50,0
815,52,340,315
2133,22,0,0
224,0,0,0
254,0,0,0
322,6,0,0
281,4,0,0
190,4,0,0
182,0,0,0
568,0,0,0
1520,66,240,0
4023,190,1130,990
1237,198,1250,1143
3300,92,430,0
864,74,480,459
1541,40,105,0
1417,34,65,0
825,40,105,0
704,40,105,0
915,42,115,0
677,0,0,0
766,20,65,0
718,40,105,0
444,4,0,0
157,0,0,0
4466,188,915,495
3903,158,960,729
4477,306,1850,1422
5714,464,3030,3078
3942,172,765,414
3900,168,925,639
2481,28,0,0
2339,36,0,0
2944,170,1455,2016
2330,38,25,0
2476,58,275,0
6408,204,1195,783
2143,144,1320,2016
2799,144,1320,2016
2555,32,0,0
2589,252,1970,2439
3028,238,1560,1269
2024,8,0,0
2313,26,0,0
2520,56,310,0
2162,10,0,0
2962,8,0,0
2090,20,25,0
2201,108,750,729
2035,18,25,0
1979,0,0,0
2421,0,0,0
1994,18,25,0
2004,18,25,0
2303,20,25,0
2080,72,390,315
2638,0,0,0
1770,48,0,0
1832,10,0,0
2329,44,70,0
1664,12,0,0
1412,12,0,0
1690,18,25,0
1613,44,180,108
1524,44,180,108
1697,36,180,108
1570,18,25,0
1550,6,0,0
3328,32,45,0
1387,0,0,0
1597,24,40,0
2775,32,45,0
1441,32,45,0
1398,10,0,0
1425,10,0,0
1409,28,40,0
1390,6,0,0
1668,36,40,0
1415,16,25,0
1484,40,35,0
1457,44,180,108
1449,52,70,0
1421,34,55,0
1589,86,110,0
1569,42,50,0
1811,30,40,0
1523,28,40,0
1420,42,65,0
1600,24,0,0
4505,168,435,198
6292,360,1740,1008
4520,210,915,0
3064,56,60,0
5343,270,1235,540
2832,30,60,0
5293,292,1455,486
5568,248,815,108
4248,212,1065,315
3156,122,410,0
6986,206,865,495
6339,64,235,0
3305,140,560,108
4433,166,695,315
3606,210,1145,585
3018,98,325,0
3522,118,500,171
3753,126,500,171
3098,58,330,0
2845,16,0,0
4052,24,0,0
3206,44,0,0
2679,42,120,0
2837,66,180,0
2623,6,0,0
2809,38,100,0
2863,18,0,0
3057,106,475,162
3027,42,135,0
2634,0,0,0
2716,48,125,0
2905,92,345,162
2810,10,0,0
2597,16,0,0
2632,42,135,0
2820,68,120,0
1324,50,120,0
1439,66,240,0
1054,14,0,0
1313,22,0,0
1945,36,85,0
1117,20,115,0
1879,8,0,0
1235,34,55,0
1154,34,55,0
1475,54,190,171
944,8,0,0
1152,22,0,0
908,4,0,0
986,4,0,0
970,44,190,171
966,4,0,0
1047,16,0,0
1144,62,225,171
1111,8,0,0
1022,44,190,171
1034,4,0,0
2723,78,165,0
1777,78,315,0
3588,136,745,612
1162,26,0,0
1534,42,0,0
1330,18,0,0
1725,0,0,0
1003,64,475,594
925,70,475,594
993,74,475,594
1284,50,65,0
1185,52,95,0
1353,74,475,594
786,0,0,0
996,70,475,594
803,6,0,0
1999,30,75,0
868,24,75,0
259,4,0,0
260,4,0,0
737,30,75,0
2422,80,140,0
5729,162,870,729
5323,78,275,0
3657,86,225,0
6423,106,750,729
2840,42,45,0
3105,90,135,0
3656,44,225,0
2487,30,35,0
2336,30,0,0
3043,140,815,729
2107,6,0,0
2216,80,750,729
2145,38,0,0
2274,4,0,0
2059,0,0,0
1995,0,0,0
2100,40,0,0
2041,4,0,0
2007,0,0,0
3411,34,35,0
1999,4,0,0
3588,6,0,0
2002,12,0,0
2223,4,0,0
2188,8,0,0
3571,60,225,0
2025,8,0,0
2110,20,0,0
2543,6,0,0
2003,10,0,0
2525,132,645,873
3199,58,140,0
3709,126,530,198
3075,60,150,0
4692,80,245,0
2227,16,0,0
3625,272,1695,1647
6447,178,595,0
2388,110,690,747
2388,110,690,747
2888,74,165,0
2645,42,0,0
4046,40,35,0
2345,12,0,0
3045,174,1175,1350
3894,248,1525,1467
2355,8,0,0
2098,8,0,0
2058,16,0,0
2832,84,350,0
4259,198,1125,1350
2147,32,150,0
2082,26,35,0
2125,0,0,0
3066,32,90,0
2130,54,145,0
2524,12,0,0
2193,68,165,0
2567,60,165,0
2347,166,1220,1350
6303,396,2580,1935
4531,272,1505,1071
5298,52,90,0
3712,294,2590,2772
3979,52,0,0
4489,194,1080,738
4381,214,1460,1593
5354,430,3135,3060
3749,286,1995,1575
3267,200,1520,1647
5304,270,2120,2160
3434,184,1680,1764
2935,78,355,0
3065,164,1620,1683
3679,54,0,0
2938,70,195,0
2938,70,195,0
3178,186,1245,1179
3617,170,895,783
2794,32,0,0
2766,66,260,0
2902,34,0,0
2669,74,390,315
2876,0,0,0
2595,16,0,0
2824,36,0,0
2660,144,2025,4860
2642,144,2025,4860
2584,8,0,0
2642,144,2025,4860
2850,12,0,0
2575,0,0,0
2642,144,2025,4860
2818,52,0,0
2642,144,2025,4860
2642,144,2025,4860
2642,144,2025,4860
2657,0,0,0
3477,150,1115,1008
1609,36,85,0
1345,36,30,0
1547,44,105,0
754,14,0,0
2739,22,30,0
1242,4,0,0
500,4,0,0
476,0,0,0
840,24,30,0
1601,66,100,0
1062,0,0,0
4994,60,80,0
709,24,30,0
1384,42,80,0
684,0,0,0
608,18,25,0
569,18,25,0
1333,18,0,0
582,24,30,0
800,24,0,0
954,26,25,0
547,0,0,0
627,14,0,0
547,0,0,0
547,0,0,0
1613,18,0,0
5726,282,1370,738
4355,74,120,0
5426,132,410,0
6591,414,2440,1746
4986,254,1930,1665
6541,280,1335,486
4165,50,0,0
4770,234,1920,2016
4929,94,460,225
5412,178,840,225
8234,376,1640,954
4175,80,275,0
4175,80,275,0
4140,16,0,0
7587,152,405,0
6411,54,0,0
4553,148,680,0
3969,148,1320,2016
3888,52,220,0
4625,148,1320,2016
3851,26,0,0
4415,246,1835,2349
4854,272,1465,1206
4031,48,0,0
4346,84,330,0
4027,122,750,729
4305,146,500,162
3964,78,170,0
4153,110,365,162
4292,70,195,0
3972,14,0,0
3858,46,70,0
3855,18,25,0
3856,40,30,0
4580,0,0,0
3881,0,0,0
4225,26,25,0
3878,50,45,0
3918,32,30,0
4278,18,25,0
3914,40,60,0
4614,30,0,0
3969,22,0,0
4819,286,1430,1008
3214,172,790,342
2732,140,905,684
4769,190,975,684
2318,4,0,0
5044,172,585,0
2632,166,775,342
2249,40,115,0
2148,18,0,0
4639,98,225,0
2445,52,110,0
3214,80,150,0
2643,134,615,414
3082,184,835,387
2231,84,280,0
2134,64,390,315
2682,34,0,0
3450,64,0,0
2283,52,0,0
3081,46,270,0
2056,28,30,0
2035,0,0,0
2278,28,30,0
2073,4,0,0
2044,18,0,0
2035,0,0,0
2119,48,140,0
2130,30,80,0
2058,4,0,0
2249,30,0,0
2674,120,275,0
2087,4,0,0
420,0,0,0
395,106,1220,1998
596,120,1220,1998
721,106,1220,1998
882,132,1220,1998
589,122,1220,1998
735,118,1220,1998
294,0,0,0
3942,166,1010,990
4810,186,1120,666
6073,154,535,0
4635,252,1405,693
3714,140,425,144
4026,10,0,0
4667,346,1870,936
3508,70,235,144
3817,188,935,684
3468,44,145,0
4140,98,430,288
3502,78,235,144
5767,278,2465,4374
4602,318,2875,4455
5253,264,2465,4374
4647,190,2405,4347
6809,322,1695,1134
3817,200,1340,1134
6005,282,1670,1134
3569,112,480,459
5114,58,145,0
3852,58,145,0
4579,226,2315,3825
3548,24,25,0
3582,24,25,0
3642,90,415,297
5518,400,2065,1206
4018,154,720,279
3653,26,60,0
4253,104,300,198
3781,46,120,0
3607,72,285,0
3565,42,120,0
4074,12,0,0
3873,102,760,747
3567,102,1230,1782
3662,110,525,0
3441,28,0,0
3777,98,400,198
3708,90,760,747
3464,18,0,0
3695,52,125,0
4162,48,0,0
3687,16,25,0
1141,12,0,0
783,70,480,459
1460,40,105,0
744,40,105,0
623,40,105,0
834,42,115,0
637,40,105,0
595,0,0,0
595,0,0,0
3121,0,0,0
5811,176,360,81
3221,0,0,0
3149,0,0,0
7229,0,0,0
3170,38,90,0
3170,38,90,0
4068,24,0,0
5187,42,50,0
5406,64,120,0
3981,52,120,0
3548,54,165,0
3136,14,0,0
2963,74,240,81
3996,62,195,0
3137,64,105,0
5116,88,215,0
2880,28,50,0
3449,16,0,0
3056,68,160,81
3441,48,0,0
3361,8,0,0
3120,36,30,0
3093,10,0,0
4164,56,90,0
2855,6,0,0
3057,56,30,0
3978,26,0,0
2952,8,0,0
3122,38,120,0
3377,50,80,0
2846,4,0,0
3022,40,90,0
3826,24,0,0
3925,6,0,0
2892,26,0,0
3193,12,0,0
2873,0,0,0
2923,4,0,0
3339,6,0,0
2932,54,160,81
51,0,0,0
3064,82,385,0
1599,134,1195,1278
921,18,25,0
2456,60,195,0
2320,68,305,0
1721,28,0,0
3244,210,1495,1584
2327,148,1080,1125
1743,206,1560,1584
2026,186,1445,1584
1346,96,755,927
856,28,0,0
993,0,0,0
900,18,25,0
854,92,875,1035
748,24,0,0
831,26,25,0
755,8,0,0
915,50,205,0
950,50,205,0
426,4,0,0
399,4,0,0
612,8,0,0
486,10,0,0
458,26,25,0
464,22,25,0
413,0,0,0
570,20,205,0
414,0,0,0
405,18,25,0
435,8,0,0
393,0,0,0
402,8,0,0
867,16,0,0
822,16,0,0
282,20,25,0
1665,16,25,0
1853,18,25,0
253,16,25,0
220,18,25,0
225,16,25,0
3027,222,1925,2097
2189,120,765,0
1303,70,475,486
4000,506,3860,3798
2395,254,1980,1872
1913,232,2215,2358
1736,66,205,0
3950,272,2355,2610
2905,198,1590,1557
1586,60,400,0
2080,226,1760,1764
1711,146,1505,1683
2061,100,245,0
1696,86,245,0
2123,220,1310,1008
1428,22,0,0
3445,0,0,0
1411,44,100,0
1434,62,365,0
1292,40,100,0
1207,4,0,0
1242,4,0,0
2011,62,190,117
1864,110,565,585
1821,48,170,117
3395,148,1100,1863
1884,90,440,513
1839,36,40,0
3310,266,1665,2403
2143,112,600,675
1923,36,0,0
1830,98,550,648
1808,72,350,387
1886,110,570,648
2235,114,600,675
2029,48,125,0
1755,24,55,0
1799,16,25,0
1772,76,440,513
2007,48,125,0
1744,4,0,0
1908,4,0,0
1755,24,40,0
1783,24,55,0
1746,0,0,0
2252,48,0,0
1843,126,1090,1863
2013,134,1090,1863
1736,4,0,0
1772,76,440,513
1820,54,155,0
1829,118,560,513
1735,0,0,0
1843,126,1090,1863
1777,16,25,0
1748,16,25,0
1843,126,1090,1863
1736,4,0,0
479,48,170,117
436,40,170,117
454,24,40,0
710,10,0,0
592,0,0,0
370,22,40,0
596,8,0,0
340,16,25,0
509,16,25,0
354,6,0,0
340,16,25,0
326,0,0,0
602,6,0,0
3286,138,675,0
3236,92,390,0
3174,36,0,0
2107,102,405,90
595,26,0,0
1408,36,0,0
1002,48,190,90
550,16,0,0
1104,58,190,90
627,46,190,90
477,0,0,0
604,10,0,0
852,62,160,0
1099,58,135,0
1634,42,150,0
2184,164,1360,2133
2605,22,0,0
1604,152,1360,2133
2818,180,1410,2133
1625,126,1175,1962
743,112,1175,1962
784,114,1175,1962
747,6,0,0
289,44,170,117
352,72,440,513
240,70,440,513
240,70,440,513
297,74,440,513
2253,52,90,0
1953,48,165,0
3068,42,120,0
1080,16,0,0
406,6,0,0
320,6,0,0
308,0,0,0
308,0,0,0
333,6,0,0
308,0,0,0
308,0,0,0
1724,0,0,0
555,6,0,0
217,6,0,0
3402,72,85,0
2456,70,185,0
2199,24,45,0
2538,42,0,0
2717,118,825,513
1816,18,25,0
2749,154,1120,666
1899,74,550,414
2222,30,0,0
1981,0,0,0
2249,26,0,0
2529,0,0,0
3600,138,740,387
2100,80,540,279
2507,42,110,0
2187,46,110,0
1504,10,0,0
1787,32,25,0
1951,8,0,0
1626,18,25,0
1507,10,0,0
1521,20,45,0
1669,24,45,0
2519,38,25,0
631,38,50,0
658,32,30,0
607,8,0,0
633,20,30,0
688,0,0,0
803,10,0,0
898,18,25,0
593,20,30,0
729,0,0,0
582,0,0,0
774,0,0,0
631,18,25,0
582,0,0,0
944,18,0,0
611,10,0,0
3804,148,430,0
2966,80,160,0
3612,120,315,0
3172,144,680,378
2690,94,335,0
6420,128,430,0
2707,36,135,81
3368,34,0,0
2224,40,55,0
2049,26,55,0
2629,42,65,0
5773,86,285,0
2739,62,240,0
2074,44,220,0
2473,72,75,0
2374,62,105,0
2759,22,0,0
2279,32,50,0
2291,18,25,0
2024,18,25,0
2063,0,0,0
2162,14,0,0
2115,36,135,81
2086,36,135,81
2034,36,135,81
2054,0,0,0
903,4,0,0
834,0,0,0
669,4,0,0
1222,4,0,0
421,0,0,0
753,12,0,0
1070,12,0,0
250,0,0,0
355,4,0,0
4669,320,2130,2097
2582,250,2160,2169
2405,58,205,0
4619,254,1910,2097
3574,188,1440,1377
2541,202,940,594
2615,172,515,171
3490,232,1240,711
6312,312,1340,945
2994,66,40,0
2571,78,255,171
3759,102,345,0
3300,112,275,171
2697,144,805,630
2212,76,345,0
2133,74,120,0
2356,30,0,0
2099,60,145,0
2192,46,0,0
3000,102,535,270
3149,196,1175,711
2089,106,725,630
2815,134,625,387
2327,124,625,387
2542,50,0,0
2829,104,320,189
2110,28,40,0
1898,10,0,0
1915,32,0,0
1595,20,0,0
3831,188,925,0
2736,64,365,0
1405,14,0,0
1466,16,0,0
1911,74,395,0
1428,44,70,0
1859,0,0,0
2223,140,560,324
2071,124,525,324
1453,10,0,0
1751,100,455,270
1330,116,530,324
1325,16,0,0
1034,0,0,0
1082,0,0,0
1163,56,360,243
1072,0,0,0
1103,56,360,243
1081,38,175,0
1427,20,90,0
550,0,0,0
1072,18,0,0
559,12,0,0
1852,8,0,0
394,12,0,0
397,6,0,0
368,4,0,0
368,4,0,0
1008,38,55,0
716,36,55,0
697,22,45,0
280,10,0,0
210,0,0,0
222,0,0,0
784,24,0,0
492,18,0,0
2241,38,120,0
657,12,0,0
874,16,0,0
5049,52,0,0
1308,32,55,0
735,12,0,0
810,20,40,0
1279,28,55,0
1474,24,45,0
754,20,30,0
1074,20,30,0
630,16,30,0
658,6,0,0
709,0,0,0
263,0,0,0
2180,24,0,0
1882,16,0,0
4427,90,235,0
2855,34,75,0
2184,102,525,711
3068,102,665,0
2939,180,910,711
5473,316,2365,3573
2378,140,1855,3465
4007,50,75,0
2739,106,530,153
1810,0,0,0
2808,92,445,0
2719,188,1900,3465
3389,66,195,0
1997,6,0,0
1793,38,120,0
1928,14,0,0
2073,30,0,0
1805,14,0,0
3840,186,1855,3465
2783,148,1855,3465
2003,50,150,0
2061,54,150,0
2311,92,705,612
1954,52,345,612
1990,22,0,0
1340,62,140,0
3862,62,100,0
1272,30,0,0
1583,42,90,0
1200,18,0,0
5280,70,90,0
1188,20,0,0
1899,24,0,0
1000,8,0,0
1321,34,45,0
1131,18,0,0
1260,32,90,0
1588,42,100,0
864,6,0,0
892,20,55,0
905,12,0,0
1019,38,100,0
3142,116,440,0
876,64,240,0
897,26,0,0
1265,28,0,0
631,28,60,0
483,42,100,0
372,18,25,0
597,14,0,0
346,18,25,0
486,28,25,0
185,6,0,0
1046,10,0,0
3330,144,490,0
3280,110,490,0
2375,52,235,0
1509,48,250,0
765,46,145,0
1668,66,120,0
1202,42,100,0
2151,104,145,0
2420,40,0,0
702,32,45,0
871,10,0,0
607,32,45,0
729,6,0,0
1215,0,0,0
1210,0,0,0
1182,24,0,0
617,14,0,0
1072,8,0,0
817,0,0,0
1302,10,0,0
984,30,50,0
897,30,50,0
824,12,0,0
569,6,0,0
768,0,0,0
673,28,50,0
668,32,0,0
859,20,0,0
538,32,30,0
216,22,30,0
187,8,0,0
171,0,0,0
171,0,0,0
190,18,30,0
1340,64,475,486
878,10,0,0
297,10,0,0
123,8,0,0
121,6,0,0
121,6,0,0
4037,382,2685,2196
3555,326,2435,2412
5592,504,3315,2835
4547,338,2015,1674
3376,152,700,0
3455,148,600,342
3228,114,615,162
4687,176,660,171
3821,212,1080,207
3722,322,1975,1836
4463,220,800,0
3353,188,1505,1683
3306,98,40,0
3398,46,235,162
3054,62,260,0
4241,28,40,0
3356,94,345,162
3204,100,365,162
3765,280,1520,1179
3904,120,385,0
4034,106,130,0
4122,242,1010,306
3586,102,305,0
3562,42,130,0
4483,54,235,162
2983,40,80,0
3076,88,365,0
3008,50,235,162
2871,8,0,0
3069,24,0,0
3570,48,100,0
4988,20,0,0
2800,0,0,0
704,0,0,0
865,6,0,0
735,4,0,0
1029,28,45,0
693,4,0,0
539,4,0,0
539,4,0,0
1850,154,730,342
3925,142,460,81
1602,76,205,0
1983,106,60,0
1618,152,615,0
1701,84,160,81
1733,94,190,0
2668,58,60,0
2160,182,1020,774
1892,68,140,0
2517,108,350,0
1379,56,160,81
1494,86,200,81
3505,232,2065,2151
2460,152,1415,1557
1289,52,290,0
1501,74,255,171
1457,64,255,171
2186,90,255,171
796,16,0,0
1078,28,0,0
801,28,0,0
821,0,0,0
3486,22,0,0
826,10,0,0
1410,18,0,0
1191,12,0,0
812,18,0,0
1860,4,0,0
537,8,0,0
688,10,0,0
505,0,0,0
513,0,0,0
459,0,0,0
484,4,0,0
504,0,0,0
482,8,0,0
465,6,0,0
936,68,400,423
679,4,0,0
738,50,400,423
1055,72,400,423
1105,58,400,423
327,4,0,0
867,48,135,0
2586,42,110,0
1470,10,0,0
368,4,0,0
959,12,0,0
685,20,0,0
320,0,0,0
323,4,0,0
1439,42,0,0
603,8,0,0
1053,6,0,0
2833,52,110,0
751,8,0,0
1206,12,0,0
932,14,0,0
607,10,0,0
744,0,0,0
602,0,0,0
583,6,0,0
574,0,0,0
3842,78,100,0
5817,162,510,90
4497,220,1495,1377
4637,116,400,0
3771,118,585,0
3672,156,1250,1368
2943,0,0,0
3303,120,1175,1368
7235,210,450,0
3364,48,75,0
4054,24,0,0
3714,120,340,90
3256,110,260,90
2928,44,120,0
3625,68,135,0
3854,104,270,0
3615,20,0,0
3984,44,0,0
3013,26,0,0
2984,6,0,0
2846,0,0,0
3077,6,0,0
2869,16,0,0
2977,0,0,0
2951,4,0,0
2898,4,0,0
2825,8,0,0
4209,18,0,0
2814,0,0,0
2889,18,0,0
1805,18,25,0
172,18,25,0
149,0,0,0
142,0,0,0
1328,70,190,81
1332,48,45,0
5535,150,245,0
1280,20,0,0
1250,24,30,0
1920,96,290,81
1925,98,340,81
1874,34,0,0
1123,24,30,0
1168,14,0,0
1174,52,165,81
1325,0,0,0
1581,10,0,0
1986,8,0,0
1446,8,0,0
1123,0,0,0
1100,0,0,0
1097,0,0,0
1099,4,0,0
1100,4,0,0
1097,0,0,0
1272,10,0,0
538,8,0,0
409,4,0,0
765,18,25,0
517,32,25,0
581,20,25,0
2756,10,0,0
592,24,0,0
734,4,0,0
348,4,0,0
356,6,0,0
3310,78,500,567
1208,32,85,0
1568,16,0,0
1693,16,0,0
1842,4,0,0
1512,4,0,0
4201,60,120,0
1867,74,340,324
1797,110,585,612
2818,100,585,612
1543,104,585,612
988,6,0,0
1136,36,85,0
1159,30,45,0
1004,4,0,0
999,14,0,0
978,0,0,0
1109,74,500,567
993,4,0,0
1285,18,0,0
1028,14,0,0
1038,24,45,0
342,16,25,0
244,0,0,0
172,16,25,0
88,16,25,0
3680,110,340,0
4912,58,0,0
3724,36,25,0
3719,0,0,0
3829,144,495,108
3928,14,0,0
3691,76,245,0
3238,48,130,0
4130,154,555,108
3989,94,270,90
3542,122,355,0
3244,98,240,81
3141,46,125,0
3531,90,305,90
3418,90,150,0
3467,12,0,0
3361,64,135,0
3551,44,135,0
3156,44,135,0
3337,74,160,81
3990,34,0,0
3722,84,140,0
3338,28,0,0
3173,46,25,0
3213,58,160,81
3377,10,0,0
3149,26,35,0
3396,26,35,0
6777,22,0,0
3143,30,25,0
3294,8,0,0
3118,0,0,0
3925,10,0,0
3164,30,0,0
3190,0,0,0
3226,10,0,0
3258,10,0,0
3140,10,0,0
3094,0,0,0
